row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
44,e5d3d817b6742066247d980e0b7da20e51d71f5ba70e6931aa54d5ae80cd39d2,"You are a medical intern. The nurse informs you that an 80-year-old man who was admitted for cellulitis seems depressed and mentions passive suicidal thoughts. When you assess him, he sees a ghost in the ward and expresses paranoid ideation against the nursing staff. Which of the following assessments is MOST IMPORTANT to establish the diagnosis?",Assess registration and short-term recall,Assess somatic symptoms,Assess judgement,Assess recognition,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""In an elderly inpatient with visual hallucinations and paranoid ideation, delirium is a key diagnosis to establish. Assessing registration and short-term recall helps identify the acute cognitive impairment and inattention characteristic of delirium.""
}",A,,0.95,"In an elderly inpatient with visual hallucinations and paranoid ideation, delirium is a key diagnosis to establish. Assessing registration and short-term recall helps identify the acute cognitive impairment and inattention characteristic of delirium."
45,739ec6abca02741ee2293bc69d3e82af3508819d9d9f3fab898461bf6a345f3d,"A 50-year-old woman presents to the hospital with a two-week history of malaise , anterior neck pain and has been experiencing symptoms of what feels like a severe flu-like illness. Her blood pressure is 130/78 mmHg, and pulse is 118 bpm and regular. She has moist palms and fine tremors of both hands. There is a slightly enlarged tender thyroid gland. Investigations reveal very low TSH and high thyroxine. What is the most likely diagnosis?",Graves’ disease,Toxic adenoma,Subacute thyroidits,Toxic multinodular goiter,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""A tender thyroid with anterior neck pain, recent flu-like illness, and transient thyrotoxicosis is classic for subacute (de Quervain) thyroiditis. Graves’ disease and toxic nodular disorders typically cause a non-tender thyroid.""
}",C,,0.98,"A tender thyroid with anterior neck pain, recent flu-like illness, and transient thyrotoxicosis is classic for subacute (de Quervain) thyroiditis. Graves’ disease and toxic nodular disorders typically cause a non-tender thyroid."
46,8daf999235019e03fbde6c7f3a7462480d0f415b313535c1f0f9e99d2073aa7f,"A 72-year-old male comes to the office with intermittent symptoms of dyspnea on exertion, palpitations, and cough occasionally productive of blood. On cardiac auscultation, a low-pitched diastolic rumbling murmur is faintly heard toward the apex. The origin of the patient’s problem probably relates to which of the following?",Rheumatic fever as a youth,Long-standing hypertension,A silent MI within the past year,A congenital condition,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""A low-pitched diastolic rumbling murmur at the apex with dyspnea, palpitations, and hemoptysis is classic for mitral stenosis. In older adults, mitral stenosis most commonly results from prior rheumatic fever, often decades earlier.""
}",A,,0.98,"A low-pitched diastolic rumbling murmur at the apex with dyspnea, palpitations, and hemoptysis is classic for mitral stenosis. In older adults, mitral stenosis most commonly results from prior rheumatic fever, often decades earlier."
47,e8cb3ecc92bc244750ca98fa5de10cc666aa2b10541f571f2ae2fd892617cc8c,"45)	An 18-month-old child has been brought to your clinic for evaluation. He and his mother are in town visiting his grandmother. His mother tells you that she found him playing with an open bottle of his grandmother's medication. On physical examination, he is sleepy but arousable, pale, mildly diaphoretic, and afebrile. His respiratory rate is 20 breaths/min, heart rate is 60 beats/min, and blood pressure is 65/40 mmHg. His lungs are clear, there are no murmurs, and his pulses are weak. Of the following, the MOST likely cause for this patient's presentation is ingestion of",tricyclic antidepressant,pseudoephedrine,. captopril,pseudoephedrine,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""This child has bradycardia, hypotension, pallor, diaphoresis, and CNS depression, which is most consistent with ACE inhibitor ingestion. Tricyclic antidepressants and pseudoephedrine more typically cause tachycardia rather than marked bradycardia and hypotension.""
}",C,,0.95,"This child has bradycardia, hypotension, pallor, diaphoresis, and CNS depression, which is most consistent with ACE inhibitor ingestion. Tricyclic antidepressants and pseudoephedrine more typically cause tachycardia rather than marked bradycardia and hypotension."
48,9f626885c002a301b74fbc972bfb06c6107c619cc8492475defdc5a3d53a4721,"ECG changes of hypokalemia are due to delayed ventricular repolarization and do not correlate well with the plasma K+ concentration. Which of the following is false regarding ECG changes of hypokalemia?





",Prolonged QU interval,Inversion of T wave,Prominent U wave,ST-segment depression,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.56,
  ""rationale"": ""Typical ECG changes in hypokalemia include ST-segment depression, prominent U waves, and an apparent prolonged QU interval. T waves are usually flattened rather than truly inverted, so this is the least accurate statement.""
}",B,,0.56,"Typical ECG changes in hypokalemia include ST-segment depression, prominent U waves, and an apparent prolonged QU interval. T waves are usually flattened rather than truly inverted, so this is the least accurate statement."
49,599fe254cc7cc277894e59f0ea4577e6b4f515d18b1511d236a9271195bee2fd,"You are requested to give an educational talk to parents of teens regarding the prevention of cervical cancer. According to the currently available data, when should HPV vaccination be performed?
",In young men only,HPV vaccination should be performed at any age,"According to the currently available data, HPV vaccination should not be performed at the present time",Young girls and boys should be vaccinated against HPV after their first intercourse,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.99,
  ""rationale"": ""Current guidance recommends HPV vaccination for both girls and boys before sexual debut, typically at ages 11–12 with catch-up in later years. None of the listed options states this correctly.""
}",null,NO_VALID_OPTION,0.99,"Current guidance recommends HPV vaccination for both girls and boys before sexual debut, typically at ages 11–12 with catch-up in later years. None of the listed options states this correctly."
50,a71e69f6da95944bd900d70073b4f98317f30c20fab2b2b01a640d77a1f2c9fc,"Radiologic investigations are important in the assessment of interstitial lung diseases (ILD). Which of the following imaging findings is indicative of a poor prognosis in a case of ILD?





",Bibasilar reticular pattern,Mixed pattern of alveolar filling,Ground glass Opacities,Nodular pattern of alveolar filling,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.78,
  ""rationale"": ""A bibasilar reticular pattern suggests established pulmonary fibrosis/honeycombing, which is associated with irreversible disease and poorer prognosis in ILD. Ground-glass or alveolar filling patterns are more often linked to potentially reversible inflammatory activity.""
}",A,,0.78,"A bibasilar reticular pattern suggests established pulmonary fibrosis/honeycombing, which is associated with irreversible disease and poorer prognosis in ILD. Ground-glass or alveolar filling patterns are more often linked to potentially reversible inflammatory activity."
51,81c65f005f1a5cc8b537f820404566146f31122f85631c19a17a1db5d6e62828,"Following delivery, a woman is found to have a third-degree tear and a trainee wishes to do the repair under supervision. Which two suture materials have equivalent efficacy when repairing the external anal sphincter? 
",Polydiaxanone (PDS) and chromic catgut,Polydiaxanone (PDS) and nylon (Prolene),Polyglactin (Vicryl) and nylon (Prolene),Polyglactin (Vicryl) and chromic catgut,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.93,
  ""rationale"": ""For repair of the external anal sphincter in third-degree tears, monofilament delayed-absorbable PDS and monofilament nylon/prolene have been shown to have equivalent outcomes. Chromic catgut is not recommended for sphincter repair.""
}",B,,0.93,"For repair of the external anal sphincter in third-degree tears, monofilament delayed-absorbable PDS and monofilament nylon/prolene have been shown to have equivalent outcomes. Chromic catgut is not recommended for sphincter repair."
52,f67b18d5a8f6938cd040326a55b9306a4e7edc1201dc56164897a4a1e1baebd9,An 18-year-old female returns to the hospital 72 hours after being prescribed amoxicillin for pharyngitis. She is worried that her symptoms are getting worse. She has developed a skin rash and has suffered more fevers over the past 24 hours. Her blood pressure is 141/84 mmHg and her heart rate is 88 bpm and regular. Full blood count shows marked eosinophilia and kidney function test reveals elevated creatinine. Urine test shows protein 1+ and blood 1+. What is the most likely diagnosis?,IgA nephropathy,Goodpasture’s disease,Acute interstitial nephritis,Post streptococcal glomerulonephritis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""The triad of fever, rash, and eosinophilia shortly after starting amoxicillin with rising creatinine is classic for drug-induced acute interstitial nephritis. Mild hematuria and proteinuria can occur in AIN.""
}",C,,0.99,"The triad of fever, rash, and eosinophilia shortly after starting amoxicillin with rising creatinine is classic for drug-induced acute interstitial nephritis. Mild hematuria and proteinuria can occur in AIN."
53,662ee10959c30cbe608031f65e50828315019f06fe01cce58a9c4008cb303772,A 38-year-old man presents with mild fever and malaise. He has generalized lymphadenopathy and a maculopapular rash over the trunk and limbs with involvement of the palms and soles. He recalls that he had a penile ulcer about 3 months earlier which resolved without treatment within 2 weeks. Which of these is NOT TRUE of his condition?,These clinical manifestations will resolve without treatment,The antibody tests used for diagnosis persist after effective treatment and cannot be used to document cure.,Neurological complications do not occur at this stage of his illness.,He should be tested for HIV,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""This is secondary syphilis, suggested by prior painless penile ulcer followed by generalized rash involving palms and soles. Neurologic involvement can occur at any stage of syphilis, so saying neurological complications do not occur at this stage is false.""
}",C,,0.98,"This is secondary syphilis, suggested by prior painless penile ulcer followed by generalized rash involving palms and soles. Neurologic involvement can occur at any stage of syphilis, so saying neurological complications do not occur at this stage is false."
54,fd4e6c941bbdce85a2197f605a9769a14943168afb874727ea3294c8c86c88b1,"In obstetric haemorrhage
I. colloids are preferred to crystalloids in fluid replacement
II. Anti-D prophylaxis is required when an Rh Negative woman receives Rh Positive FFP
III Whole blood is superior to blood components in preventing acute kidney Injury 
",. I only,. II only,III Only,. II and III,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.78,
  ""rationale"": ""I is false because crystalloids are generally preferred initially over colloids in obstetric haemorrhage. II is true since Rh-positive fresh frozen plasma can contain residual red cells, so anti-D prophylaxis is recommended for an Rh-negative woman. III is false because whole blood has not been shown to be superior to component therapy for preventing acute kidney injury.""
}",B,,0.78,"I is false because crystalloids are generally preferred initially over colloids in obstetric haemorrhage. II is true since Rh-positive fresh frozen plasma can contain residual red cells, so anti-D prophylaxis is recommended for an Rh-negative woman. III is false because whole blood has not been shown to be superior to component therapy for preventing acute kidney injury."
55,4b03809562d29854022b0bec00a949db2c2dac7c3bdc294b43e58035ce7f738c,"A 42-year-old woman had a modified radical mastectomy on account of a breast carcinoma. During her recovery in the ICU that, the surgical drain that had been left in-situ yielded about 1 L of frank blood 8 hours after the surgery. The patient was taken back to theatre for secure haemostasis. What type of complication is the patient experiencing",e.	Haemorrhage secondary to surgical site infection,d.	Tertiary haemorrhage,a.	Primary haemorrhagic,c.	Secondary haemorrhage,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Bleeding occurring within the immediate postoperative period (8 hours after surgery) is reactionary/intermediate hemorrhage, but among the provided options this is best classified under primary hemorrhage rather than secondary or tertiary. Secondary hemorrhage is typically due to infection several days later.""
}",C,,0.98,"Bleeding occurring within the immediate postoperative period (8 hours after surgery) is reactionary/intermediate hemorrhage, but among the provided options this is best classified under primary hemorrhage rather than secondary or tertiary. Secondary hemorrhage is typically due to infection several days later."
56,4d436696e57cf3d3c060c13576fd320ed63684cc7e6975567c2b8fa985c8be2d,A 39-year-old African Caribbean woman presents to her GP with menorrhagia of 10 months' duration. She does not give any history of intermenstrual or postcoital bleeding. All her previous smears have been normal. Vaginal examination reveals an essentially normal pelvis. She suffers from Crohn's disease and is taking oral sulphasalazine. She is fed up and is asking for a hysterectomy. What is her first line of management for menorrhagia?,Hysterectomy,Subtotal hysterectomy,Levonorgestrel-releasing intrauterine system (LNG-IUS),Injectable long-acting progestogens,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""For heavy menstrual bleeding with a normal pelvic exam and no red-flag bleeding symptoms, first-line treatment is the levonorgestrel-releasing intrauterine system. Hysterectomy is not first-line, and oral therapy may be less suitable given her Crohn's disease.""
}",C,,0.98,"For heavy menstrual bleeding with a normal pelvic exam and no red-flag bleeding symptoms, first-line treatment is the levonorgestrel-releasing intrauterine system. Hysterectomy is not first-line, and oral therapy may be less suitable given her Crohn's disease."
57,072524b803c551a28c2d97283ffa577770eea6aaf1acb541693352943baaffb9,81. 38-year-old woman who underwent total thyroidectomy for multinodular goitre 6 months ago presents with persistent hoarseness. Which of the following nerves was most likely injured during her operation.,a.Superior laryngeal nerve,b.Bilateral recurrent laryngeal nerve,c.Unilateral recurrent laryngeal nerve,d.Hypoglossal nerve,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.96,
  ""rationale"": ""Persistent hoarseness after thyroidectomy most commonly results from injury to a unilateral recurrent laryngeal nerve, which causes ipsilateral vocal cord paralysis. Bilateral recurrent laryngeal nerve injury usually causes airway obstruction and stridor rather than isolated hoarseness.""
}",C,,0.96,"Persistent hoarseness after thyroidectomy most commonly results from injury to a unilateral recurrent laryngeal nerve, which causes ipsilateral vocal cord paralysis. Bilateral recurrent laryngeal nerve injury usually causes airway obstruction and stridor rather than isolated hoarseness."
58,78ea8b23659ec17a45afb1ce09c20d7302c6e159d7a33bf765400ec765ba97bd,A 22-year-old Caucasian para 0 woman attends maternal medicine clinic at 13 weeks' gestation following her normal dating scan. Her booking bloods are normal. She gives a history of deep venous thrombosis following a pelvic fracture after a trip over the stairs 2 years ago. Her recent thrombophilia screen is negative. Choose the most appropriate management option for this woman with regards to thrombopropylaxis.,Aspirin and TED stockings during antenatal period,Aspirin during antenatal period,6 weeks of postpartum LMWH,TEDS only during pregnancy,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""She has a single previous VTE provoked by a major transient risk factor (pelvic fracture/trauma) and a negative thrombophilia screen. In pregnancy this usually does not require antenatal LMWH, but postpartum prophylaxis with LMWH for 6 weeks is recommended.""
}",C,,0.95,"She has a single previous VTE provoked by a major transient risk factor (pelvic fracture/trauma) and a negative thrombophilia screen. In pregnancy this usually does not require antenatal LMWH, but postpartum prophylaxis with LMWH for 6 weeks is recommended."
59,118e35a272cfbbe434d11189518a57998342b1262c618f2cbdae867087180e55,"A 74-year-old woman presents to the emergency room with sudden onset abdominal pain and vomiting. Her abdominal exam is soft withmild tenderness to deep palpation, but she is writhing on the bed in pain. The next most appropriate step in management is:",Emergent laparotomy,Echocardiography of the heart,CT scan of the abdomen and pelvis,Abdominal USS,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""Severe abdominal pain out of proportion to a relatively benign abdominal exam in an elderly patient is classic for acute mesenteric ischemia. The next step is urgent CT abdomen/pelvis, ideally CT angiography, to confirm the diagnosis and guide intervention.""
}",C,,0.92,"Severe abdominal pain out of proportion to a relatively benign abdominal exam in an elderly patient is classic for acute mesenteric ischemia. The next step is urgent CT abdomen/pelvis, ideally CT angiography, to confirm the diagnosis and guide intervention."
60,bb84ef8d29fe25896cf9a1eea180ac557b8c0b984be6c85e9979ffb62234c3fe,A 22-year-old Asian woman is admitted to the hospital with an incomplete miscarriage at 11 weeks' gestation. She subsequently has surgical evacuation of the uterus. The histology reveals a large mass with hydropic changes in all the placental villi with no fetal tissue. Which of the following is the most likely karyotype and parental chromosomal origin?,"46 XX, maternal","46 XX, paternal","46 XY, paternal","69 XXY, paternal","{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Hydropic change in all villi with no fetal tissue indicates a complete hydatidiform mole. Complete moles are usually 46,XX and androgenetic, arising entirely from paternal chromosomes after fertilization of an empty ovum.""
}",B,,0.99,"Hydropic change in all villi with no fetal tissue indicates a complete hydatidiform mole. Complete moles are usually 46,XX and androgenetic, arising entirely from paternal chromosomes after fertilization of an empty ovum."
61,5b6cd1f2f4cfcefa064a606c8913b3a9b97beda65ffef2de966e3e544c83636f,"Management of hepatic encephalopathy involves the use of lactulose which is a non-absorbable disaccharide and osmotic laxative. The goal of this therapy to promote how many soft stools per day?

",12-Oct,6-Apr,8-Jun,3-Feb,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Lactulose for hepatic encephalopathy is titrated to achieve about 2 to 3 soft bowel movements daily. Among the options, D (3-Feb) corresponds to this target.""
}",D,,0.98,"Lactulose for hepatic encephalopathy is titrated to achieve about 2 to 3 soft bowel movements daily. Among the options, D (3-Feb) corresponds to this target."
62,2574197cc69bbb48f9b9c00f595a4a3382895dfc23871a63ce07e0b6bbf8c2a4,You are taking a history from Ms. Korona and she tells you that she has been arrested several times and detained for varying periods ranging from 3 days – 10 days at the Police cell. You will record this information under,Forensic history,Past psychiatric history,Social History,Premorbid personality,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Arrests and periods of detention are documented under forensic history. This section covers legal problems, charges, arrests, convictions, and incarcerations.""
}",A,,0.98,"Arrests and periods of detention are documented under forensic history. This section covers legal problems, charges, arrests, convictions, and incarcerations."
63,8b74f8b38f31fac3c4141f95a811351e0076dd44f402479fcc508f052d90716a,"16)	An 8-month-old infant arrives to the emergency department (ED) with a 2-day history of diarrhea and poor fluid intake. Your quick examination reveals a lethargic child; his heart rate is 180 beats per minute, his respiratory rate is 30 breaths per minute, and his blood pressure is low for age. He has poor skin turgor, 5-second capillary refill, and cool extremities. Which of the following fluids is most appropriate management for his condition?",haemacoel,Oral Rehydration Solution,Normal saline,Whole blood,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""This infant has hypovolemic shock from severe dehydration, with lethargy, hypotension, delayed capillary refill, and cool extremities. The appropriate immediate resuscitation fluid is an isotonic crystalloid bolus such as normal saline.""
}",C,,0.99,"This infant has hypovolemic shock from severe dehydration, with lethargy, hypotension, delayed capillary refill, and cool extremities. The appropriate immediate resuscitation fluid is an isotonic crystalloid bolus such as normal saline."
64,c1803273fe0d15b4f2acb8c5e6e79c8b884f36de503a5cb812ff1d1cb74a31fc,"A nineteen year-old-girl is admitted with pelvic pain, a positive pregnancy test and a 3 cm viable ectopic pregnancy seen in the right fallopian tube on ultrasound. She has already had a left saplingectomy for a previous ectopic. The best management would be:",Laparoscopic salpingectomy.,Laparoscopic salpingostomy.,Conservative management with serial βHCGs.,Laparotomy.,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.97,
  ""rationale"": ""She has a viable tubal ectopic and only one remaining tube, so fertility-preserving surgery is preferred. Laparoscopic salpingostomy is appropriate when the contralateral tube is absent, whereas salpingectomy would leave her infertile without assisted reproduction.""
}",B,,0.97,"She has a viable tubal ectopic and only one remaining tube, so fertility-preserving surgery is preferred. Laparoscopic salpingostomy is appropriate when the contralateral tube is absent, whereas salpingectomy would leave her infertile without assisted reproduction."
65,6df0464c56b3e4280d16f7db0b4fd8c5a1ba75e93a9dab4c0a5b882936dcde0e,A 20-year-old man with an identical twin is diagnosed with major depressive disorder. His twin brother asks you to comment on the chance that he will develop a depressive disorder. Which of the following is the correct response to his twin brother?,‘Major depressive disorder is strongly heritable. You will definitely develop it as well.’,‘The likelihood of you developing depressive disorder is higher than your other siblings’,‘There is only a slightly increased risk that you will become depressed as compared to the general population’,‘The likelihood of you developing depressive disorder is the same as if you were non-identical twins.’,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.96,
  ""rationale"": ""Major depressive disorder has moderate heritability, and monozygotic twins have a higher concordance risk than dizygotic twins or other siblings, but it is far from 100%. Therefore, his risk is increased compared with his other siblings, not guaranteed.""
}",B,,0.96,"Major depressive disorder has moderate heritability, and monozygotic twins have a higher concordance risk than dizygotic twins or other siblings, but it is far from 100%. Therefore, his risk is increased compared with his other siblings, not guaranteed."
66,b57e8c6d9bdd24ce1aed3716f494a669b5206624122cec5755bd31101812dae1,"George plays for one of the best football teams in Ghana. He had a tough time at training, and his coach kept shouting at him. He was upset but did not react. When he got home and his cat came rubbing itself at his feet, he angrily kicked the cat. George is employing………….




",Repression,Replacement,Suppression,Expression,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""George redirects anger from his coach, the real source, onto a safer target, the cat. This defense mechanism is displacement, often termed replacement in such options.""
}",B,,0.98,"George redirects anger from his coach, the real source, onto a safer target, the cat. This defense mechanism is displacement, often termed replacement in such options."
67,d6449cc3abea72bdb3a24ad2f906b018485d187ac7b803eb3bf4a38fed87d548,"A 19-year-old man is seen at the Renal clinic with history of recurrent haematuria. He also complains of hearing loss. On further questioning, it is found out that his brother also suffers from kidney disease and hearing loss. Blood pressure checked is 130/78 mmHg. Abdominal examination is unremarkable. Urine dipstick done shows blood 1+ and no protein. What is the most likely cause of this patient’s haematuria?",Post streptococcal glomerulonephritis,Autosomal dominant polycystic kidney disease,Congenital nephrotic syndrome,IgA nephropathy,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.98,
  ""rationale"": ""The presentation is classic for Alport syndrome (hereditary nephritis with sensorineural hearing loss and familial hematuria), which is not listed. IgA nephropathy can cause recurrent hematuria but does not explain the associated hearing loss and family pattern as well.""
}",null,NO_VALID_OPTION,0.98,"The presentation is classic for Alport syndrome (hereditary nephritis with sensorineural hearing loss and familial hematuria), which is not listed. IgA nephropathy can cause recurrent hematuria but does not explain the associated hearing loss and family pattern as well."
68,d98200fefe7a924c186102a1ddd9775b288ad2103072cd395118c5f6b9805a16,A 28-year-old woman had an open-heart surgery for a mitral valve replacement. She developed severe haemorrhagic as a complication such that her renal function was severely impaired. The consequent hyperkalaemia was refractory to medical therapy. What is the most appropriate course of action,a.	Increase the concentration of dextrose solution and dose of insulin,b.	Increase the dose and frequency of calcium gluconate,c.	Revise the surgery,d.	Start haemodialysis,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Refractory hyperkalaemia in the setting of severe renal impairment requires definitive potassium removal. Haemodialysis is the most appropriate urgent treatment when medical therapy has failed.""
}",D,,0.99,Refractory hyperkalaemia in the setting of severe renal impairment requires definitive potassium removal. Haemodialysis is the most appropriate urgent treatment when medical therapy has failed.
69,922edca7ff11b800bf2904797947b8d3638100fdea167563e646fa158359e6fa,"40-year-old male with a history of hepatitis B presents with jaundice, ascites and irritability. 
Asterixis was positive. A diagnosis of hepatic encephalopathy was made. Which of the following is not a known cause of asterixis?",Respiratory failure,Uremia,Severe Heart failure,Inflammatory bowel disease,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Asterixis is classically associated with metabolic encephalopathies such as hepatic failure, uremia, and hypercapnic respiratory failure; it can also occur in severe cardiac failure due to metabolic/toxic effects. Inflammatory bowel disease is not a recognized direct cause of asterixis.""
}",D,,0.98,"Asterixis is classically associated with metabolic encephalopathies such as hepatic failure, uremia, and hypercapnic respiratory failure; it can also occur in severe cardiac failure due to metabolic/toxic effects. Inflammatory bowel disease is not a recognized direct cause of asterixis."
70,4cd4890f192e074b19f9aa9cb7e1717c3a561ce18b674d2828229788d70ca507,A 65-year-old male presents with cough and difficulty breathing. He is cyanosed with finger clubbing. A chest x ray done shows bilateral lower reticulonodular opacities. What is the most likely diagnosis?,Bronchiectasis,Pulmonary fibrosis,Bronchogenic carcinoma,Chronic bronchitis,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Cyanosis with finger clubbing and bilateral lower reticulonodular opacities on chest X-ray are classic for interstitial lung disease, especially pulmonary fibrosis. The bilateral lower-zone reticulonodular pattern is not typical of chronic bronchitis or bronchogenic carcinoma.""
}",B,,0.95,"Cyanosis with finger clubbing and bilateral lower reticulonodular opacities on chest X-ray are classic for interstitial lung disease, especially pulmonary fibrosis. The bilateral lower-zone reticulonodular pattern is not typical of chronic bronchitis or bronchogenic carcinoma."
71,a233f14c2734d359827a6f7249ce87f10c08afca595b19b040e68893c86dee6d,"28 years old G 3 P 2 has presented with complaints of brownish vaginal discharge, passage of vesicles and excessive vomiting. Ultrasound scan shows snowstorm appearance in uterus with no fetus. The most likely diagnosis is:",Twin pregnancy.,Ectopic pregnancy.,Fibroid uterus.,Septic induced abortion.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.99,
  ""rationale"": ""The presentation of brownish discharge, passage of vesicles, excessive vomiting, and a snowstorm appearance without a fetus is classic for a hydatidiform mole (molar pregnancy). Since hydatidiform mole is not among the listed options, none of the choices is correct.""
}",null,NO_VALID_OPTION,0.99,"The presentation of brownish discharge, passage of vesicles, excessive vomiting, and a snowstorm appearance without a fetus is classic for a hydatidiform mole (molar pregnancy). Since hydatidiform mole is not among the listed options, none of the choices is correct."
72,c5005109d08126945ee225063425e55cb50d2271648b0b3f5a9863f41d7b0d40,"A 25-year-old male presents with a severe sore throat, difficulty swallowing, and a feverof 38.8 C three days after he underwent dental surgery. There are no palpable lymph nodes, but on your exam, the posterior pharyngeal wall is red and bulging forward. A lateral soft tissue radiograph of the neck shows swelling in the retropharyngeal space. What organism is the most likely cause of this infection?",Staphylococcus aureus,Polymicrobial anaerobes,Moraxella catarrhalis,Streptococcus pneumonia,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""This presentation is most consistent with a retropharyngeal abscess after dental surgery, which is commonly caused by mixed oral flora with anaerobes. Post-dental deep neck infections are typically polymicrobial rather than due to a single respiratory pathogen.""
}",B,,0.92,"This presentation is most consistent with a retropharyngeal abscess after dental surgery, which is commonly caused by mixed oral flora with anaerobes. Post-dental deep neck infections are typically polymicrobial rather than due to a single respiratory pathogen."
73,7d06f4504c7ed338c6c888e1bd23a8d693c1d19872f6c32101430dd20f4184ec,"A 45-year old male presents with a painless mass of his thigh that he states has been present since he hit his thigh on a table 2 months ago. On exam, he has a 6-cm sub fascial lesion. Which biopsy type would you recommend based on this information?",Core needle biopsy,Excisional biopsy,This does not require biopsy at this time given the history of trauma,Incisional biopsy,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""A painless, deep (subfascial), 6-cm thigh mass is concerning for soft tissue sarcoma regardless of trauma history and requires tissue diagnosis. Core needle biopsy is the recommended initial biopsy for suspected soft tissue sarcoma; excisional biopsy is generally reserved for small superficial lesions.""
}",A,,0.95,"A painless, deep (subfascial), 6-cm thigh mass is concerning for soft tissue sarcoma regardless of trauma history and requires tissue diagnosis. Core needle biopsy is the recommended initial biopsy for suspected soft tissue sarcoma; excisional biopsy is generally reserved for small superficial lesions."
74,cc1bb15805f215872d7256eb0ef45bb14894376ac11737e21a6ae99447179b35,A 32-year-old male patient presents to the emergency department with a suspected left renal trauma following a road traffic accident. Which of the following statements is true regarding his management?,Most renal trauma will require operative management.,"Most grade III and IV injuries, including those with devitalized parenchymalfragments and urinary extravasation,can be managed non operatively",Grade V injuries should never be managed non operatively. D.,Blunt trauma is more likely than penetrating to require operative intervention.,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.93,
  ""rationale"": ""Most renal trauma, especially blunt injuries, is managed nonoperatively in hemodynamically stable patients. Many grade III and selected grade IV injuries, even with urinary extravasation or devitalized fragments, can often be observed or managed minimally invasively; penetrating trauma and grade V injuries are more likely, but not invariably, to need surgery.""
}",B,,0.93,"Most renal trauma, especially blunt injuries, is managed nonoperatively in hemodynamically stable patients. Many grade III and selected grade IV injuries, even with urinary extravasation or devitalized fragments, can often be observed or managed minimally invasively; penetrating trauma and grade V injuries are more likely, but not invariably, to need surgery."
