row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
121,2d61088bad397690e806eee1196ed5f79574c7633f66617ab97350379ffe7b38,"A 29-year-old woman presents to her GP at 27 weeks' gestation with a rash on her trunk. She had developed this rash 10 hours previously and thought that she had developed a food allergy. On questioning she gives a history of coming in close contact, 3 days earlier, with her niece, who had developed chickenpox rash. General examination reveals rash typical of varicella or chickenpox. She is otherwise well. What is her next initial management following diagnosis of chickenpox",Intravenous acyclovir,Oral gancyclovir for 7 days,Oral acyclovir for 7 days,Elective caesarean section at 39 weeks' gestation,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""For a pregnant woman >20 weeks gestation presenting within 24 hours of chickenpox rash onset, oral acyclovir 800 mg five times daily for 7 days is recommended. IV acyclovir is reserved for severe/complicated varicella.""
}",C,,0.9,"For a pregnant woman >20 weeks gestation presenting within 24 hours of chickenpox rash onset, oral acyclovir 800 mg five times daily for 7 days is recommended. IV acyclovir is reserved for severe/complicated varicella."
122,91901076924fba9b185fedd415bc4961bb4259a3ae3740e5eedf22cf5b68332e,"A 30-year-old man is seen in the Emergency Department following a collapse with severe headache and palpitations after chasing after a thief in the streets. On further questioning, he admits to a number of episodes over the past six months when he has suffered from palpitations and headaches. His blood pressure is 160/95 mmHg, and pulse is 98 bpm and regular. Heart sounds are normal and his chest is clear. His abdomen is soft and non-tender. Body mass index is 23 kg/m2. Which of the following is the most useful investigation?",24-hour urine for 5-hydroxyindoleacetic acid,Echocardiogram,24-hour urine free cortisol,Abumin creatinine ratio,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.55,
  ""rationale"": ""Episodic headaches, palpitations, and hypertension suggest pheochromocytoma. The best test would be plasma/urinary metanephrines or catecholamines, but among the options given, 24-hour urine for 5-HIAA (though technically for carcinoid) is the closest pheochromocytoma-like workup; however this is not ideal. Still, it is the most relevant choice listed.""
}",A,,0.55,"Episodic headaches, palpitations, and hypertension suggest pheochromocytoma. The best test would be plasma/urinary metanephrines or catecholamines, but among the options given, 24-hour urine for 5-HIAA (though technically for carcinoid) is the closest pheochromocytoma-like workup; however this is not ideal. Still, it is the most relevant choice listed."
123,e0d0681b5552d203735dc3d1139edc1215f88668a350b00858b9f3a0fb783212,"A 60-year-old male with known head and neck squamous cell carcinoma with metastasis to the ribs and pelvis is admitted for her 4 th cycle of palliative chemotherapy. Since her last cycle of chemotherapy, she has been very lethargic and constipated. You conduct various investigations and discover her corrected calcium is 2.95 mmol/L . Which of the following is the next most appropriate treatment?",Continue with the chemotherapy,Withhold the chemotherapy and wait for calcium levels to normalize through reduced intake,Administer intravenous saline rehydration and zoledronate,Administer intravenous saline alone,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Symptomatic hypercalcemia of malignancy (Ca 2.95 mmol/L with lethargy and constipation) requires IV saline rehydration plus a bisphosphonate such as zoledronate as standard first-line treatment.""
}",C,,0.95,Symptomatic hypercalcemia of malignancy (Ca 2.95 mmol/L with lethargy and constipation) requires IV saline rehydration plus a bisphosphonate such as zoledronate as standard first-line treatment.
124,39907975e96a24d1c53238b233669e6ebca66dbf21944c0f011788fa6937d24d,A 55-year-old diabetic woman suddenly develops weakness of the left side of her face as well as of her right arm and leg. She also has diplopia on left lateral gaze. The responsible lesion is probably located in which of the following?,Right cerebral hemisphere,Left cerebral hemisphere,Right side of the brainstem,Left side of the brainstem,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Ipsilateral CN VI/VII palsy (left face weakness, left lateral gaze diplopia) with contralateral hemiparesis (right arm/leg) indicates a crossed syndrome localized to the left pons (Millard-Gubler syndrome).""
}",D,,0.95,"Ipsilateral CN VI/VII palsy (left face weakness, left lateral gaze diplopia) with contralateral hemiparesis (right arm/leg) indicates a crossed syndrome localized to the left pons (Millard-Gubler syndrome)."
125,2447d3739753f52a8d367c2e53d754f30b4628897fed7f22bac7ffe5f7d42625,"You are helping with school sports physicals and see a 13-year-old boy who has had some trouble keeping up with his peers. He has a cardiac murmur, which you correctly diagnose as a ventricular septal defect based on which of the following auscultatory findings?",A systolic murmur at the pulmonic area and a diastolic rumble along the left sternal border,A diastolic decrescendo murmur at the mid-left sternal border,A continuous murmur through systole and diastole at the upper left sternal border,A systolic crescendo-decrescendo murmur heard best at the upper right sternal border with radiation to the carotids; the murmur is augmented with transient exercise,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""A large VSD produces a holosystolic murmur with increased pulmonary flow, which can cause a relative mitral stenosis diastolic rumble at the apex/LLSB from increased flow across the mitral valve. Option B describes aortic regurgitation, C describes PDA, and D describes aortic stenosis. Option A best fits VSD with significant shunt, though the classic VSD murmur is holosystolic at the LLSB.""
}",A,,0.6,"A large VSD produces a holosystolic murmur with increased pulmonary flow, which can cause a relative mitral stenosis diastolic rumble at the apex/LLSB from increased flow across the mitral valve. Option B describes aortic regurgitation, C describes PDA, and D describes aortic stenosis. Option A best fits VSD with significant shunt, though the classic VSD murmur is holosystolic at the LLSB."
126,ed2cb6bb51972923b3ded33cd594b551563a13bb3072f3eba2fd1f63a8267640,"A 63-year-old woman presents with sudden-onset severe abdominal pain. Thepain has been present for the past 6 hours and has increased in intensity. Shehas an irregular heart rate, which is confirmed on EKG to be atrial fibrillation. You suspect mesenteric ischemia. What is the definitive treatment for this patient's condition?",Intravenous fluids and antibiotics with observation.,Anticoagulation with unfractionated or low-molecular-weight heparin.,Endovascularthrombolytic therapy.,Open embolectomy.,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""In a patient with AFib and acute mesenteric ischemia presenting with severe pain for 6 hours, the definitive treatment for an embolic superior mesenteric artery occlusion is open surgical embolectomy, which also allows assessment of bowel viability and resection of necrotic bowel.""
}",D,,0.7,"In a patient with AFib and acute mesenteric ischemia presenting with severe pain for 6 hours, the definitive treatment for an embolic superior mesenteric artery occlusion is open surgical embolectomy, which also allows assessment of bowel viability and resection of necrotic bowel."
127,67b7b73522791fe7a62244294ed88066a28203bc05903f39c6398a4eec7a5446,"A 67-year-old female patient complains of fatigue, dizziness, and abdominal distention. On examination, she is pale and an enlarged spleen is palpated. Her full blood count shows an elevated white cell count of 600 x 109/L . Her bone marrow shows the full spectrum of myeloid maturation. Her BCR-ABL 1 is positive. Which one of the following is true about her treatment?",She should undergo a stem cell transplant,She should be initiated on hydroxyurea and allopurinol,She should start chemotherapy with a cytarabine-based protocol,She should undergo white cell apharesis,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""This is chronic phase CML with marked leukocytosis. Initial management to reduce WBC count and prevent tumor lysis is hydroxyurea with allopurinol, before (or alongside) starting definitive TKI therapy. Apheresis is reserved for leukostasis symptoms, and transplant/cytarabine are not first-line.""
}",B,,0.75,"This is chronic phase CML with marked leukocytosis. Initial management to reduce WBC count and prevent tumor lysis is hydroxyurea with allopurinol, before (or alongside) starting definitive TKI therapy. Apheresis is reserved for leukostasis symptoms, and transplant/cytarabine are not first-line."
128,38a90612e1453191fd29a4258cdd1a0a50df946f58006e5560d0dcbf001a9917,A woman presents at 28 weeks gestation reporting vaginal bleeding. The bleeding occurred 2 hours ago and was bright red. There was no associated abdominal pain and no previous episode of bleeding. Previous ultrasound scan was normal. Examination revealed no abnormality except speculum examination that revealed a reddened area around the external cervical os with an inflammatory appearance and a small amount of contact bleeding. The most likely diagnosis is,Vasa praevia,Placenta praevia,Cervical cancer,Abruptio placenta,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.55,
  ""rationale"": ""Painless bright red bleeding with a reddened, inflammatory-appearing lesion on the cervix and contact bleeding points to a cervical cause. Among the options, cervical cancer best fits a visible cervical lesion with contact bleeding, though cervical ectropion/cervicitis would be more common clinically.""
}",C,,0.55,"Painless bright red bleeding with a reddened, inflammatory-appearing lesion on the cervix and contact bleeding points to a cervical cause. Among the options, cervical cancer best fits a visible cervical lesion with contact bleeding, though cervical ectropion/cervicitis would be more common clinically."
129,2e91da61601e7f82de4605f374cb62177d3c32ee8c0a0064b99e1212447fc370,"A 65-year-old being managed for heart failure with reduced ejection fraction has a NYHA class of III despite being on optimal doses of bisoprolol, sacubitril/valsartan, dapagliflozin, eplerenone and furosemide. ECG done shows a left bundle branch block and QRS duration of 182 ms. What is the appropriate next step in her management?",Add Ivabradine,Add Spironolactone,Cardiac resynchronization therapy,Implantable cardioverter-defibrillator,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Patient has HFrEF, NYHA III, LBBB with QRS >150 ms despite optimal GDMT — a Class I indication for cardiac resynchronization therapy.""
}",C,,0.95,"Patient has HFrEF, NYHA III, LBBB with QRS >150 ms despite optimal GDMT — a Class I indication for cardiac resynchronization therapy."
130,e7d6c62d3cd2455962af9c8cf7684b3af5a876d6d7505cd24e9fc4589cf64430,"Tuberculosis can be treated by
a. 4 months of Isoniazid and Rifampicin; 2 months of ethambutol, Isoniazid, rifampicin and pyrazinamide
b. 2 months of Isoniazide, Rifampicin, ethambutol and Pyrazinemide; 4 months of Ethambutol and pyrazinamide
c. 2 months of Pyrazinemide , ethambutol; 4 months of Rifampicine, ISoniazied and pyrazinamide
d. 2 months of Rifampicin, Isoniazide, Pyrazinemide and Ethambutol; 4 months of Rifampicin and Isoniazide.
e. 4 months of Rifampicin , Ethambutol 4 months of Isoniazid, pyrazinamide, ethambutol and rifampicin.","4months of Isoniazid and Rifampicin; 2 months of ethambutol, Isoniazid, rifampicin and pyrazinamide","2months of Isoniazide, Rifampicin, ethambutol and Pyrazinemide; 4 months of Ethambutol and pyrazinamide","2months of Pyrazinemide , ethambutol; 4 months of Rifampicine, ISoniazied  and pyrazinamide","2 months of Rifampicin, Isoniazide, Pyrazinemide and Ethambutol; 4 months of Rifampicin and Isoniazide.","{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Standard TB treatment is 2 months intensive phase with RIPE (rifampicin, isoniazid, pyrazinamide, ethambutol) followed by 4 months continuation phase with rifampicin and isoniazid.""
}",D,,0.98,"Standard TB treatment is 2 months intensive phase with RIPE (rifampicin, isoniazid, pyrazinamide, ethambutol) followed by 4 months continuation phase with rifampicin and isoniazid."
131,7d9870211d5643fc14e3f4e9dfb0fc6005af8dae839aac0ec3da2afb207af167,"A 42-year-old bus driver with diet-controlled diabetes complains of generalised weakness which appears to be worse in the evenings. She often complains of double vision and her husband and friends report that her eyelids sometimes appear to be drooping. Her symptoms are generally worse after a few hours of working. She reports smoking 10 cigarettes a day for the past 25 years and drinks three to four pints of beer most weekends. Examination of the limbs demonstrates generalised weakness, which is greater proximally. There is no sensory deficit. What is the most likely diagnosis?",Motor neuron disease,Dermatomyositis,Stroke,Parkinson’s disease,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The clinical picture—fatigable weakness worse in the evening, diplopia, ptosis, and proximal weakness without sensory loss—is classic for myasthenia gravis, which is not among the listed options.""
}",,NO_VALID_OPTION,0.95,"The clinical picture—fatigable weakness worse in the evening, diplopia, ptosis, and proximal weakness without sensory loss—is classic for myasthenia gravis, which is not among the listed options."
132,62794deedbfb0a32ee748be2f76272a6908d83cffb2b12a422ce18b6fddfedd9,"A 35-year-old man is admitted following blunt head trauma with a CT showing several areas ofsmall intracerebral hemorrhage. He is intubated but agitated. His heart rate is 90 bpm, and his mean arterial pressure (MAP) is 85 mmHg. An intracranial pressure monitor shows an ICP of 26 mmHg. Which of the 
following is the next best step?",Hyperventilation to PCO2 of 25 to 30 mmHg,Administer mannitol.,. Place the patient in Trendelenburg position.,Begin vasopressortherapy.,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""ICP is elevated (>20 mmHg) with adequate CPP (MAP 85 - ICP 26 = 59, borderline). Mannitol is a first-line osmotic therapy to reduce ICP. Aggressive hyperventilation to PCO2 25-30 is not recommended as first-line due to risk of cerebral ischemia; Trendelenburg would worsen ICP; vasopressors aren't needed with MAP 85.""
}",B,,0.75,"ICP is elevated (>20 mmHg) with adequate CPP (MAP 85 - ICP 26 = 59, borderline). Mannitol is a first-line osmotic therapy to reduce ICP. Aggressive hyperventilation to PCO2 25-30 is not recommended as first-line due to risk of cerebral ischemia; Trendelenburg would worsen ICP; vasopressors aren't needed with MAP 85."
133,119f23e556be37be01c79efcdccb1a0cbde25d18a18abe6317b662c0f1431089,"50)	Two weeks after a viral syndrome, a 2-year-old child develops bruising and generalized petechiae, more prominent over the legs. No hepatosplenomegaly or lymph node enlargement is noted. The examination is otherwise unremarkable. Laboratory testing shows the patient to have a normal hemoglobin, hematocrit, and white blood cell (WBC) count and differential. The platelet count is 15,000/μL. Which of the following is the most likely diagnosis?",Acute leukemia,Von Willebrand disease (vWD),Aplastic anemia,Thrombotic thrombocytopenic purpura,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""This is classic ITP (immune thrombocytopenic purpura) following a viral illness—isolated thrombocytopenia with normal Hgb/WBC, no organomegaly. Among the options, TTP is labeled 'thrombotic thrombocytopenic purpura' but the question likely intends ITP; however, since ITP isn't listed, the closest match by abbreviation/purpura presentation is D. Note: true TTP includes MAHA, fever, renal, neuro findings—absent here—so this answer reflects the best available option.""
}",D,,0.9,"This is classic ITP (immune thrombocytopenic purpura) following a viral illness—isolated thrombocytopenia with normal Hgb/WBC, no organomegaly. Among the options, TTP is labeled 'thrombotic thrombocytopenic purpura' but the question likely intends ITP; however, since ITP isn't listed, the closest match by abbreviation/purpura presentation is D. Note: true TTP includes MAHA, fever, renal, neuro findings—absent here—so this answer reflects the best available option."
134,c2e1eea0db2d2f595822d56d5b768e3af3fba3777d63fce3581f2d842ee1856d,"A woman undergoes a triple assessment for a left upper outer quadrant breast lump. The results of the clinical assessment show the lump to be 4.5 cm in diameter, with mobile lymph nodes on the same side and no evidence of distant metastases. Which of the following is her TNM classification?",T1N3M0,T2N1M0,T3N0M0,T2N3M1,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""T2 is 2-5 cm, mobile ipsilateral axillary nodes is N1, no metastases is M0.""
}",B,,0.9,"T2 is 2-5 cm, mobile ipsilateral axillary nodes is N1, no metastases is M0."
135,19e22cfe57cc5f8824a2dab4b3a47a3a9273baf730906c8d649154a6b38dbf27,A 55-year-old man who has been working for many years in a quarry presents with difficulty breathing on physical activity and cough which has worsened over the past 3 months. There is associated weight loss. Chest X ray done shows bilateral reticulonodular opacities predominantly at the upper lobes. What is the most likely diagnosis?,Tuberculosis,Bronchogenic carcinoma,Idiopathic pulmonary fibrosis,Asbestosis,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Quarry work exposes to silica dust, making silicosis the most likely diagnosis given upper-lobe reticulonodular opacities. None of the listed options (TB, bronchogenic carcinoma, IPF, asbestosis) is the best fit, though silicosis predisposes to TB.""
}",,NO_VALID_OPTION,0.9,"Quarry work exposes to silica dust, making silicosis the most likely diagnosis given upper-lobe reticulonodular opacities. None of the listed options (TB, bronchogenic carcinoma, IPF, asbestosis) is the best fit, though silicosis predisposes to TB."
136,8ecace11ac1b703d0297a6c6e9e371e0cd73954d394624f9d32e239d315b1fdf,"You see a 48-year old in the surgical ward who is due for an exploratory laparotomy. The anaesthetist tells you that a high dependency unit (HDU) bed has been booked for the patient owing to his comorbidities and will therefore require close monitoring after surgery. The anesthetist tells you that the patient falls under ASA 3. From the list below, choose the definition that best describes an ASA grading of 3.",A patient with severe systemic disease that is a constant threat to life,A patient with mild systemic disease,A moribund patient who is not expected to survive without an operation,A normal healthy patient,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""ASA 3 is classically defined as a patient with severe systemic disease. However, the strictest definition is 'severe systemic disease' (not life-threatening); 'constant threat to life' describes ASA 4. Among the given options, A is the closest match, though the wording overlaps with ASA 4.""
}",A,,0.7,"ASA 3 is classically defined as a patient with severe systemic disease. However, the strictest definition is 'severe systemic disease' (not life-threatening); 'constant threat to life' describes ASA 4. Among the given options, A is the closest match, though the wording overlaps with ASA 4."
137,b35ed145756eef4b810e5ef2232747375cd277c77cf0cbadd4c3fb51d2abae68,"Which of the following is true regarding sickle cell disease in pregnancy?
i Maintaining an sp 02 of at least 90% is required throughout pregnancy 
ii There is a lower risk of sickle cell crisis during the puerperium
iii Vaginal delivery is permissible",i only,C. Il and Ill only,iii only,"A. I, II and III","{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""SpO2 should be maintained ≥94-95% (not 90%) in pregnancy with sickle cell disease, and the risk of sickle crisis is actually increased (not decreased) during the puerperium. Vaginal delivery is permissible; cesarean is reserved for obstetric indications.""
}",C,,0.75,"SpO2 should be maintained ≥94-95% (not 90%) in pregnancy with sickle cell disease, and the risk of sickle crisis is actually increased (not decreased) during the puerperium. Vaginal delivery is permissible; cesarean is reserved for obstetric indications."
138,dc47736e88acc694e8561dee76aea8baa5c58c09d95c3a798324b66208aa1505,"A 35-year-old previously healthy woman complains of a severe, excruciating headache and then has a transient loss of consciousness. There are no focal neurologic findings. Which of the following is the best next step in evaluation?",CT scan with contrast,Echocardiogram,Carotid angiogram,Holter monitor,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Sudden severe 'thunderclap' headache with transient LOC suggests subarachnoid hemorrhage; non-contrast CT is standard, but among these options CT is the best initial test to detect SAH.""
}",A,,0.85,"Sudden severe 'thunderclap' headache with transient LOC suggests subarachnoid hemorrhage; non-contrast CT is standard, but among these options CT is the best initial test to detect SAH."
139,6f007229e14c88e297d0ec036ad6b23401179fac37b9adc538e7d386e31c003f,A 56-year-old man presents to the Emergency Unit with central chest pain which lasted for 15 minutes while playing tennis. He has two similar episodes over the past three months. The first episode was while he was taking a walk and the second episode while he was on the treadmill in the gym. He is a hypertensive with well controlled blood pressures and has a past history of smoking. ECG done showed left ventricular hypertrophy and T wave inversion in leads V 5 and V 6. Troponins done were normal. What diagnosis best fits with the clinical scenario?,Non ST elevation myocardial infarction,Unstable angina,Non cardiac chest pain,Stable angina,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.88,
  ""rationale"": ""Chest pain consistently provoked by exertion (tennis, walking, treadmill), relieved with rest, with normal troponins and no rest/crescendo pattern, is characteristic of stable angina. NSTEMI is excluded by normal troponins, and unstable angina would require rest pain or a crescendo pattern.""
}",D,,0.88,"Chest pain consistently provoked by exertion (tennis, walking, treadmill), relieved with rest, with normal troponins and no rest/crescendo pattern, is characteristic of stable angina. NSTEMI is excluded by normal troponins, and unstable angina would require rest pain or a crescendo pattern."
140,e23937af1c9ed9d9e191313a520eef15efb13453a86f1e10da7c922ba394eec2,24 year old man presented with sudden onset shortness of breath while watching television. Examination of the chest showed reduced expansion on the left with hyper-resonant percussion notes and reduced breath sounds on the same side. What is the most likely diagnosis consistent with the chest findings on the left?,Pulmonary fibrosis,Pneumonia,Upper airway obstruction,Atelectasis,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The clinical picture (young man, sudden-onset dyspnea, reduced expansion, hyper-resonant percussion, and decreased breath sounds) is classic for spontaneous pneumothorax, which is not listed. The other options would produce dull percussion, not hyper-resonance.""
}",,NO_VALID_OPTION,0.95,"The clinical picture (young man, sudden-onset dyspnea, reduced expansion, hyper-resonant percussion, and decreased breath sounds) is classic for spontaneous pneumothorax, which is not listed. The other options would produce dull percussion, not hyper-resonance."
141,7535dd19354496158072c59d8557a2544fd82a8e1724692e8a8687cdf255949a,A 15-month old unimmunized child presents with persistent cough of a week duration. It is associated with occasional loud inspiratory noise and vomiting after episodes of cough. Which of the following additional features should be searched for?,Severe conjunctivitis,Encephalitis,Morbilliform rash,Loud stridor,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""The clinical picture (unimmunized child with paroxysmal cough, inspiratory whoop, and post-tussive vomiting) is classic pertussis. Among listed complications, pertussis encephalopathy/encephalitis is a recognized serious complication to look for; the others are features of measles or croup.""
}",B,,0.6,"The clinical picture (unimmunized child with paroxysmal cough, inspiratory whoop, and post-tussive vomiting) is classic pertussis. Among listed complications, pertussis encephalopathy/encephalitis is a recognized serious complication to look for; the others are features of measles or croup."
142,7c73e2081f88c8d16140d6bc4b3d5a9160c509805a8bc96b0c6c602a752b823a,"A 27-year-old man is admitted with weight loss and headaches for 3 weeks. Upon evaluation, he was found to have cryptococcal meningitis and started amphotericin B. Two days later. Urea and creatinine are requested. Which of the following is a finding of concern",Hyponatremia,Hypomagnesemia,Hypokalemia,Hypochloremia,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Amphotericin B causes nephrotoxicity with distal tubular damage leading to renal potassium and magnesium wasting. Hypokalemia is the most common and clinically concerning electrolyte abnormality associated with amphotericin B therapy.""
}",C,,0.85,Amphotericin B causes nephrotoxicity with distal tubular damage leading to renal potassium and magnesium wasting. Hypokalemia is the most common and clinically concerning electrolyte abnormality associated with amphotericin B therapy.
143,453a28b62c177dcebb2d26e2d1aa7d2e73d7e040b77173968c9db4186b62073c,"A 22-year-old Asian woman is admitted to the hospital with an incomplete miscarriage at 11 weeks' gestation. An ultrasound shows a 'snowstorm appearance. She passes grape-like vesicles through the vagina. She subsequently has a surgical evacuation of the uterus. The histology reveals a large mass with hydropic changes in all the placental villi and no fetal tissue. She is followed up with serum beta human chorionic gonadotrophin (beta h CG) levels. There was an initial fall but it started to rise gradually (10,000 units/m L) at 3 months' follow-up. Her CT scan chest, abdomen and pelvis are normal except localized thickened vascular area in the posterior wall of uterus. What is the likely diagnosis?",Gestational choriocarcinoma,Non-invasive mole,Non-gestational choriocarcinoma,Persistent trophoblastic disease,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""Rising beta-hCG after evacuation of a complete hydatidiform mole with localized uterine involvement and no metastases is characteristic of persistent (invasive) gestational trophoblastic disease. Choriocarcinoma typically shows more aggressive features/metastases, and non-invasive mole would show declining hCG.""
}",D,,0.75,"Rising beta-hCG after evacuation of a complete hydatidiform mole with localized uterine involvement and no metastases is characteristic of persistent (invasive) gestational trophoblastic disease. Choriocarcinoma typically shows more aggressive features/metastases, and non-invasive mole would show declining hCG."
144,70a72ab00c1779d9df9334f07a53b015bd53e8f486adb2466857612e8af29fa5,"A general surgeon contacts you regarding preoperative clearance for an otherwise healthy 42-year-old scheduled for an appendectomy. The patient has no history of excessive bleeding, no family history of bleeding disorders, and is on no medications. He inquires about the need for coagulation studies, which have not been performed. Which of the following is a correct response to this inquiry?",A prothrombin time (PT) and partial thromboplastin time (PTT) must be performed before surgery,A bleeding time is sufficient for assessing the risk of bleeding,A normal PT and PTT within the last year is sufficient to clear this patient for surgery,No further testing is necessary to clear this patient for surgery,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""In a patient with no personal or family history of bleeding, no medications affecting hemostasis, and no clinical signs of coagulopathy, routine preoperative coagulation testing is not indicated. History and physical exam are the best screening tools.""
}",D,,0.92,"In a patient with no personal or family history of bleeding, no medications affecting hemostasis, and no clinical signs of coagulopathy, routine preoperative coagulation testing is not indicated. History and physical exam are the best screening tools."
145,cdb145d0926ee2ce9ab47552405d83130f3bb1f57c12dedde100d6ad928cddc8,"Aisha, a 17-year-old girl presents with a 3-day history of bilateral itching, burning, crusting, and matting of her eyelids, which worsens when she awakens in the morning. The patient has no prior history of a similar event. On physical exam, there is crusting of the eyelashes at the bases, erythema of the eyelids, clear conjunctiva, and cornea. There are small ulcers on the eyelid margins. The meibomian glands appear normal. Which of the following is not first-line treatment?",Erythromycin ophthalmic ointment,Warm compresses and lid margin scrubs with a cotton swab dipped in diluted baby shampoo,,Avoidance of eye makeup,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""This is anterior blepharitis (likely staphylococcal given ulcers at lid margins). First-line treatments include warm compresses with lid scrubs, topical antibiotics like erythromycin ointment, and avoiding eye makeup. Option C is 'nan' (not a valid option), so it is not a first-line treatment.""
}",C,,0.9,"This is anterior blepharitis (likely staphylococcal given ulcers at lid margins). First-line treatments include warm compresses with lid scrubs, topical antibiotics like erythromycin ointment, and avoiding eye makeup. Option C is 'nan' (not a valid option), so it is not a first-line treatment."
146,c6ff982185d158ea1b12976fa1c007e3d0f7105a4139ebadcb3ea9a4ac69b63f,"9)	A 12-month-old boy comes to the emergency department with a 3-day history of intractable
vomiting and watery diarrhea. His mother reports decreased urine output for the past 24 hours.
His heart rate is 180 beats/min, and his blood pressure is 85/40 mmHg. He is lethargic but
responds to stimulation. His mucous membranes are very dry, his skin turgor is decreased, and
his capillary refill is 3 seconds. The remainder of his physical examination findings are
unremarkable.
Of the following, the laboratory data that are MOST consistent with this patient's clinical
presentation are",Serum Sodium: Normal; Serum Osmolality: Normal; Urine Sodium: Low; Urine Osmolality: Low,. Serum Sodium: High; Serum Osmolality: High; Urine Sodium: Low; Urine Osmolality: Low,Serum Sodium: Low; Serum Osmolality: Normal; Urine Sodium: High; Urine Osmolality: High,Serum Sodium: Low; Serum Osmolality: Low; Urine Sodium: High; Urine Osmolality: Hig,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.55,
  ""rationale"": ""Hypovolemic dehydration from gastroenteritis typically causes isonatremic dehydration (most common) with ADH-driven water retention and aldosterone-mediated sodium conservation, producing low urine sodium and concentrated urine. However, urine osmolality should be high, not low — option A has an error but best fits isonatremic dehydration with low urine sodium; none of the options perfectly match, but A is closest to the most common clinical scenario.""
}",A,,0.55,"Hypovolemic dehydration from gastroenteritis typically causes isonatremic dehydration (most common) with ADH-driven water retention and aldosterone-mediated sodium conservation, producing low urine sodium and concentrated urine. However, urine osmolality should be high, not low — option A has an error but best fits isonatremic dehydration with low urine sodium; none of the options perfectly match, but A is closest to the most common clinical scenario."
147,adec472ffd518d58c89d269225550d840bf7900a2af22542c7996471c1f47e3e,"Beer drinkers have poor dietary intake of protein and electrolytes and consume large volumes of beer, which may exceed renal excretory capacity and result in hyponatremia. This is referred to as?




 
",Beer syndrome,Beer flush,Beer potomania,Beer psychosis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Beer potomania is the classic term for hyponatremia in heavy beer drinkers with poor solute intake, limiting free water excretion.""
}",C,,0.98,"Beer potomania is the classic term for hyponatremia in heavy beer drinkers with poor solute intake, limiting free water excretion."
