row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
50,a71e69f6da95944bd900d70073b4f98317f30c20fab2b2b01a640d77a1f2c9fc,"Radiologic investigations are important in the assessment of interstitial lung diseases (ILD). Which of the following imaging findings is indicative of a poor prognosis in a case of ILD?





",Bibasilar reticular pattern,Mixed pattern of alveolar filling,Ground glass Opacities,Nodular pattern of alveolar filling,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The prognostic significance of imaging findings in interstitial lung disease depends on the specific type of ILD and other clinical factors, which are not provided in the vignette. Without additional context or specificity about the ILD subtype, it is not possible to confidently determine which finding indicates a poor prognosis.""
}",null,INSUFFICIENT_INFO,0.0,"The prognostic significance of imaging findings in interstitial lung disease depends on the specific type of ILD and other clinical factors, which are not provided in the vignette. Without additional context or specificity about the ILD subtype, it is not possible to confidently determine which finding indicates a poor prognosis."
51,81c65f005f1a5cc8b537f820404566146f31122f85631c19a17a1db5d6e62828,"Following delivery, a woman is found to have a third-degree tear and a trainee wishes to do the repair under supervision. Which two suture materials have equivalent efficacy when repairing the external anal sphincter? 
",Polydiaxanone (PDS) and chromic catgut,Polydiaxanone (PDS) and nylon (Prolene),Polyglactin (Vicryl) and nylon (Prolene),Polyglactin (Vicryl) and chromic catgut,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Polydiaxanone (PDS) and nylon (Prolene) are both monofilament sutures often used for external anal sphincter repair with similar efficacy in terms of tensile strength and reduced tissue reaction. Evidence suggests they provide comparable outcomes in this context.""
}",B,,0.8,Polydiaxanone (PDS) and nylon (Prolene) are both monofilament sutures often used for external anal sphincter repair with similar efficacy in terms of tensile strength and reduced tissue reaction. Evidence suggests they provide comparable outcomes in this context.
52,f67b18d5a8f6938cd040326a55b9306a4e7edc1201dc56164897a4a1e1baebd9,An 18-year-old female returns to the hospital 72 hours after being prescribed amoxicillin for pharyngitis. She is worried that her symptoms are getting worse. She has developed a skin rash and has suffered more fevers over the past 24 hours. Her blood pressure is 141/84 mmHg and her heart rate is 88 bpm and regular. Full blood count shows marked eosinophilia and kidney function test reveals elevated creatinine. Urine test shows protein 1+ and blood 1+. What is the most likely diagnosis?,IgA nephropathy,Goodpasture’s disease,Acute interstitial nephritis,Post streptococcal glomerulonephritis,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's recent use of amoxicillin, combined with the development of a skin rash, fever, eosinophilia, elevated creatinine, and proteinuria/hematuria, strongly suggests acute interstitial nephritis, likely drug-induced. This is a common reaction to penicillin-class antibiotics like amoxicillin. Other options are less consistent with the acute timeline and drug exposure history.""
}",C,,0.9,"The patient's recent use of amoxicillin, combined with the development of a skin rash, fever, eosinophilia, elevated creatinine, and proteinuria/hematuria, strongly suggests acute interstitial nephritis, likely drug-induced. This is a common reaction to penicillin-class antibiotics like amoxicillin. Other options are less consistent with the acute timeline and drug exposure history."
53,662ee10959c30cbe608031f65e50828315019f06fe01cce58a9c4008cb303772,A 38-year-old man presents with mild fever and malaise. He has generalized lymphadenopathy and a maculopapular rash over the trunk and limbs with involvement of the palms and soles. He recalls that he had a penile ulcer about 3 months earlier which resolved without treatment within 2 weeks. Which of these is NOT TRUE of his condition?,These clinical manifestations will resolve without treatment,The antibody tests used for diagnosis persist after effective treatment and cannot be used to document cure.,Neurological complications do not occur at this stage of his illness.,He should be tested for HIV,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""This patient likely has secondary syphilis given the history of a penile ulcer, lymphadenopathy, and characteristic rash involving palms and soles. Neurological complications, such as neurosyphilis, can occur in secondary syphilis, though they are less common at this stage. Therefore, option C is not true as it incorrectly states that neurological complications do not occur at this stage.""
}",C,,0.9,"This patient likely has secondary syphilis given the history of a penile ulcer, lymphadenopathy, and characteristic rash involving palms and soles. Neurological complications, such as neurosyphilis, can occur in secondary syphilis, though they are less common at this stage. Therefore, option C is not true as it incorrectly states that neurological complications do not occur at this stage."
54,fd4e6c941bbdce85a2197f605a9769a14943168afb874727ea3294c8c86c88b1,"In obstetric haemorrhage
I. colloids are preferred to crystalloids in fluid replacement
II. Anti-D prophylaxis is required when an Rh Negative woman receives Rh Positive FFP
III Whole blood is superior to blood components in preventing acute kidney Injury 
",. I only,. II only,III Only,. II and III,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""After review, none of the statements appear to be definitively correct based on current clinical guidelines. Colloids are not universally preferred over crystalloids in obstetric hemorrhage, Anti-D prophylaxis is not typically required for FFP transfusion as it is not a cellular component, and whole blood is not proven superior to components for preventing acute kidney injury in this context.""
}",null,NO_VALID_OPTION,0.9,"After review, none of the statements appear to be definitively correct based on current clinical guidelines. Colloids are not universally preferred over crystalloids in obstetric hemorrhage, Anti-D prophylaxis is not typically required for FFP transfusion as it is not a cellular component, and whole blood is not proven superior to components for preventing acute kidney injury in this context."
55,4b03809562d29854022b0bec00a949db2c2dac7c3bdc294b43e58035ce7f738c,"A 42-year-old woman had a modified radical mastectomy on account of a breast carcinoma. During her recovery in the ICU that, the surgical drain that had been left in-situ yielded about 1 L of frank blood 8 hours after the surgery. The patient was taken back to theatre for secure haemostasis. What type of complication is the patient experiencing",e.	Haemorrhage secondary to surgical site infection,d.	Tertiary haemorrhage,a.	Primary haemorrhagic,c.	Secondary haemorrhage,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is experiencing a secondary haemorrhage, as the significant bleeding occurred 8 hours after the initial surgery, likely due to a dislodged clot or vessel reopening. Secondary haemorrhage typically happens within 24 hours to 10 days post-surgery, distinguishing it from primary haemorrhage, which occurs during or immediately after surgery.""
}",D,,0.9,"The patient is experiencing a secondary haemorrhage, as the significant bleeding occurred 8 hours after the initial surgery, likely due to a dislodged clot or vessel reopening. Secondary haemorrhage typically happens within 24 hours to 10 days post-surgery, distinguishing it from primary haemorrhage, which occurs during or immediately after surgery."
56,4d436696e57cf3d3c060c13576fd320ed63684cc7e6975567c2b8fa985c8be2d,A 39-year-old African Caribbean woman presents to her GP with menorrhagia of 10 months' duration. She does not give any history of intermenstrual or postcoital bleeding. All her previous smears have been normal. Vaginal examination reveals an essentially normal pelvis. She suffers from Crohn's disease and is taking oral sulphasalazine. She is fed up and is asking for a hysterectomy. What is her first line of management for menorrhagia?,Hysterectomy,Subtotal hysterectomy,Levonorgestrel-releasing intrauterine system (LNG-IUS),Injectable long-acting progestogens,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The levonorgestrel-releasing intrauterine system (LNG-IUS) is recommended as a first-line treatment for menorrhagia in women without significant structural abnormalities, as it effectively reduces menstrual bleeding. Given the patient's normal pelvic exam and lack of other concerning symptoms, this non-surgical option should be prioritized before considering invasive procedures like hysterectomy. Additionally, her Crohn's disease and sulphasalazine use do not contraindicate LNG-IUS.""
}",C,,0.9,"The levonorgestrel-releasing intrauterine system (LNG-IUS) is recommended as a first-line treatment for menorrhagia in women without significant structural abnormalities, as it effectively reduces menstrual bleeding. Given the patient's normal pelvic exam and lack of other concerning symptoms, this non-surgical option should be prioritized before considering invasive procedures like hysterectomy. Additionally, her Crohn's disease and sulphasalazine use do not contraindicate LNG-IUS."
57,072524b803c551a28c2d97283ffa577770eea6aaf1acb541693352943baaffb9,81. 38-year-old woman who underwent total thyroidectomy for multinodular goitre 6 months ago presents with persistent hoarseness. Which of the following nerves was most likely injured during her operation.,a.Superior laryngeal nerve,b.Bilateral recurrent laryngeal nerve,c.Unilateral recurrent laryngeal nerve,d.Hypoglossal nerve,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Persistent hoarseness after thyroidectomy is commonly associated with injury to the recurrent laryngeal nerve, which innervates the vocal cords. Unilateral injury is more likely than bilateral as it can cause hoarseness without complete voice loss or airway compromise. The other options are less likely to result in isolated hoarseness.""
}",C,,0.8,"Persistent hoarseness after thyroidectomy is commonly associated with injury to the recurrent laryngeal nerve, which innervates the vocal cords. Unilateral injury is more likely than bilateral as it can cause hoarseness without complete voice loss or airway compromise. The other options are less likely to result in isolated hoarseness."
58,78ea8b23659ec17a45afb1ce09c20d7302c6e159d7a33bf765400ec765ba97bd,A 22-year-old Caucasian para 0 woman attends maternal medicine clinic at 13 weeks' gestation following her normal dating scan. Her booking bloods are normal. She gives a history of deep venous thrombosis following a pelvic fracture after a trip over the stairs 2 years ago. Her recent thrombophilia screen is negative. Choose the most appropriate management option for this woman with regards to thrombopropylaxis.,Aspirin and TED stockings during antenatal period,Aspirin during antenatal period,6 weeks of postpartum LMWH,TEDS only during pregnancy,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""This woman has a history of provoked deep venous thrombosis (DVT) due to a pelvic fracture, which increases her risk of venous thromboembolism during pregnancy. Postpartum low-molecular-weight heparin (LMWH) for 6 weeks is appropriate as per guidelines for women with a history of provoked DVT to reduce the risk of recurrence during the high-risk postpartum period.""
}",C,,0.8,"This woman has a history of provoked deep venous thrombosis (DVT) due to a pelvic fracture, which increases her risk of venous thromboembolism during pregnancy. Postpartum low-molecular-weight heparin (LMWH) for 6 weeks is appropriate as per guidelines for women with a history of provoked DVT to reduce the risk of recurrence during the high-risk postpartum period."
59,118e35a272cfbbe434d11189518a57998342b1262c618f2cbdae867087180e55,"A 74-year-old woman presents to the emergency room with sudden onset abdominal pain and vomiting. Her abdominal exam is soft withmild tenderness to deep palpation, but she is writhing on the bed in pain. The next most appropriate step in management is:",Emergent laparotomy,Echocardiography of the heart,CT scan of the abdomen and pelvis,Abdominal USS,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Given the sudden onset of abdominal pain and vomiting in a 74-year-old patient, a CT scan of the abdomen and pelvis is the most appropriate next step to evaluate for potential causes such as bowel obstruction, perforation, or ischemia. This imaging modality provides detailed visualization and can guide further management decisions.""
}",C,,0.9,"Given the sudden onset of abdominal pain and vomiting in a 74-year-old patient, a CT scan of the abdomen and pelvis is the most appropriate next step to evaluate for potential causes such as bowel obstruction, perforation, or ischemia. This imaging modality provides detailed visualization and can guide further management decisions."
60,bb84ef8d29fe25896cf9a1eea180ac557b8c0b984be6c85e9979ffb62234c3fe,A 22-year-old Asian woman is admitted to the hospital with an incomplete miscarriage at 11 weeks' gestation. She subsequently has surgical evacuation of the uterus. The histology reveals a large mass with hydropic changes in all the placental villi with no fetal tissue. Which of the following is the most likely karyotype and parental chromosomal origin?,"46 XX, maternal","46 XX, paternal","46 XY, paternal","69 XXY, paternal","{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The histology suggests a complete hydatidiform mole, which typically has a 46 XX karyotype with both sets of chromosomes of paternal origin due to fertilization of an empty ovum by a single sperm that duplicates its DNA. This matches option B.""
}",B,,0.9,"The histology suggests a complete hydatidiform mole, which typically has a 46 XX karyotype with both sets of chromosomes of paternal origin due to fertilization of an empty ovum by a single sperm that duplicates its DNA. This matches option B."
61,5b6cd1f2f4cfcefa064a606c8913b3a9b97beda65ffef2de966e3e544c83636f,"Management of hepatic encephalopathy involves the use of lactulose which is a non-absorbable disaccharide and osmotic laxative. The goal of this therapy to promote how many soft stools per day?

",12-Oct,6-Apr,8-Jun,3-Feb,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The options provided (12-Oct, 6-Apr, 8-Jun, 3-Feb) do not make sense in the context of the question about the number of soft stools per day. They appear to be date ranges or unrelated numerical pairs rather than relevant clinical targets for lactulose therapy in hepatic encephalopathy.""
}",null,NO_VALID_OPTION,0.0,"The options provided (12-Oct, 6-Apr, 8-Jun, 3-Feb) do not make sense in the context of the question about the number of soft stools per day. They appear to be date ranges or unrelated numerical pairs rather than relevant clinical targets for lactulose therapy in hepatic encephalopathy."
62,2574197cc69bbb48f9b9c00f595a4a3382895dfc23871a63ce07e0b6bbf8c2a4,You are taking a history from Ms. Korona and she tells you that she has been arrested several times and detained for varying periods ranging from 3 days – 10 days at the Police cell. You will record this information under,Forensic history,Past psychiatric history,Social History,Premorbid personality,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Recording arrests and detentions under forensic history is appropriate as it pertains to legal issues and interactions with the criminal justice system, which are relevant to a patient's background in a clinical context.""
}",A,,0.9,"Recording arrests and detentions under forensic history is appropriate as it pertains to legal issues and interactions with the criminal justice system, which are relevant to a patient's background in a clinical context."
63,8b74f8b38f31fac3c4141f95a811351e0076dd44f402479fcc508f052d90716a,"16)	An 8-month-old infant arrives to the emergency department (ED) with a 2-day history of diarrhea and poor fluid intake. Your quick examination reveals a lethargic child; his heart rate is 180 beats per minute, his respiratory rate is 30 breaths per minute, and his blood pressure is low for age. He has poor skin turgor, 5-second capillary refill, and cool extremities. Which of the following fluids is most appropriate management for his condition?",haemacoel,Oral Rehydration Solution,Normal saline,Whole blood,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""This infant presents with severe dehydration likely due to diarrhea, evidenced by lethargy, tachycardia, poor skin turgor, delayed capillary refill, and hypotension. Normal saline is the most appropriate initial fluid for rapid intravenous rehydration in the emergency setting to correct hypovolemia and stabilize vital signs.""
}",C,,0.9,"This infant presents with severe dehydration likely due to diarrhea, evidenced by lethargy, tachycardia, poor skin turgor, delayed capillary refill, and hypotension. Normal saline is the most appropriate initial fluid for rapid intravenous rehydration in the emergency setting to correct hypovolemia and stabilize vital signs."
64,c1803273fe0d15b4f2acb8c5e6e79c8b884f36de503a5cb812ff1d1cb74a31fc,"A nineteen year-old-girl is admitted with pelvic pain, a positive pregnancy test and a 3 cm viable ectopic pregnancy seen in the right fallopian tube on ultrasound. She has already had a left saplingectomy for a previous ectopic. The best management would be:",Laparoscopic salpingectomy.,Laparoscopic salpingostomy.,Conservative management with serial βHCGs.,Laparotomy.,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Given the patient's history of a previous ectopic pregnancy with left salpingectomy and the current viable ectopic pregnancy in the right fallopian tube, a laparoscopic salpingectomy is the most appropriate management to prevent rupture and preserve future fertility options via assisted reproductive technologies. The risk of rupture with a viable 3 cm ectopic pregnancy makes conservative management less suitable. Laparoscopic approach is preferred over laparotomy due to lower morbidity and quicker recovery.""
}",A,,0.9,"Given the patient's history of a previous ectopic pregnancy with left salpingectomy and the current viable ectopic pregnancy in the right fallopian tube, a laparoscopic salpingectomy is the most appropriate management to prevent rupture and preserve future fertility options via assisted reproductive technologies. The risk of rupture with a viable 3 cm ectopic pregnancy makes conservative management less suitable. Laparoscopic approach is preferred over laparotomy due to lower morbidity and quicker recovery."
65,6df0464c56b3e4280d16f7db0b4fd8c5a1ba75e93a9dab4c0a5b882936dcde0e,A 20-year-old man with an identical twin is diagnosed with major depressive disorder. His twin brother asks you to comment on the chance that he will develop a depressive disorder. Which of the following is the correct response to his twin brother?,‘Major depressive disorder is strongly heritable. You will definitely develop it as well.’,‘The likelihood of you developing depressive disorder is higher than your other siblings’,‘There is only a slightly increased risk that you will become depressed as compared to the general population’,‘The likelihood of you developing depressive disorder is the same as if you were non-identical twins.’,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Major depressive disorder has a significant genetic component, and identical twins share nearly 100% of their DNA, making the likelihood of developing the disorder higher for the twin brother compared to other siblings. This response acknowledges the increased risk without implying certainty, which is more accurate and appropriate.""
}",B,,0.8,"Major depressive disorder has a significant genetic component, and identical twins share nearly 100% of their DNA, making the likelihood of developing the disorder higher for the twin brother compared to other siblings. This response acknowledges the increased risk without implying certainty, which is more accurate and appropriate."
66,b57e8c6d9bdd24ce1aed3716f494a669b5206624122cec5755bd31101812dae1,"George plays for one of the best football teams in Ghana. He had a tough time at training, and his coach kept shouting at him. He was upset but did not react. When he got home and his cat came rubbing itself at his feet, he angrily kicked the cat. George is employing………….




",Repression,Replacement,Suppression,Expression,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""George is likely employing displacement, which is closest to 'Replacement' in this context, as he redirects his anger from the coach to his cat. This defense mechanism involves shifting emotions from the original source to a less threatening target.""
}",B,,0.8,"George is likely employing displacement, which is closest to 'Replacement' in this context, as he redirects his anger from the coach to his cat. This defense mechanism involves shifting emotions from the original source to a less threatening target."
67,d6449cc3abea72bdb3a24ad2f906b018485d187ac7b803eb3bf4a38fed87d548,"A 19-year-old man is seen at the Renal clinic with history of recurrent haematuria. He also complains of hearing loss. On further questioning, it is found out that his brother also suffers from kidney disease and hearing loss. Blood pressure checked is 130/78 mmHg. Abdominal examination is unremarkable. Urine dipstick done shows blood 1+ and no protein. What is the most likely cause of this patient’s haematuria?",Post streptococcal glomerulonephritis,Autosomal dominant polycystic kidney disease,Congenital nephrotic syndrome,IgA nephropathy,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The clinical presentation of recurrent hematuria, hearing loss, and a family history of similar issues strongly suggests Alport syndrome, which is not listed among the options. None of the provided choices (A-D) adequately explain the combination of renal and auditory symptoms with a familial pattern.""
}",null,NO_VALID_OPTION,0.0,"The clinical presentation of recurrent hematuria, hearing loss, and a family history of similar issues strongly suggests Alport syndrome, which is not listed among the options. None of the provided choices (A-D) adequately explain the combination of renal and auditory symptoms with a familial pattern."
68,d98200fefe7a924c186102a1ddd9775b288ad2103072cd395118c5f6b9805a16,A 28-year-old woman had an open-heart surgery for a mitral valve replacement. She developed severe haemorrhagic as a complication such that her renal function was severely impaired. The consequent hyperkalaemia was refractory to medical therapy. What is the most appropriate course of action,a.	Increase the concentration of dextrose solution and dose of insulin,b.	Increase the dose and frequency of calcium gluconate,c.	Revise the surgery,d.	Start haemodialysis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Given the patient's refractory hyperkalemia and severe renal impairment following open-heart surgery, haemodialysis is the most appropriate intervention to effectively manage life-threatening potassium levels. Other options, such as increasing dextrose/insulin or calcium gluconate, are temporary measures and insufficient for sustained control in this context. Revising surgery does not address the immediate metabolic crisis.""
}",D,,0.9,"Given the patient's refractory hyperkalemia and severe renal impairment following open-heart surgery, haemodialysis is the most appropriate intervention to effectively manage life-threatening potassium levels. Other options, such as increasing dextrose/insulin or calcium gluconate, are temporary measures and insufficient for sustained control in this context. Revising surgery does not address the immediate metabolic crisis."
69,922edca7ff11b800bf2904797947b8d3638100fdea167563e646fa158359e6fa,"40-year-old male with a history of hepatitis B presents with jaundice, ascites and irritability. 
Asterixis was positive. A diagnosis of hepatic encephalopathy was made. Which of the following is not a known cause of asterixis?",Respiratory failure,Uremia,Severe Heart failure,Inflammatory bowel disease,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Asterixis is commonly associated with metabolic encephalopathies such as those caused by liver failure, uremia, and respiratory failure with hypercapnia, as well as severe heart failure due to cerebral hypoperfusion. Inflammatory bowel disease is not a recognized cause of asterixis.""
}",D,,0.9,"Asterixis is commonly associated with metabolic encephalopathies such as those caused by liver failure, uremia, and respiratory failure with hypercapnia, as well as severe heart failure due to cerebral hypoperfusion. Inflammatory bowel disease is not a recognized cause of asterixis."
70,4cd4890f192e074b19f9aa9cb7e1717c3a561ce18b674d2828229788d70ca507,A 65-year-old male presents with cough and difficulty breathing. He is cyanosed with finger clubbing. A chest x ray done shows bilateral lower reticulonodular opacities. What is the most likely diagnosis?,Bronchiectasis,Pulmonary fibrosis,Bronchogenic carcinoma,Chronic bronchitis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of cough, difficulty breathing, cyanosis, and finger clubbing, combined with bilateral lower reticulonodular opacities on chest X-ray, are most consistent with pulmonary fibrosis. This condition often presents with these clinical and radiological findings, particularly in older patients.""
}",B,,0.8,"The patient's symptoms of cough, difficulty breathing, cyanosis, and finger clubbing, combined with bilateral lower reticulonodular opacities on chest X-ray, are most consistent with pulmonary fibrosis. This condition often presents with these clinical and radiological findings, particularly in older patients."
71,a233f14c2734d359827a6f7249ce87f10c08afca595b19b040e68893c86dee6d,"28 years old G 3 P 2 has presented with complaints of brownish vaginal discharge, passage of vesicles and excessive vomiting. Ultrasound scan shows snowstorm appearance in uterus with no fetus. The most likely diagnosis is:",Twin pregnancy.,Ectopic pregnancy.,Fibroid uterus.,Septic induced abortion.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The clinical presentation and ultrasound findings of a snowstorm appearance in the uterus with no fetus, along with brownish discharge, passage of vesicles, and excessive vomiting, strongly suggest a molar pregnancy (hydatidiform mole). However, this diagnosis is not listed among the provided options (A–D), making none of the choices appropriate.""
}",null,NO_VALID_OPTION,0.0,"The clinical presentation and ultrasound findings of a snowstorm appearance in the uterus with no fetus, along with brownish discharge, passage of vesicles, and excessive vomiting, strongly suggest a molar pregnancy (hydatidiform mole). However, this diagnosis is not listed among the provided options (A–D), making none of the choices appropriate."
72,c5005109d08126945ee225063425e55cb50d2271648b0b3f5a9863f41d7b0d40,"A 25-year-old male presents with a severe sore throat, difficulty swallowing, and a feverof 38.8 C three days after he underwent dental surgery. There are no palpable lymph nodes, but on your exam, the posterior pharyngeal wall is red and bulging forward. A lateral soft tissue radiograph of the neck shows swelling in the retropharyngeal space. What organism is the most likely cause of this infection?",Staphylococcus aureus,Polymicrobial anaerobes,Moraxella catarrhalis,Streptococcus pneumonia,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation of a retropharyngeal abscess following dental surgery, with a bulging posterior pharyngeal wall and radiographic evidence of swelling, strongly suggests an infection caused by polymicrobial anaerobes. These organisms are common in oral flora and are frequently implicated in infections related to dental procedures.""
}",B,,0.9,"The clinical presentation of a retropharyngeal abscess following dental surgery, with a bulging posterior pharyngeal wall and radiographic evidence of swelling, strongly suggests an infection caused by polymicrobial anaerobes. These organisms are common in oral flora and are frequently implicated in infections related to dental procedures."
73,7d06f4504c7ed338c6c888e1bd23a8d693c1d19872f6c32101430dd20f4184ec,"A 45-year old male presents with a painless mass of his thigh that he states has been present since he hit his thigh on a table 2 months ago. On exam, he has a 6-cm sub fascial lesion. Which biopsy type would you recommend based on this information?",Core needle biopsy,Excisional biopsy,This does not require biopsy at this time given the history of trauma,Incisional biopsy,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""A core needle biopsy is recommended as it is a minimally invasive method to obtain a tissue sample for diagnosis of a subfascial mass, which could be concerning for a soft tissue sarcoma despite the history of trauma. This approach allows for adequate tissue sampling while minimizing the risk of tumor seeding compared to incisional biopsy.""
}",A,,0.8,"A core needle biopsy is recommended as it is a minimally invasive method to obtain a tissue sample for diagnosis of a subfascial mass, which could be concerning for a soft tissue sarcoma despite the history of trauma. This approach allows for adequate tissue sampling while minimizing the risk of tumor seeding compared to incisional biopsy."
74,cc1bb15805f215872d7256eb0ef45bb14894376ac11737e21a6ae99447179b35,A 32-year-old male patient presents to the emergency department with a suspected left renal trauma following a road traffic accident. Which of the following statements is true regarding his management?,Most renal trauma will require operative management.,"Most grade III and IV injuries, including those with devitalized parenchymalfragments and urinary extravasation,can be managed non operatively",Grade V injuries should never be managed non operatively. D.,Blunt trauma is more likely than penetrating to require operative intervention.,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Most grade III and IV renal injuries, especially those with urinary extravasation or devitalized fragments, can often be managed non-operatively with close monitoring and supportive care, as long as the patient is hemodynamically stable. This reflects current guidelines favoring conservative management when possible.""
}",B,,0.8,"Most grade III and IV renal injuries, especially those with urinary extravasation or devitalized fragments, can often be managed non-operatively with close monitoring and supportive care, as long as the patient is hemodynamically stable. This reflects current guidelines favoring conservative management when possible."
75,c75c34b10c161764885961258529edbd263c6dccdafe8adaf02b099adfba0322,A 52-year-old woman has been recently diagnosed with HSIL. A LLETZ specimen showed CIN 3 incompletely excised specimen at the endocervical margin. What is the appropriate next step in her management?,Colposcopy and Pap smear in 6 months,. Loop excision immediately,Loop excision in 6 months,Pap smear and HPV - DNA testing in 6 months,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Given the incomplete excision of CIN 3 at the endocervical margin, immediate further treatment with loop excision is warranted to ensure complete removal of the high-grade lesion and reduce the risk of progression to invasive cancer.""
}",B,,0.9,"Given the incomplete excision of CIN 3 at the endocervical margin, immediate further treatment with loop excision is warranted to ensure complete removal of the high-grade lesion and reduce the risk of progression to invasive cancer."
76,16c0cb21efb1959342cb99b42d9b2395ae971b0868dcbd237940e7c5a0ce6fb7,"Following a difficult hysterectomy, a 65-year-old woman has returned to the gynaecology ward. She had large amounts of morphine in the recovery area for pain relief and is also connected to a patient-controlled analgesia device. The nurses note that she is drowsy and her respiratory rate is low. The anaesthetist 
decides to perform arterial blood gas sampling. What disturbance of acid-base balance is this most likely to show?",Respiratory alkalosis,Metabolic acidosis,No disturbance,Metabolic alkalosis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's drowsiness and low respiratory rate following high doses of morphine suggest respiratory depression, which can lead to carbon dioxide retention. This is likely to cause a respiratory acidosis, but since that option is not available, metabolic acidosis (B) might be considered if there are other contributing factors like tissue hypoperfusion. However, respiratory acidosis would be the primary expected disturbance.""
}",B,,0.8,"The patient's drowsiness and low respiratory rate following high doses of morphine suggest respiratory depression, which can lead to carbon dioxide retention. This is likely to cause a respiratory acidosis, but since that option is not available, metabolic acidosis (B) might be considered if there are other contributing factors like tissue hypoperfusion. However, respiratory acidosis would be the primary expected disturbance."
77,9aabe3139a7cc27c87c19149b687dea3f6658413206e5f428020211875c6509f,58. A rapidly growing breast lump was found in a 42-year-old Caribbean woman with no children. The lump is hard with ill-defined edges. It is also attached to the underlying muscle. Which of the following investigations is the most important in making a diagnosis,b.Breast mammogram,e.Checking for tumour markers,Clinical examination of the mass,a.Breast ultrasound,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""A breast mammogram is the most important initial investigation for a suspicious breast lump in a woman over 40, as it can detect calcifications and other signs suggestive of malignancy. Given the characteristics of the lump—hard, ill-defined edges, and fixation to underlying muscle—a mammogram is critical to assess for potential breast cancer.""
}",A,,0.8,"A breast mammogram is the most important initial investigation for a suspicious breast lump in a woman over 40, as it can detect calcifications and other signs suggestive of malignancy. Given the characteristics of the lump—hard, ill-defined edges, and fixation to underlying muscle—a mammogram is critical to assess for potential breast cancer."
