row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
143,453a28b62c177dcebb2d26e2d1aa7d2e73d7e040b77173968c9db4186b62073c,"A 22-year-old Asian woman is admitted to the hospital with an incomplete miscarriage at 11 weeks' gestation. An ultrasound shows a 'snowstorm appearance. She passes grape-like vesicles through the vagina. She subsequently has a surgical evacuation of the uterus. The histology reveals a large mass with hydropic changes in all the placental villi and no fetal tissue. She is followed up with serum beta human chorionic gonadotrophin (beta h CG) levels. There was an initial fall but it started to rise gradually (10,000 units/m L) at 3 months' follow-up. Her CT scan chest, abdomen and pelvis are normal except localized thickened vascular area in the posterior wall of uterus. What is the likely diagnosis?",Gestational choriocarcinoma,Non-invasive mole,Non-gestational choriocarcinoma,Persistent trophoblastic disease,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The patient had a complete hydatidiform mole (snowstorm appearance, grape-like vesicles, hydropic villi without fetal tissue) followed by rising beta-hCG after initial decline and localized uterine thickening on CT. This presentation is consistent with persistent trophoblastic disease rather than choriocarcinoma, which would typically show metastatic lesions.""
}",D,,0.85,"The patient had a complete hydatidiform mole (snowstorm appearance, grape-like vesicles, hydropic villi without fetal tissue) followed by rising beta-hCG after initial decline and localized uterine thickening on CT. This presentation is consistent with persistent trophoblastic disease rather than choriocarcinoma, which would typically show metastatic lesions."
144,70a72ab00c1779d9df9334f07a53b015bd53e8f486adb2466857612e8af29fa5,"A general surgeon contacts you regarding preoperative clearance for an otherwise healthy 42-year-old scheduled for an appendectomy. The patient has no history of excessive bleeding, no family history of bleeding disorders, and is on no medications. He inquires about the need for coagulation studies, which have not been performed. Which of the following is a correct response to this inquiry?",A prothrombin time (PT) and partial thromboplastin time (PTT) must be performed before surgery,A bleeding time is sufficient for assessing the risk of bleeding,A normal PT and PTT within the last year is sufficient to clear this patient for surgery,No further testing is necessary to clear this patient for surgery,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""For healthy patients undergoing routine surgery with no bleeding history, family history of bleeding disorders, or anticoagulant medications, routine preoperative coagulation studies are not indicated. The patient's clinical history is sufficient to assess bleeding risk.""
}",D,,0.9,"For healthy patients undergoing routine surgery with no bleeding history, family history of bleeding disorders, or anticoagulant medications, routine preoperative coagulation studies are not indicated. The patient's clinical history is sufficient to assess bleeding risk."
145,cdb145d0926ee2ce9ab47552405d83130f3bb1f57c12dedde100d6ad928cddc8,"Aisha, a 17-year-old girl presents with a 3-day history of bilateral itching, burning, crusting, and matting of her eyelids, which worsens when she awakens in the morning. The patient has no prior history of a similar event. On physical exam, there is crusting of the eyelashes at the bases, erythema of the eyelids, clear conjunctiva, and cornea. There are small ulcers on the eyelid margins. The meibomian glands appear normal. Which of the following is not first-line treatment?",Erythromycin ophthalmic ointment,Warm compresses and lid margin scrubs with a cotton swab dipped in diluted baby shampoo,,Avoidance of eye makeup,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""This appears to be anterior blepharitis with ulcerative features. Options A, B, and D are all appropriate first-line treatments, but option C is listed as 'nan' which is not a valid treatment option.""
}",null,NO_VALID_OPTION,0.8,"This appears to be anterior blepharitis with ulcerative features. Options A, B, and D are all appropriate first-line treatments, but option C is listed as 'nan' which is not a valid treatment option."
146,c6ff982185d158ea1b12976fa1c007e3d0f7105a4139ebadcb3ea9a4ac69b63f,"9)	A 12-month-old boy comes to the emergency department with a 3-day history of intractable
vomiting and watery diarrhea. His mother reports decreased urine output for the past 24 hours.
His heart rate is 180 beats/min, and his blood pressure is 85/40 mmHg. He is lethargic but
responds to stimulation. His mucous membranes are very dry, his skin turgor is decreased, and
his capillary refill is 3 seconds. The remainder of his physical examination findings are
unremarkable.
Of the following, the laboratory data that are MOST consistent with this patient's clinical
presentation are",Serum Sodium: Normal; Serum Osmolality: Normal; Urine Sodium: Low; Urine Osmolality: Low,. Serum Sodium: High; Serum Osmolality: High; Urine Sodium: Low; Urine Osmolality: Low,Serum Sodium: Low; Serum Osmolality: Normal; Urine Sodium: High; Urine Osmolality: High,Serum Sodium: Low; Serum Osmolality: Low; Urine Sodium: High; Urine Osmolality: Hig,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This patient has severe dehydration from gastroenteritis with hypotonic fluid losses (vomiting and diarrhea). The kidneys respond appropriately by conserving sodium and water, resulting in high urine sodium and osmolality. Serum sodium is typically low due to hypotonic losses, while serum osmolality remains normal due to compensatory mechanisms.""
}",C,,0.85,"This patient has severe dehydration from gastroenteritis with hypotonic fluid losses (vomiting and diarrhea). The kidneys respond appropriately by conserving sodium and water, resulting in high urine sodium and osmolality. Serum sodium is typically low due to hypotonic losses, while serum osmolality remains normal due to compensatory mechanisms."
147,adec472ffd518d58c89d269225550d840bf7900a2af22542c7996471c1f47e3e,"Beer drinkers have poor dietary intake of protein and electrolytes and consume large volumes of beer, which may exceed renal excretory capacity and result in hyponatremia. This is referred to as?




 
",Beer syndrome,Beer flush,Beer potomania,Beer psychosis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Beer potomania is the established medical term for hyponatremia that occurs in chronic beer drinkers due to excessive fluid intake combined with poor solute intake. The condition results from the kidneys' inability to excrete the large volume of hypotonic fluid when dietary protein and electrolyte intake is inadequate.""
}",C,,0.95,Beer potomania is the established medical term for hyponatremia that occurs in chronic beer drinkers due to excessive fluid intake combined with poor solute intake. The condition results from the kidneys' inability to excrete the large volume of hypotonic fluid when dietary protein and electrolyte intake is inadequate.
148,cf972146b7dfe39d51ddf44874de15f1402d25abbb1b5b704566df862425225f,"A 30-year-old woman who is 18 weeks pregnant reported with right sided abdominal pain and tenderness. She had a low-grade fever, anorexia and one episode of bilious vomiting. Which of the following is the most likely diagnosis",b.	Acute pancreatitis,c.	Acute gastritis,e.	Diverticulitis,a.	Acute cholecystitis,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Right-sided abdominal pain with low-grade fever, anorexia, and bilious vomiting in a pregnant woman at 18 weeks is classic for acute cholecystitis. Pregnancy increases cholecystitis risk due to hormonal changes affecting gallbladder motility and bile composition.""
}",D,,0.85,"Right-sided abdominal pain with low-grade fever, anorexia, and bilious vomiting in a pregnant woman at 18 weeks is classic for acute cholecystitis. Pregnancy increases cholecystitis risk due to hormonal changes affecting gallbladder motility and bile composition."
149,9064e50eb618891318fd6de08a2a1aade9410591e4f9a75fce16458a06ad0eac,"24)	Upon entering your examination room, you find a father who is visibly upset. He has brought his 1-month-old and 2-year-old daughters to see you today because his wife was recently diagnosed with tuberculosis. As you question him further, he tells you that his wife's physician told him that his wife's chest radiograph was abnormal and she was ""smear-positive."" He hands you results from the health department stating that he and his daughters all had negative skin tests and chest radiographs. His wife is at the health department today to start medicines against tuberculosis, and he wants to know if there is anything that should be done for the children. Of the following, the MOST appropriate treatment is to",administer the bacille Calmette-Guérin vaccine,repeat the skin test in 1 month,remove the children from the home for 3 months,provide reassurance,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Children exposed to smear-positive pulmonary TB need repeat testing in 8-12 weeks due to the window period where initial tests may be falsely negative. The negative initial tests don't rule out recent infection that hasn't yet converted to positive.""
}",B,,0.85,Children exposed to smear-positive pulmonary TB need repeat testing in 8-12 weeks due to the window period where initial tests may be falsely negative. The negative initial tests don't rule out recent infection that hasn't yet converted to positive.
150,9cc5ef2bb982e980edacc673d93ab4e9ec3a18495f26c0fc42d7ee7e7a8ad438,A 3 month old male infant developed otitis media for which he was given a course of co-trimoxazole. A few days later he developed extensive peeling of the skin; there was no mucosal lesion and the baby was not toxic. The most likely diagnosis is?,Toxic Epidermal Necrolysis,Staphylococcal scalded skin syndrome,Infantile pemphigus,Stevens Johnson Syndrome,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The combination of extensive skin peeling without mucosal involvement and non-toxic appearance in a 3-month-old infant strongly suggests staphylococcal scalded skin syndrome. TEN and SJS typically involve mucosa and cause systemic toxicity, while infantile pemphigus is extremely rare.""
}",B,,0.85,"The combination of extensive skin peeling without mucosal involvement and non-toxic appearance in a 3-month-old infant strongly suggests staphylococcal scalded skin syndrome. TEN and SJS typically involve mucosa and cause systemic toxicity, while infantile pemphigus is extremely rare."
151,0e1e0585ddba4593af322a576e186045a35529b68b0066969f74f6ba7c15135d,A 36-year-old HIV-positive woman on highly active anti-retroviral therapy (HAART) comes to see you after a positive pregnancy test. Which one of the following statements is not true with regard to her management?,Screening for genital infections at booking and at 28 weeks' gestation.,Screening for Hepatitis C should be performed at booking.,Advise her to continue to take HAART throughout the pregnancy and postpartum.,Avoidance of breastfeeding reduces the risk of mother to child transmission.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""All four statements appear to be true recommendations for HIV-positive pregnant women. The question asks for the statement that is NOT true, but all options represent standard evidence-based care.""
}",null,NO_VALID_OPTION,0.8,"All four statements appear to be true recommendations for HIV-positive pregnant women. The question asks for the statement that is NOT true, but all options represent standard evidence-based care."
152,654a036cd633ca2659793c28678b628cf1c3b824e372ec59e74662da00ebd2e2,A 62-year-old man who smokes 30 cigarettes a day is brought to the hospital on account of increasing confusion and drowsiness over the past 6 days. His wife mentioned he also has a 3-month history of cough and weight loss. He has decreased breath sounds on the left and Chest X ray done showed a hilar mass suspiscious for lung malignancy. His blood tests was significant for hyponatraemia of 122 mmol/L . What is the most probable cause of his symptoms?,Adenocarcinoma,Mesothelioma,Bronchial carcinoid,Squamous cell cancer,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""The question asks for the cause of symptoms (confusion, drowsiness from hyponatremia due to SIADH), but all options list histological tumor types rather than the actual cause. Small cell lung cancer would be the most appropriate answer for SIADH-associated hyponatremia, but it's not listed.""
}",null,NO_VALID_OPTION,0.8,"The question asks for the cause of symptoms (confusion, drowsiness from hyponatremia due to SIADH), but all options list histological tumor types rather than the actual cause. Small cell lung cancer would be the most appropriate answer for SIADH-associated hyponatremia, but it's not listed."
153,6e5b28107c63ad61f98c8ef134f3e414438df3f3f3a1da3eac145c9f52317bfa,A 72-year-old man presents with intermittent dysphagia to both solids and liquids over the past 8 months. He experiences retrosternal pain which is relieved by regurgitating food. He has had one episode of pneumonia over the past year. There is mild epigastric tenderness on palpation. A barium swallow done showed dilated oesophagus with a bird’s beak appearance. What is the most likely diagnosis?,Oesophageal carcinoma,Eosinophilic oesophagitis,Zenker’s diverticulum,Oesophageal spasms,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The classic presentation of dysphagia to solids and liquids, retrosternal pain relieved by regurgitation, and bird's beak appearance on barium swallow strongly suggests achalasia. None of the provided options include achalasia, which is the most likely diagnosis.""
}",null,NO_VALID_OPTION,0.9,"The classic presentation of dysphagia to solids and liquids, retrosternal pain relieved by regurgitation, and bird's beak appearance on barium swallow strongly suggests achalasia. None of the provided options include achalasia, which is the most likely diagnosis."
154,4ad6efb8963c3d27c18a9738b9130b82b6c04740aba02afb598d70e12c423911,"A 16 year old boy presented with asymptomatic, multiple , erythematous, annulare lesions with acollarette of scales at the periphery of the lesions present on the trunk. The most likely diagnosis is?",Pityriasis versicolor,tinea versicolor,Pityrias rurba pilaris,Pityriasis alba,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""The clinical description of multiple erythematous annular lesions with collarette of scales on the trunk in a 16-year-old is classic for pityriasis rosea, which is not listed among the options. None of the given options match this presentation accurately.""
}",null,NO_VALID_OPTION,0.8,"The clinical description of multiple erythematous annular lesions with collarette of scales on the trunk in a 16-year-old is classic for pityriasis rosea, which is not listed among the options. None of the given options match this presentation accurately."
155,25df01f16e1fa13192450b0afab12ae9f0970bf142de3e1ae67572dd8bbf364c,"In transtentorial herniation, there may be lateral displacement of the midbrain which may compress the opposite cerebral peduncle leading to a Babinski response and hemiparesis contralateral to the original hemiparesis. This phenomenon is known as?

 
 


",Uhthoff’s Phenomenon,Elsberg Phenomenon,Bells phenomenon,Monroe-Kellie doctrine,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The described phenomenon is Kernohan's notch phenomenon, where lateral midbrain displacement compresses the contralateral cerebral peduncle causing false localizing signs. None of the provided options (Uhthoff's, Elsberg, Bell's phenomena, or Monroe-Kellie doctrine) describe this specific finding.""
}",null,NO_VALID_OPTION,0.9,"The described phenomenon is Kernohan's notch phenomenon, where lateral midbrain displacement compresses the contralateral cerebral peduncle causing false localizing signs. None of the provided options (Uhthoff's, Elsberg, Bell's phenomena, or Monroe-Kellie doctrine) describe this specific finding."
156,586d62e76745b3f0496ccf8387f1033f77ed7c095234b4b8cc89d41d7bfadc3d,"A 45-year-old white female smoker is admitted to the hospital for observation after presenting to the emergency department with vague chest pain. There is no past history of cardiac disease, diabetes, hypertension, or hyperlipidemia. Later that night while in bed she has a recurrence of pain, at which time cardiac monitoring shows a transient elevation of precordial ST segments. The pain is promptly relieved by sublingual nitroglycerin. Physical exam is unremarkable. Which of the following is the best follow up management plan?",Echocardiography and anti-inflammatory therapy,EGD and proton pump inhibitor therapy,Exercise stress testing; treatment depending on results,Coronary angiography; likely treatment with nitrates and calcium channel blockers,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The combination of chest pain with transient ST elevation that responds to nitroglycerin strongly suggests coronary vasospasm (Prinzmetal's angina). Coronary angiography is needed to rule out fixed stenosis and confirm the diagnosis, with treatment typically involving nitrates and calcium channel blockers.""
}",D,,0.85,"The combination of chest pain with transient ST elevation that responds to nitroglycerin strongly suggests coronary vasospasm (Prinzmetal's angina). Coronary angiography is needed to rule out fixed stenosis and confirm the diagnosis, with treatment typically involving nitrates and calcium channel blockers."
157,5427d46a9c9b7b93651a9e405086ea7dcaf95a5ed1ef2d5ef361d03babeb42dd,"During a major ward round, you overheard the consultant ask a patient to spell WORLD backwards. He later asked another patient to mention the days of the week forward and backwards. Your colleague standing next to you wants to know what item on the mental status examination the consultant is assessing. Your answer is 
 
 
 
 
 
",Judgement,Attention,Concentration,Memory,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Spelling WORLD backwards and reciting days of the week backwards are classic tests of concentration ability. These tasks require sustained mental effort and the ability to manipulate information mentally.""
}",C,,0.9,Spelling WORLD backwards and reciting days of the week backwards are classic tests of concentration ability. These tasks require sustained mental effort and the ability to manipulate information mentally.
158,477c70010715283df417fa4d7ab527c8dd3de9f77664940973d8239bb353be6f,"A 70-year-old man presented with early onset total constipation, abdominal pain, abdominal distention and late onset vomiting. Bowel sounds are increased on auscultation, and a plain film shows marked distention of loops of bowel with a Frimann-Dahl lines. The most likely diagnosis is which of the following?",b.	Caecal volvulus,e.	Pyloric obstruction,d.	Ileal obstruction,c.	Jejunal obstruction,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Frimann-Dahl lines are characteristic radiographic findings of small bowel obstruction, specifically indicating fluid levels in distended bowel loops. The clinical presentation of early constipation, distention, and late vomiting with increased bowel sounds is classic for distal small bowel (ileal) obstruction.""
}",C,,0.85,"Frimann-Dahl lines are characteristic radiographic findings of small bowel obstruction, specifically indicating fluid levels in distended bowel loops. The clinical presentation of early constipation, distention, and late vomiting with increased bowel sounds is classic for distal small bowel (ileal) obstruction."
159,0c1e6b8c683a5da297fc21116998b30b7dfead298dba5a133c66e2831a4c6c54,A 76-year-old woman presents with numbness and mild weakness in the legs. She has noticed mild numbness in the fingertips bilaterally. The symptoms have been slowly progressive over the past year. She rarely goes to the doctor and takes no medications. Neurological exam shows sensory loss to light touch to the knees and wrists in a symmetric pattern. Joint position sensation is less severely affected. Ankle reflexes are absent and she has mild distal weakness. Which of the following is the most likely abnormality on laboratory testing?,Oligoclonal banding,Macrocytic anemia with a low vitamin B12 level,"Low T4, elevated TSH",Positive ELISA test for HIV,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The presentation of distal symmetric sensorimotor polyneuropathy with predominant sensory involvement, particularly affecting light touch more than position sense, in an elderly patient who rarely seeks medical care is classic for B12 deficiency. The length-dependent pattern and chronic progressive course over a year strongly supports this diagnosis.""
}",B,,0.85,"The presentation of distal symmetric sensorimotor polyneuropathy with predominant sensory involvement, particularly affecting light touch more than position sense, in an elderly patient who rarely seeks medical care is classic for B12 deficiency. The length-dependent pattern and chronic progressive course over a year strongly supports this diagnosis."
160,444e33d5e571a4670ad80fafe37bd7815bf15e6508ef8a9ddb58024895c42f51,"A 45-year-old woman presents to her physician with an 8-month history of gradually increasing limb weakness. She first noticed difficulty climbing stairs, then problems rising from chairs, walking more than half a block, and, finally, lifting her arms above shoulder level. Aside from some difficulty swallowing, she has no ocular, bulbar, or sphincter problems and no sensory complaints. Family history is negative for neurological disease. Examination reveals significant proximal limb and neck muscle weakness with minimal atrophy, normal sensory findings, and intact deep tendon reflexes. Which of the following is the most likely diagnosis in this patient?",Cervical myelopathy,Limb-girdle muscular dystrophy,Myasthenia gravis,Mononeuropathy multiplex,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The presentation of gradually progressive proximal weakness over 8 months with minimal atrophy, intact reflexes, and no sensory deficits in a 45-year-old woman is classic for limb-girdle muscular dystrophy. The pattern excludes myelopathy (would have sensory findings), myasthenia gravis (would have ocular symptoms and fluctuating weakness), and mononeuropathy multiplex (would have asymmetric pattern and sensory involvement).""
}",B,,0.85,"The presentation of gradually progressive proximal weakness over 8 months with minimal atrophy, intact reflexes, and no sensory deficits in a 45-year-old woman is classic for limb-girdle muscular dystrophy. The pattern excludes myelopathy (would have sensory findings), myasthenia gravis (would have ocular symptoms and fluctuating weakness), and mononeuropathy multiplex (would have asymmetric pattern and sensory involvement)."
161,7fefafc47fe5cacc98db41a91fb501c6a4708c272a57418678a8346f4caf9e32,A 21 year old woman presents with a two ay history of sore throat and dysphagia. On examination she is pyrexial with hallitosis and cervical lymohadenopathy. What is the likely causative organism for her condition,Epstein-barr virus,corynebacterium diphteriae,rotavirus,neiserria gonorrhoea,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The presentation of sore throat, dysphagia, fever, halitosis, and cervical lymphadenopathy in a young adult is classic for infectious mononucleosis. EBV is the most common cause of mono in this age group.""
}",A,,0.85,"The presentation of sore throat, dysphagia, fever, halitosis, and cervical lymphadenopathy in a young adult is classic for infectious mononucleosis. EBV is the most common cause of mono in this age group."
162,868c8bc2f86d16642d6cd7df02e95b97a5a5a534310dddff34596cc55b154a78,57. A 19-year-old girl has a lump in the upper medial quadrant of the left breast for 6 months. The mass has not changed in size. There are no other symptoms. You find on palpation a 3.5 cm discrete benign lump. No other abnormal physical findings are found. The breast ultrasound made an impression of a benign lump. Which of the following treatment options is the most appropriate for this patient?,a.Active observation,Quandrantectomy,c.Excisional biopsy,d.Wide local Excision.,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""A 3.5 cm breast mass in a 19-year-old requires tissue diagnosis despite benign clinical and ultrasound appearance. Excisional biopsy provides definitive histologic diagnosis while being therapeutic if benign.""
}",C,,0.8,A 3.5 cm breast mass in a 19-year-old requires tissue diagnosis despite benign clinical and ultrasound appearance. Excisional biopsy provides definitive histologic diagnosis while being therapeutic if benign.
163,ad8b54718fc7cec3d8b36c0e31aa5953c08b7604d9cfabeeb4cdf3a003f2fb00,"A 41-year-old man is seen in clinic with bright red rectal bleeding, seen on the toilet tissue intermittently over the last several months. He is an insurance agent, exercises regularly, and eats a well-balanced diet. He denies changes in bowel habits. Family history is unremarkable. His vital signs are normal. His abdomen exam is normal. Digital rectal exam is normal, and blood is identified on the examining finger. Anoscopy shows no other pathology. What is the next best step in diagnosis?","Complete blood count (CBC): if normal, no further evaluation is indicated",Fecal occult blood test,Barium enema,Flexible sigmoidoscopy,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""A 41-year-old with rectal bleeding requires colonoscopy or flexible sigmoidoscopy to rule out malignancy and other pathology, as anoscopy was normal but bleeding persists. Flexible sigmoidoscopy is the appropriate next step given the clinical presentation.""
}",D,,0.85,"A 41-year-old with rectal bleeding requires colonoscopy or flexible sigmoidoscopy to rule out malignancy and other pathology, as anoscopy was normal but bleeding persists. Flexible sigmoidoscopy is the appropriate next step given the clinical presentation."
164,00fd74cf5f9b5da039bc6e860766fbcb882f79e9bda99b394fcff26e81e39efb,"A 85-year old male patient presents to the emergency department with complaints of severe colicky abdominal pain, vomiting and absolute constipation. Examination reveals a distended tympanic abdomen. Plain abdominal radiograph shows a grossly dilated large bowel arising from the left lower quadrant. The most likely diagnosis in this patient is",Perforated duodenal ulcer,Gastric cancer,Paralytic ileus,Acute pancreatitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation describes sigmoid volvulus - elderly male with colicky pain, absolute constipation, and grossly dilated large bowel from left lower quadrant on X-ray. None of the provided options match this classic presentation.""
}",null,NO_VALID_OPTION,0.9,"The clinical presentation describes sigmoid volvulus - elderly male with colicky pain, absolute constipation, and grossly dilated large bowel from left lower quadrant on X-ray. None of the provided options match this classic presentation."
165,7401fe2dccb710e6c51ca179e86e789efec56b0f8682cfc10258c21ba8a52eee,"A baby delivered at 39 weeks of gestation weighs 1.55 kg, which plots on the 5 th centile of the weigh for gestational age chart. Which of the following clinical problems is the infant unlikely to encounter?",Hyperglycaemia,Hyaline membrane disease.,Hypocalcaemia.,Hypothermia.,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""This term infant (39 weeks) with SGA has mature lungs and is unlikely to develop hyaline membrane disease, which primarily affects preterm infants with surfactant deficiency. SGA infants are at high risk for hyperglycemia, hypocalcemia, and hypothermia due to poor glycogen stores, reduced subcutaneous fat, and metabolic stress.""
}",B,,0.9,"This term infant (39 weeks) with SGA has mature lungs and is unlikely to develop hyaline membrane disease, which primarily affects preterm infants with surfactant deficiency. SGA infants are at high risk for hyperglycemia, hypocalcemia, and hypothermia due to poor glycogen stores, reduced subcutaneous fat, and metabolic stress."
166,3037376c0d8ed315290e97893c84d4b390b846de7a42b3a9c7c28452eb5d147a,A 72-year-old woman is admitted to the burn unit with second-and third-degree burns covering 35% of her body which she suffered in a house fire. At 8 pm on the fourth day she pulls out her intravenous line and begins screaming that people are out to hurt her. Several hours later she is found to be difficult to arouse and is disoriented. Which of the following is the MOST LIKELY diagnosis?,Acute stress disorder,Delirium,Acute manic episode,Brief reactive psychosis,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient shows classic delirium features: fluctuating consciousness (screaming then difficult to arouse), disorientation, and acute onset in a high-risk setting. Elderly burn patients are at extremely high risk for delirium due to multiple factors including pain, medications, infection risk, and physiologic stress.""
}",B,,0.9,"The patient shows classic delirium features: fluctuating consciousness (screaming then difficult to arouse), disorientation, and acute onset in a high-risk setting. Elderly burn patients are at extremely high risk for delirium due to multiple factors including pain, medications, infection risk, and physiologic stress."
167,1497dc2b0fc02de6f012454f849c9bdea014b96eec84617996aff1e6df5e8825,"A 60-year-old male patient on aspirin, an angiotensin-converting enzyme inhibitor, nitrates, and a beta blocker, who is being followed for chronic stable angina, presents to the ER with a history of two or three episodes of more severe and long-lasting anginal chest pain each day over the past 3 days. His ECG and cardiac enzymes are normal. Which of the following is the best course of action?",Increase the doses of current medications and follow closely as an outpatient,Admit the patient and give prophylactic thrombolytic therapy,Admit the patient and begin intravenous digoxin,Admit the patient for observation with no change in medication,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This patient presents with unstable angina (worsening pattern of chest pain) but has normal ECG and cardiac enzymes, ruling out STEMI and NSTEMI. Admission for observation and risk stratification is appropriate, while thrombolytics are contraindicated without evidence of acute MI.""
}",D,,0.85,"This patient presents with unstable angina (worsening pattern of chest pain) but has normal ECG and cardiac enzymes, ruling out STEMI and NSTEMI. Admission for observation and risk stratification is appropriate, while thrombolytics are contraindicated without evidence of acute MI."
168,aa7b042cc60b1386f31805228050863ca9aab980b65eb59591a858e9a0a4928d,"A 55-year-old male complains of slurred speech and some difficulty swallowing. When he sticks his tongue out, there are fasciculations on the right side of the tongue, and the tip deviates to the right. Pathology or injury of which of the following cranial nerves is most likely responsible for his symptoms?",. Glossopharyngeal nerve (CN IX),Vagus nerve (CN X),Spinal Accessory nerve (CN XI),. Facial nerve (CN VII),"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The symptoms describe hypoglossal nerve (CN XII) pathology - fasciculations and deviation of tongue toward the affected side are classic signs. None of the provided options include CN XII, which is the correct answer.""
}",null,NO_VALID_OPTION,0.9,"The symptoms describe hypoglossal nerve (CN XII) pathology - fasciculations and deviation of tongue toward the affected side are classic signs. None of the provided options include CN XII, which is the correct answer."
169,1a7cf0d8ae8b5e6388e73651e03aaefcabfa73180784a246cf892fcc38d814aa,A 29-year-old Caucasian woman presented to her GP at 37 weeks' gestation with a chickenpox rash during winter season. She was prescribed oral acyclovir for 7 days but was warned to report back if unwell. Three days later she presents to the emergency department with severe shortness of breath. What is the likely diagnosis in her case?,Exacerbation of her past tuberculosis,Bronchitis due to allergy to pollen,Drug-induced adult respiratory distress syndrome,Community-acquired pneumonia,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""A pregnant woman with chickenpox developing severe shortness of breath most likely has varicella pneumonia, which is not listed among the options. This is a serious complication of chickenpox in pregnant adults.""
}",null,NO_VALID_OPTION,0.8,"A pregnant woman with chickenpox developing severe shortness of breath most likely has varicella pneumonia, which is not listed among the options. This is a serious complication of chickenpox in pregnant adults."
170,fb1470f1749904349f4664818cbb8b0928b43ad5322ae07aa1dd7229a12aa125,A 22-year-old Asian woman is admitted to the hospital with an incomplete miscarriage at 11 weeks' gestation. She subsequently has surgical evacuation of the uterus. The histology reveals focal hydropic placental villi interspersed with normal villi and presence of fetal tissue. Which of the following is the most likely karyotype and parental chromosomal origin?,"46 XX, paternal","46 XX, maternal","46 XY, paternal","69 XXY, paternal","{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The histology describes focal hydropic villi with normal villi and fetal tissue present, which is characteristic of partial hydatidiform mole. Partial moles typically have triploid karyotype (69 chromosomes) with the extra haploid set being paternal in origin.""
}",D,,0.9,"The histology describes focal hydropic villi with normal villi and fetal tissue present, which is characteristic of partial hydatidiform mole. Partial moles typically have triploid karyotype (69 chromosomes) with the extra haploid set being paternal in origin."
