row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
78,6ae5e298102b0b3ddf7f068ed51efb9618fae0322fc7f6150a23a3870560b21d,"12)	A 3-year old child with sickle cell anemia is evaluated for lassitude and pallor. Hematologic findings include: Hgb 3.0 g/dl; WBC 25 k; retic count 0.1%. Of the following, the infectious agent most likely associated with severe anemia in this child is:",Hemophillus influenzae,Streptococcus pneumoniae,Parvovirus B19,CMV,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Parvovirus B19 causes transient aplastic crisis in sickle cell disease, characterized by severe anemia with reticulocytopenia as seen here.""
}",C,,0.98,"Parvovirus B19 causes transient aplastic crisis in sickle cell disease, characterized by severe anemia with reticulocytopenia as seen here."
79,496cd9895b158be46db19aa887e6dec4351c971d56fa011d647f8403ffe3b476,"A 38-year-old woman presents with sudden onset left sided weakness. She mentions she has been unwell for the past few days with fever and diarrhoea. She has bruising and petechiae on both upper and lower limbs. Blood tests are significant for reduced haemoglobin, severe thrombocytopenia, elevated creatinine and hyperkalaemia. Urine dipstick shows protein 1+ and blood +. What is the most likely cause of the renal impairment?",Lupus nephritis,Post streptococcal glomerulonephritis,Thrombotic thrombocytopenic purpura,Haemolytic uraemic syndrome,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""The preceding diarrhoeal illness with MAHA (anemia), thrombocytopenia, and acute kidney injury strongly suggests HUS. While TTP can present similarly with neurological findings, the diarrhoeal prodrome and prominent renal failure favor HUS (likely Shiga toxin-associated).""
}",D,,0.7,"The preceding diarrhoeal illness with MAHA (anemia), thrombocytopenia, and acute kidney injury strongly suggests HUS. While TTP can present similarly with neurological findings, the diarrhoeal prodrome and prominent renal failure favor HUS (likely Shiga toxin-associated)."
80,bb3ec389d101a48d9b771d1fd76c874f1779c3042d41d6f7493bd8593c1b30a2,"A 70-year-old non–sexually active male complains of fever and pain in his left knee. Several days previously, the patient skinned his knee while working in his garage. The knee is red, warm, and swollen. An arthocentesis is performed, which shows 200,000 leukocytes/µL and a glucose of 20 mg/dl. No crystals are noted. Which of the following is the most important next step?",Gram stain and culture of joint fluid,Urethral culture,Uric acid level,Antinuclear antibody,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.98,
  ""rationale"": ""Findings indicate septic arthritis (very high WBC, low glucose, recent skin break). Gram stain and culture of joint fluid are essential to identify the organism and guide antibiotic therapy.""
}",A,null,0.98,"Findings indicate septic arthritis (very high WBC, low glucose, recent skin break). Gram stain and culture of joint fluid are essential to identify the organism and guide antibiotic therapy."
81,1d2cee3a4de2b9d91388dec2926b8effa7a2c3e7b7b85b2b6048747656dc8b2e,"A seventeen-year-old girl who is not sexually active presents with left iliac fossa pain. An ultrasound scan shows a 5 cm cyst on the left ovary which is complex in nature, with solid, calcified elements and fatty deposits noted on MRI. The likely diagnosis is:",Serous cystadenoma.,Thecal luteal cyst.,Fibroma.,Tubo-ovarian abscess.,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The description of a complex cyst with solid, calcified elements and fatty deposits in a young girl is classic for a mature cystic teratoma (dermoid cyst), which is not listed among the options.""
}",,NO_VALID_OPTION,0.95,"The description of a complex cyst with solid, calcified elements and fatty deposits in a young girl is classic for a mature cystic teratoma (dermoid cyst), which is not listed among the options."
82,6fe5696141d8887dae7de442ac3853f99bd4cb1019b7482cc19be821ec95a80f,"A 20-year old female and her partner, a 20-year-old man presents for counselling for sexual dysfunction. Prior to their relationship, neither had been sexually active. Both deny any medical problems. Which type of male/female sexual dysfunction has the lowest cure rate?",Female orgasmic dysfunction,Vaginismus,Premature ejaculation,Secondary impotence,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Among these classic Masters and Johnson sexual dysfunctions, secondary impotence (erectile dysfunction) has historically had the lowest cure rate, while vaginismus, premature ejaculation, and female orgasmic dysfunction respond well to therapy.""
}",D,,0.6,"Among these classic Masters and Johnson sexual dysfunctions, secondary impotence (erectile dysfunction) has historically had the lowest cure rate, while vaginismus, premature ejaculation, and female orgasmic dysfunction respond well to therapy."
83,973a1454b3f4bdecf6219f6c9d1f8ae626d9e1ae1189fe765e43c7c723e3ef2b,"A 35-year-old male presents with leg swelling, ascites, and flank pains. Investigations reveal elevated serum cholesterol, reduced serum albumin, and proteinuria 4+. Which of the following is the likely diagnosis in this patient?",Dyslipidemia,Urinary tract infection,Nephrotic syndrome,Liver cirrhosis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""The classic tetrad of edema, heavy proteinuria (4+), hypoalbuminemia, and hyperlipidemia defines nephrotic syndrome.""
}",C,,0.98,"The classic tetrad of edema, heavy proteinuria (4+), hypoalbuminemia, and hyperlipidemia defines nephrotic syndrome."
84,ce9ae2f3095c813471e321632a37db520a38023531bda27f62b11f0e3fd6a5a6,"44)	A 16-day-old infant presents with fever, irritability, poor feeding, and a bulging fontanelle. Spinal fluid demonstrates gram-positive cocci. Which of the following is the most likely diagnosis?",Streptococcus pneumoniae,Group A streptococci,Staphylococcus aureus,Listeria monocytogenes,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.7,
  ""rationale"": ""In a 16-day-old neonate with meningitis, the most likely pathogen is Group B Streptococcus (Streptococcus agalactiae), which appears as gram-positive cocci. Listeria is gram-positive but is a rod/bacillus, not cocci. None of the listed options correctly match.""
}",,NO_VALID_OPTION,0.7,"In a 16-day-old neonate with meningitis, the most likely pathogen is Group B Streptococcus (Streptococcus agalactiae), which appears as gram-positive cocci. Listeria is gram-positive but is a rod/bacillus, not cocci. None of the listed options correctly match."
85,ac9a6332474b92033b4a45830e1a40ac92d5d9fe1fb2c300a11f429bdd6893c4,A 45-year-old man with insulin-dependent diabetes mellitus and rheumatoid arthritis treated with methotrexate is seen in the outpatient clinic after he tried to remove some cerumen (wax) from his ear at home. He has erythema and swelling of the ear canal anddescribes severe ear pain. You are concerned about malignant otitis externa. Which bacteria is most likely to cause this presentation?,Pseudomonas aeruginosa.,Staphylococcus aureus,The infection is most likely to be multibacterial.,Streptococcus pyogenes.,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.98,
  ""rationale"": ""Malignant (necrotizing) otitis externa in immunocompromised/diabetic patients is classically caused by Pseudomonas aeruginosa.""
}",A,null,0.98,Malignant (necrotizing) otitis externa in immunocompromised/diabetic patients is classically caused by Pseudomonas aeruginosa.
86,f0cbb731ac194173f46e021127c09d59f542c863bc182c9e52dd7f01cbfba5be,19. A 48-year-old woman who sustained a 5% deep dermal burn of the right lower limb. She was managing it at home with some local remedies. About 3 years later the developed a Marjolijn’s ulcer. What is the characteristic edge of this type of ulcer,a.Raised and everted,b.Punched out ulcer,c.Sloping edge,d.Punched out edge,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Marjolin's ulcer is a squamous cell carcinoma arising in chronic scars/wounds, characteristically showing raised and everted edges.""
}",A,,0.95,"Marjolin's ulcer is a squamous cell carcinoma arising in chronic scars/wounds, characteristically showing raised and everted edges."
87,4d69741e0ae18ac7b9fbc11ce16efa1c4ede56ee6344053f56ded18fe1f2b596,"A 57-year-old male with no surgical history presents with 2 days of abdominal pain, nausea, and vomiting. On exam he is distended and tympanic and is mildly tender without rebound or guarding. An erect abdominal x-ray revealed multiple dilated loops of small bowel with air-fluid levels. His last bowel movement was 1 day ago. He has not passed flatus for over a day. a. Which of the following is the best management option?",Which of the following is the best management option?,"b.Admission, observation, steroids",c.Diagnostic laparoscopy,d.Exploratory laparotomy,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.5,
  ""rationale"": ""In a patient with no prior surgical history presenting with small bowel obstruction, the absence of adhesions as a likely cause raises concern for another etiology (hernia, malignancy, volvulus). Without a clear conservative management option (NG decompression/IV fluids) listed, exploratory laparotomy is the most appropriate choice among those given for a virgin abdomen with complete SBO.""
}",D,,0.5,"In a patient with no prior surgical history presenting with small bowel obstruction, the absence of adhesions as a likely cause raises concern for another etiology (hernia, malignancy, volvulus). Without a clear conservative management option (NG decompression/IV fluids) listed, exploratory laparotomy is the most appropriate choice among those given for a virgin abdomen with complete SBO."
88,7b4fcb6ebb5a87778c3608b021bce987a165c5bfd6ac5b9919bdb4a9993489f0,A 20-year old female presents with complaints of general abdominal pain. she reports multiple episodes of diarrhea and vomiting. On examination she is afebrile but appears moderately dehydrated. Her abdomen is moderately tender in the peri-umbilical and epigastric regions. There is no guarding or rebound tenderness. Her white cell count is normal. Which of the following statements correctly describes the next course of management?,A diagnosis of acute abdomen should be made and laparotomy performed immediately,An abdominal CT scan is required to determine the pathology,Insert a nasogastric tube to decompress the stomach,Non surgical causes of acute abdomen should be considered,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient has gastroenteritis-like symptoms (diarrhea, vomiting, diffuse tenderness without peritoneal signs, normal WBC, afebrile). Non-surgical causes should be considered before invasive workup or intervention.""
}",D,,0.9,"The patient has gastroenteritis-like symptoms (diarrhea, vomiting, diffuse tenderness without peritoneal signs, normal WBC, afebrile). Non-surgical causes should be considered before invasive workup or intervention."
89,b69f286521b9ecfe02511b84e41131447a0eec5bdea4cef099b37cde6eed3722,"35-year-old female presents to the ER with the worse headache of her life. 
She’s known to have ADPKDx. Head CT scan shows a subarachnoid hemorrhage. 
Which of the following fundoscopic findings suggest this diagnosis?",Silver wiring,Cotton wool spots,Subhyaloid hemorrhage,Flame shaped hemorrhages,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Subhyaloid (preretinal) hemorrhages are the classic fundoscopic finding in subarachnoid hemorrhage, reflecting Terson syndrome from acutely raised intracranial pressure.""
}",C,null,0.95,"Subhyaloid (preretinal) hemorrhages are the classic fundoscopic finding in subarachnoid hemorrhage, reflecting Terson syndrome from acutely raised intracranial pressure."
90,4741f6d2c08bc3f950400a20d06019e52164ac3591708a5ea0c181cbf773db8f,"A 49-year-old man is admitted to the hospital with a seizure. He does not have a history of seizures and he currently takes no medications. He has AIDS and is not under any care at this time. His physical examination is most notable for small, shoddy lymphadenopathy in the cervical region. A head CT shows a ring-enhancing lesion in the right temporal lobe, with edema but no mass effect. A lumbar puncture shows no white or red blood cells, and the Gram stain is negative. His serum Toxoplasma IgG is positive. Which of the following is the best course of action for this patient at this time?",Search for systemic malignancy,Whole-brain radiation therapy,Dexamethasone,Biopsy of the central nervous system (CNS) lesion,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""In an AIDS patient with a ring-enhancing lesion and positive Toxoplasma IgG, empiric toxoplasmosis therapy (pyrimethamine-sulfadiazine) is standard; biopsy is reserved for failure to respond. Since that specific option isn't listed, dexamethasone is reasonable for the associated edema while initiating management, though ideally empiric anti-toxoplasma therapy would be given.""
}",C,,0.6,"In an AIDS patient with a ring-enhancing lesion and positive Toxoplasma IgG, empiric toxoplasmosis therapy (pyrimethamine-sulfadiazine) is standard; biopsy is reserved for failure to respond. Since that specific option isn't listed, dexamethasone is reasonable for the associated edema while initiating management, though ideally empiric anti-toxoplasma therapy would be given."
91,9945e49c5d552f8e0419255318672a67d8504e2f76f4789a8252e4e94ab595e9,"a patient is brought to casualty after sustaining a stab wound to the trunk. He is hemodynamically normal, and his examination is unremarkable except for the presence of a wound 2 cm above the ilium along the right posterior axillary line. This is shown in the diagram below. The best way to evaluate this injury is:",Laparatomy,Serial CBCs lab investigations,Admission with serial abdominal examinations,Ultrasound (FAST) examination of the abdomen,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.6,
  ""rationale"": ""For a stable patient with a stab wound to the flank/back, local wound exploration and serial abdominal examinations (often combined with CT) are preferred. FAST is insensitive for retroperitoneal injury, and laparotomy is not indicated without peritonitis or instability. Among the given options, serial abdominal exams is the best approach.""
}",C,null,0.6,"For a stable patient with a stab wound to the flank/back, local wound exploration and serial abdominal examinations (often combined with CT) are preferred. FAST is insensitive for retroperitoneal injury, and laparotomy is not indicated without peritonitis or instability. Among the given options, serial abdominal exams is the best approach."
92,e2b2b288c544b4ebf1488d4cb03a9f84e90c7669e24137e26fbe3752b52133f2,A 30-year-old underweight a cardiotocograph (CTG) due to induction for reduced fetal movements. A drop in the fetal heart rate was observed only during the contractions and both were mirror images. This phenomenon is referred to as;,Early deceleration,Late deceleration,Variable deceleration,Early acceleration,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.97,
  ""rationale"": ""Decelerations that mirror contractions, starting and ending with the contraction, are early decelerations, typically due to fetal head compression.""
}",A,null,0.97,"Decelerations that mirror contractions, starting and ending with the contraction, are early decelerations, typically due to fetal head compression."
93,770c01136c5ac43996716dbdb867031e48b5b0e0623bb905c9124e045744cc4a,48. A house officer stored fresh blood in the theatre blood fridge in preparation for an open prostatectomy. The patient fortunately did not need the blood transfusion due to a low blood loss. 10 days later another patient who had a modified radical mastectomy started bleeding from the surgical site for which blood transfusion was required. The house officer rushed to the theatre fridge to retrieve the stored blood. He sent to the lab to crossmatch it with the blood sample of the patient who needed the transfusion. The following are the changes seen in stored blood except.,The leucocyte become non-viable after 24hr of storage,d.The RBC become swollen and more susceptible to damage,"a.The level of 2,3-diphosphoglycerate in the cells falls",c.The platelets become non-viable after 24hrs of storage,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""In stored blood, leukocytes and platelets become non-viable within 24-48 hours, and 2,3-DPG levels fall progressively. RBCs do swell somewhat but the classic 'except' answer in these questions typically refers to RBC changes being described inaccurately; the other three are well-established storage lesion facts.""
}",B,,0.7,"In stored blood, leukocytes and platelets become non-viable within 24-48 hours, and 2,3-DPG levels fall progressively. RBCs do swell somewhat but the classic 'except' answer in these questions typically refers to RBC changes being described inaccurately; the other three are well-established storage lesion facts."
94,d42b65b9f4285050116b4a9a67a2c91d02bdef3c77a77cce28ea618b2861cf10,"In a patient with Dyspnea and fatigue on exertion, Cor pulmonale due to COPD is suspected. After physical examination, which of the following imaging studies is the most appropriate to evaluate left ventricle and right ventricle function in this patient?
",ECG,"n/aIn a patient with Dyspnea and fatigue on exertion, Cor pulmonale due to COPD is suspected. After physical examination, which of the following imaging studies is the most appropriate to evaluate left ventricle and right ventricle function in this patient? A.	CXray B.	ECG C.	Echocardiography D.	Standard CT Scan",Standard CT Scan,CXray,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""Echocardiography is the most appropriate imaging study to evaluate both LV and RV function in suspected cor pulmonale, but it is not listed as a standalone option (A-D). The options provided do not include echocardiography as a clean choice.""
}",,NO_VALID_OPTION,0.95,"Echocardiography is the most appropriate imaging study to evaluate both LV and RV function in suspected cor pulmonale, but it is not listed as a standalone option (A-D). The options provided do not include echocardiography as a clean choice."
95,fcf329d07a733acff0ccfd67fd77b87c5f7ba9cd114516485ee82e502a83e78d,40-year-old male with a history of hypertension and diabetes who has been lost to follow-up presents with left sided hemiparesis with a right sided lower motor neuron cranial nerve 7 palsy. What is the most likely site of the lesion?,Internal capsule,Cortex,Pons,Cervical spine,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Crossed hemiplegia with contralateral body weakness and ipsilateral LMN facial palsy (Millard-Gubler syndrome) localizes to the pons, where the CN VII nucleus/fascicle is affected before the corticospinal tract decussates.""
}",C,,0.95,"Crossed hemiplegia with contralateral body weakness and ipsilateral LMN facial palsy (Millard-Gubler syndrome) localizes to the pons, where the CN VII nucleus/fascicle is affected before the corticospinal tract decussates."
96,3c08756b8f60694dfc839923a8f696fb986f5eb99783b8da776429b64ed236d5,A 38-year-old woman is brought to the emergency room by her family. They know that she has recently been in a psychiatric hospital but do not know the diagnosis or her medications. She has been vomiting and taking little by mouth over the past few days. The woman is ataxic and confused. She has a coarse tremor that is more prominent with movement. A moderate-sized diffuse goiter is present. Which of the following treatments is most likely to be beneficial?,Parenteral haloperidol,Gastric lavage and charcoal,Decomtamination,Intravenous potassium,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.6,
  ""rationale"": ""This presentation—ataxia, confusion, coarse intention tremor, goiter, and vomiting in a psychiatric patient—is classic for lithium toxicity. While hemodialysis is the definitive treatment, among the given options gastric lavage and activated charcoal... actually charcoal does not bind lithium, but lavage may help with recent ingestion; still the best available choice here given no dialysis option.""
}",B,null,0.6,"This presentation—ataxia, confusion, coarse intention tremor, goiter, and vomiting in a psychiatric patient—is classic for lithium toxicity. While hemodialysis is the definitive treatment, among the given options gastric lavage and activated charcoal... actually charcoal does not bind lithium, but lavage may help with recent ingestion; still the best available choice here given no dialysis option."
97,f7ab499789795f08ad5bb96e58da47678895db0ac2ebddca59f7384506b9b40d,"A young man has severe abdominal pain, a temperature of 39.0 C, a heart rate of 120, and a BP of 95/60. On abdominal examination, he has involuntary guarding and no bowel sounds. Which of the following are the best next steps of resuscitation for this patient with severe sepsis?","Give 1.0L bolus of normal saline, IV ceftriaxone, and flagyl, place O2 via nasal prongs.","Give 20 ml/kg bolus of crystalloid, IV Keflex and flagyl, place a foley catheter and admit to ICU","Give blood transfusion if Hgb &lt;11, 1.0L bolus of D5W and IV  clindamycin","Give norepinephrine to keep BP&gt; 100, give crystalloid fluid at maintenance and IV antibiotics.","{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Septic shock resuscitation calls for 30 mL/kg crystalloid bolus, broad-spectrum IV antibiotics, and ICU-level monitoring. Option B best reflects aggressive crystalloid resuscitation (20 mL/kg bolus) with IV antibiotics and ICU admission, though Keflex is suboptimal coverage. The other options are clearly wrong (inadequate fluids, D5W, or vasopressors before fluid resuscitation).""
}",B,,0.6,"Septic shock resuscitation calls for 30 mL/kg crystalloid bolus, broad-spectrum IV antibiotics, and ICU-level monitoring. Option B best reflects aggressive crystalloid resuscitation (20 mL/kg bolus) with IV antibiotics and ICU admission, though Keflex is suboptimal coverage. The other options are clearly wrong (inadequate fluids, D5W, or vasopressors before fluid resuscitation)."
98,d168d98d947108d17579d043b0e6cb4184248daee74240ece25055cdc7181ab1,"A sixteen year old male student presented at the ENT clinic with recurrent nasal bleeding. Anterior and posterior rhinoscopy revealed a unilateral nasal mass, which extended into the nasopharynx. What is the likely diagnosis?
",Nasal polyposis.,Antro-choanal polyp,Inverted papilloma,Juvenile nasopharyngeal angiofibroma,"{""choice"":""D"",""abstain_code"":null,""confidence"":0.97,""rationale"":""Adolescent male with recurrent epistaxis and a unilateral nasal mass extending into the nasopharynx is classic for juvenile nasopharyngeal angiofibroma.""}",D,,0.97,Adolescent male with recurrent epistaxis and a unilateral nasal mass extending into the nasopharynx is classic for juvenile nasopharyngeal angiofibroma.
99,5791d2e628f0d8537676082200f4d7da034783b0aa65df1636e5e5f58ffdcb13,An elderly woman notes a tremor associated with slowness of movements and a feeling of gait instability over the past 6 months. The tremor is a slow (3 per second) resting tremor that does not interfere with fine movements. What is the likely diagnosis?,Parkinson’s disease,Huntington’s disease,Dystonia,Essential tremor,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.97,
  ""rationale"": ""Resting tremor at 3-4 Hz with bradykinesia and gait instability in an elderly patient is classic for Parkinson's disease. Essential tremor is an action tremor, Huntington's causes chorea, and dystonia causes sustained postures.""
}",A,null,0.97,"Resting tremor at 3-4 Hz with bradykinesia and gait instability in an elderly patient is classic for Parkinson's disease. Essential tremor is an action tremor, Huntington's causes chorea, and dystonia causes sustained postures."
100,a547fe67c04e395e248d42ff5e4fe79ec3cd1dd14bee1284f591354bc889a602,"A mother brings her 12-year old daughter to the clinic because she is concerned that most of the other girls in her daughter’s class have already started having their period. She thinks her daughter hasn’t shown any evidence of going into puberty yet. Knowing the usual first sign of the onset of puberty, you should ask the mother which of the following questions?",Has your daughter had any acne?,Has your daughter started to develop breasts?,Does your daughter have any axillary or pubic hair?,Has your daughter started her growth spurt?,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.97,
  ""rationale"": ""Thelarche (breast budding) is typically the first sign of puberty in girls, preceding pubarche, growth spurt, and menarche.""
}",B,,0.97,"Thelarche (breast budding) is typically the first sign of puberty in girls, preceding pubarche, growth spurt, and menarche."
101,274b3ff54506791957b8f627d4d3d9751aa34b12a17c81df2b6032ae0033ed88,A 25 years old school teacher Para 1 wants to use oral contraceptive pills for contraception. She is asking about the mode of action of oral contraceptive pills. The mechanism of action of oral contraceptive pills is:,Increasing cervical mucous hostility.,Inducing endometrial atrophy.,Inhibiting prolactin.,Inducing endometritis.,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.6,
  ""rationale"": ""Combined OCPs primarily act by inhibiting ovulation, but among the listed options, thickening cervical mucus (increasing hostility to sperm) is a recognized secondary mechanism. Endometrial atrophy is also a known effect, but cervical mucus thickening is the most commonly cited among these choices.""
}",A,null,0.6,"Combined OCPs primarily act by inhibiting ovulation, but among the listed options, thickening cervical mucus (increasing hostility to sperm) is a recognized secondary mechanism. Endometrial atrophy is also a known effect, but cervical mucus thickening is the most commonly cited among these choices."
102,aa0fdf7ce85d85783961814aea12b0a11262041ee63c9287654ceca0121f364f,The nurse in the ward informs you that a patient developed difficulties in breathing and neck swelling 4 hours after thyroidectomy. You are the medical intern on call. What is the next step in the management of this patient?,Give oxygen by mask and observe,Call the anesthetist to intubate the patient,Prepare the patient for emergency tracheostomy,Remove all the stitches and call the surgeon on duty,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Post-thyroidectomy neck swelling with breathing difficulty indicates an expanding hematoma compressing the airway. Immediate bedside decompression by removing the skin and strap muscle sutures to evacuate the hematoma is life-saving, followed by urgent surgical re-exploration.""
}",D,,0.9,"Post-thyroidectomy neck swelling with breathing difficulty indicates an expanding hematoma compressing the airway. Immediate bedside decompression by removing the skin and strap muscle sutures to evacuate the hematoma is life-saving, followed by urgent surgical re-exploration."
103,1afd64e801dedb2801fea344e30b8c048a9a48cc7cbf7d6cebbe4a060bc8796b,"A 25-year old male underwent percutaneous drainage of a periappendiceal abscess. If interval appendectomy is to be performed, at which of the following times post-admission should it be performed?",2 weeks,1 year,1 week,Never,"{""choice"":""A"",""abstain_code"":null,""confidence"":0.6,""rationale"":""Interval appendectomy is traditionally performed 6-8 weeks after resolution of the abscess. Among the given options, 2 weeks is the closest reasonable timeframe, though recent evidence questions the necessity of interval appendectomy in adults.""}",A,,0.6,"Interval appendectomy is traditionally performed 6-8 weeks after resolution of the abscess. Among the given options, 2 weeks is the closest reasonable timeframe, though recent evidence questions the necessity of interval appendectomy in adults."
104,d7efe68ac10675b381b3b392cd37765c75adc8478f27a8107eb02c81bd5262ca,"A 74-year old male is referred to your hospital with a diagnosis of ""appendicitis"" listed in a note from the referring hospital. He has pain and tenderness in the right abdomen. He has vomited several times over the course of the past 2 days. He has a temperature of 37.5°C. His family states that he has lost some weight over the past few weeks; they don't think he's been eating as well asusual. He is tender on physical examination but without rebound or guarding. His white blood cellcount is normal. What is the next best step in your management?",Admit the patient for antibiotics and serial abdominal exams.,Proceed with colonoscopy.,Proceed with ultrasound to rule out appendicitis.,Proceed to the operating room for appendectomy,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.7,
  ""rationale"": ""In an elderly patient with weight loss, decreased appetite, and right-sided abdominal pain without classic appendicitis findings (normal WBC, no rebound/guarding), cecal or right colon malignancy must be ruled out. Colonoscopy is the appropriate next step to evaluate for an obstructing right-sided colon cancer, which can mimic appendicitis in older adults.""
}",B,null,0.7,"In an elderly patient with weight loss, decreased appetite, and right-sided abdominal pain without classic appendicitis findings (normal WBC, no rebound/guarding), cecal or right colon malignancy must be ruled out. Colonoscopy is the appropriate next step to evaluate for an obstructing right-sided colon cancer, which can mimic appendicitis in older adults."
105,59184bfbe96dbfd8a66f55c3ad0f8171a4dddf14f2ddb4a4527f14e7019aff45,A 19-year-old female is on treatment for a urinary tract infection. Her response to treatment in the past 3 days is satisfactory. Which of the following is not a common pathogen in urinary tract infections?,Klebsiella aerogenes,Proteus mirabilis,Escherichia coli,Enterococcus faecalis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.6,
  ""rationale"": ""E. coli, Proteus mirabilis, and Enterococcus faecalis are all common UTI pathogens. Klebsiella pneumoniae is a common UTI pathogen, but Klebsiella aerogenes (formerly Enterobacter aerogenes) is a less common cause of UTI.""
}",A,null,0.6,"E. coli, Proteus mirabilis, and Enterococcus faecalis are all common UTI pathogens. Klebsiella pneumoniae is a common UTI pathogen, but Klebsiella aerogenes (formerly Enterobacter aerogenes) is a less common cause of UTI."
106,01095890f4f6b1c81bcf6e90b103dfac47f47af060d20a78010eae7bbbb6db8d,A 54-year-old man who smokes 25 cigarettes and has type 2 diabetes reports to the clinic because of a cough and worsening glycaemic control. He has also noticed weight gain and purplish striae on his abdomen. His fasting blood sugar is 15 mmol/L and blood pressure is 155/98 mmHg. A Chest X ray done showed a left hilar mass. What is the likely cause of his symptoms?,Small cell carcinoma of the bronchus,Sarcoidosis,Squamous cell carcinoma bronchus,Adenocarcinoma of the bronchus,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient has features of ectopic ACTH-driven Cushing's syndrome (weight gain, purple striae, worsening diabetes, hypertension) with a hilar mass in a smoker. Small cell carcinoma of the bronchus is the classic cause of ectopic ACTH secretion.""
}",A,null,0.95,"The patient has features of ectopic ACTH-driven Cushing's syndrome (weight gain, purple striae, worsening diabetes, hypertension) with a hilar mass in a smoker. Small cell carcinoma of the bronchus is the classic cause of ectopic ACTH secretion."
107,1175def255531919f29c3a4acc3d67b1c2ef00b11f73273013382fe984cc1eb0,"A primigravida at 24 weeks gestation has come to the antenatal clinic with a fear of childbirth and is asking for elective caesarean section as a mode of delivery. 
What would be the recommended management?",Adequate exploration of the fears with counselling by trained personnel,Discharging the patient to midwife care with advice for vaginal delivery,Enlisting the patient for elective caesarean section,Referral to another obstetrician for second opinion,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Per NICE guidelines, tocophobia should first be addressed through exploration of fears and counselling by trained personnel (perinatal mental health support). Elective CS is only offered if fear persists after adequate counselling.""
}",A,,0.95,"Per NICE guidelines, tocophobia should first be addressed through exploration of fears and counselling by trained personnel (perinatal mental health support). Elective CS is only offered if fear persists after adequate counselling."
