question_id,category,question_type,correct_choice,stem,option_A,option_B,option_C,option_D,row_index,judge_raw,judge_label,judge_plausible_options,judge_reason,judge_parse_ok,judge_error,judge_reused
9945e49c5d552f8e0419255318672a67d8504e2f76f4789a8252e4e94ab595e9,General_Surgery,NOTA,NOTA,"a patient is brought to casualty after sustaining a stab wound to the trunk. He is hemodynamically normal, and his examination is unremarkable except for the presence of a wound 2 cm above the ilium along the right posterior axillary line. This is shown in the diagram below. The best way to evaluate this injury is:",Laparatomy,Serial CBCs lab investigations,Admission with serial abdominal examinations,Ultrasound (FAST) examination of the abdomen,91,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Stable posterior flank stab wounds are best evaluated with contrast-enhanced abdominal CT to assess retroperitoneal injury; none of the listed options provides this.""
}",TRUE_NOTA,,Stable posterior flank stab wounds are best evaluated with contrast-enhanced abdominal CT to assess retroperitoneal injury; none of the listed options provides this.,TRUE,,FALSE
e2b2b288c544b4ebf1488d4cb03a9f84e90c7669e24137e26fbe3752b52133f2,Obstetrics_and_Gynecology,INTACT,A,A 30-year-old underweight a cardiotocograph (CTG) due to induction for reduced fetal movements. A drop in the fetal heart rate was observed only during the contractions and both were mirror images. This phenomenon is referred to as;,Early deceleration,Late deceleration,Variable deceleration,Early acceleration,92,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Mirror-image fetal heart rate decreases with contractions indicate early decelerations; option A correctly states this, so NOTA is not correct.""
}",FALSE_NOTA,A,"Mirror-image fetal heart rate decreases with contractions indicate early decelerations; option A correctly states this, so NOTA is not correct.",TRUE,,FALSE
770c01136c5ac43996716dbdb867031e48b5b0e0623bb905c9124e045744cc4a,General_Surgery,NOTA,NOTA,48. A house officer stored fresh blood in the theatre blood fridge in preparation for an open prostatectomy. The patient fortunately did not need the blood transfusion due to a low blood loss. 10 days later another patient who had a modified radical mastectomy started bleeding from the surgical site for which blood transfusion was required. The house officer rushed to the theatre fridge to retrieve the stored blood. He sent to the lab to crossmatch it with the blood sample of the patient who needed the transfusion. The following are the changes seen in stored blood except.,The leucocyte become non-viable after 24hr of storage,d.The RBC become swollen and more susceptible to damage,"a.The level of 2,3-diphosphoglycerate in the cells falls",c.The platelets become non-viable after 24hrs of storage,93,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Leukocytes do not become non-viable after 24 hours; they remain viable though function diminishes, making A the correct exception. RBC swelling and fragility, falling 2,3-DPG, and platelet non-viability are true storage changes.""
}",FALSE_NOTA,A,"Leukocytes do not become non-viable after 24 hours; they remain viable though function diminishes, making A the correct exception. RBC swelling and fragility, falling 2,3-DPG, and platelet non-viability are true storage changes.",TRUE,,FALSE
d42b65b9f4285050116b4a9a67a2c91d02bdef3c77a77cce28ea618b2861cf10,Cardiology,NOTA,NOTA,"In a patient with Dyspnea and fatigue on exertion, Cor pulmonale due to COPD is suspected. After physical examination, which of the following imaging studies is the most appropriate to evaluate left ventricle and right ventricle function in this patient?
",ECG,"n/aIn a patient with Dyspnea and fatigue on exertion, Cor pulmonale due to COPD is suspected. After physical examination, which of the following imaging studies is the most appropriate to evaluate left ventricle and right ventricle function in this patient? A.	CXray B.	ECG C.	Echocardiography D.	Standard CT Scan",Standard CT Scan,CXray,94,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""The best answer is echocardiography to assess LV/RV function; none of the listed options provides echocardiography (ECG, CXR, and standard CT are not appropriate), so NOTA is correct.""
}",TRUE_NOTA,,"The best answer is echocardiography to assess LV/RV function; none of the listed options provides echocardiography (ECG, CXR, and standard CT are not appropriate), so NOTA is correct.",TRUE,,FALSE
fcf329d07a733acff0ccfd67fd77b87c5f7ba9cd114516485ee82e502a83e78d,Neurology,INTACT,C,40-year-old male with a history of hypertension and diabetes who has been lost to follow-up presents with left sided hemiparesis with a right sided lower motor neuron cranial nerve 7 palsy. What is the most likely site of the lesion?,Internal capsule,Cortex,Pons,Cervical spine,95,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""Contralateral hemiparesis with ipsilateral LMN facial palsy localizes to the pons, so option C is correct and NOTA is not.""
}",FALSE_NOTA,C,"Contralateral hemiparesis with ipsilateral LMN facial palsy localizes to the pons, so option C is correct and NOTA is not.",TRUE,,FALSE
3c08756b8f60694dfc839923a8f696fb986f5eb99783b8da776429b64ed236d5,Neurology,NOTA,NOTA,A 38-year-old woman is brought to the emergency room by her family. They know that she has recently been in a psychiatric hospital but do not know the diagnosis or her medications. She has been vomiting and taking little by mouth over the past few days. The woman is ataxic and confused. She has a coarse tremor that is more prominent with movement. A moderate-sized diffuse goiter is present. Which of the following treatments is most likely to be beneficial?,Parenteral haloperidol,Gastric lavage and charcoal,Decomtamination,Intravenous potassium,96,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Findings suggest lithium toxicity (ataxia, coarse action tremor, confusion, vomiting, goiter), for which IV fluids and hemodialysis are indicated; none of the listed options provide this. Activated charcoal is ineffective for lithium and gastric lavage is unlikely helpful here, while haloperidol and potassium are inappropriate.""
}",TRUE_NOTA,,"Findings suggest lithium toxicity (ataxia, coarse action tremor, confusion, vomiting, goiter), for which IV fluids and hemodialysis are indicated; none of the listed options provide this. Activated charcoal is ineffective for lithium and gastric lavage is unlikely helpful here, while haloperidol and potassium are inappropriate.",TRUE,,FALSE
f7ab499789795f08ad5bb96e58da47678895db0ac2ebddca59f7384506b9b40d,General_Surgery,INTACT,A,"A young man has severe abdominal pain, a temperature of 39.0 C, a heart rate of 120, and a BP of 95/60. On abdominal examination, he has involuntary guarding and no bowel sounds. Which of the following are the best next steps of resuscitation for this patient with severe sepsis?","Give 1.0L bolus of normal saline, IV ceftriaxone, and flagyl, place O2 via nasal prongs.","Give 20 ml/kg bolus of crystalloid, IV Keflex and flagyl, place a foley catheter and admit to ICU","Give blood transfusion if Hgb &lt;11, 1.0L bolus of D5W and IV  clindamycin","Give norepinephrine to keep BP&gt; 100, give crystalloid fluid at maintenance and IV antibiotics.",97,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Best initial sepsis resuscitation includes a 30 mL/kg crystalloid bolus, early broad-spectrum IV antibiotics, oxygen, and monitoring (e.g., Foley), with vasopressors only if hypotension persists to target MAP ≥65. A under-resuscitates, B uses cephalexin and insufficient fluids, D starts pressors prematurely with the wrong target, and C uses inappropriate fluids and transfusion threshold.""
}",TRUE_NOTA,,"Best initial sepsis resuscitation includes a 30 mL/kg crystalloid bolus, early broad-spectrum IV antibiotics, oxygen, and monitoring (e.g., Foley), with vasopressors only if hypotension persists to target MAP ≥65. A under-resuscitates, B uses cephalexin and insufficient fluids, D starts pressors prematurely with the wrong target, and C uses inappropriate fluids and transfusion threshold.",TRUE,,FALSE
d168d98d947108d17579d043b0e6cb4184248daee74240ece25055cdc7181ab1,Otolaryngology,INTACT,D,"A sixteen year old male student presented at the ENT clinic with recurrent nasal bleeding. Anterior and posterior rhinoscopy revealed a unilateral nasal mass, which extended into the nasopharynx. What is the likely diagnosis?
",Nasal polyposis.,Antro-choanal polyp,Inverted papilloma,Juvenile nasopharyngeal angiofibroma,98,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""D""],
  ""reason"": ""An adolescent male with recurrent epistaxis and a unilateral mass extending into the nasopharynx is classic for juvenile nasopharyngeal angiofibroma; other options are inconsistent with the age and bleeding pattern. Thus option D is correct, so NOTA is not.""
}",FALSE_NOTA,D,"An adolescent male with recurrent epistaxis and a unilateral mass extending into the nasopharynx is classic for juvenile nasopharyngeal angiofibroma; other options are inconsistent with the age and bleeding pattern. Thus option D is correct, so NOTA is not.",TRUE,,FALSE
5791d2e628f0d8537676082200f4d7da034783b0aa65df1636e5e5f58ffdcb13,Neurology,INTACT,A,An elderly woman notes a tremor associated with slowness of movements and a feeling of gait instability over the past 6 months. The tremor is a slow (3 per second) resting tremor that does not interfere with fine movements. What is the likely diagnosis?,Parkinson’s disease,Huntington’s disease,Dystonia,Essential tremor,99,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""An elderly patient with bradykinesia, gait instability, and a 3 Hz resting tremor that does not interfere with fine movements is classic for Parkinson’s disease; the other options do not fit these features.""
}",FALSE_NOTA,A,"An elderly patient with bradykinesia, gait instability, and a 3 Hz resting tremor that does not interfere with fine movements is classic for Parkinson’s disease; the other options do not fit these features.",TRUE,,FALSE
a547fe67c04e395e248d42ff5e4fe79ec3cd1dd14bee1284f591354bc889a602,Obstetrics_and_Gynecology,INTACT,B,"A mother brings her 12-year old daughter to the clinic because she is concerned that most of the other girls in her daughter’s class have already started having their period. She thinks her daughter hasn’t shown any evidence of going into puberty yet. Knowing the usual first sign of the onset of puberty, you should ask the mother which of the following questions?",Has your daughter had any acne?,Has your daughter started to develop breasts?,Does your daughter have any axillary or pubic hair?,Has your daughter started her growth spurt?,100,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""B""],
  ""reason"": ""The first sign of puberty in girls is thelarche (breast development), which is option B; therefore NOTA is not correct.""
}",FALSE_NOTA,B,"The first sign of puberty in girls is thelarche (breast development), which is option B; therefore NOTA is not correct.",TRUE,,FALSE
274b3ff54506791957b8f627d4d3d9751aa34b12a17c81df2b6032ae0033ed88,Obstetrics_and_Gynecology,NOTA,NOTA,A 25 years old school teacher Para 1 wants to use oral contraceptive pills for contraception. She is asking about the mode of action of oral contraceptive pills. The mechanism of action of oral contraceptive pills is:,Increasing cervical mucous hostility.,Inducing endometrial atrophy.,Inhibiting prolactin.,Inducing endometritis.,101,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A"", ""B""],
  ""reason"": ""OCPs thicken cervical mucus and cause endometrial atrophy; they do not inhibit prolactin or induce endometritis, so at least one listed option is correct.""
}",FALSE_NOTA,"A,B","OCPs thicken cervical mucus and cause endometrial atrophy; they do not inhibit prolactin or induce endometritis, so at least one listed option is correct.",TRUE,,FALSE
aa0fdf7ce85d85783961814aea12b0a11262041ee63c9287654ceca0121f364f,General_Surgery,INTACT,D,The nurse in the ward informs you that a patient developed difficulties in breathing and neck swelling 4 hours after thyroidectomy. You are the medical intern on call. What is the next step in the management of this patient?,Give oxygen by mask and observe,Call the anesthetist to intubate the patient,Prepare the patient for emergency tracheostomy,Remove all the stitches and call the surgeon on duty,102,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""D""],
  ""reason"": ""This is likely a post-thyroidectomy neck hematoma causing airway compromise, best managed by immediate release of the wound by removing sutures; option D matches this, so NOTA is not correct.""
}",FALSE_NOTA,D,"This is likely a post-thyroidectomy neck hematoma causing airway compromise, best managed by immediate release of the wound by removing sutures; option D matches this, so NOTA is not correct.",TRUE,,FALSE
1afd64e801dedb2801fea344e30b8c048a9a48cc7cbf7d6cebbe4a060bc8796b,General_Surgery,NOTA,NOTA,"A 25-year old male underwent percutaneous drainage of a periappendiceal abscess. If interval appendectomy is to be performed, at which of the following times post-admission should it be performed?",2 weeks,1 year,1 week,Never,103,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""The correct timing for interval appendectomy after percutaneous drainage of periappendiceal abscess is about 6–8 weeks; none of the listed options match this, and “Never” contradicts the stem’s premise.""
}",TRUE_NOTA,,"The correct timing for interval appendectomy after percutaneous drainage of periappendiceal abscess is about 6–8 weeks; none of the listed options match this, and “Never” contradicts the stem’s premise.",TRUE,,FALSE
d7efe68ac10675b381b3b392cd37765c75adc8478f27a8107eb02c81bd5262ca,General_Surgery,NOTA,NOTA,"A 74-year old male is referred to your hospital with a diagnosis of ""appendicitis"" listed in a note from the referring hospital. He has pain and tenderness in the right abdomen. He has vomited several times over the course of the past 2 days. He has a temperature of 37.5°C. His family states that he has lost some weight over the past few weeks; they don't think he's been eating as well asusual. He is tender on physical examination but without rebound or guarding. His white blood cellcount is normal. What is the next best step in your management?",Admit the patient for antibiotics and serial abdominal exams.,Proceed with colonoscopy.,Proceed with ultrasound to rule out appendicitis.,Proceed to the operating room for appendectomy,104,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Best next step is CT abdomen/pelvis to evaluate RLQ pain and possible malignancy, which is not among the options. Ultrasound is suboptimal in elderly adults, colonoscopy is not appropriate acutely, and immediate surgery or observation with antibiotics is premature without imaging.""
}",TRUE_NOTA,,"Best next step is CT abdomen/pelvis to evaluate RLQ pain and possible malignancy, which is not among the options. Ultrasound is suboptimal in elderly adults, colonoscopy is not appropriate acutely, and immediate surgery or observation with antibiotics is premature without imaging.",TRUE,,FALSE
59184bfbe96dbfd8a66f55c3ad0f8171a4dddf14f2ddb4a4527f14e7019aff45,Urology,NOTA,NOTA,A 19-year-old female is on treatment for a urinary tract infection. Her response to treatment in the past 3 days is satisfactory. Which of the following is not a common pathogen in urinary tract infections?,Klebsiella aerogenes,Proteus mirabilis,Escherichia coli,Enterococcus faecalis,105,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""E. coli, Proteus mirabilis, and Enterococcus faecalis are recognized common uropathogens, whereas Klebsiella aerogenes (Enterobacter aerogenes) is not typically considered common; thus a substantive option is correct.""
}",FALSE_NOTA,A,"E. coli, Proteus mirabilis, and Enterococcus faecalis are recognized common uropathogens, whereas Klebsiella aerogenes (Enterobacter aerogenes) is not typically considered common; thus a substantive option is correct.",TRUE,,FALSE
01095890f4f6b1c81bcf6e90b103dfac47f47af060d20a78010eae7bbbb6db8d,Pulmonary_Medicine,INTACT,A,A 54-year-old man who smokes 25 cigarettes and has type 2 diabetes reports to the clinic because of a cough and worsening glycaemic control. He has also noticed weight gain and purplish striae on his abdomen. His fasting blood sugar is 15 mmol/L and blood pressure is 155/98 mmHg. A Chest X ray done showed a left hilar mass. What is the likely cause of his symptoms?,Small cell carcinoma of the bronchus,Sarcoidosis,Squamous cell carcinoma bronchus,Adenocarcinoma of the bronchus,106,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Ectopic ACTH production from small cell carcinoma explains Cushingoid features, hypertension, and severe hyperglycemia with a central/hilar mass in a smoker. Other listed tumors do not typically cause Cushing syndrome.""
}",FALSE_NOTA,A,"Ectopic ACTH production from small cell carcinoma explains Cushingoid features, hypertension, and severe hyperglycemia with a central/hilar mass in a smoker. Other listed tumors do not typically cause Cushing syndrome.",TRUE,,FALSE
1175def255531919f29c3a4acc3d67b1c2ef00b11f73273013382fe984cc1eb0,Obstetrics_and_Gynecology,INTACT,A,"A primigravida at 24 weeks gestation has come to the antenatal clinic with a fear of childbirth and is asking for elective caesarean section as a mode of delivery. 
What would be the recommended management?",Adequate exploration of the fears with counselling by trained personnel,Discharging the patient to midwife care with advice for vaginal delivery,Enlisting the patient for elective caesarean section,Referral to another obstetrician for second opinion,107,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Guidelines recommend first-line exploration and counseling for fear of childbirth; immediate enlistment for cesarean or referral for second opinion is not appropriate.""
}",FALSE_NOTA,A,Guidelines recommend first-line exploration and counseling for fear of childbirth; immediate enlistment for cesarean or referral for second opinion is not appropriate.,TRUE,,FALSE
4e1cb43cd33a7239f50f0fbb43c5b06e3506f6d7b6a942f0ae917d8cc4dae4c0,Obstetrics_and_Gynecology,NOTA,NOTA,A 21-year old woman presents with left lower quadrant pain. A 7-cm firm adnexal mass is palpated. Ultrasound confirms a complex adnexal mass with solid components that appears to contain a tooth. What percentage of these tumours are bilateral?,Less than 1 %,2%-3%,50%,Greater than 75%.,108,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""A dermoid cyst is bilateral in about 10–15%, and none of the listed percentages matches this.""
}",TRUE_NOTA,,"A dermoid cyst is bilateral in about 10–15%, and none of the listed percentages matches this.",TRUE,,FALSE
6ba62d9fd71470ba07dd9c32f6c5c4c252c7c391ee9cc1ed9b515f1cd910d734,Pediatrics,INTACT,C,"48)	A 6-year-old girl presents with a 1-year history of periumbilical, nonradiating abdominal pain. The pain occurs at least three times per week and lasts up to 30 minutes. There is no history of heartburn, constipation, or diarrhea. Physical examination, complete blood count, erythrocyte sedimentation rate, and urinalysis yield normal results. A Helicobacter pylori serology (immunoglobulin G antibody) is positive. Of the following, a TRUE statement regarding this patient is that",the H pylori antibody test is more sensitive in younger children than older children,the H pylori antibody test is more sensitive in younger children than older children,he positive serology should be confirmed by another diagnostic test,the prevalence of H pylori increases with higher socioeconomic status,109,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""In children, positive H. pylori serology is not diagnostic and should be confirmed with another test; the other options are false.""
}",FALSE_NOTA,C,"In children, positive H. pylori serology is not diagnostic and should be confirmed with another test; the other options are false.",TRUE,,FALSE
b8d7b63fb58e97c9ec7204bd4e8e4f96baefe510df6d8c819fed58e5ba9b1136,Nephrology,INTACT,C,"A 40-year-old man underwent a second kidney transplant, some 8 years after his first, but unfortunately the donor kidney never functioned. A biopsy revealed pathological features consistent with acute rejection associated with anti HLA antibodies.
Which type of Immunoglobulin is expected to account for this process?",IgD,IgA,IgG,IgM,110,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""Antibody-mediated rejection due to anti-HLA alloantibodies after prior sensitization is mediated by class-switched IgG; thus option C is correct, so NOTA is not.""
}",FALSE_NOTA,C,"Antibody-mediated rejection due to anti-HLA alloantibodies after prior sensitization is mediated by class-switched IgG; thus option C is correct, so NOTA is not.",TRUE,,FALSE
6b43817d3127594a87e96537dbd96a202f08c04620a8f68ab0e534b6d50bcc26,Otolaryngology,NOTA,NOTA,"A patient has recently undergone parotidectomy for a pleomorphic adenoma. At his postoperative follow-up appointment, he tells you that he is experiencing flushing and sweating at the area surrounding the surgical site when he eats. This is the result of disordered innervation of the sweat glands by: ",Branches of the spinal accessory nerve (CN XI).,Branches of the trigeminal nerve (CN V).,The cutaneous nerves of the cervical plexus,Branches of the Vagus nerve ( CN X),111,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""B""],
  ""reason"": ""Post-parotidectomy gustatory sweating (Frey syndrome) is due to aberrant reinnervation via the auriculotemporal nerve, a branch of CN V3; thus branches of the trigeminal nerve (B) are correct, so NOTA is not.""
}",FALSE_NOTA,B,"Post-parotidectomy gustatory sweating (Frey syndrome) is due to aberrant reinnervation via the auriculotemporal nerve, a branch of CN V3; thus branches of the trigeminal nerve (B) are correct, so NOTA is not.",TRUE,,FALSE
f7164af1af49f0f2e58184b8f408a27060c68cfbaac5b40fcb5acfa48d34836f,General_Surgery,NOTA,NOTA,"A 64-year-old man presented with abdominal pain, vomiting, and abdominal distention. Bowel sounds are increased on auscultation, and a plain film shows marked distention of loops of bowel with a remarkably unremarkable pattern. The most likely diagnosis is which of the following?","c.	Jejunal obstruction","a.	Sigmoid volvulus","e.	Pyloric obstruction","b.	Caecal volvulus",112,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""The presentation and plain film suggest mechanical small bowel obstruction, not specifically jejunal, and volvulus or pyloric obstruction would have distinctive radiographic signs; thus none of the listed options is an acceptable exam key.""
}",TRUE_NOTA,,"The presentation and plain film suggest mechanical small bowel obstruction, not specifically jejunal, and volvulus or pyloric obstruction would have distinctive radiographic signs; thus none of the listed options is an acceptable exam key.",TRUE,,FALSE
8b1d4cc6abce21860fe3688b8b3b12606c0e7b79ff74583ea03bcccb363078d6,Pediatrics,INTACT,D,"33)	The laboratory informs you that a newborn infant, now 8 days old, has an elevated thyroid stimulating hormone (TSH) nand low thyroxin (T 4) on his newborn screen. If this condition is left untreated, the infant is likely to demonstrate which of the following in the first few months of life?",Hyperreflexia,Hyperirritability,Diarrhea,Prolonged jaundice,113,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""D""],
  ""reason"": ""Elevated TSH and low T4 indicate congenital hypothyroidism; untreated infants commonly develop prolonged neonatal jaundice, not hyperreflexia, hyperirritability, or diarrhea.""
}",FALSE_NOTA,D,"Elevated TSH and low T4 indicate congenital hypothyroidism; untreated infants commonly develop prolonged neonatal jaundice, not hyperreflexia, hyperirritability, or diarrhea.",TRUE,,FALSE
3ea38924ec102fec7287f8dfba745561c7cdb479c41321d2930b9e98ed9a5065,Pediatrics,NOTA,NOTA,"38)	You just evaluated a 4-year-old incompletely immunized boy who has classic varicella lesions and a history that is consistent with this diagnosis. Of the following, the MOST accurate statement is that",lesions of both varicella and smallpox follow a 7- to 10-day course from eruption to resolution,varicella lesions are concentrated on the face; smallpox lesions are concentrated over bony prominences,"lesions of both varicella and smallpox frequently produce deep, pitted scars",varicella lesions are transient vesicles; smallpox lesions are persistent pustules until resolution of the illness,114,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""D""],
  ""reason"": ""Varicella lesions are brief, superficial vesicles, whereas smallpox lesions are deep, firm pustules that persist; the other statements mischaracterize distribution, course, or scarring.""
}",FALSE_NOTA,D,"Varicella lesions are brief, superficial vesicles, whereas smallpox lesions are deep, firm pustules that persist; the other statements mischaracterize distribution, course, or scarring.",TRUE,,FALSE
4e2223e8f0fca9359186ae552a28226d27cdba624e8a9ebf2b05a399479a52c9,Pediatrics,NOTA,NOTA,"10)	A 4-year-old boy, is noted to have intermittent watery diarrhea, nausea, belching, and abdominal pain. His weight is less than the fifth percentile for his age. Which of the following studies would be most helpful in making the diagnosis?",CBC and differential,. Abdominal ultrasound,Liver function studies,ESR,115,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""The presentation is classic for giardiasis causing malabsorption; the most helpful test is stool O&P or Giardia antigen, which is not listed. CBC, ultrasound, LFTs, and ESR are nonspecific and not diagnostic.""
}",TRUE_NOTA,,"The presentation is classic for giardiasis causing malabsorption; the most helpful test is stool O&P or Giardia antigen, which is not listed. CBC, ultrasound, LFTs, and ESR are nonspecific and not diagnostic.",TRUE,,FALSE
ece5aa9de23e19ff7eec7e5a55b262c6f81d985cf0e5b588b6e64def264b831f,Psychiatry,INTACT,A,Mr. Essien has had two different antipsychotics at the highest tolerable dose for 6 weeks without a change in his condition. His doctors suspect treatment resistance Schizophrenia. Which of the following should you prescribe?,Clozapine,Amisulpride,Quetiapine,Risperidone,116,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""A""],
  ""reason"": ""Clozapine is the guideline-recommended drug for treatment-resistant schizophrenia after two adequate antipsychotic trials, so a non-NOTA option is correct.""
}",FALSE_NOTA,A,"Clozapine is the guideline-recommended drug for treatment-resistant schizophrenia after two adequate antipsychotic trials, so a non-NOTA option is correct.",TRUE,,FALSE
420b7004ec75e2d3e1625ad356657fe168f6a7a39b0f8cf65a6fddef47ccb190,Obstetrics_and_Gynecology,NOTA,NOTA,A 30-year-old woman presents to the labour ward with uterine contractions at 37 weeks gestation. Her BP is 150/100 and quantitative analysis of urine shows 2 plusses of protein. Her bloods test results are otherwise normal. Which one of the statements below is false with regard to her management?,Oxytocin can be used for labour augmentation in cases of poor progress of labour,Intravenous access during labour and delivery,Start oral antihypertensive medication to stabilize BP,Hourly monitoring of BP,117,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""All options A-D reflect appropriate management for preeclampsia in labor (IV access, oxytocin augmentation, starting oral antihypertensives at 150/100, and hourly BP monitoring), so none is false.""
}",TRUE_NOTA,,"All options A-D reflect appropriate management for preeclampsia in labor (IV access, oxytocin augmentation, starting oral antihypertensives at 150/100, and hourly BP monitoring), so none is false.",TRUE,,FALSE
738acec76ed7d74277c77e3c1e7f70357bf645f57507f3cf076629b69b000df2,Ophthalmology,NOTA,NOTA,"A healthy 30-year old woman presents with red eyes of 2 days duration. There was associated watering, stinging sensation and mild photophobia. Her vision was 6/9 in each eye. The most likely cause of her red eye is:",Diabetic retinopathy,Preseptal cellulitis,Hypopyon keratitis,Angle-closure glaucoma,118,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Findings suggest acute conjunctivitis, which is not listed; the provided options are inconsistent with mild bilateral watery red eyes and near-normal vision.""
}",TRUE_NOTA,,"Findings suggest acute conjunctivitis, which is not listed; the provided options are inconsistent with mild bilateral watery red eyes and near-normal vision.",TRUE,,FALSE
c33e85e6503936222ca5e945aff5b15e3e7a08586d4546199e9e56d7b6b4fa16,Obstetrics_and_Gynecology,INTACT,B,"A 32-year-old woman presented with painful vulva at 36 weeks' gestation. Clinical examination revealed multiple painful vesicles suggestive of genital herpes infection. She had a sexual health screening and was given oral acyclovir for 5 days. She was booked for elective caesarean section at 39 weeks' gestation. However, she presents at 38 weeks in second stage and delivered vaginally within half an hour of admission to labour ward. The newborn baby develops neonatal herpes Infection. What was the most likely mode of viral transmission to the fetus?",Blood borne,Direct contact with genital secretions,Transplacental,Postnatal transmission,119,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""B""],
  ""reason"": ""Neonatal HSV is most commonly acquired intrapartum via direct contact with maternal genital secretions/lesions during vaginal delivery.""
}",FALSE_NOTA,B,Neonatal HSV is most commonly acquired intrapartum via direct contact with maternal genital secretions/lesions during vaginal delivery.,TRUE,,FALSE
844f0a71b5834b306ca0b164823e7c071224962002ba398de028a4371165d592,Neurosurgery,NOTA,NOTA,"A 21-year-old girl presented with 3 weeks history of fever, headache and drowsiness. There was an antecedent history of right ear discharge and convulsion a day prior to presentation before lapsing into unconsciousness. What is the most likely diagnosis?",Epilepsy,Cerebral malaria,Intracranial tumor,Intracranial hemorrhage,120,"{
  ""label"": ""TRUE_NOTA"",
  ""plausible_options"": [],
  ""reason"": ""Ear discharge with subacute fever, headache, drowsiness, seizure, and coma suggests an otogenic brain abscess, which is not among A–D; the listed options are inconsistent.""
}",TRUE_NOTA,,"Ear discharge with subacute fever, headache, drowsiness, seizure, and coma suggests an otogenic brain abscess, which is not among A–D; the listed options are inconsistent.",TRUE,,FALSE
2d61088bad397690e806eee1196ed5f79574c7633f66617ab97350379ffe7b38,Obstetrics_and_Gynecology,INTACT,C,"A 29-year-old woman presents to her GP at 27 weeks' gestation with a rash on her trunk. She had developed this rash 10 hours previously and thought that she had developed a food allergy. On questioning she gives a history of coming in close contact, 3 days earlier, with her niece, who had developed chickenpox rash. General examination reveals rash typical of varicella or chickenpox. She is otherwise well. What is her next initial management following diagnosis of chickenpox",Intravenous acyclovir,Oral gancyclovir for 7 days,Oral acyclovir for 7 days,Elective caesarean section at 39 weeks' gestation,121,"{
  ""label"": ""FALSE_NOTA"",
  ""plausible_options"": [""C""],
  ""reason"": ""In a well 27‑week pregnant patient with new varicella, the recommended initial management is oral acyclovir started within 24 hours; IV acyclovir is for severe disease and ganciclovir or elective C‑section are inappropriate.""
}",FALSE_NOTA,C,"In a well 27‑week pregnant patient with new varicella, the recommended initial management is oral acyclovir started within 24 hours; IV acyclovir is for severe disease and ganciclovir or elective C‑section are inappropriate.",TRUE,,FALSE
