row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
81,81,"A 23-year-old woman is seen by her primary care physician for fatigue. She says that she has always felt a little short of breath compared to her friends; however, she did not think that it was abnormal until she started trying a new exercise regimen. On physical exam, she is found to have mild conjunctival pallor and a peripheral blood smear is obtained showing echinocytes but no intracellular accumulations. Upon further questioning, she recalls that several relatives have had similar issues with fatigue and pallor in the past. Which of the following is true about the rate limiting enzyme of the biochemical pathway that is affected by this patient's most likely condition?",It is stimulated by citrate,It is inhibited by protein kinase A activity,"It is inhibited by fructose-2,6-bisphosphate",It is inhibited by AMP,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This patient likely has hereditary spherocytosis or a related RBC membrane disorder causing hemolytic anemia. The affected pathway is glycolysis, and its rate-limiting enzyme phosphofructokinase-1 is inhibited by AMP (among other regulators like ATP and citrate).""
}",D,,0.85,"This patient likely has hereditary spherocytosis or a related RBC membrane disorder causing hemolytic anemia. The affected pathway is glycolysis, and its rate-limiting enzyme phosphofructokinase-1 is inhibited by AMP (among other regulators like ATP and citrate)."
82,82,"A 22-year-old gravida 1 presents to her physician at 15 weeks gestation for a prenatal appointment. She complains of a rash involving her chest, face, and arms, a watery nasal discharge, and mild bilateral knee pain. She has had these symptoms for about 5 days. The symptoms do not seem to bother her too much, but she is concerned for the baby. She had contact with her younger sister, who also had a rash and was diagnosed with rubella infection about 10 days ago at a family gathering. She cannot confirm her vaccination history. Her vital signs are as follows: blood pressure, 110/70 mmHg; heart rate, 89/min; respiratory rate, 12/min; and temperature, 37.6 (99.7). Examination shows a moderately dense maculopapular lacy rash spread over the patients trunk, extremities, and face. No lymph node, liver, or spleen enlargement is noted. The knee joints appear normal.
Serology performed 1 year ago Current serology
Rubella IgM - negative Rubella IgM - negative
Rubella IgG - 1:128 Rubella IgG - 1:64
Rubella IgG avidity - high Rubella IgG avidity - high
What is the proper next step in the management of this woman?",Reassure and recommend vaccination against rubella postpartum,Recommend pregnancy termination,Arrange a chorionic villus sampling,Recommend additional serologic testing for parvovirus B19,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The patient has negative rubella IgM with high avidity IgG, indicating past immunity rather than acute infection. The clinical presentation of lacy rash on trunk/extremities with arthralgias in a pregnant woman suggests parvovirus B19, which requires confirmation given potential fetal risks.""
}",D,,0.85,"The patient has negative rubella IgM with high avidity IgG, indicating past immunity rather than acute infection. The clinical presentation of lacy rash on trunk/extremities with arthralgias in a pregnant woman suggests parvovirus B19, which requires confirmation given potential fetal risks."
83,83,"A previously healthy 29-year-old man comes to the emergency department because of burning with urination for several days. He has also had pain in the right ankle for 3 days and pain and swelling in the left knee for 1 day. Two weeks ago, he had several days of fever and bloody diarrhea, for which he was treated with antibiotics. Examination shows a small left knee effusion and bilateral conjunctival injection. Which of the following is the most likely additional finding in this patient?",Circular erythematous rash with central clearing,Pain on passive extension of the fingers,Palpable mass in the right lower quadrant,Tenderness at the insertion of the Achilles tendon,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""This presentation is classic for reactive arthritis (Reiter's syndrome) following infectious diarrhea, with the triad of urethritis, arthritis, and conjunctivitis. Enthesitis, particularly Achilles tendinitis, is a characteristic musculoskeletal finding in reactive arthritis.""
}",D,,0.9,"This presentation is classic for reactive arthritis (Reiter's syndrome) following infectious diarrhea, with the triad of urethritis, arthritis, and conjunctivitis. Enthesitis, particularly Achilles tendinitis, is a characteristic musculoskeletal finding in reactive arthritis."
84,84,"A research group has developed a low-cost diagnostic retinal imaging device for cytomegalovirus retinitis in a population of HIV-infected patients. In a pilot study of 50 patients, the imaging test detected the presence of CMV retinitis in 50% of the patients. An ophthalmologist slit lamp examination, which was performed for each patient to serve as the gold standard for diagnosis, confirmed a diagnosis of CMV retinitis in 20 patients that were found to be positive through imaging, as well as 1 patient who tested negative with the device. If the prevalence of CMV retinitis in the population decreases due to increased access to antiretroviral therapy, how will positive predictive value and negative predictive value of the diagnostic test be affected?","PPV decreases, NPV decreases","PPV increases, NPV decreases","PPV increases, NPV increases","PPV unchanged, NPV unchanged","{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""When disease prevalence decreases, PPV decreases because fewer positive tests represent true disease, while NPV increases because more negative tests represent true absence of disease. However, the question asks how both values are affected by decreased prevalence - PPV decreases and NPV increases, but option A states both decrease which doesn't match the expected NPV behavior.""
}",A,,0.9,"When disease prevalence decreases, PPV decreases because fewer positive tests represent true disease, while NPV increases because more negative tests represent true absence of disease. However, the question asks how both values are affected by decreased prevalence - PPV decreases and NPV increases, but option A states both decrease which doesn't match the expected NPV behavior."
85,85,"A 27-year-old woman, gravida 2, para 1, at 40 weeks' gestation is admitted to the hospital in active labor. The patient reports severe pelvic pain. Pregnancy has been complicated by gestational diabetes. Pregnancy and delivery of her first child were uncomplicated. Current medications include insulin, folic acid, and a multivitamin. Vital signs are within normal limits. The cervix is 100% effaced and 10 cm dilated; the vertex is at -1 station. The fetal heart rate is reactive with no decelerations. Epidural anesthesia is performed and the patient's symptoms improve. Ten minutes later, the patient has dizziness. Her pulse is 68/min, respirations are 16/min, and blood pressure is 90/60 mm Hg. Intravenous fluid resuscitation is begun. Which of the following is the most likely underlying cause of the patient's hypotension?",Decreased cardiac contractility,Sympathetic block,Hypovolemia,Acute pulmonary hypertension,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Hypotension occurring 10 minutes after epidural anesthesia is classic for sympathetic blockade. The timing, normal heart rate, and clinical context strongly suggest epidural-induced sympathetic block rather than other causes.""
}",B,,0.9,"Hypotension occurring 10 minutes after epidural anesthesia is classic for sympathetic blockade. The timing, normal heart rate, and clinical context strongly suggest epidural-induced sympathetic block rather than other causes."
86,86,"A 69-year-old male with a longstanding history of hypertension and high cholesterol presents with abdominal pain and bruising on his feet. The patient states that his symptoms started about a week ago and have steadily worsened. He describes the abdominal pain as mild to moderate, dull, and deeply localized to the umbilical region. Past medical history is significant for 2 transient ischemic attacks 6 months prior, characterized by a sudden right-sided weakness and trouble speaking but recovered fully within 30 minutes. Current medications are sildenafil 100 mg orally as needed. Patient reports a 30-pack-year smoking history and heavy alcohol use on the weekends. Review of systems is significant for decreased appetite and feeling easily full. Vitals are temperature 37C (98.6F), blood pressure 155/89 mm Hg, pulse 89/min, respirations 16/min, and oxygen saturation 98% on room air. On physical examination, the patient is alert and cooperative. The cardiac exam is normal. Lungs are clear to auscultation. Carotid bruit present on the right. The abdomen is soft and nontender. Bowel sounds present. A pulsatile abdominal mass is felt in the lower umbilical region. Patients feet have the following appearance seen in the picture. Abdominal ultrasound reveals the presence of an abdominal aortic aneurysm (AAA). Contrast CT reveals a small, unruptured AAA (diameter 4.1 cm). High flow supplemental oxygen and fluid resuscitation are initiated. Morphine sulfate and metoprolol are administered. Which of the following is the best course of treatment for this patient?",Discharge with clinical surveillance and annual ultrasound,Elective endovascular repair,Elective open surgical repair,Emergency open surgical repair,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The patient has blue toe syndrome (evident from foot bruising) indicating atheroembolic disease from AAA, plus constitutional symptoms and pulsatile mass, suggesting impending rupture or complications despite the 4.1 cm size. The clinical presentation with systemic symptoms and embolization warrants emergency intervention.""
}",D,,0.85,"The patient has blue toe syndrome (evident from foot bruising) indicating atheroembolic disease from AAA, plus constitutional symptoms and pulsatile mass, suggesting impending rupture or complications despite the 4.1 cm size. The clinical presentation with systemic symptoms and embolization warrants emergency intervention."
87,87,A 4-year-old boy is brought to the emergency department because of severe abdominal pain and bilious vomiting for 6 hours. He has not had bowel movements in the past 24 hours. He appears ill. His temperature is 37.8C (100F) and pulse is 122/min. Examination shows a distended abdomen. There is tenderness to palpation in the lower abdomen; guarding and rebound tenderness are present. Bowel sounds are decreased. An x-ray of the abdomen shows dilated loops of bowel. He has been accompanied by his 14-year-old brother. The surgeon recommends an emergency laparotomy. The parents are away visiting friends and cannot be reached. Which of the following is the most appropriate next best step in management?,Get consent from the patient's brother,Get consent from the patient,Obtain a court order for surgery,Delay surgery until parental consent,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This presents as surgical emergency (likely bowel obstruction/volvulus) requiring immediate intervention. In emergency situations when parents cannot be reached, consent from a mature minor sibling (14 years old) is appropriate to prevent life-threatening delay.""
}",A,,0.85,"This presents as surgical emergency (likely bowel obstruction/volvulus) requiring immediate intervention. In emergency situations when parents cannot be reached, consent from a mature minor sibling (14 years old) is appropriate to prevent life-threatening delay."
88,88,"A 65-year-old man, known to have chronic obstructive lung disease for the last 3 years, presents to the emergency department with a cough, breathing difficulty, and increased expectoration for a day. There is no history of fever. His regular medications include inhaled salmeterol and inhaled fluticasone propionate. He was a chronic smoker but quit smoking 2 years ago. His temperature is 37.1C (98.8F), the pulse rate is 88/min, the blood pressure is 128/86 mm Hg, and the respirations are 30/min. On physical examination, the use of the accessory muscles of respiration is evident and the arterial saturation of oxygen is 87%. Auscultation of the chest reveals the presence of bilateral rhonchi with diminished breath sounds in both lungs. Which of the following medications, if administered for the next 2 weeks, is most likely to reduce the risk of subsequent exacerbations over the next 6 months?",Oral theophylline,Oral prednisone,Supplemental oxygen,Nebulized N-acetylcysteine,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This patient presents with a COPD exacerbation requiring treatment. Oral corticosteroids like prednisone given during acute exacerbations have been shown to reduce the risk of subsequent exacerbations over the following months by reducing airway inflammation.""
}",B,,0.85,This patient presents with a COPD exacerbation requiring treatment. Oral corticosteroids like prednisone given during acute exacerbations have been shown to reduce the risk of subsequent exacerbations over the following months by reducing airway inflammation.
89,89,"A 32-year-old woman comes to the emergency department because a 5-week history of abdominal pain and bloody diarrhea that has worsened in the past 24 hours. She was diagnosed with ulcerative colitis 1 year ago but has had difficulty complying with her drug regimen. Her temperature is 38.2C (100.8F), pulse is 120/min, and blood pressure is 92/56 mm Hg. Examination shows a distended, rigid abdomen and hypoactive bowel sounds. Fluid resuscitation is initiated. In addition to complete bowel rest, which of the following is the most appropriate next step in management of this patient?",Abdominal CT scan with contrast,CT angiography,Abdominal x-ray,Colonoscopy,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This patient presents with signs of severe ulcerative colitis flare with possible toxic megacolon (fever, tachycardia, hypotension, distended rigid abdomen). Abdominal x-ray is the initial imaging of choice to assess for colonic dilatation and rule out perforation before considering other interventions.""
}",C,,0.85,"This patient presents with signs of severe ulcerative colitis flare with possible toxic megacolon (fever, tachycardia, hypotension, distended rigid abdomen). Abdominal x-ray is the initial imaging of choice to assess for colonic dilatation and rule out perforation before considering other interventions."
90,90,"A 33-year-old nurse is referred to an infectious disease specialist after she exhibited a PPD skin test with 17 mm of induration. She denies any cough, shortness of breath, hemoptysis, weight loss, fatigue, fevers, or night sweats over the last several months. Her temperature is 97.0F (36.1C), blood pressure is 120/81 mmHg, pulse is 82/min, respirations are 15/min, and oxygen saturation is 98% on room air. An initial chest radiograph is unremarkable. Which of the following is the most appropriate management of this patient?",No management indicated,Quantiferon gold,Repeat PPD in 1 week,"Rifampin, isoniazid, pyrazinamide, and ethambutol","{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""A healthcare worker with 17mm PPD induration (positive by any standard) requires further evaluation to distinguish latent TB infection from active disease. QuantiFERON-Gold can help confirm TB infection and guide treatment decisions for latent TB.""
}",B,,0.8,A healthcare worker with 17mm PPD induration (positive by any standard) requires further evaluation to distinguish latent TB infection from active disease. QuantiFERON-Gold can help confirm TB infection and guide treatment decisions for latent TB.
91,91,A 67-year-woman with non-Hodgkin lymphoma comes to the physician because of progressively increasing numbness and tingling in her fingers and toes. Her last cycle of chemotherapy with vincristine was 1 week ago. Physical examination shows decreased sensation to light touch in all distal extremities. Knee and ankle deep tendon reflexes are decreased. Which of the following is the most likely underlying mechanism of this patients peripheral neuropathy?,Creation of free radicals that unwind DNA,Inhibition of dihydrofolate reductase,Formation of cross-links between strands of DNA,Incorporation of false pyrimidine analogues into DNA,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Vincristine causes peripheral neuropathy by disrupting microtubule assembly through tubulin binding, not through any of the DNA-related mechanisms listed. All options describe DNA damage mechanisms, which is not vincristine's mechanism of neurotoxicity.""
}",null,NO_VALID_OPTION,0.9,"Vincristine causes peripheral neuropathy by disrupting microtubule assembly through tubulin binding, not through any of the DNA-related mechanisms listed. All options describe DNA damage mechanisms, which is not vincristine's mechanism of neurotoxicity."
92,92,"A 55-year-old man comes to the physician because of a 3-month history of a progressively growing mass in his axilla. During this period, he has had recurrent episodes of low-grade fever lasting for 7 to 10 days, and an 8-kg (18-lb) weight loss. His only medication is a multivitamin. Physical examination shows nontender, right axillary, cervical, and inguinal lymphadenopathy. His serum calcium concentration is 15.1 mg/dL and parathyroid hormone (PTH) concentration is 9 pg/mL. A lymph node biopsy shows granuloma formation and large CD15-positive, CD30-positive cells with bilobed nuclei. Which of the following is the most likely explanation for this patient's laboratory findings?",Excessive intake of dietary ergocalciferol,Increased release of PTH by parathyroid chief cells,Induction of focal osteolysis by tumor cells,Production of PTH-related peptide by malignant cells,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The biopsy findings (CD15+/CD30+ cells with bilobed nuclei and granulomas) are classic for Hodgkin lymphoma. The hypercalcemia with suppressed PTH (9 pg/mL) indicates PTH-independent hypercalcemia, most likely from increased calcitriol production by activated macrophages in granulomas causing increased calcium absorption and osteolysis.""
}",C,,0.85,"The biopsy findings (CD15+/CD30+ cells with bilobed nuclei and granulomas) are classic for Hodgkin lymphoma. The hypercalcemia with suppressed PTH (9 pg/mL) indicates PTH-independent hypercalcemia, most likely from increased calcitriol production by activated macrophages in granulomas causing increased calcium absorption and osteolysis."
93,93,"A one-day-old male is evaluated in the hospital nursery for bilious vomiting. The patient has urinated multiple times since birth but has not yet passed meconium. He was born at 38 weeks gestation to a 36-year-old gravida 3 via vaginal delivery. The pregnancy was complicated by gestational diabetes. The patients mother received routine prenatal care and declined first trimester screening. She subsequently underwent a quadruple screen at 15 weeks gestation that demonstrated decreased maternal serum alpha-fetoprotein (AFP), increased beta-hCG, decreased unconjugated estriol, and increased inhibin A. Her last ultrasound prior to onset of labor demonstrated an amniotic fluid index (AFI) of 28 cm. The patients two older siblings are both healthy. The patients temperature is 97.8F (36.6C), blood pressure is 58/37 mmHg, pulse is 166/min, and respirations are 38/min. On physical exam, the patient is in moderate distress. His abdomen is firm and distended with hypoactive bowel sounds.

Which of the following is the most likely etiology of this fetuss presentation?",Intestinal malrotation,Meconium ileus,Necrotizing enterocolitis,Pyloric stenosis,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The combination of bilious vomiting, failure to pass meconium, and the quadruple screen results (suggesting Down syndrome risk) with polyhydramnios strongly suggests meconium ileus. This condition is associated with cystic fibrosis and commonly presents with intestinal obstruction in newborns who fail to pass meconium.""
}",B,,0.85,"The combination of bilious vomiting, failure to pass meconium, and the quadruple screen results (suggesting Down syndrome risk) with polyhydramnios strongly suggests meconium ileus. This condition is associated with cystic fibrosis and commonly presents with intestinal obstruction in newborns who fail to pass meconium."
94,94,"A 23-year-old college student presents to the clinic with a history of intermittent chest discomfort. He reports that, about once per month for the past 8 or 9 months, he's had episodes of ""feeling like my chest is going to explode."" During these episodes, he also feels shortness of breath, feels shakiness throughout his arms and legs, and sweats so heavily that he needs to change his shirt. He is unsure of any clear precipitating factors but thinks they may occur more often around important exams or when big school projects are due. He shares that, as these episodes continue to recur, he has had mounting anxiety about having one when he is in class or at a restaurant. As a result, he is leaving the house less and less. He has no past medical history; the physical exam is unremarkable. Which of the following is the best medication for the long-term management of this patient's condition?",Lithium,Lorazepam,Propranolol,Quetiapine,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""This patient has panic disorder with agoraphobia. First-line long-term treatment is SSRIs or SNRIs, not the options provided. Lorazepam is short-term only due to dependence risk, and the other options are not standard treatments.""
}",null,NO_VALID_OPTION,0.8,"This patient has panic disorder with agoraphobia. First-line long-term treatment is SSRIs or SNRIs, not the options provided. Lorazepam is short-term only due to dependence risk, and the other options are not standard treatments."
95,95,"43-r-old mn rnt wth tnglng nd numbn of the lowr lmb for 2 wk.  also omln of rtnt n in his legs whh is not relieved by over-the-counter analgesics. Past medical history is significant for type 2 dbtes mellitus for 2 r, inconsistently managed with mtformn nd glmrd. n physical mnton, thr  drd nton to pain in both lower lmbs, but deep tndon rfl r ntt.  vtl gn include: blood rur 122/84 mm g, tmrtur 36.7C (98.1F), and rrtor rt 10/mn. His ankle-brachial pressure index (ABPI) on the right side is 1.1. His blood sugar analyses are as follows:
Fasting 141 mg/ dL
2 hours Post-Prandial 235 mg/ dL
HbA1c 8.1%
Which of the following is the best measure to prevent the progression of the symptoms present in this patient?",Use of atorvastatin,Femoro-Ileal artery bypass,Strict control of blood pressure,Lower limb amputation,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""Patient presents with diabetic peripheral neuropathy given poor glycemic control (HbA1c 8.1%) and classic symptoms. Normal ABPI rules out significant peripheral artery disease, making bypass inappropriate. Atorvastatin helps prevent neuropathy progression through pleiotropic effects beyond lipid control.""
}",A,,0.8,"Patient presents with diabetic peripheral neuropathy given poor glycemic control (HbA1c 8.1%) and classic symptoms. Normal ABPI rules out significant peripheral artery disease, making bypass inappropriate. Atorvastatin helps prevent neuropathy progression through pleiotropic effects beyond lipid control."
96,96,"A 30-year-old man presents to his primary care provider complaining of drowsiness at work for the past several months. He finds his work as a computer programmer rewarding and looks forward to coming into the office every day. However, he often falls asleep during meetings even though he usually gets a good night sleep and has limited his exposure to alcohol and caffeine in the evening. His past medical history is noncontributory. His vital signs are within normal limits. Physical examination is unremarkable. The primary care provider recommends keeping a sleep journal and provides a questionnaire for the patients wife. The patient returns one month later to report no changes to his condition. The sleep journal reveals that the patient is getting sufficient sleep and wakes up rested. The questionnaire reveals that the patient does not snore nor does he stop breathing during his sleep. A sleep study reveals mean sleep latency of 6 minutes. Which of the following is the best course of treatment for this patients condition?",Methylphenidate,Imipramine,Increase daytime naps,Changing career,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The presentation suggests narcolepsy with excessive daytime sleepiness despite adequate nighttime sleep and mean sleep latency of 6 minutes on sleep study. Methylphenidate is a first-line stimulant treatment for narcolepsy-related excessive daytime sleepiness.""
}",A,,0.85,The presentation suggests narcolepsy with excessive daytime sleepiness despite adequate nighttime sleep and mean sleep latency of 6 minutes on sleep study. Methylphenidate is a first-line stimulant treatment for narcolepsy-related excessive daytime sleepiness.
97,97,The patient is given prophylactic labetalol and magnesium sulfate. Examination shows absent deep tendon reflexes bilaterally. Which of the following is the most appropriate next step in the management of this patient?,Stop labetalol,Stop magnesium sulfate and give lorazepam,Perform nerve conduction studies,Perform emergency cesarean section,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Absent deep tendon reflexes in a patient receiving magnesium sulfate indicates magnesium toxicity. Magnesium should be discontinued immediately and calcium gluconate (not lorazepam) should be given as an antidote.""
}",B,,0.9,Absent deep tendon reflexes in a patient receiving magnesium sulfate indicates magnesium toxicity. Magnesium should be discontinued immediately and calcium gluconate (not lorazepam) should be given as an antidote.
98,98,"A 30-year-old male presents to the emergency department with a complaint of abdominal pain. The patient states he was at a barbecue around noon. Lunch was arranged as a buffet without refrigeration. Within 2 to 3 hours, he had abdominal pain with 3 episodes of watery diarrhea. On exam, vital signs are T 99.1, HR 103, BP 110/55, RR 14. Abdominal exam is significant for pain to deep palpation without any rebounding or guarding. There is no blood on fecal occult testing (FOBT). What is the most likely cause of this patient's presentation?",Salmonella enteritidis,Staphylococcus aureus,Campylobacter jejuni,Vibrio cholerae,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The rapid onset (2-3 hours) after eating buffet food without refrigeration is classic for Staphylococcus aureus food poisoning. The short incubation period and watery diarrhea without blood distinguish it from other bacterial causes which typically have longer onset times.""
}",B,,0.85,The rapid onset (2-3 hours) after eating buffet food without refrigeration is classic for Staphylococcus aureus food poisoning. The short incubation period and watery diarrhea without blood distinguish it from other bacterial causes which typically have longer onset times.
99,99,"A 26-year-old nurse comes to the physician because of a 2-month history of fatigue. She has had a lot of stress at work and has been on sick leave for 2 weeks, but states that she would like to return to work. She has had several episodes of lower abdominal pain. She says, """"I know I have cancer."""" She requests a diagnostic laparoscopy. She was diagnosed with peptic ulcer disease 6 months ago. Her only medication is omeprazole. The patient appears pale. Her temperature is 36.5 C (97.7 F), pulse is 120/min, and blood pressure is 90/65 mm Hg. On mental status examination she is tired and has a depressed mood. Physical examination shows pale conjunctivae and dry mucous membranes. There are numerous crusts along the course of her left arm veins. A grade 2/6 systolic ejection murmur is heard along the right-upper sternal border. Abdominal examination shows no abnormalities. There is generalized weakness of the proximal muscles. Laboratory studies show:
Hemoglobin 7.5 g/dL
Mean corpuscular volume 89 m3
Reticulocyte count 13.3%
Serum
Sodium 139 mEq/L
Potassium 3.9 mEq/L
Calcium 8.5 mg/dL
Test of the stool for occult blood is negative. Abdominal ultrasonography show no abnormalities. Which of the following is the most likely diagnosis?""",Factitious disorder,Somatic symptom disorder,Conversion disorder,Acute small bowel hemorrhage,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""The combination of severe anemia with high reticulocyte count, crusts along arm veins suggesting injection sites, healthcare worker status, and insistence on invasive procedures despite negative workup strongly suggests factitious disorder with self-induced blood loss. The physical findings are inconsistent with her claimed symptoms and negative stool occult blood rules out GI bleeding.""
}",A,,0.85,"The combination of severe anemia with high reticulocyte count, crusts along arm veins suggesting injection sites, healthcare worker status, and insistence on invasive procedures despite negative workup strongly suggests factitious disorder with self-induced blood loss. The physical findings are inconsistent with her claimed symptoms and negative stool occult blood rules out GI bleeding."
100,100,"A 58-year-old man comes to the physician because he is unable to achieve erections during sexual intercourse. He first noticed the problem 8 months ago, when he became sexually active with a new girlfriend. He states that his relationship with his girlfriend is good, but his inability to engage in sexual intercourse has been frustrating. He has hyperlipidemia and was diagnosed with major depressive disorder 3 years ago. He works as a lawyer and enjoys his job, but he has had a great deal of stress lately. He had not been sexually active for the previous 3 years, since the death of his wife. He does not smoke. He drinks 46 beers on weekends. Current medications include simvastatin and citalopram. His temperature is 37.5C (99.5F), pulse is 80/min, and blood pressure is 135/82 mm Hg. BMI is 30 kg/m2. Pedal pulses are difficult to palpate. The remainder of the physical examination shows no abnormalities. Which of the following is the most appropriate next step in management?",Psychotherapy,Intracavernous prostaglandin E1 injections,Nocturnal penile tumescence testing,Switch citalopram to bupropion,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Citalopram (SSRI) is a well-known cause of sexual dysfunction including erectile dysfunction. Switching to bupropion, which has minimal sexual side effects and may actually improve sexual function, is the most appropriate first step before considering more invasive interventions.""
}",D,,0.85,"Citalopram (SSRI) is a well-known cause of sexual dysfunction including erectile dysfunction. Switching to bupropion, which has minimal sexual side effects and may actually improve sexual function, is the most appropriate first step before considering more invasive interventions."
101,101,A 2-year-old girl with recurrent urinary tract infections is brought to the physician for a follow-up examination. Renal ultrasound shows bilateral dilation of the renal pelvis. A voiding cystourethrography shows retrograde flow of contrast into the ureters during micturition. Histologic examination of a kidney biopsy specimen is most likely to show which of the following findings?,Diffuse interstitial infiltration with T lymphocytes,Glomerular crescents with macrophages,Matrix expansion with mesangial proliferation,Thickened glomerular capillary loops,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation describes vesicoureteral reflux with recurrent UTIs and bilateral hydronephrosis. This leads to chronic pyelonephritis, which characteristically shows chronic tubulointerstitial nephritis with T lymphocyte infiltration rather than primary glomerular changes.""
}",A,,0.9,"The clinical presentation describes vesicoureteral reflux with recurrent UTIs and bilateral hydronephrosis. This leads to chronic pyelonephritis, which characteristically shows chronic tubulointerstitial nephritis with T lymphocyte infiltration rather than primary glomerular changes."
102,102,"A 17-year-old man presents to his family physician for an evaluation about the size of his penis. He feels increasingly anxious during physical education (PE) class as he has noticed that the size of his penis is significantly smaller when compared to his peers. Based on the physical examination, he is Tanner stage 1. The weight and height are 60 kg (132 lb) and 175 cm (5 ft 9 in), respectively. The cardiopulmonary examination is normal; however, the patient has difficulty identifying coffee grounds by smell. Which of the following explains the pathophysiology underlying this patients disorder?",Isolated gonadotropin-releasing hormone (GnRH) deficiency,Sex-specific epigenetic imprinting,Leptin receptor mutation,Non-disjunction of sex chromosomes,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The combination of Tanner stage 1 at age 17 (delayed puberty) and anosmia (inability to smell coffee grounds) is classic for Kallmann syndrome. This condition is caused by isolated GnRH deficiency with associated olfactory nerve dysfunction.""
}",A,,0.9,The combination of Tanner stage 1 at age 17 (delayed puberty) and anosmia (inability to smell coffee grounds) is classic for Kallmann syndrome. This condition is caused by isolated GnRH deficiency with associated olfactory nerve dysfunction.
103,103,"A 59-year-old man comes to the emergency department because of excruciating left knee pain for 4 days. He underwent a total knee arthroplasty of his left knee joint 4 months ago. He has hypertension and osteoarthritis. Current medications include glucosamine, amlodipine, and meloxicam. His temperature is 38.1C (100.6F), pulse is 97/min, and blood pressure is 118/71 mm Hg. Examination shows a tender, swollen left knee joint; range of motion is limited by pain. Analysis of the synovial fluid confirms septic arthritis, and the prosthesis is removed. Which of the following is the most likely causal organism?",Escherichia coli,Staphylococcus aureus,Pseudomonas aeruginosa,Group B Streptococcus,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Staphylococcus aureus is the most common cause of prosthetic joint infections, especially in the early post-operative period (within 3 months) and delayed infections (3-24 months post-surgery). This patient's infection at 4 months post-arthroplasty fits the typical timeline for S. aureus prosthetic joint infection.""
}",B,,0.9,"Staphylococcus aureus is the most common cause of prosthetic joint infections, especially in the early post-operative period (within 3 months) and delayed infections (3-24 months post-surgery). This patient's infection at 4 months post-arthroplasty fits the typical timeline for S. aureus prosthetic joint infection."
