row_index,question_id,stem,option_A,option_B,option_C,option_D,gemini_raw,gemini_choice,gemini_abstain_code,gemini_confidence,gemini_rationale
284,284,"A 24-year-old woman is brought to the physician because of agitation, confusion, and lethargy. She has also had progressive recurring headaches and visual impairment over the last month. Three days ago, she had a seizure but has not seen a physician. She is oriented only to person. Her temperature is 36.7C (98.1F), pulse is 90/min, and blood pressure is 110/80 mm Hg. Capillary refill time is more than 3 seconds. Her laboratory studies show:
Hemoglobin 11.2 g/dL
Leukocyte count 7000/mm3
Serum
Na+ 148 mEq/L
Cl- 100 mEq/L
K+ 3.8 mEq/L
HCO3- 26 mEq/L
Urea nitrogen 18 mg/L
Glucose 90 mg/L
Creatinine 0.8 mg/L
Osmolality 300 mOsmol/kg H2O
Urine osmolality 240 mOsm/kg H2O
Which of the following is the most likely explanation for this patient's hypernatremia?""",Increased water intake,Increased adrenocorticotropin hormone secretion,Decreased antidiuretic hormone secretion,Decreased adrenocorticotropin hormone secretion,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient has hypernatremia with a high serum osmolality but an inappropriately low urine osmolality. This indicates the kidneys are failing to conserve water, a hallmark of diabetes insipidus. Given the patient's chronic neurologic symptoms (headaches, visual changes, seizure), decreased antidiuretic hormone (ADH) secretion from a central nervous system process (central diabetes insipidus) is the most likely cause.""
}
```",C,,0.95,"The patient has hypernatremia with a high serum osmolality but an inappropriately low urine osmolality. This indicates the kidneys are failing to conserve water, a hallmark of diabetes insipidus. Given the patient's chronic neurologic symptoms (headaches, visual changes, seizure), decreased antidiuretic hormone (ADH) secretion from a central nervous system process (central diabetes insipidus) is the most likely cause."
285,285,"A 56-year-old man with a history of pancreatic cancer presents to the surgical intensive care unit following a pancreaticoduodenectomy. Over the next 3 days, the patient's drainage output is noted to exceed 1 liter per day. In the early morning of postoperative day 4, the nurse states that the patient is difficult to arouse. His temperature is 99.5F (37.5C), blood pressure is 107/88 mmHg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 98% on room air. His skin and mucous membranes are dry on physical exam. Laboratory values are ordered as seen below.

Serum:
Na+: 154 mEq/L
Cl-: 100 mEq/L
K+: 4.3 mEq/L
HCO3-: 27 mEq/L
BUN: 20 mg/dL
Glucose: 99 mg/dL
Creatinine: 1.1 mg/dL

Which of the following is the best next step in management?",0.9% saline IV,5% dextrose IV,5% dextrose IV with 0.45% saline IV,Oral free water replacement,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has symptomatic hypernatremia (Na+ 154 mEq/L, altered mental status) and signs of hypovolemia (tachycardia, dry mucous membranes) from high-volume drainage. The best management is a hypotonic fluid that provides both free water to correct the hypernatremia and saline to replete volume. 5% dextrose with 0.45% saline accomplishes both of these goals, whereas 0.9% saline would not correct the hypernatremia and 5% dextrose alone would not adequately address the volume deficit.""
}
```",C,,0.9,"The patient has symptomatic hypernatremia (Na+ 154 mEq/L, altered mental status) and signs of hypovolemia (tachycardia, dry mucous membranes) from high-volume drainage. The best management is a hypotonic fluid that provides both free water to correct the hypernatremia and saline to replete volume. 5% dextrose with 0.45% saline accomplishes both of these goals, whereas 0.9% saline would not correct the hypernatremia and 5% dextrose alone would not adequately address the volume deficit."
286,286,"A 4-year-old girl is brought to the emergency department with a persistent cough, fever, and vomiting. The past year the child has been admitted to the hospital 3 times with pneumonia. For the past 1 week, the child has been experiencing thick purulent cough and says that her chest feels heavy. Her stools have been loose and foul-smelling over the past week. Her parents are also concerned that she has not gained much weight due to her frequent hospital visits. She was born at 39 weeks gestation via spontaneous vaginal delivery and is up to date on all vaccines and is meeting all developmental milestones. On physical exam, the temperature is 39.1C (102.4F). She appears lethargic and uncomfortable. Crackles are heard in the lower lung bases, with dullness to percussion. A small nasal polyp is also present on inspection. Which of the following is the most likely cause for the girls symptoms?","Inefficient breakdown of leucine, isoleucine, and valine",Dysfunction in the motility of respiratory cilia,Acute hypersensitivity changes and bronchospasm,Deficiency in lymphocytic activity,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with recurrent sinopulmonary infections, failure to thrive, and malabsorptive stools (loose, foul-smelling) is classic for cystic fibrosis (CF). In CF, a defective CFTR protein leads to abnormally thick and viscous mucus, which impairs mucociliary clearance in the respiratory tract. This functional impairment can be described as a dysfunction in the motility of respiratory cilia, leading to the observed pulmonary symptoms.""
}
```",B,,0.9,"The patient's presentation with recurrent sinopulmonary infections, failure to thrive, and malabsorptive stools (loose, foul-smelling) is classic for cystic fibrosis (CF). In CF, a defective CFTR protein leads to abnormally thick and viscous mucus, which impairs mucociliary clearance in the respiratory tract. This functional impairment can be described as a dysfunction in the motility of respiratory cilia, leading to the observed pulmonary symptoms."
287,287,"A 76-year-old man is brought to the physician by his wife because of low back pain and weakness for the past 4 weeks. He says that the pain is sharp, radiates to his left side, and has a burning quality. He has had a cough occasionally productive of blood-streaked sputum for the past 2 months. He has had 3.2-kg (7.0-lb) weight loss in that time. He is now unable to walk without assistance and has had constipation and difficulty urinating for the past 2 weeks. He has hypertension treated with enalapril. He has smoked 1 pack of cigarettes daily for 60 years. His temperature is 37C (98.6F), pulse is 75/min, and blood pressure is 150/80 mm Hg. He is oriented to person, place, and time. Neurologic examination shows 3/5 strength of the lower extremities. Deep tendon reflexes are hyperreflexive. Babinski sign is present bilaterally. Sensory examination shows decreased sensation to pinprick below the T4 dermatome. He is unable to lie recumbent due to severe pain. An x-ray of the chest shows multiple round opacities of varying sizes in both lungs. Which of the following is the most appropriate next step in the management of this patient?",Intravenous dexamethasone therapy,Intravenous acyclovir therapy,Intravenous ceftriaxone and azithromycin therapy,"Oral ibuprofen therapy
""","```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's presentation with progressive lower extremity weakness, a distinct sensory level (T4), upper motor neuron signs (hyperreflexia, Babinski), and bowel/bladder dysfunction in the context of likely metastatic lung cancer (smoking history, weight loss, hemoptysis, CXR findings) is highly indicative of metastatic spinal cord compression. This is a neurologic emergency, and the most appropriate immediate step is to administer high-dose intravenous dexamethasone to reduce vasogenic edema and prevent irreversible spinal cord injury.""
}
```",A,,0.95,"The patient's presentation with progressive lower extremity weakness, a distinct sensory level (T4), upper motor neuron signs (hyperreflexia, Babinski), and bowel/bladder dysfunction in the context of likely metastatic lung cancer (smoking history, weight loss, hemoptysis, CXR findings) is highly indicative of metastatic spinal cord compression. This is a neurologic emergency, and the most appropriate immediate step is to administer high-dose intravenous dexamethasone to reduce vasogenic edema and prevent irreversible spinal cord injury."
288,288,"An 8-year-old boy is brought to the physician because of headaches for the past 2 weeks. His headaches tend to occur in the morning and are associated with nausea and vomiting. One month ago, the patient was admitted to the hospital because of fever, irritability, and neck rigidity, and he was successfully treated with antibiotics. His temperature today is 37.5C (98.5F). An MRI of the brain shows bilateral ventricular enlargement and enlargement of the subarachnoid space. Which of the following is the most likely explanation of the patient's condition?",Increased CSF production by the choroid plexus,Impaired CSF flow through the arachnoid granulations,Impaired CSF drainage into the fourth ventricle,Compensatory enlargement of CSF spaces,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's history of recent meningitis, coupled with symptoms of increased intracranial pressure and MRI findings of both ventricular and subarachnoid space enlargement, is classic for communicating hydrocephalus. This condition is caused by fibrosis and scarring of the arachnoid granulations following infection, which impairs CSF absorption into the venous system.""
}
```",B,,0.95,"The patient's history of recent meningitis, coupled with symptoms of increased intracranial pressure and MRI findings of both ventricular and subarachnoid space enlargement, is classic for communicating hydrocephalus. This condition is caused by fibrosis and scarring of the arachnoid granulations following infection, which impairs CSF absorption into the venous system."
289,289,"A 6-year-old boy is brought to the physician by his mother because of a 6-month history of mild episodic abdominal pain. The episodes occur every 12 months and last for a few hours. The pain is located in the epigastrium, radiates to his back, and is occasionally associated with mild nausea. His mother is concerned that his condition might be hereditary because his older sister was diagnosed with congenital heart disease. He is otherwise healthy and has met all developmental milestones. He is at the 75th percentile for height and the 65th percentile for weight. Physical examination shows no abdominal distention, guarding, or rebound tenderness. Which of the following congenital conditions would best explain this patient's symptoms?",Hypertrophic pyloric stenosis,Tracheoesophageal fistula,Intestinal malrotation,Pancreas divisum,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of recurrent, episodic epigastric pain radiating to the back are classic for pancreatic pathology. Pancreas divisum, a congenital anomaly where the pancreatic ducts fail to fuse, can cause these symptoms by leading to recurrent pancreatitis. The other options are inconsistent with the patient's age (hypertrophic pyloric stenosis, tracheoesophageal fistula) or the specific character of the pain (intestinal malrotation).""
}
```",D,,0.9,"The patient's symptoms of recurrent, episodic epigastric pain radiating to the back are classic for pancreatic pathology. Pancreas divisum, a congenital anomaly where the pancreatic ducts fail to fuse, can cause these symptoms by leading to recurrent pancreatitis. The other options are inconsistent with the patient's age (hypertrophic pyloric stenosis, tracheoesophageal fistula) or the specific character of the pain (intestinal malrotation)."
290,290,"A 21-year-old male presents to his primary care provider for fatigue. He reports that he graduated from college last month and returned 3 days ago from a 2 week vacation to Vietnam and Cambodia. For the past 2 days, he has developed a worsening headache, malaise, and pain in his hands and wrists. The patient has a past medical history of asthma managed with albuterol as needed. He is sexually active with both men and women, and he uses condoms most of the time. On physical exam, the patients temperature is 102.5F (39.2C), blood pressure is 112/66 mmHg, pulse is 105/min, respirations are 12/min, and oxygen saturation is 98% on room air. He has tenderness to palpation over his bilateral metacarpophalangeal joints and a maculopapular rash on his trunk and upper thighs. Tourniquet test is negative. Laboratory results are as follows:

Hemoglobin: 14 g/dL
Hematocrit: 44%
Leukocyte count: 3,200/mm^3
Platelet count: 112,000/mm^3

Serum:
Na+: 142 mEq/L
Cl-: 104 mEq/L
K+: 4.6 mEq/L
HCO3-: 24 mEq/L
BUN: 18 mg/dL
Glucose: 87 mg/dL
Creatinine: 0.9 mg/dL
AST: 106 U/L
ALT: 112 U/L
Bilirubin (total): 0.8 mg/dL
Bilirubin (conjugated): 0.3 mg/dL

Which of the following is the most likely diagnosis in this patient?",Dengue fever,Epstein-Barr virus,Hepatitis A,Typhoid fever,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's acute presentation of high fever, headache, severe polyarthralgia, and maculopapular rash after recent travel to an endemic region (Southeast Asia) is classic for Dengue fever. This diagnosis is further supported by the characteristic laboratory findings of leukopenia and thrombocytopenia.""
}
```",A,,0.95,"The patient's acute presentation of high fever, headache, severe polyarthralgia, and maculopapular rash after recent travel to an endemic region (Southeast Asia) is classic for Dengue fever. This diagnosis is further supported by the characteristic laboratory findings of leukopenia and thrombocytopenia."
291,291,"A 24-year-old G2P1 woman at 39 weeks gestation presents to the emergency department complaining of painful contractions occurring every 10 minutes for the past 2 hours, consistent with latent labor. She says she has not experienced vaginal discharge, bleeding, or fluid leakage, and is currently taking no medications. On physical examination, her blood pressure is 110/70 mm Hg, heart rate is 86/min, and temperature is 37.6C (99.7F). She has had little prenatal care and uses condoms inconsistently. Her sexually transmitted infections status is unknown. As part of the patients workup, she undergoes a series of rapid screening tests that result in the administration of zidovudine during delivery. The infant is also given zidovudine to reduce the risk of transmission. A confirmatory test is then performed in the mother to confirm the diagnosis of HIV. Which of the following is most true about the confirmatory test?",It determines the genotype of the virus,"It is a Southwestern blot, identifying the presence of DNA-binding proteins","It is a Northern blot, identifying the presence of RNA","It is a Northern blot, identifying the presence of DNA","```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.7,
  ""rationale"": ""The current CDC algorithm for confirming a positive HIV screen may involve a nucleic acid test (NAT) to detect viral RNA, especially if antibody differentiation assays are indeterminate. Although the specific technique is typically RT-PCR, a Northern blot is a method that identifies RNA. This makes it the only conceptually plausible option, as the other choices describe incorrect tests or target molecules for HIV confirmation.""
}
```",C,,0.7,"The current CDC algorithm for confirming a positive HIV screen may involve a nucleic acid test (NAT) to detect viral RNA, especially if antibody differentiation assays are indeterminate. Although the specific technique is typically RT-PCR, a Northern blot is a method that identifies RNA. This makes it the only conceptually plausible option, as the other choices describe incorrect tests or target molecules for HIV confirmation."
292,292,"A 4-year-old previously healthy boy presents with 4 days of intermittent vomiting and 5-6 daily loose stools. His mother noted bloody stools and decreased oral intake of food and water over the last 24 hours. He is normally in daycare; however, he has been home for the past 3 days. On physical exam his temperature is 102.2F (39C), blood pressure is 140/90 mmHg, pulse is 120/min, respirations are 22/min and O2 saturation is 99% on room air. He has dry mucous membranes. On abdominal exam you note diffuse tenderness to palpation without rebound or guarding. There are no masses, hepatosplenomegaly, and bowel sounds are hyperactive. Ultrasound of the right lower quadrant is negative for appendicitis. Stool is guaiac positive. He receives 15mg/kg acetaminophen and fluids are started. The next day, he complains of lower extremity weakness and tingling. On repeat exam, lower extremity strength is 3/5 with diminished patellar deep tendon reflexes. Which of the following lab findings would most likely be seen in this patient?",Gram stain positive CSF,Peripheral eosinophilia,Xanthochromia on cerebrospinal fluid analysis,Oligoclonal bands on cerebrospinal fluid analysis,"```json
{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation of a preceding gastrointestinal illness followed by acute ascending weakness and diminished reflexes is classic for Guillain-Barré syndrome (GBS). The hallmark laboratory finding for GBS is albuminocytologic dissociation (elevated protein with a normal cell count) in the cerebrospinal fluid. None of the provided options represent this finding; instead, they are characteristic of other conditions like bacterial meningitis, multiple sclerosis, or subarachnoid hemorrhage.""
}
```",,NO_VALID_OPTION,0.9,"The patient's presentation of a preceding gastrointestinal illness followed by acute ascending weakness and diminished reflexes is classic for Guillain-Barré syndrome (GBS). The hallmark laboratory finding for GBS is albuminocytologic dissociation (elevated protein with a normal cell count) in the cerebrospinal fluid. None of the provided options represent this finding; instead, they are characteristic of other conditions like bacterial meningitis, multiple sclerosis, or subarachnoid hemorrhage."
293,293,A 23-year-old man presents with sudden loss of consciousness while pitching in a baseball game. There is no history of injury. Consciousness is regained after cardiopulmonary resuscitation. Past medical history is negative for any neurological and cardiovascular problems. Physical examination reveals a prominent A wave on the jugular venous pulse and a double apical impulse. There are no audible murmurs. An S4 is present. What is the most likely diagnosis?,Dilated cardiomyopathy,Hypertrophic cardiomyopathy,Aortic stenosis,Restrictive cardiomyopathy,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient is a young athlete presenting with exertional syncope, a classic scenario for hypertrophic cardiomyopathy (HCM). The physical exam findings, including a prominent 'a' wave, double apical impulse, and an S4 gallop, all indicate forceful atrial contraction against a stiff, non-compliant left ventricle, which is the pathophysiologic hallmark of HCM.""
}
```",B,,0.95,"The patient is a young athlete presenting with exertional syncope, a classic scenario for hypertrophic cardiomyopathy (HCM). The physical exam findings, including a prominent 'a' wave, double apical impulse, and an S4 gallop, all indicate forceful atrial contraction against a stiff, non-compliant left ventricle, which is the pathophysiologic hallmark of HCM."
294,294,"A 28-year-old woman returns to the clinic to follow up on a recent abnormal cervical biopsy that demonstrated cervical intraepithelial neoplasia (CIN) I. The patient is quite anxious about the implications of this diagnosis. Her physical examination is within normal limits. Her vital signs do not show any abnormalities at this time. Her past medical, family, and social histories are all non-contributory. Which of the following is the appropriate management of a newly diagnosed CIN I in a 24-year-old patient?",Cryotherapy ablation,Laser ablation,Loop electrosurgical excision (LEEP),Hysterectomy,"```json
{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 1.0,
  ""rationale"": ""The standard of care for a new diagnosis of CIN I is observation with repeat HPV-based testing in 12 months, as the vast majority of these lesions regress spontaneously. All the options listed are active treatments (ablation, excision, or hysterectomy) which are not indicated for an initial diagnosis of CIN I and would represent overtreatment.""
}
```",,NO_VALID_OPTION,1.0,"The standard of care for a new diagnosis of CIN I is observation with repeat HPV-based testing in 12 months, as the vast majority of these lesions regress spontaneously. All the options listed are active treatments (ablation, excision, or hysterectomy) which are not indicated for an initial diagnosis of CIN I and would represent overtreatment."
295,295,"A obstetrician is working in a developing country to help promote maternal health and fetal well being. While there, he delivers a baby who he suspects has congenital hypothyroidism, most likely caused by inadequate maternal iodine intake. Which of the following signs and symptoms would NOT be expected to be observed in this child?",Hypotonia,Umbilical hernia,Mild jaundice,Macroglossia,"```json
{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The question asks which sign or symptom would not be expected in congenital hypothyroidism. However, all listed options—hypotonia, umbilical hernia, prolonged jaundice (which may be mild), and macroglossia—are well-documented potential findings in this condition. Since all can be observed, no option correctly identifies a sign that would not be expected.""
}
```",,NO_VALID_OPTION,0.9,"The question asks which sign or symptom would not be expected in congenital hypothyroidism. However, all listed options—hypotonia, umbilical hernia, prolonged jaundice (which may be mild), and macroglossia—are well-documented potential findings in this condition. Since all can be observed, no option correctly identifies a sign that would not be expected."
296,296,"A 65-year-old man with a history of hypertension, obesity, and alcoholic cirrhosis is seen in clinic for follow-up. He feels well and currently drinks 5 glasses of wine each night. Medications include atenolol and lisinopril. On physical exam, temperature is 98.1 deg F (36.7 deg C), blood pressure is 151/82 mmHg, pulse is 71/min, and respirations are 14/min. He has spider angiomata on his chest; no asterixis, jaundice, ascites, or peripheral edema is noted. Screening ultrasound reveals a new liver nodule, and follow up CT demonstrates a 2 cm right hepatic lobe lesion with enhancement in the arterial phase. No hypodense attenuation is seen on the venous or delayed phase. What is the next step in management?",Refer for surgical resection,Refer for radiofrequency ablation,Treat with sorafenib,Observe and get follow-up imaging in 3 months,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The 2 cm liver lesion shows arterial phase hyperenhancement but lacks the characteristic venous or delayed phase washout, making it indeterminate for hepatocellular carcinoma (HCC). Definitive treatments like resection, ablation, or sorafenib are inappropriate without a confirmed diagnosis. Therefore, the most appropriate next step among the choices is surveillance with follow-up imaging to monitor for changes.""
}
```",D,,0.9,"The 2 cm liver lesion shows arterial phase hyperenhancement but lacks the characteristic venous or delayed phase washout, making it indeterminate for hepatocellular carcinoma (HCC). Definitive treatments like resection, ablation, or sorafenib are inappropriate without a confirmed diagnosis. Therefore, the most appropriate next step among the choices is surveillance with follow-up imaging to monitor for changes."
297,297,"A 51-year-old woman presents to her primary care physician complaining of months of dry mouth and dry eyes. She says the dryness has become so severe that she has difficulty swallowing food. She has a history of hypertension, for which she takes hydrochlorothiazide (HCTZ), but she has no other medical problems. Family history is significant for her grandmother having systemic lupus erythematosus. The vital signs include: blood pressure 118/76 mm Hg, heart rate 78/min, and respiratory rate 15/min. On physical exam, she has tender parotid glands bilaterally and dries mucous membranes. The presence of serum anti-Ro and anti-La autoantibodies is confirmed at high titers. In addition to her primary diagnosis, which of the following is this patient most at risk for developing in the future?",Gastric carcinoma,Pancreatic adenocarcinoma,Invasive ductal carcinoma of the breast,Adenocarcinoma of the lung,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's presentation is classic for Sjögren's syndrome. While the most significant malignancy risk in Sjögren's syndrome is non-Hodgkin lymphoma (especially MALT lymphoma), there is also an increased risk for certain solid tumors. Among the choices provided, the risk of gastric carcinoma is increased, likely due to chronic atrophic gastritis, which is a known association with Sjögren's syndrome.""
}
```",A,,0.8,"The patient's presentation is classic for Sjögren's syndrome. While the most significant malignancy risk in Sjögren's syndrome is non-Hodgkin lymphoma (especially MALT lymphoma), there is also an increased risk for certain solid tumors. Among the choices provided, the risk of gastric carcinoma is increased, likely due to chronic atrophic gastritis, which is a known association with Sjögren's syndrome."
298,298,"A 3-year-old boy is brought to the pediatrician because of abdominal pain and constipation for 3 weeks. His mother says he has been increasingly irritable recently. His vocabulary consists of 50 words and he does not use sentences. Physical examination shows pale conjunctivae and abdominal tenderness. He refers to himself by name but is unable to name body parts or count to three. Peripheral blood smear shows small, pale red blood cells with basophilic stippling. Which of the following processes is most likely impaired in this patient?",Conversion of ferrous iron to ferric iron,Conversion of porphobilinogen to hydroxymethylbilane,Conversion of homocysteine to methionine,Conversion of uroporphyrinogen III to coproporphyrinogen III,"```json
{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with developmental delay, abdominal pain, constipation, and microcytic anemia with basophilic stippling is classic for lead poisoning. Lead impairs heme synthesis primarily by inhibiting the enzymes ALA dehydratase and ferrochelatase. None of the provided options describe the inhibition of these key enzymes, instead listing processes impaired in other distinct porphyrias or metabolic conditions.""
}
```",,NO_VALID_OPTION,0.9,"The patient's presentation with developmental delay, abdominal pain, constipation, and microcytic anemia with basophilic stippling is classic for lead poisoning. Lead impairs heme synthesis primarily by inhibiting the enzymes ALA dehydratase and ferrochelatase. None of the provided options describe the inhibition of these key enzymes, instead listing processes impaired in other distinct porphyrias or metabolic conditions."
299,299,"A 36-year-old woman comes to the clinic because of tearing and a foreign body sensation in her eyes bilaterally, which has gradually worsened over the last several weeks. She also notes having occasional palpitations, nervousness, sweating, and heat intolerance. Her past medical history is unremarkable. She reports a 20-pack-year smoking history and is currently a daily smoker. Physical examination shows an anxious, trembling woman. She has eyelid retraction bilaterally, with an inability to fully close her eyes. Her extraocular motility is limited on upgaze. There is no thyromegaly, and no thyroid nodules are noted. Laboratory studies reveal a thyroid-stimulating hormone level of 0.1 U/mL and total T4 of 42 g/dL. Thyroid-stimulating immunoglobulin is positive. CT scan of the orbits shows proptosis and marked enlargement of the extraocular muscle with sparing of the tendons. Which of the following would most likely transiently worsen this patients eye symptoms?",External orbital radiation,Selenium supplementation,Smoking cessation,Systemic corticosteroids,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient has active, moderate-to-severe Graves' ophthalmopathy. Although external orbital radiation is a therapy used to reduce inflammation in the long term, it can cause an acute, transient inflammatory flare, which may temporarily worsen symptoms like swelling and diplopia. The other listed options are interventions expected to improve or have a neutral effect on the patient's eye symptoms.""
}
```",A,,0.8,"The patient has active, moderate-to-severe Graves' ophthalmopathy. Although external orbital radiation is a therapy used to reduce inflammation in the long term, it can cause an acute, transient inflammatory flare, which may temporarily worsen symptoms like swelling and diplopia. The other listed options are interventions expected to improve or have a neutral effect on the patient's eye symptoms."
300,300,"A 59-year-old man is brought to the emergency department with a history of black, tarry stools but denies vomiting of blood or abdominal pain. His family has noticed progressive confusion. History is significant for liver cirrhosis and alcoholism. His heart rate is 112/min, temperature is 37.1C (98.7F), and blood pressure is 110/70 mm Hg. On examination, he is jaundiced, lethargic, is oriented to person and place but not date, and has moderate ascites. Neurological examination reveals asterixis, and his stool is guaiac-positive. Liver function test are shown below:
Total albumin 2 g/dL
Prothrombin time 9 seconds
Total bilirubin 5 mg/dL
Alanine aminotransferase (ALT) 100 U/L
Aspartate aminotransferase (AST) 220 U/L
Which of the following is a feature of this patient condition?",Ammonia level is the best initial test to confirm the diagnosis,It is a diagnosis of exclusion,It only occurs in patients with cirrhosis,Electroencephalography (EEG) usually shows focal localising abnormality,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient presents with classic signs and symptoms of hepatic encephalopathy (HE) precipitated by a GI bleed in the setting of known cirrhosis. The diagnosis of HE is a clinical one made after excluding other potential causes for altered mental status, such as metabolic disturbances, intracranial events, or infections, making it a diagnosis of exclusion.""
}
```",B,,0.95,"The patient presents with classic signs and symptoms of hepatic encephalopathy (HE) precipitated by a GI bleed in the setting of known cirrhosis. The diagnosis of HE is a clinical one made after excluding other potential causes for altered mental status, such as metabolic disturbances, intracranial events, or infections, making it a diagnosis of exclusion."
301,301,"A 43-year-old woman presents with complaints of retrosternal burning associated with eating. It has persisted for the past several years but has been getting worse. Her past medical history is unknown and this is her first time seeing a doctor. She states she is otherwise healthy and review of systems is notable for episodic hand pain that is worse in the winter as well as a chronic and severe cough with dyspnea which she attributes to her smoking. Her temperature is 97.7F (36.5C), blood pressure is 174/104 mmHg, pulse is 80/min, respirations are 22/min, and oxygen saturation is 92% on room air. Physical exam is notable for a young appearing woman with coarse breath sounds. Laboratory studies and urinalysis are ordered and currently pending. Which of the following is the pathophysiology of this patient's chief complaint?",Decreased lower esophageal tone,Increased lower esophageal tone,Spastic cricopharyngeal muscle,Uncoordinated esophageal peristalsis,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's constellation of symptoms, including retrosternal burning (GERD), episodic hand pain worse in the cold (Raynaud's phenomenon), and chronic cough with dyspnea (potential interstitial lung disease), is highly suggestive of systemic sclerosis. Esophageal involvement in systemic sclerosis is characterized by smooth muscle atrophy and fibrosis, leading to decreased lower esophageal sphincter tone and subsequent gastroesophageal reflux.""
}
```",A,,0.9,"The patient's constellation of symptoms, including retrosternal burning (GERD), episodic hand pain worse in the cold (Raynaud's phenomenon), and chronic cough with dyspnea (potential interstitial lung disease), is highly suggestive of systemic sclerosis. Esophageal involvement in systemic sclerosis is characterized by smooth muscle atrophy and fibrosis, leading to decreased lower esophageal sphincter tone and subsequent gastroesophageal reflux."
302,302,"A 2-day-old male newborn is brought to the physician because of yellowing of the skin and sclerae for 16 hours. He had previously been well. He was born at 38 weeks' gestation via uncomplicated vaginal delivery and weighed 3.1 kg (6 lb 13 oz). The mother has no medical insurance and did not receive prenatal care. The newborn's 4-year-old brother has sickle cell disease. Examination shows jaundice. The abdomen is mildly distended. The liver is palpated 1 cm below the right costal margin and the spleen tip is palpated just below the left costal margin. Laboratory studies show:
Hemoglobin 11 g/dL
Reticulocytes 9%
Leukocytes 9,100/mm3
Platelets 244,000/mm3
Maternal blood group 0, Rh-negative
Anti-Rh antibody titer positive
Fetal blood group B, Rh-negative
Serum
Bilirubin, total 11.3 mg/dL
Direct 0.3 mg/dL
Which of the following is the most likely cause of this patient's condition?""",RBC enzyme deficiency,RBC sickling,Anti-D antibodies,Biliary duct malformation,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has evidence of hemolytic anemia (low hemoglobin, high reticulocytes) causing unconjugated hyperbilirubinemia. Biliary malformation is incorrect as it causes conjugated hyperbilirubinemia. Sickle cell disease does not present in the neonatal period due to high fetal hemoglobin levels. While the mother has anti-D antibodies, the baby is Rh-negative, so Rh incompatibility is not the cause. Therefore, an intrinsic red blood cell defect, such as an enzyme deficiency (e.g., G6PD), is the most likely cause among the choices provided.""
}
```",A,,0.9,"The patient has evidence of hemolytic anemia (low hemoglobin, high reticulocytes) causing unconjugated hyperbilirubinemia. Biliary malformation is incorrect as it causes conjugated hyperbilirubinemia. Sickle cell disease does not present in the neonatal period due to high fetal hemoglobin levels. While the mother has anti-D antibodies, the baby is Rh-negative, so Rh incompatibility is not the cause. Therefore, an intrinsic red blood cell defect, such as an enzyme deficiency (e.g., G6PD), is the most likely cause among the choices provided."
