row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
128,128,"An 8-year-old girl presents to the emergency department with respiratory distress, facial edema, and a skin rash after eating a buffet dinner with her family. She was born at 39 weeks via spontaneous vaginal delivery, has met all developmental milestones and is fully vaccinated. Past medical history is significant for mild allergies to pet dander and ragweed, as well as a severe peanut allergy. She also has asthma. She normally carries both an emergency inhaler and EpiPen but forgot them today. Family history is noncontributory. The vital signs include: blood pressure 112/87 mm Hg, heart rate 111/min, respiratory rate 25/min, and temperature 37.2C (99.0F). On physical examination, the patient has severe edema over her face and an audible stridor in both lungs. Of the following options, which is the most appropriate next step in the management of this patient?",IM epinephrine,oral diphenhydramine,IV epinephrine,extra-strength topical diphenhydramine,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""This child has anaphylaxis with airway involvement after likely allergen exposure. First-line treatment is immediate intramuscular epinephrine; IV epinephrine is reserved for refractory cases or profound shock, and antihistamines are only adjunctive.""
}",A,,0.99,"This child has anaphylaxis with airway involvement after likely allergen exposure. First-line treatment is immediate intramuscular epinephrine; IV epinephrine is reserved for refractory cases or profound shock, and antihistamines are only adjunctive."
129,129,"A 65-year-old woman presented to the emergency room due to progressive dyspnea. She is a known hypertensive but is poorly compliant with medications. The patient claims to have orthopnea, paroxysmal nocturnal dyspnea, and easy fatigability. On physical examination, the blood pressure is 80/50 mm Hg. There is prominent neck vein distention. An S3 gallop, bibasilar crackles, and grade 3 bipedal edema were also detected. A 2d echo was performed, which showed a decreased ejection fraction (32%). Which of the following drugs should not be given to this patient?",Furosemide,Nesiritide,Metoprolol,Dobutamine,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.97,
  ""rationale"": ""This patient has acute decompensated heart failure with hypotension and low ejection fraction, suggesting possible cardiogenic shock. Beta-blockers such as metoprolol have negative inotropic effects and should not be initiated or given in this unstable setting, whereas diuretics and inotropic support may be needed.""
}",C,,0.97,"This patient has acute decompensated heart failure with hypotension and low ejection fraction, suggesting possible cardiogenic shock. Beta-blockers such as metoprolol have negative inotropic effects and should not be initiated or given in this unstable setting, whereas diuretics and inotropic support may be needed."
130,130,"A 50-year-old man presents to his physician with chronic cough, aching joints in his hips and lower back, and malaise over the past 2 months. He describes himself as being generally healthy before the cough began. Past medical history includes hypertension. The patient takes clopamide and a multivitamin daily. His parents are both well and living in a senior living facility. He does not smoke and only drinks alcohol occasionally. During a review of symptoms, the patient described a hiking trip in and around the desert near Phoenix, Arizona, 4 months ago. At the office, his temperature is 38.6C (101.4F), heart rate is 102/min, respirations are 20/min, and blood pressure is 120/82 mm Hg. A focused chest exam reveals mild fremetus and dullness with percussion on the right side. A chest X-ray shows a right-sided consolidation of the lower right lung, and a chest CT shows an irregular opacity measuring 3.8 cm x 3.0 cm in the sub-plural region of the right middle lobe, a small right-sided pleural effusion, and mild right-sided hilar adenopathy. A lung biopsy is performed to rule out cancer and reveals necrotic granulomatous inflammation with multinucleated giant cells and spherules with endospores in the surrounding tissues. The laboratory tests show the following results:
Hemoglobin 12.9 mg/dL
Leukocyte count 9,300/mm3
Platelet count 167,000/mm3
Erythrocyte sedimentation rate 43 mm/hr
Periodic acid-Schiff and silver methenamine Positive
Acid-fast stain Negative
 Which of the following is the most likely diagnosis?",Histoplasmosis,Mycetoma,Blastomycosis,Valley fever,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Travel to the Arizona desert plus lung biopsy showing spherules filled with endospores is classic for Coccidioides infection. This causes coccidioidomycosis, also called Valley fever.""
}",D,,0.99,"Travel to the Arizona desert plus lung biopsy showing spherules filled with endospores is classic for Coccidioides infection. This causes coccidioidomycosis, also called Valley fever."
131,131,"A 47-year-old woman comes to the physician for a follow-up examination. She has noticed trembling of her hands for the past 5 months. These movements are only present when she reaches to pick up an object or answer the phone. She has a history of major depressive disorder but has been off medications for the past 3 years. Her father had Parkinson's disease and died 6 months ago. She drinks a glass of wine daily. She appears anxious. Her temperature is 37C (98.6F), pulse is 80/min, and blood pressure is 118/74 mm Hg. A low-frequency tremor is present that worsens as she reaches out for an object. She consistently overshoots her target. There is no tremor present when her arms are held outstretched. There is increased tone in the lower extremities and Babinski's sign is positive bilaterally. Which of the following is the most likely cause of this patient's symptoms?",Cerebellar demyelination,Degenerated substantia nigra,Degenerated caudate nucleus,"Subthalamic nucleus stroke
""","{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.96,
  ""rationale"": ""She has an intention tremor with dysmetria, localizing to the cerebellum. The bilateral Babinski signs and increased tone suggest an upper motor neuron process such as multiple sclerosis causing cerebellar demyelination.""
}",A,,0.96,"She has an intention tremor with dysmetria, localizing to the cerebellum. The bilateral Babinski signs and increased tone suggest an upper motor neuron process such as multiple sclerosis causing cerebellar demyelination."
132,132,"A 5-month-old boy is brought to the physician with a 3-day history of fever and cough. His mother reports that he has had multiple episodes of loose stools over the past 3 months. He has been treated for otitis media 4 times and bronchiolitis 3 times since birth. He was born at 37 weeks' gestation, and the neonatal period was uncomplicated. He is at the 10th percentile for height and 3rd percentile for weight. His temperature is 38.3C (100.9F), pulse is 126/min, and respirations are 35/min. Examination shows an erythematous scaly rash over his trunk and extremities. The white patches on the tongue and buccal mucosa bleed when scraped. Inspiratory crackles are heard in the right lung base. An X-ray of the chest shows an infiltrate in the right lower lobe and an absent thymic shadow. Which of the following is the most likely definitive treatment for this patients condition?",Hematopoietic cell transplantation,Interferon- therapy,Intravenous immune globulin,Leucovorin supplementation,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""This infant has severe combined immunodeficiency, suggested by recurrent bacterial, viral, and fungal infections, chronic diarrhea, failure to thrive, thrush, and an absent thymic shadow. The definitive treatment is hematopoietic cell transplantation.""
}",A,,0.99,"This infant has severe combined immunodeficiency, suggested by recurrent bacterial, viral, and fungal infections, chronic diarrhea, failure to thrive, thrush, and an absent thymic shadow. The definitive treatment is hematopoietic cell transplantation."
133,133,A 45-year-old Caucasian male presents to a gastroenterologist complaining of heartburn and difficulty swallowing. He recalls that he has been told by his primary care physician that he suffers from gastroesophageal reflux disease (GERD). The gastroenterologist decides to perform an upper endoscopy with biopsy. Which of the following findings would be consistent with Barrett's esophagus?,Presence of Paneth cells in the lower esophagus,"A small region of red, velvet-like mucosa in the lower esophagus",Esophageal varices,Neutrophilic infiltration,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Barrett's esophagus is a metaplastic change in the distal esophagus from chronic GERD and appears endoscopically as red, velvet-like mucosa replacing the normal pale squamous lining. Paneth cells are not the defining finding, varices are related to portal hypertension, and neutrophilic infiltration suggests acute inflammation rather than Barrett's.""
}",B,,0.98,"Barrett's esophagus is a metaplastic change in the distal esophagus from chronic GERD and appears endoscopically as red, velvet-like mucosa replacing the normal pale squamous lining. Paneth cells are not the defining finding, varices are related to portal hypertension, and neutrophilic infiltration suggests acute inflammation rather than Barrett's."
134,134,"A 45-year-old African-American male presents to the family medicine physician to assess the status of his diabetes. After reviewing the laboratory tests, the physician decides to write the patient a prescription for miglitol and states that it must be taken with the first bite of the meal. Which of the following bonds will no longer be cleaved when the patient takes miglitol?",Phosphodiester bonds,Glycosidic bonds,Peptide bonds,Hydrogen bonds,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Miglitol is an alpha-glucosidase inhibitor taken with the first bite of a meal to delay carbohydrate digestion in the small intestine. Alpha-glucosidase normally cleaves glycosidic bonds in oligosaccharides and disaccharides.""
}",B,,0.99,Miglitol is an alpha-glucosidase inhibitor taken with the first bite of a meal to delay carbohydrate digestion in the small intestine. Alpha-glucosidase normally cleaves glycosidic bonds in oligosaccharides and disaccharides.
135,135,A 72-year-old woman is admitted to the intensive care unit for shortness of breath and palpitations. A cardiac catheterization is performed and measurements of the left ventricular volume and pressure at different points in the cardiac cycle are obtained. The patient's pressure-volume loop (gray) is shown with a normal pressure-volume loop (black) for comparison. Which of the following is the most likely underlying cause of this patient's symptoms?,Mitral valve regurgitation,Increased systemic vascular resistance,Impaired left ventricular contractility,Aortic stenosis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.74,
  ""rationale"": ""A pressure-volume loop with increased end-systolic volume, increased end-diastolic volume, and reduced stroke volume compared with normal is most consistent with decreased inotropy. This indicates impaired left ventricular contractility causing systolic heart failure symptoms.""
}",C,,0.74,"A pressure-volume loop with increased end-systolic volume, increased end-diastolic volume, and reduced stroke volume compared with normal is most consistent with decreased inotropy. This indicates impaired left ventricular contractility causing systolic heart failure symptoms."
136,136,"A 43-year-old man with a history of hepatitis C and current intravenous drug use presents with 5 days of fever, chills, headache, and severe back pain. On physical exam, temperature is 100.6 deg F (38.1 deg C), blood pressure is 109/56 mmHg, pulse is 94/min, and respirations are 18/min. He is thin and diaphoretic with pinpoint pupils, poor dentition, and track marks on his arms and legs. A high-pitched systolic murmur is heard, loudest in the left sternal border and with inspiration. He is admitted to the hospital and started on broad-spectrum antibiotics. One of the blood cultures drawn 12 hours ago returns positive for Staphylococcus aureus. Which of the following is the most appropriate next step to confirm the diagnosis?",Repeat blood cultures 24 hours after initial cultures were drawn,Repeat blood cultures 36 hours after initial cultures were drawn,Repeat blood cultures 48 hours after initial cultures were drawn,Do not repeat blood cultures,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.94,
  ""rationale"": ""This patient has suspected infective endocarditis from S aureus bacteremia in the setting of IV drug use and a tricuspid regurgitation murmur. To confirm persistent bacteremia as a major Duke criterion, blood cultures should be repeated more than 12 hours after the initial set; 48 hours satisfies this requirement.""
}",C,,0.94,"This patient has suspected infective endocarditis from S aureus bacteremia in the setting of IV drug use and a tricuspid regurgitation murmur. To confirm persistent bacteremia as a major Duke criterion, blood cultures should be repeated more than 12 hours after the initial set; 48 hours satisfies this requirement."
137,137,"A 3-month-old infant is brought to her pediatrician because she coughs and seems to have difficulty breathing while feeding. In addition, she seems to have less energy compared to other babies and appears listless throughout the day. She was born by cesarean section to a G1P1 woman with no prior medical history and had a normal APGAR score at birth. Her parents say that she has never been observed to turn blue. Physical exam reveals a high-pitched holosystolic murmur that is best heard at the lower left sternal border. The most likely cause of this patient's symptoms is associated with which of the following abnormalities?",Deletion of genes on chromosome 7,Lithium exposure in utero,Maternal alcohol consumption,Retinoic acid exposure in utero,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.96,
  ""rationale"": ""The infant’s feeding difficulty, tachypnea/fatigue, and harsh holosystolic murmur at the lower left sternal border are most consistent with a ventricular septal defect. Maternal lithium exposure is classically associated with congenital heart defects, especially Ebstein anomaly, and is the best match among the listed teratogenic associations for this presentation.""
}",B,,0.96,"The infant’s feeding difficulty, tachypnea/fatigue, and harsh holosystolic murmur at the lower left sternal border are most consistent with a ventricular septal defect. Maternal lithium exposure is classically associated with congenital heart defects, especially Ebstein anomaly, and is the best match among the listed teratogenic associations for this presentation."
138,138,"A 30-year-old woman presents to your office with decreased appetite, malaise, and fever. Serologic tests reveal positive Anti-HBsAg and Anti-HAV IgM antibodies. Which of the following is most likely responsible for this patient's presentation?",Needlestick,Unprotected sex,Shellfish,Acetaminophen overdose,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Anti-HAV IgM indicates an acute hepatitis A infection, which is transmitted via the fecal-oral route, commonly through contaminated food such as shellfish. Anti-HBsAg positivity indicates immunity to hepatitis B, not active HBV disease.""
}",C,,0.98,"Anti-HAV IgM indicates an acute hepatitis A infection, which is transmitted via the fecal-oral route, commonly through contaminated food such as shellfish. Anti-HBsAg positivity indicates immunity to hepatitis B, not active HBV disease."
139,139,"A 59-year-old man presents to his primary care provider with fatigue, a progressively worsening cough with flecks of blood, shortness of breath, and dark urine. He reports feeling ill for the past 3 weeks. Past medical history is significant for hypertension and hyperlipidemia. He takes chlorthalidone and atorvastatin. Family history is noncontributory. He has smoked 2030 cigarettes daily for the past 26 years. Anti-glomerular basement membrane serologies are positive. Which of the following is a specific feature for this patients condition?",Granulomatous inflammation and necrotizing vasculitis,Hypocomplementemia,Positive cryoglobulins,Longitudinal splitting and thickening of the glomerular basement membrane,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.97,
  ""rationale"": ""This patient has anti-GBM disease (Goodpasture syndrome) causing pulmonary hemorrhage and rapidly progressive glomerulonephritis. A characteristic pathologic finding is diffuse alveolar hemorrhage with crescentic GN and glomerular basement membrane damage showing longitudinal splitting and thickening.""
}",D,,0.97,This patient has anti-GBM disease (Goodpasture syndrome) causing pulmonary hemorrhage and rapidly progressive glomerulonephritis. A characteristic pathologic finding is diffuse alveolar hemorrhage with crescentic GN and glomerular basement membrane damage showing longitudinal splitting and thickening.
140,140,"A 6-year-old boy is brought to the physician by his mother because of a 2-day history of dysuria and increased urinary frequency. Vital signs are within normal limits. Urinalysis shows cloudy, red urine. This patient's clinical presentation is best explained by an infection with a virus with which of the following features?","Non-enveloped with linear, single-stranded DNA","Non-enveloped with linear, single-stranded RNA","Enveloped with linear, double-stranded DNA","Enveloped with linear, single-stranded RNA","{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.98,
  ""rationale"": ""Hemorrhagic cystitis in a child is classically caused by adenovirus, which is a non-enveloped virus with linear double-stranded DNA. That feature is not listed among the answer choices.""
}",null,NO_VALID_OPTION,0.98,"Hemorrhagic cystitis in a child is classically caused by adenovirus, which is a non-enveloped virus with linear double-stranded DNA. That feature is not listed among the answer choices."
141,141,"A 46-year-old woman comes to the physician because of a 3-day history of diarrhea, moderate abdominal pain, and weakness. Her symptoms began on the return flight from a 2-week yoga retreat in India, where she stayed at a resort. She was mildly nauseous as she boarded the flight, and diarrhea followed immediately after eating the in-flight meal. Since then, she has had up to five watery stools daily. She has a 1-year history of gastroesophageal reflux disease and is allergic to shellfish. Her only medication is ranitidine. She appears lethargic. Her temperature is 37C (98.6F), pulse is 70/min, and blood pressure is 115/72 mm Hg. Abdominal examination shows diffuse tenderness with no guarding or rebound. Bowel sounds are hyperactive. Which of the following is the most likely pathogen?",Giardia intestinalis,Staphylococcus aureus,Enteroinvasive Escherichia coli,Enterotoxigenic Escherichia coli,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Traveler's diarrhea after visiting India with watery stools, abdominal cramps, and no fever or blood is most consistent with enterotoxigenic E coli. Staph aureus usually causes rapid-onset vomiting within hours, Giardia causes prolonged greasy/foul-smelling diarrhea, and enteroinvasive E coli more often causes inflammatory dysentery-like illness.""
}",D,,0.95,"Traveler's diarrhea after visiting India with watery stools, abdominal cramps, and no fever or blood is most consistent with enterotoxigenic E coli. Staph aureus usually causes rapid-onset vomiting within hours, Giardia causes prolonged greasy/foul-smelling diarrhea, and enteroinvasive E coli more often causes inflammatory dysentery-like illness."
142,142,"A 25-year-old male involved in a knife fight presents with a penetrating wound to the chest. The patient is unconscious and cannot provide any further history. Vitals show a temperature of 37-0C (98.6F), blood pressure of 85/55 mm Hg, pulse of 115/min, respirations of 19/min, and oxygen saturation of 92% on room air. On physical examination, the patient is diaphoretic and unresponsive. Extremities are pale and cool. There is a 3-inch long penetrating wound between the 3rd and 4th intercostal space on the left side of the chest, which is bleeding profusely. Transthoracic echocardiography reveals a full thickness penetrating injury to the right ventricular free wall. There are no apparent injuries to any coronary arteries or major branches. The patient is intubated and aggressive fluid resuscitation is initiated, including a blood transfusion. Which of the following is the best definitive surgical approach to take in this patient?",Immediate cardiac transplant,Watchful waiting while resuscitative fluids are initiated,Needle thoracostomy over the 2nd intercostal space,Surgical adhesive glue,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""This patient has a penetrating right ventricular free-wall injury with hemorrhagic shock, requiring immediate operative repair. For a small isolated ventricular laceration without coronary involvement, definitive repair can be achieved with surgical adhesive glue rather than transplant, observation, or needle thoracostomy.""
}",D,,0.95,"This patient has a penetrating right ventricular free-wall injury with hemorrhagic shock, requiring immediate operative repair. For a small isolated ventricular laceration without coronary involvement, definitive repair can be achieved with surgical adhesive glue rather than transplant, observation, or needle thoracostomy."
143,143,"A 9-year-old boy is brought to a physician by his mother for evaluation of generalized weakness, increased urination, and increased thirst. The mother mentions that her boy is always tired, and seems to be getting worse. He prefers watching television rather than going out and playing with other kids. Furthermore, he has had frequent episodes of constipation since birth. Except for frequent cravings for salty foods, the boy eats a regular diet. The patient was delivered healthy and is fully immunized. The medical history is unremarkable, and he takes no medications. He has no siblings. His father is a banker and his mother is a librarian. The pulse is 90/min, the blood pressure is 110/75 mm Hg, and the respiratory rate is 15/min. He is in the bottom 10th percentile for height and weight according to his age. The remainder of the physical examination is unremarkable. He recently had a urinalysis that showed elevated urinary calcium excretion.
Additional lab testing results are as follows:
Serum electrolytes
Sodium 135 mEq/L
Potassium 3.2 mEq/L
Chloride 95 mEq/L
Plasma renin activity 10 ng/mL/hr (normal, 0.53.3 ng/mL/hr)
Plasma aldosterone concentration 20 ng/dL (normal, 29 ng/dL)
What is the most likely diagnosis?",Renal artery stenosis,Primary hyperaldosteronism,Pheochromocytoma,Gitelman's syndrome,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""This child has hypokalemic metabolic alkalosis with normal blood pressure, elevated renin/aldosterone, salt craving, polyuria, weakness, and growth delay, indicating a renal salt-wasting tubulopathy. Among the options, Gitelman syndrome best fits the normotensive hyperreninemic state; the other choices typically cause hypertension.""
}",D,,0.8,"This child has hypokalemic metabolic alkalosis with normal blood pressure, elevated renin/aldosterone, salt craving, polyuria, weakness, and growth delay, indicating a renal salt-wasting tubulopathy. Among the options, Gitelman syndrome best fits the normotensive hyperreninemic state; the other choices typically cause hypertension."
144,144,"A 78-year-old man is brought to the emergency department because of a 1-day history of painful enlarging bruises and skin ulceration over his thighs and external genitalia. He has type 2 diabetes mellitus, mitral regurgitation, and atrial fibrillation. Three days ago, he was started on treatment with warfarin. His only other medications are metformin and lisinopril. His temperature is 37.8C (100.0F), pulse is 108/min and irregularly irregular, and blood pressure is 155/89 mm Hg. Examination of the skin shows large purpura, hemorrhagic bullae, and areas of skin necrosis over his anterior legs, gluteal region, and penis. This patient is most likely to benefit from treatment with which of the following?",Protein C concentrate,Argatroban,Tranexamic acid,"Vancomycin
""","{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""This is warfarin-induced skin necrosis, which typically occurs within days of starting warfarin due to a rapid fall in protein C causing a transient hypercoagulable state. Treatment includes stopping warfarin and giving vitamin K and protein C replacement; among the options, protein C concentrate is best.""
}",A,,0.98,"This is warfarin-induced skin necrosis, which typically occurs within days of starting warfarin due to a rapid fall in protein C causing a transient hypercoagulable state. Treatment includes stopping warfarin and giving vitamin K and protein C replacement; among the options, protein C concentrate is best."
145,145,"A 40-year-old man presents to the physician with progressive weight loss for the last 3 months. He also says he frequently sweats profusely at night and has a recurring low-grade fever, for which he takes acetaminophen. The patient denies any symptoms like cough, breathlessness, or gastrointestinal symptoms. His temperature is 37.1C  (98.8F), pulse is 76/min, blood pressure is 116/78 mm Hg, and respiratory rate is 13/min. On physical examination, he has generalized pallor. Bilateral cervical lymphadenopathy is present. Examination of his abdomen reveals non-tender hepatosplenomegaly in the right upper quadrant. Laboratory evaluation confirms the diagnosis of Hodgkins lymphoma. Which of the following viral infections is most likely to have played a role in the pathogenesis of this patients malignancy?",Cytomegalovirus,Human T-cell leukemia virus type 1,Human herpesvirus-8,Human papillomavirus type 16,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.99,
  ""rationale"": ""Hodgkin lymphoma is classically associated with Epstein-Barr virus, but EBV is not listed among the answer choices. The provided options are linked to other malignancies rather than Hodgkin lymphoma.""
}",null,NO_VALID_OPTION,0.99,"Hodgkin lymphoma is classically associated with Epstein-Barr virus, but EBV is not listed among the answer choices. The provided options are linked to other malignancies rather than Hodgkin lymphoma."
146,146,"A 26-year-old female complains of frequent, large volume urination. This negatively affects her sleep, as she has to frequently wake up at night to urinate. She also complains of increased thirst. Her past medical history is significant for bipolar disorder that is treated with lithium for 3 years. Serum osmolality is 425 mOsm/kg, and urine osmolality is 176 mOsm/kg. Which of the following best explains this patients serum and urine osmolality?",Hypothalamic over-production of antidiuretic hormone (ADH),ADH resistance in the renal collecting ducts,Increased sodium reabsorption and potassium excretion,Increased aquaporin expression in the renal collecting ducts,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.99,
  ""rationale"": ""Lithium commonly causes nephrogenic diabetes insipidus, leading to ADH resistance in the collecting ducts. This causes inability to concentrate urine, resulting in high serum osmolality and inappropriately dilute urine.""
}",B,,0.99,"Lithium commonly causes nephrogenic diabetes insipidus, leading to ADH resistance in the collecting ducts. This causes inability to concentrate urine, resulting in high serum osmolality and inappropriately dilute urine."
147,147,"A 3-month-old girl is brought to a pediatrician by her parents. She has central cyanosis without signs of respiratory distress or signs of heart failure. An echocardiogram reveals severe pulmonary outflow obstruction, right ventricular hypertrophy, a ventricular septal defect, and an overriding of the aorta. An elective primary surgical repair is planned at 4 months of age. Which of the following statements is true about this girls condition?",The tricuspid valve is the most common valve affected by bacterial endocarditis in uncorrected tetralogy of Fallot.,Cerebral arterial thrombosis is more common than cerebral venous thrombosis.,Refractory heart failure is a common complication of tetralogy of Fallot.,The most common age of presentation for brain abscess is between 6 and 12 months.,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.83,
  ""rationale"": ""This child has tetralogy of Fallot. In uncorrected cyanotic congenital heart disease, brain abscess most commonly presents after infancy, classically around 2–12 years, and among the listed statements D is the best-supported true option; the others are incorrect because left-sided valves are more often involved in endocarditis, cerebral venous thrombosis is more common than arterial thrombosis, and heart failure is not a common refractory complication in classic TOF.""
}",D,,0.83,"This child has tetralogy of Fallot. In uncorrected cyanotic congenital heart disease, brain abscess most commonly presents after infancy, classically around 2–12 years, and among the listed statements D is the best-supported true option; the others are incorrect because left-sided valves are more often involved in endocarditis, cerebral venous thrombosis is more common than arterial thrombosis, and heart failure is not a common refractory complication in classic TOF."
148,148,"A 3-month-old girl is brought to the physician because of a productive cough for 5 days. Over the past month, she has had several episodes of watery stools. She is exclusively breastfed every 34 hours for 1520 minutes. She was delivered vaginally at 38 weeks' gestation at home and has not yet been evaluated by a physician. The mother reports that her child is not gaining weight. The mother had no prenatal care. The infant is at the 5th percentile for height and weight. The infant has not received any immunizations. Her temperature is 38.5C (101.3F), pulse is 155/min, respirations are 45/min, and blood pressure is 88/50 mm Hg. Oral examination shows white plaques covering the tongue and the palate. Rales are heard bilaterally on cardiopulmonary examination. Cervical and inguinal lymphadenopathy is present. Which of the following is most likely to confirm the diagnosis?",Karyotyping of infant's chromosomes,DNA test for CFTR mutation,Fluorescent treponemal antibody absorption test,Polymerase chain reaction for viral genes,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""This infant has failure to thrive, chronic diarrhea, oral thrush, lymphadenopathy, and pneumonia, which strongly suggests perinatally acquired HIV infection. In infants, maternal antibodies make standard serology unreliable, so diagnosis is confirmed with PCR testing for viral genes.""
}",D,,0.98,"This infant has failure to thrive, chronic diarrhea, oral thrush, lymphadenopathy, and pneumonia, which strongly suggests perinatally acquired HIV infection. In infants, maternal antibodies make standard serology unreliable, so diagnosis is confirmed with PCR testing for viral genes."
149,149,"A 63-year-old patient presents to the emergency department because of severe left leg pain and tingling. His condition started suddenly 30 minutes ago. He has had hypertension for the past 10 years for which he takes bisoprolol. He does not smoke or drink alcohol. His temperature is 37.1C (98.7F), the blood pressure is 130/80 mm Hg, and the pulse is 100/min and irregular. On physical examination, the patient appears in severe pain and his left leg is pale and cool. The popliteal pulse is weaker on the left side compared to the right side. Which of the following is the most common cause of this patient's condition?",Vasculitis,Hyperhomocysteinemia,Arterial thrombosis,Arterial emboli,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""This is acute limb ischemia with sudden pain, pallor, coolness, and decreased pulses. The irregular pulse suggests atrial fibrillation, and the most common cause in this setting is an arterial embolus from the heart.""
}",D,,0.98,"This is acute limb ischemia with sudden pain, pallor, coolness, and decreased pulses. The irregular pulse suggests atrial fibrillation, and the most common cause in this setting is an arterial embolus from the heart."
150,150,"A 40-year-old man presents to the clinic with complaints of increased bilateral pain in his knees. The pain developed over time and now limits his mobility. He states that the pain is worse at the end of the day, though he does have some early-morning stiffness lasting about 20 minutes. He used to have some success with over-the-counter NSAIDs; however, they no longer help. The patient also has been taking metformin for the past 2 years and is severely obese, with a BMI of 41 kg/m2. Additionally, he states that he has felt increasingly tired during the day, often dozes off during work, and no longer feels refreshed when he wakes up in the morning. Upon examination, there is no tenderness on palpation or erythema; however, some crepitus is felt. He has no other complaints but has a family history of rheumatoid arthritis (RA) on his mothers side. Which of the following factors is the underlying cause of the patients pain, as well as the rest of his complaints?",Autoimmune disease,Medication side effect,Excess weight,Infection,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.97,
  ""rationale"": ""His knee pain pattern and crepitus are most consistent with osteoarthritis, and his severe obesity is a major underlying cause. Excess weight also explains his daytime sleepiness and unrefreshing sleep via likely obstructive sleep apnea.""
}",C,,0.97,"His knee pain pattern and crepitus are most consistent with osteoarthritis, and his severe obesity is a major underlying cause. Excess weight also explains his daytime sleepiness and unrefreshing sleep via likely obstructive sleep apnea."
