row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
44,44,"A researcher is testing an unknown compound, X, and seeing the effect it has on renal function. When she applies compound X to the cells, she finds that the urinary concentration of sodium and the pH decreases while the urinary potassium increases. Which of the following correctly states:
1) the cells of the kidney this compound acts on and
2) the identity of compound X?",Distal convoluted tubule; atrial natriuretic peptide,Distal convoluted tubule; hydrochlorothiazide,Principal cells; aldosterone,Principal cells; spironolactone,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Aldosterone acts on principal cells of the collecting duct, increasing Na+ reabsorption (decreased urinary Na+), increasing K+ secretion (increased urinary K+), and stimulating H+ secretion via intercalated cells (decreased urinary pH).""
}",C,,0.95,"Aldosterone acts on principal cells of the collecting duct, increasing Na+ reabsorption (decreased urinary Na+), increasing K+ secretion (increased urinary K+), and stimulating H+ secretion via intercalated cells (decreased urinary pH)."
45,45,"A 29-year-old primigravid woman at 35 weeks' gestation is admitted to the hospital in labor. She has no history of serious medical illness. She has had an uncomplicated pregnancy. Her last ultrasound at 22 weeks' gestation was normal. On admission, fetal heartbeats cannot be detected by fetal doppler monitor. Ultrasound shows decreased amniotic fluid levels and no evidence of fetal movement, respiration, or heart activity. The patient gives birth to a 2296 g (5 lb 1 oz) male infant. Physical examination shows no signs of life. There are no visible malformations. The placenta is unremarkable. Which of the following is the most appropriate next step in management?",Perform karyotyping of amniotic fluid,"Obtain photographs, x-ray imaging, and MRI",Perform maternal antibody and thrombophilia testing,Obtain consent for parental genetic testing,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""Initial workup of stillbirth includes external examination with photographs, radiographs (babygram), and imaging to document findings, along with placental exam and offering autopsy. This should precede targeted testing like karyotype or thrombophilia workup.""
}",B,,0.75,"Initial workup of stillbirth includes external examination with photographs, radiographs (babygram), and imaging to document findings, along with placental exam and offering autopsy. This should precede targeted testing like karyotype or thrombophilia workup."
46,46,"A 32-year-old man arrives to his primary care physician to discuss his fear of flying. The patient reports that he has had a fear of flying since being a teenager. He went on a family vacation 15 years ago, and during the flight there was turbulence and a rough landing. Since then he has avoided flying. He did not go to his cousins wedding because it was out of the country. He also was unable to visit his grandmother for her 80th birthday. The last time his job asked him to meet a client out of state, he drove 18 hours instead of flying. Two years ago he promised his fianc they could fly to Florida. Upon arrival at the airport, he began to feel dizzy, lightheaded, and refused to go through security. During the clinic visit, the patient appears anxious and distressed. He recognizes that his fear is irrational. He is upset that it is affecting his relationship with his wife. Additionally, his current job may soon require employees in his sales position to fly to meet potential clients. He is embarrassed to have a conversation with his manager about his fear of flying. Which of the following is the best therapy for the patients condition?",Cognitive behavioral therapy,Fluoxetine,Psychodynamic psychotherapy,Zolpidem,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""This is specific phobia (aviophobia). First-line treatment is CBT with exposure therapy, which is most effective for specific phobias.""
}",A,,0.92,"This is specific phobia (aviophobia). First-line treatment is CBT with exposure therapy, which is most effective for specific phobias."
47,47,"A 59-year-old overweight woman presents to the urgent care clinic with the complaint of severe abdominal pain for the past 2 hours. She also complains of a dull pain in her back with nausea and vomiting several times. Her pain has no relation with food. Her past medical history is significant for recurrent abdominal pain due to cholelithiasis. Her father died at the age of 60 with some form of abdominal cancer. Her temperature is 37C (98.6F), respirations are 15/min, pulse is 67/min, and blood pressure is 122/98 mm Hg. Physical exam is unremarkable. However, a CT scan of the abdomen shows a calcified mass near her gallbladder. Which of the following diagnoses should be excluded first in this patient?",Acute cholecystitis,Choledocholithiasis,Pancreatitis,Duodenal peptic ulcer,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Severe abdominal pain radiating to the back with nausea/vomiting and a history of gallstones raises concern for gallstone pancreatitis, which is a potentially life-threatening complication that should be excluded first.""
}",C,,0.6,"Severe abdominal pain radiating to the back with nausea/vomiting and a history of gallstones raises concern for gallstone pancreatitis, which is a potentially life-threatening complication that should be excluded first."
48,48,"A 78-year-old man is brought to the physician by his daughter because of increasing forgetfulness over the past 5 weeks. He had been living independently but came to live with his daughter temporarily after he complained that he was unable to perform some of his daily activities. He has left the front door wide open and tap water running on multiple occasions. He does not sleep well and wakes up 67 times during the night. He does not leave his room and rarely makes conversation with his daughter. He says that he used to enjoy playing the piano but has not played for several months. He has hypertension treated with amlodipine. Vital signs are within normal limits. Mental status examination shows orientation to person, place, and time and psychomotor retardation. He has a blunted affect. Short- and long-term memory is impaired. Attention and concentration are impaired. Neurologic examination shows no focal findings. Serum concentration of electrolytes, thyroid-stimulating hormone, and vitamin B12 are within the reference range. He is very concerned about his memory lapses. Which of the following is the most appropriate treatment for this patient?",Donepezil,Aspirin,Ventriculoperitoneal shunt,Memantine,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.85,
  ""rationale"": ""This presentation—subacute onset (5 weeks), anhedonia, psychomotor retardation, blunted affect, sleep disturbance, social withdrawal, and distress over memory lapses—is classic for pseudodementia due to major depression. The appropriate treatment is an antidepressant (e.g., SSRI), which is not among the listed options.""
}",,NO_VALID_OPTION,0.85,"This presentation—subacute onset (5 weeks), anhedonia, psychomotor retardation, blunted affect, sleep disturbance, social withdrawal, and distress over memory lapses—is classic for pseudodementia due to major depression. The appropriate treatment is an antidepressant (e.g., SSRI), which is not among the listed options."
49,49,"A 6-year-old boy is brought to the emergency department by his mother for worsening wheezing and shortness of breath over the past day. He has not had a fever, cough, vomiting, or diarrhea. He has asthma and eczema. He uses a glucocorticoid inhaler and an albuterol inhaler but has missed his medications for the past week while on vacation. He appears uncomfortable. His temperature is 36C (96.8F), pulse is 120/min, respirations are 40/min, and blood pressure is 100/80. Expiratory and inspiratory wheezing is heard throughout both lung fields. There are moderate intercostal and subcostal retractions and a decreased inspiratory to expiratory ratio. Nebulized albuterol and ipratropium treatments and intravenous methylprednisolone are given in the emergency department for a presumed asthma exacerbation. One hour later, the child is limp and lethargic. Magnesium sulfate is administered. His temperature is 36C (96.8F), pulse is 150/min, respirations are 22/min, and blood pressure is 100/70. No wheezing is heard on repeat pulmonary examination. Which of the following is the most appropriate next step in management?",Perform needle thoracostomy at the 2nd intercostal space,Perform bronchoscopy,Provide helium and oxygen mixture,Provide additional dose of methylprednisolone,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.7,
  ""rationale"": ""The silent chest with lethargy and decreased respiratory rate indicates impending respiratory failure from severe asthma exacerbation. Heliox can reduce airway resistance and improve ventilation while preparing for possible intubation. Needle thoracostomy isn't indicated without signs of tension pneumothorax (e.g., asymmetric findings, hypotension).""
}",C,,0.7,"The silent chest with lethargy and decreased respiratory rate indicates impending respiratory failure from severe asthma exacerbation. Heliox can reduce airway resistance and improve ventilation while preparing for possible intubation. Needle thoracostomy isn't indicated without signs of tension pneumothorax (e.g., asymmetric findings, hypotension)."
50,50,A 44-year-old African-American woman comes to the physician for a routine examination. She is concerned about cancer because her uncle died of metastatic melanoma 1 year ago. She has no history of serious illness and does not take any medication. She has been working in a law firm for the past 20 years and travels to the Carribean regularly with her husband. Examination of her skin shows no abnormal moles or warts. This woman is at greatest risk of which of the following types of melanoma?,Desmoplastic,Nodular,Lentigo maligna,Superficial spreading,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.55,
  ""rationale"": ""Acral lentiginous melanoma is the most common melanoma in African-Americans, but it is not listed. Among the given options, superficial spreading melanoma is the most common type of melanoma overall and the most likely in this patient.""
}",D,,0.55,"Acral lentiginous melanoma is the most common melanoma in African-Americans, but it is not listed. Among the given options, superficial spreading melanoma is the most common type of melanoma overall and the most likely in this patient."
51,51,"A previously healthy 2-year-old boy is brought to the physician because of a 10-day history of unsteady gait, frequent falls, and twitching of the extremities. Physical examination shows bilateral saccadic eye movement in all directions and brief, involuntary muscle contractions of the trunk and limbs. There is an ill-defined, nontender mass in the upper right abdomen. He undergoes surgical resection of the tumor. Histopathologic examination of this mass is most likely to show which of the following?",Blastic skeletal muscle cells arranged in nests and sheets,Numerous immature lymphocytes in a starry sky pattern,Abortive glomeruli and tubules in a spindle cell stroma,Small blue cells arranged in rosettes around a central neuropil,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.97,
  ""rationale"": ""Opsoclonus-myoclonus-ataxia syndrome with an abdominal mass in a young child is classic for neuroblastoma, which shows Homer-Wright rosettes (small round blue cells around central neuropil).""
}",D,,0.97,"Opsoclonus-myoclonus-ataxia syndrome with an abdominal mass in a young child is classic for neuroblastoma, which shows Homer-Wright rosettes (small round blue cells around central neuropil)."
52,52,"A 13-year-old boy is brought to his pediatrician due to a left breast lump under his nipple. He noticed it last month and felt that it has increased slightly in size. It is tender to touch but has no overlying skin changes. There is no breast discharge. The patient has cryptorchidism as an infant and underwent a successful orchiopexy. In addition, he was recently diagnosed with ADHD and is currently on methylphenidate with improvement in his symptoms. He has a family history of type I diabetes in his father and breast fibroadenoma in his mother. On exam, the patient is at the 82nd percentile for height, 79th percentile for weight, and 80th percentile for BMI. He has tanner IV pubic hair. Testicular volume is 7 mL on each side, and both testes are smooth and freely mobile. Breast exam shows a normal right breast and a 3-centimeter round, firm, and slightly tender discrete mass under the left nipple. Which of the following is the most likely etiology of this patients condition?",Klinefelter syndrome,Lipomastia (pseudogynecomastia),Testicular cancer,Medication side effect,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.4,
  ""rationale"": ""Pubertal gynecomastia is most common but not listed. Among options, testicular volume of 7 mL with Tanner IV pubic hair shows discordance (pubic hair advanced relative to testes), suggesting possible Klinefelter syndrome, especially with history of cryptorchidism. Methylphenidate is not a typical cause of gynecomastia, and the discrete firm mass argues against lipomastia.""
}",A,,0.4,"Pubertal gynecomastia is most common but not listed. Among options, testicular volume of 7 mL with Tanner IV pubic hair shows discordance (pubic hair advanced relative to testes), suggesting possible Klinefelter syndrome, especially with history of cryptorchidism. Methylphenidate is not a typical cause of gynecomastia, and the discrete firm mass argues against lipomastia."
53,53,"A 47-year-old executive schedules an appointment his physician for a routine medical check-up. He currently has no complaints and claims to be as fit as a fiddle. The physical examination findings are unremarkable, except for a mid-systolic murmur heard in the 2nd left intercostal space that radiates to the carotids on auscultation. The physician instructs the patient to stand from a supine position with the stethoscope still placed on his chest. Which of the following changes would occur with this maneuver?",An increase in right atrial pressure,An increase in left ventricular end-diastolic pressure,An increase in pulmonary capillary wedge pressure,A reduction in the slope of the pacemaker potential,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.6,
  ""rationale"": ""Standing from supine decreases venous return, reducing preload—so right atrial pressure, LVEDP, and PCWP all decrease (ruling out A, B, C). The reflex tachycardia from baroreceptor unloading increases sympathetic tone, which would steepen (not reduce) the pacemaker slope; however, among the given options, D is the only one not clearly contradicted by decreased preload, though this answer is somewhat uncertain.""
}",D,null,0.6,"Standing from supine decreases venous return, reducing preload—so right atrial pressure, LVEDP, and PCWP all decrease (ruling out A, B, C). The reflex tachycardia from baroreceptor unloading increases sympathetic tone, which would steepen (not reduce) the pacemaker slope; however, among the given options, D is the only one not clearly contradicted by decreased preload, though this answer is somewhat uncertain."
54,54,"A 41-year-old man presents to the emergency department with a 6-hour history of muscle cramping, decreased appetite, and diarrhea. He says that these symptoms came on rapidly but does not recall anything that may have triggered the episode. He has never experienced these symptoms before. His past medical history is significant for obesity, sleep apnea, and type 2 diabetes that is well controlled on metformin. He also has gastroesophageal reflux disease for which he occasionally takes antacids. On presentation he is found to have fast, shallow breathing and abdominal pain that is poorly localized. Basic labs as well as an arterial blood gas are obtained and the results are shown below:

Na+: 139 mEq/L
Cl-: 106 mEq/L
HCO3-: 11 mEq/L
pH: 7.25
pCO2: 22 mmHg

Which of the following is the most likely cause of the changes seen in this patient's labs?",Antacids,Anxiety,Diarrhea,Sleep apnea,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.72,
  ""rationale"": ""Anion gap = 139 - 106 - 11 = 22, which is elevated, but diarrhea causes normal anion gap metabolic acidosis. However, among the options given, diarrhea is the best fit for metabolic acidosis with respiratory compensation (Winter's: expected pCO2 ≈ 22, matches). Antacids cause alkalosis, anxiety causes respiratory alkalosis, and sleep apnea causes respiratory acidosis.""
}",C,,0.72,"Anion gap = 139 - 106 - 11 = 22, which is elevated, but diarrhea causes normal anion gap metabolic acidosis. However, among the options given, diarrhea is the best fit for metabolic acidosis with respiratory compensation (Winter's: expected pCO2 ≈ 22, matches). Antacids cause alkalosis, anxiety causes respiratory alkalosis, and sleep apnea causes respiratory acidosis."
55,55,"A 63-year-old man comes to the emergency department because of retrosternal chest pain. He describes it as 7 out of 10 in intensity. He has coronary artery disease, hypertension, and type 2 diabetes mellitus. His current medications are aspirin, simvastatin, metformin, and enalapril. He has smoked one pack of cigarettes daily for 33 years. On arrival, his pulse is 136/min and irregular, respirations are 20/min, and blood pressure is 85/55 mm Hg. The lungs are clear to auscultation. Cardiac examination shows no abnormalities. An ECG is shown. Which of the following is the most appropriate next step in management?",Coronary angiogram,Intravenous esmolol,Synchronized cardioversion,Defibrillation,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""Patient has tachyarrhythmia with hemodynamic instability (hypotension, chest pain). Per ACLS, unstable tachycardia with a pulse requires immediate synchronized cardioversion.""
}",C,,0.92,"Patient has tachyarrhythmia with hemodynamic instability (hypotension, chest pain). Per ACLS, unstable tachycardia with a pulse requires immediate synchronized cardioversion."
56,56,"A 12-year-old boy is brought to the emergency department for the evaluation of persistent bleeding from his nose over the past hour. The bleeding started spontaneously. He has no history of a similar episode. He takes no medications. There is no history of abnormal bleeding in the family. His vital signs are within normal limits. On examination, he is pressing a gauze against his left nostril while hyperextending his head. The gauze is stained with blood and upon withdrawal of the gauze blood slowly drips out of his left nostrils. There is no bleeding from the right nostril. The remainder of the physical examination shows no abnormalities. Which of the following is the most appropriate initial therapy?",Oxymetazoline nasal spray,Placement of an epinephrine gauze in the left nostril,Silver nitrate cauterization of the bleeding vessel and surrounding vessels,Squeezing the nostrils manually for 10 minutes with the head elevated,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Initial management of anterior epistaxis is direct compression of the nostrils for 5-10 minutes with the head leaned forward (not hyperextended). Other measures like oxymetazoline or cautery are used if bleeding persists.""
}",D,,0.85,Initial management of anterior epistaxis is direct compression of the nostrils for 5-10 minutes with the head leaned forward (not hyperextended). Other measures like oxymetazoline or cautery are used if bleeding persists.
57,57,A 50-year-old man with congestive heart failure (CHF) was started on an experimental analog of atrial natriuretic peptide. Which of the following would he expect to experience?,Increased water reabsorption by the renal collecting ducts,"Increased glomerular filtration rate, restricted aldosterone release, vascular smooth muscle dilation",Increased renal absorption of sodium and water,Increased plasma calcium and decreased renal reabsorption of phosphate,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""ANP increases GFR, inhibits aldosterone and renin release, and causes vasodilation, promoting natriuresis and diuresis.""
}",B,,0.98,"ANP increases GFR, inhibits aldosterone and renin release, and causes vasodilation, promoting natriuresis and diuresis."
58,58,"A 20-year-old woman presents with vaginal discharge, pruritus, and painful micturition for the past 5 days. She is sexually active with multiple partners and admits to using barrier protection inconsistently. Her last menstrual period was 2 weeks ago. The patient denies any fever, chills, abdominal pain, menorrhagia, or flank pain. She is afebrile and the vital signs are within normal limits. Speculum examination reveals vaginal erythema with a profuse, greenish-yellow, purulent, malodorous discharge. The vaginal pH is 5.5. Vaginal swab and urine samples are obtained for microscopy and culture, and results are pending. Which of the following is the most likely diagnosis in this patient based on her presentation?",Urinary tract infection,Candida vaginitis,Trichomonal vaginitis,Chlamydia infection,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Profuse greenish-yellow, frothy, malodorous discharge with vaginal erythema, pruritus, dysuria, and elevated vaginal pH >4.5 are classic features of Trichomonas vaginalis infection.""
}",C,,0.95,"Profuse greenish-yellow, frothy, malodorous discharge with vaginal erythema, pruritus, dysuria, and elevated vaginal pH >4.5 are classic features of Trichomonas vaginalis infection."
59,59,"A 17-year-old football player with no significant past medical history, social history, or family history presents to his pediatrician with itching in his groin. He says this started during summer workouts leading up to this season. He denies having any rash anywhere else on his body. The blood pressure is 123/78 mm Hg, pulse is 67/min, respiratory rate is 15/min, and temperature is 38.1C (98.7F). Physical examination reveals an erythematous, well-demarcated patch with peripheral scale on the left thigh, pubic region, and perineum. There is no apparent scrotal involvement with the rash. How can you confirm the suspected diagnosis?",Localized ultrasound,Nikolsky's sign on physical exam,Gram stain of skin scrapings,AFB stain of skin scrapings,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""This is tinea cruris, confirmed by KOH preparation of skin scrapings showing hyphae. None of the listed options (ultrasound, Nikolsky's sign, Gram stain, or AFB stain) are appropriate diagnostic tests for a dermatophyte infection.""
}",,NO_VALID_OPTION,0.9,"This is tinea cruris, confirmed by KOH preparation of skin scrapings showing hyphae. None of the listed options (ultrasound, Nikolsky's sign, Gram stain, or AFB stain) are appropriate diagnostic tests for a dermatophyte infection."
60,60,"A 68-year-old woman presents with left lower quadrant pain that worsens with defecation. She describes the pain as 'crampy'. She also says she has suffered from mild constipation for the past few years. The patient denies any recent weight change or urinary symptoms. Her last menstrual period was 16 years ago. Her body temperature is 37.8C (100.0F), pulse is 102/min, respiratory rate is 16/min, and blood pressure is 133/87 mm Hg. On physical examination, tenderness to palpation in the left lower quadrant is present. The laboratory studies are presented as follows:
Hemoglobin 13.2 mg/dL
Hematocrit 48%
Leukocyte count 16,000/mm
Neutrophils 89%
Bands 5%
Eosinophils 0%
Basophils 0%
Lymphocytes 11%
Monocytes 0%
Platelet count 380,000/mm
Which of the following is the most likely diagnosis in this patient?",Hypothyroidism,Adenocarcinoma of the colon,Chronic inflammatory bowel disease,Irritable bowel syndrome,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.55,
  ""rationale"": ""The clinical picture (elderly woman, LLQ pain, low-grade fever, leukocytosis with left shift, chronic constipation) is most consistent with acute diverticulitis. Since diverticulitis is not listed, chronic inflammatory bowel disease is the closest inflammatory option; cancer is less likely without weight loss/bleeding, and IBS/hypothyroidism don't explain the leukocytosis and fever.""
}",C,null,0.55,"The clinical picture (elderly woman, LLQ pain, low-grade fever, leukocytosis with left shift, chronic constipation) is most consistent with acute diverticulitis. Since diverticulitis is not listed, chronic inflammatory bowel disease is the closest inflammatory option; cancer is less likely without weight loss/bleeding, and IBS/hypothyroidism don't explain the leukocytosis and fever."
61,61,"A 65-year-old man presents to his primary care physician with a neck mass. He first noticed a firm mass on the anterior aspect of his neck approximately 4 months ago. The mass is painless and has not increased in size since then. He has also noticed occasional fatigue and has gained 10 pounds in the past 4 months despite no change in his diet or exercise frequency. His past medical history is notable for gout for which he takes allopurinol. He denies any prior thyroid disorder. He runs 4 times per week and eats a balanced diet of mostly fruits and vegetables. He does not smoke and drinks a glass of wine with dinner. His family history is notable for medullary thyroid cancer in his maternal uncle. His temperature is 97.8F (36.6C), blood pressure is 127/72 mmHg, pulse is 87/min, and respirations are 19/min. On exam, he has a firm, symmetric, and stone-firm thyroid. A biopsy of this patient's lesion would most likely demonstrate which of the following findings?",Diffuse infiltrate of lymphoid cells destroying thyroid follicles,Papillary projections with dystrophically calcified regions,Pleomorphic undifferentiated infiltrative cells with necrosis,Stromal amyloid deposition,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Stone-hard, firm symmetric thyroid with hypothyroid symptoms (fatigue, weight gain) in an older patient suggests Riedel thyroiditis or Hashimoto's. However, the description of a firm, symmetric thyroid with hypothyroidism most classically fits Hashimoto thyroiditis, which shows lymphocytic infiltrate destroying follicles. Riedel's would show dense fibrosis, which isn't listed.""
}",A,,0.6,"Stone-hard, firm symmetric thyroid with hypothyroid symptoms (fatigue, weight gain) in an older patient suggests Riedel thyroiditis or Hashimoto's. However, the description of a firm, symmetric thyroid with hypothyroidism most classically fits Hashimoto thyroiditis, which shows lymphocytic infiltrate destroying follicles. Riedel's would show dense fibrosis, which isn't listed."
62,62,"A 79-year-old man presents to the office due to shortness of breath with moderate exertion and a slightly productive cough. He has a medical history of 25 years of heavy smoking. His vitals include: heart rate 89/min, respiratory rate 27/min, and blood pressure 120/90 mm Hg. The physical exam shows increased resonance to percussion, decreased breath sounds, and crackles at the lung base. Chest radiography shows signs of pulmonary hyperinflation. Spirometry shows a forced expiratory volume in the first second (FEV1) of 48%, a forced vital capacity (FVC) of 85%, and an FEV1/FVC ratio of 56%. According to these results, what is the most likely diagnosis?",Asthma,Lymphangioleiomyomatosis,Chronic obstructive pulmonary disease (COPD),Heart failure,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Heavy smoking history, hyperinflation, decreased breath sounds, and an FEV1/FVC ratio <70% with reduced FEV1 indicate irreversible obstructive lung disease consistent with COPD.""
}",C,,0.98,"Heavy smoking history, hyperinflation, decreased breath sounds, and an FEV1/FVC ratio <70% with reduced FEV1 indicate irreversible obstructive lung disease consistent with COPD."
63,63,"A 5-year-old female is brought to a speech therapist for continuing work on improving her communication skills. She is only able to verbalize two word sentences and has generalized developmental delay. When she was born it was noticed that she had a high pitched mewing cry and subsequent physical exam revealed microcephaly, prominent epicanthal folds, and a holosystolic murmur best heard in the left 5th intercostal space near the sternum. An abnormality of which of the following chromosomes is most likely responsible for this patient's disorder?",7,13,18,21,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.97,
  ""rationale"": ""This is Cri-du-chat syndrome, caused by a deletion on the short arm of chromosome 5 (5p-). Chromosome 5 is not listed among the answer choices.""
}",,NO_VALID_OPTION,0.97,"This is Cri-du-chat syndrome, caused by a deletion on the short arm of chromosome 5 (5p-). Chromosome 5 is not listed among the answer choices."
64,64,"A 32-year-old woman presents to the physician because she feels depressed, has difficulty sleeping, has a poor appetite, and has had a problem concentrating for the past 3 months. During this time, she has also has had low energy and has lost interest in playing the guitar. During high school, the patient went through similar episodes of low mood and poor sleep. At that time, she would repeatedly engage in binge eating and purging behavior, for which she was referred to therapy. There is no evidence of suicidal ideation. Her physician offers to prescribe a medication for her current symptoms. Treatment with which of the following drugs should be avoided in this patient?",Bupropion,Fluoxetine,Mirtazapine,Trazodone,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Bupropion is contraindicated in patients with a history of eating disorders (bulimia/anorexia) due to increased seizure risk.""
}",A,,0.98,Bupropion is contraindicated in patients with a history of eating disorders (bulimia/anorexia) due to increased seizure risk.
65,65,"A 15-year-old boy with poorly controlled asthma presents to the emergency room complaining of severe shortness of breath. His mother reports that he had trouble breathing soon after he started playing soccer with some friends and was unable to use his inhaler as it was empty. His family history is notable for emphysema in his paternal uncle and cirrhosis in his maternal grandfather. The childs temperature is 99.0F (37.2C), blood pressure is 130/90 mmHg, pulse is 130/min, respirations are 28/min, and oxygen saturation is 91% on room air. Physical examination demonstrates wheezing bilaterally in all lung fields. The child is started on supplemental oxygen and a nebulized bronchodilator. Which of the following is a downstream effect of this medication?",Decreased leukotriene activity,Prevention of mast cell degranulation,Decreased phosphodiesterase activity,Increased adenylate cyclase activity,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Albuterol, a beta-2 agonist, activates Gs-coupled receptors that increase adenylate cyclase activity, raising cAMP and causing bronchial smooth muscle relaxation.""
}",D,,0.9,"Albuterol, a beta-2 agonist, activates Gs-coupled receptors that increase adenylate cyclase activity, raising cAMP and causing bronchial smooth muscle relaxation."
66,66,"A transvaginal ultrasound shows an intrauterine heteroechoic mass with numerous anechoic spaces and no identifiable fetus or amniotic fluid. Both the ovaries are enlarged and have multiple thin-walled, septated cysts with clear content. Which of the following is the most likely cause of the ovarian findings?",Chocolate cysts,Corpus luteum cysts,Yolk sac tumor,Luteoma of pregnancy,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""The uterine findings describe a complete hydatidiform mole (snowstorm appearance). The markedly elevated β-hCG stimulates bilateral theca lutein cysts, which appear as enlarged ovaries with multiple thin-walled septated cysts. Theca lutein cysts are a form of corpus luteum/functional cyst stimulated by hCG.""
}",B,,0.92,"The uterine findings describe a complete hydatidiform mole (snowstorm appearance). The markedly elevated β-hCG stimulates bilateral theca lutein cysts, which appear as enlarged ovaries with multiple thin-walled septated cysts. Theca lutein cysts are a form of corpus luteum/functional cyst stimulated by hCG."
67,67,"A 56-year-old man presents to the emergency department for progressively worsening fatigue, malaise, fever, and abdominal pain. He reports that his symptoms began approximately 1 week ago and he has noticed episodes of diarrhea. He recently started melatonin and magnesium supplementation in hopes of improving his sleep. Medical history is significant for alcohol use disorder that required multiple hospital admissions for management of acute pancreatitis and cirrhosis. He states that he occasionally injects heroin intravenously. Temperature is 100F (37.8C), blood pressure is 105/70 mmHg, pulse is 92/min, and respirations are 17/min. Physical examination is significant for scleral icterus, hepatomegaly, ascites, and diffuse abdominal tenderness. Laboratory testing is significant for leukocytosis and metabolic acidosis. A paracentesis is performed and he is admitted into the hospital to receive intravenous cefotaxime and albumin. Ascitic fluid analysis demonstrates a polymorphonuclear cell count of 280 cells/mm^3, serum-ascites albumin gradient of 1.3 g/dL, and a culture positive for Escherichia coli sensitive to cefotaxime and ceftriaxone. On hospital day 2, the nurse reports that the patient is oliguric in the setting of constant fluid intake. Physical examination is unchanged. Laboratory testing is significant for a serum sodium of 131 mEq/L and creatinine of 1.8 mg/dL (it was 0.9 mg/dL on admission). Urine studies are significant for a low urine sodium level, without evidence of blood or protein. Since the hospital admission, he has not been started on any new medications. Which of the following will be the best treatment option for this patient?",Adding dopamine to his treatment regimen,Adding lisinopril to his treatment regimen,Switching cefotaxime to ceftriaxone,Transjugular intrahepatic portosystemic shunting,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.62,
  ""rationale"": ""This patient with cirrhosis and SBP has developed hepatorenal syndrome (rising creatinine, low urine sodium, bland urinalysis, oliguria despite fluids). Definitive treatment is liver transplant; bridging options include vasoconstrictors (terlipressin/midodrine+octreotide) plus albumin, or TIPS. Among the choices given, TIPS is the appropriate treatment (dopamine and ACE inhibitors are contraindicated/ineffective, and antibiotic switch is irrelevant).""
}",D,,0.62,"This patient with cirrhosis and SBP has developed hepatorenal syndrome (rising creatinine, low urine sodium, bland urinalysis, oliguria despite fluids). Definitive treatment is liver transplant; bridging options include vasoconstrictors (terlipressin/midodrine+octreotide) plus albumin, or TIPS. Among the choices given, TIPS is the appropriate treatment (dopamine and ACE inhibitors are contraindicated/ineffective, and antibiotic switch is irrelevant)."
