row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
89,89,"A 32-year-old woman comes to the emergency department because a 5-week history of abdominal pain and bloody diarrhea that has worsened in the past 24 hours. She was diagnosed with ulcerative colitis 1 year ago but has had difficulty complying with her drug regimen. Her temperature is 38.2C (100.8F), pulse is 120/min, and blood pressure is 92/56 mm Hg. Examination shows a distended, rigid abdomen and hypoactive bowel sounds. Fluid resuscitation is initiated. In addition to complete bowel rest, which of the following is the most appropriate next step in management of this patient?",Abdominal CT scan with contrast,CT angiography,Abdominal x-ray,Colonoscopy,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Severe ulcerative colitis with systemic toxicity and distension suggests toxic megacolon, which is diagnosed with a plain abdominal x-ray and managed urgently. Colonoscopy is contraindicated due to perforation risk, and CT angiography is not indicated. An abdominal x-ray is the fastest, safest initial test.""
}",C,,0.9,"Severe ulcerative colitis with systemic toxicity and distension suggests toxic megacolon, which is diagnosed with a plain abdominal x-ray and managed urgently. Colonoscopy is contraindicated due to perforation risk, and CT angiography is not indicated. An abdominal x-ray is the fastest, safest initial test."
90,90,"A 33-year-old nurse is referred to an infectious disease specialist after she exhibited a PPD skin test with 17 mm of induration. She denies any cough, shortness of breath, hemoptysis, weight loss, fatigue, fevers, or night sweats over the last several months. Her temperature is 97.0F (36.1C), blood pressure is 120/81 mmHg, pulse is 82/min, respirations are 15/min, and oxygen saturation is 98% on room air. An initial chest radiograph is unremarkable. Which of the following is the most appropriate management of this patient?",No management indicated,Quantiferon gold,Repeat PPD in 1 week,"Rifampin, isoniazid, pyrazinamide, and ethambutol","{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""A 17 mm PPD in a healthcare worker with a normal chest X-ray indicates latent TB infection, best treated with an LTBI regimen (e.g., isoniazid for 6–9 months or rifampin for 4 months). RIPE is for active TB, and repeating PPD or ordering IGRA after a clearly positive TST is not appropriate. None of the options provide the correct LTBI treatment.""
}",,NO_VALID_OPTION,0.9,"A 17 mm PPD in a healthcare worker with a normal chest X-ray indicates latent TB infection, best treated with an LTBI regimen (e.g., isoniazid for 6–9 months or rifampin for 4 months). RIPE is for active TB, and repeating PPD or ordering IGRA after a clearly positive TST is not appropriate. None of the options provide the correct LTBI treatment."
91,91,A 67-year-woman with non-Hodgkin lymphoma comes to the physician because of progressively increasing numbness and tingling in her fingers and toes. Her last cycle of chemotherapy with vincristine was 1 week ago. Physical examination shows decreased sensation to light touch in all distal extremities. Knee and ankle deep tendon reflexes are decreased. Which of the following is the most likely underlying mechanism of this patients peripheral neuropathy?,Creation of free radicals that unwind DNA,Inhibition of dihydrofolate reductase,Formation of cross-links between strands of DNA,Incorporation of false pyrimidine analogues into DNA,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.92,
  ""rationale"": ""Vincristine-induced peripheral neuropathy is due to inhibition of microtubule polymerization disrupting axonal transport, not DNA damage or folate pathway inhibition. None of the provided options describe microtubule inhibition.""
}",,NO_VALID_OPTION,0.92,"Vincristine-induced peripheral neuropathy is due to inhibition of microtubule polymerization disrupting axonal transport, not DNA damage or folate pathway inhibition. None of the provided options describe microtubule inhibition."
92,92,"A 55-year-old man comes to the physician because of a 3-month history of a progressively growing mass in his axilla. During this period, he has had recurrent episodes of low-grade fever lasting for 7 to 10 days, and an 8-kg (18-lb) weight loss. His only medication is a multivitamin. Physical examination shows nontender, right axillary, cervical, and inguinal lymphadenopathy. His serum calcium concentration is 15.1 mg/dL and parathyroid hormone (PTH) concentration is 9 pg/mL. A lymph node biopsy shows granuloma formation and large CD15-positive, CD30-positive cells with bilobed nuclei. Which of the following is the most likely explanation for this patient's laboratory findings?",Excessive intake of dietary ergocalciferol,Increased release of PTH by parathyroid chief cells,Induction of focal osteolysis by tumor cells,Production of PTH-related peptide by malignant cells,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""In Hodgkin lymphoma with granulomatous inflammation, hypercalcemia is typically due to increased extrarenal 1-alpha-hydroxylase activity producing excess calcitriol, leading to PTH-independent hypercalcemia. None of the options describes this mechanism; B contradicts the low PTH, C and D are not typical for HL, and A implies dietary vitamin D excess rather than endogenous calcitriol production.""
}",,NO_VALID_OPTION,0.9,"In Hodgkin lymphoma with granulomatous inflammation, hypercalcemia is typically due to increased extrarenal 1-alpha-hydroxylase activity producing excess calcitriol, leading to PTH-independent hypercalcemia. None of the options describes this mechanism; B contradicts the low PTH, C and D are not typical for HL, and A implies dietary vitamin D excess rather than endogenous calcitriol production."
93,93,"A one-day-old male is evaluated in the hospital nursery for bilious vomiting. The patient has urinated multiple times since birth but has not yet passed meconium. He was born at 38 weeks gestation to a 36-year-old gravida 3 via vaginal delivery. The pregnancy was complicated by gestational diabetes. The patients mother received routine prenatal care and declined first trimester screening. She subsequently underwent a quadruple screen at 15 weeks gestation that demonstrated decreased maternal serum alpha-fetoprotein (AFP), increased beta-hCG, decreased unconjugated estriol, and increased inhibin A. Her last ultrasound prior to onset of labor demonstrated an amniotic fluid index (AFI) of 28 cm. The patients two older siblings are both healthy. The patients temperature is 97.8F (36.6C), blood pressure is 58/37 mmHg, pulse is 166/min, and respirations are 38/min. On physical exam, the patient is in moderate distress. His abdomen is firm and distended with hypoactive bowel sounds.

Which of the following is the most likely etiology of this fetuss presentation?",Intestinal malrotation,Meconium ileus,Necrotizing enterocolitis,Pyloric stenosis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.86,
  ""rationale"": ""The quad screen pattern indicates trisomy 21, and the polyhydramnios with day-1 bilious vomiting is most consistent with duodenal obstruction (eg, duodenal atresia/annular pancreas). None of the listed options matches this etiology.""
}",,NO_VALID_OPTION,0.86,"The quad screen pattern indicates trisomy 21, and the polyhydramnios with day-1 bilious vomiting is most consistent with duodenal obstruction (eg, duodenal atresia/annular pancreas). None of the listed options matches this etiology."
94,94,"A 23-year-old college student presents to the clinic with a history of intermittent chest discomfort. He reports that, about once per month for the past 8 or 9 months, he's had episodes of ""feeling like my chest is going to explode."" During these episodes, he also feels shortness of breath, feels shakiness throughout his arms and legs, and sweats so heavily that he needs to change his shirt. He is unsure of any clear precipitating factors but thinks they may occur more often around important exams or when big school projects are due. He shares that, as these episodes continue to recur, he has had mounting anxiety about having one when he is in class or at a restaurant. As a result, he is leaving the house less and less. He has no past medical history; the physical exam is unremarkable. Which of the following is the best medication for the long-term management of this patient's condition?",Lithium,Lorazepam,Propranolol,Quetiapine,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""This presentation is most consistent with panic disorder with agoraphobic avoidance. First-line long-term management is an SSRI/SNRI and CBT, which are not listed. Benzodiazepines (e.g., lorazepam) are not preferred for long-term treatment, propranolol is for performance anxiety, and lithium/quetiapine are not indicated.""
}",,NO_VALID_OPTION,0.9,"This presentation is most consistent with panic disorder with agoraphobic avoidance. First-line long-term management is an SSRI/SNRI and CBT, which are not listed. Benzodiazepines (e.g., lorazepam) are not preferred for long-term treatment, propranolol is for performance anxiety, and lithium/quetiapine are not indicated."
95,95,"43-r-old mn rnt wth tnglng nd numbn of the lowr lmb for 2 wk.  also omln of rtnt n in his legs whh is not relieved by over-the-counter analgesics. Past medical history is significant for type 2 dbtes mellitus for 2 r, inconsistently managed with mtformn nd glmrd. n physical mnton, thr  drd nton to pain in both lower lmbs, but deep tndon rfl r ntt.  vtl gn include: blood rur 122/84 mm g, tmrtur 36.7C (98.1F), and rrtor rt 10/mn. His ankle-brachial pressure index (ABPI) on the right side is 1.1. His blood sugar analyses are as follows:
Fasting 141 mg/ dL
2 hours Post-Prandial 235 mg/ dL
HbA1c 8.1%
Which of the following is the best measure to prevent the progression of the symptoms present in this patient?",Use of atorvastatin,Femoro-Ileal artery bypass,Strict control of blood pressure,Lower limb amputation,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.86,
  ""rationale"": ""Findings are consistent with diabetic peripheral neuropathy; ABPI is normal, arguing against PAD. The key intervention to prevent progression is strict glycemic control, which is not listed. The provided options are irrelevant or inappropriate for neuropathy.""
}",,NO_VALID_OPTION,0.86,"Findings are consistent with diabetic peripheral neuropathy; ABPI is normal, arguing against PAD. The key intervention to prevent progression is strict glycemic control, which is not listed. The provided options are irrelevant or inappropriate for neuropathy."
96,96,"A 30-year-old man presents to his primary care provider complaining of drowsiness at work for the past several months. He finds his work as a computer programmer rewarding and looks forward to coming into the office every day. However, he often falls asleep during meetings even though he usually gets a good night sleep and has limited his exposure to alcohol and caffeine in the evening. His past medical history is noncontributory. His vital signs are within normal limits. Physical examination is unremarkable. The primary care provider recommends keeping a sleep journal and provides a questionnaire for the patients wife. The patient returns one month later to report no changes to his condition. The sleep journal reveals that the patient is getting sufficient sleep and wakes up rested. The questionnaire reveals that the patient does not snore nor does he stop breathing during his sleep. A sleep study reveals mean sleep latency of 6 minutes. Which of the following is the best course of treatment for this patients condition?",Methylphenidate,Imipramine,Increase daytime naps,Changing career,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""Short mean sleep latency with adequate nighttime sleep and no apnea suggests narcolepsy/idiopathic hypersomnia with excessive daytime sleepiness, best treated with a stimulant; methylphenidate is appropriate (modafinil not listed). Imipramine targets cataplexy, and scheduled naps are adjunctive rather than primary therapy. Changing careers is unnecessary.""
}",A,,0.85,"Short mean sleep latency with adequate nighttime sleep and no apnea suggests narcolepsy/idiopathic hypersomnia with excessive daytime sleepiness, best treated with a stimulant; methylphenidate is appropriate (modafinil not listed). Imipramine targets cataplexy, and scheduled naps are adjunctive rather than primary therapy. Changing careers is unnecessary."
97,97,The patient is given prophylactic labetalol and magnesium sulfate. Examination shows absent deep tendon reflexes bilaterally. Which of the following is the most appropriate next step in the management of this patient?,Stop labetalol,Stop magnesium sulfate and give lorazepam,Perform nerve conduction studies,Perform emergency cesarean section,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""Absent deep tendon reflexes in a patient on magnesium sulfate indicates magnesium toxicity. The appropriate management is to stop magnesium sulfate and administer IV calcium gluconate, which is not among the options. Therefore, none of the choices are correct.""
}",,NO_VALID_OPTION,0.95,"Absent deep tendon reflexes in a patient on magnesium sulfate indicates magnesium toxicity. The appropriate management is to stop magnesium sulfate and administer IV calcium gluconate, which is not among the options. Therefore, none of the choices are correct."
98,98,"A 30-year-old male presents to the emergency department with a complaint of abdominal pain. The patient states he was at a barbecue around noon. Lunch was arranged as a buffet without refrigeration. Within 2 to 3 hours, he had abdominal pain with 3 episodes of watery diarrhea. On exam, vital signs are T 99.1, HR 103, BP 110/55, RR 14. Abdominal exam is significant for pain to deep palpation without any rebounding or guarding. There is no blood on fecal occult testing (FOBT). What is the most likely cause of this patient's presentation?",Salmonella enteritidis,Staphylococcus aureus,Campylobacter jejuni,Vibrio cholerae,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Rapid onset (2–3 hours) after eating unrefrigerated buffet food suggests illness due to a preformed toxin. Staphylococcus aureus enterotoxin is the classic cause with abrupt nausea, abdominal pain, and watery diarrhea. The other options have longer incubations or different presentations.""
}",B,,0.9,"Rapid onset (2–3 hours) after eating unrefrigerated buffet food suggests illness due to a preformed toxin. Staphylococcus aureus enterotoxin is the classic cause with abrupt nausea, abdominal pain, and watery diarrhea. The other options have longer incubations or different presentations."
99,99,"A 26-year-old nurse comes to the physician because of a 2-month history of fatigue. She has had a lot of stress at work and has been on sick leave for 2 weeks, but states that she would like to return to work. She has had several episodes of lower abdominal pain. She says, """"I know I have cancer."""" She requests a diagnostic laparoscopy. She was diagnosed with peptic ulcer disease 6 months ago. Her only medication is omeprazole. The patient appears pale. Her temperature is 36.5 C (97.7 F), pulse is 120/min, and blood pressure is 90/65 mm Hg. On mental status examination she is tired and has a depressed mood. Physical examination shows pale conjunctivae and dry mucous membranes. There are numerous crusts along the course of her left arm veins. A grade 2/6 systolic ejection murmur is heard along the right-upper sternal border. Abdominal examination shows no abnormalities. There is generalized weakness of the proximal muscles. Laboratory studies show:
Hemoglobin 7.5 g/dL
Mean corpuscular volume 89 m3
Reticulocyte count 13.3%
Serum
Sodium 139 mEq/L
Potassium 3.9 mEq/L
Calcium 8.5 mg/dL
Test of the stool for occult blood is negative. Abdominal ultrasonography show no abnormalities. Which of the following is the most likely diagnosis?""",Factitious disorder,Somatic symptom disorder,Conversion disorder,Acute small bowel hemorrhage,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.86,
  ""rationale"": ""Severe normocytic anemia with high reticulocytes and hypotension suggests blood loss, but GI evaluation is negative and there are numerous crusts along arm veins, implying self-induced phlebotomy. As a healthcare worker requesting invasive procedures and insisting she has cancer, this pattern is most consistent with factitious disorder.""
}",A,,0.86,"Severe normocytic anemia with high reticulocytes and hypotension suggests blood loss, but GI evaluation is negative and there are numerous crusts along arm veins, implying self-induced phlebotomy. As a healthcare worker requesting invasive procedures and insisting she has cancer, this pattern is most consistent with factitious disorder."
100,100,"A 58-year-old man comes to the physician because he is unable to achieve erections during sexual intercourse. He first noticed the problem 8 months ago, when he became sexually active with a new girlfriend. He states that his relationship with his girlfriend is good, but his inability to engage in sexual intercourse has been frustrating. He has hyperlipidemia and was diagnosed with major depressive disorder 3 years ago. He works as a lawyer and enjoys his job, but he has had a great deal of stress lately. He had not been sexually active for the previous 3 years, since the death of his wife. He does not smoke. He drinks 46 beers on weekends. Current medications include simvastatin and citalopram. His temperature is 37.5C (99.5F), pulse is 80/min, and blood pressure is 135/82 mm Hg. BMI is 30 kg/m2. Pedal pulses are difficult to palpate. The remainder of the physical examination shows no abnormalities. Which of the following is the most appropriate next step in management?",Psychotherapy,Intracavernous prostaglandin E1 injections,Nocturnal penile tumescence testing,Switch citalopram to bupropion,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""His erectile dysfunction is likely medication-induced from citalopram, compounded by vascular risk factors. The most appropriate next step is to switch to bupropion, which has minimal sexual side effects and can improve sexual function. Psychotherapy and nocturnal testing are not first-line here, and intracavernous injections are reserved for PDE-5 inhibitor failure.""
}",D,,0.8,"His erectile dysfunction is likely medication-induced from citalopram, compounded by vascular risk factors. The most appropriate next step is to switch to bupropion, which has minimal sexual side effects and can improve sexual function. Psychotherapy and nocturnal testing are not first-line here, and intracavernous injections are reserved for PDE-5 inhibitor failure."
101,101,A 2-year-old girl with recurrent urinary tract infections is brought to the physician for a follow-up examination. Renal ultrasound shows bilateral dilation of the renal pelvis. A voiding cystourethrography shows retrograde flow of contrast into the ureters during micturition. Histologic examination of a kidney biopsy specimen is most likely to show which of the following findings?,Diffuse interstitial infiltration with T lymphocytes,Glomerular crescents with macrophages,Matrix expansion with mesangial proliferation,Thickened glomerular capillary loops,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Vesicoureteral reflux causes reflux nephropathy/chronic pyelonephritis, characterized by interstitial inflammation and fibrosis with mononuclear (T lymphocyte) infiltrates. The other options describe glomerular diseases not expected from reflux-related recurrent UTIs.""
}",A,,0.9,"Vesicoureteral reflux causes reflux nephropathy/chronic pyelonephritis, characterized by interstitial inflammation and fibrosis with mononuclear (T lymphocyte) infiltrates. The other options describe glomerular diseases not expected from reflux-related recurrent UTIs."
102,102,"A 17-year-old man presents to his family physician for an evaluation about the size of his penis. He feels increasingly anxious during physical education (PE) class as he has noticed that the size of his penis is significantly smaller when compared to his peers. Based on the physical examination, he is Tanner stage 1. The weight and height are 60 kg (132 lb) and 175 cm (5 ft 9 in), respectively. The cardiopulmonary examination is normal; however, the patient has difficulty identifying coffee grounds by smell. Which of the following explains the pathophysiology underlying this patients disorder?",Isolated gonadotropin-releasing hormone (GnRH) deficiency,Sex-specific epigenetic imprinting,Leptin receptor mutation,Non-disjunction of sex chromosomes,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.96,
  ""rationale"": ""Delayed puberty with anosmia in an adolescent male is classic for Kallmann syndrome, caused by isolated GnRH deficiency due to failed migration of GnRH neurons and olfactory bulbs. This leads to hypogonadotropic hypogonadism and impaired sense of smell.""
}",A,,0.96,"Delayed puberty with anosmia in an adolescent male is classic for Kallmann syndrome, caused by isolated GnRH deficiency due to failed migration of GnRH neurons and olfactory bulbs. This leads to hypogonadotropic hypogonadism and impaired sense of smell."
103,103,"A 59-year-old man comes to the emergency department because of excruciating left knee pain for 4 days. He underwent a total knee arthroplasty of his left knee joint 4 months ago. He has hypertension and osteoarthritis. Current medications include glucosamine, amlodipine, and meloxicam. His temperature is 38.1C (100.6F), pulse is 97/min, and blood pressure is 118/71 mm Hg. Examination shows a tender, swollen left knee joint; range of motion is limited by pain. Analysis of the synovial fluid confirms septic arthritis, and the prosthesis is removed. Which of the following is the most likely causal organism?",Escherichia coli,Staphylococcus aureus,Pseudomonas aeruginosa,Group B Streptococcus,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.7,
  ""rationale"": ""At 4 months post-arthroplasty, prosthetic joint infection is often due to staphylococci; although coagulase-negative staph is classic, among the listed options Staphylococcus aureus is the most likely. E. coli, Pseudomonas, and group B streptococcus are less common causes in this setting.""
}",B,,0.7,"At 4 months post-arthroplasty, prosthetic joint infection is often due to staphylococci; although coagulase-negative staph is classic, among the listed options Staphylococcus aureus is the most likely. E. coli, Pseudomonas, and group B streptococcus are less common causes in this setting."
104,104,"A 40-year-old man presents to his primary-care doctor for a follow-up of his hypertension. He is asymptomatic at his office visit and denies any new complaints. He has a 10-year history of hypertension that remains poorly controlled on maximum doses of lisinopril, hydrochlorothiazide, and amlodipine. His past medical history is otherwise unremarkable. He has no smoking history, drinks alcohol occasionally, and denies any illicit drug use. His father required a kidney transplant in his forties. The physical exam is notable for palpable flank masses bilaterally. Laboratory studies show a creatinine of 2.5. The physician orders a renal ultrasound, and the results are shown. Which of the following is the most appropriate test to screen for additional complications of this patient's condition?",Colonoscopy,Esophagogastroduodenoscopy,Liver function tests,Serum amylase and lipase,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.86,
  ""rationale"": ""Findings suggest autosomal dominant polycystic kidney disease, for which the key screening is brain imaging (MRA/CTA) for intracranial aneurysms and abdominal imaging for hepatic cysts. None of the listed options appropriately screen for these complications. Liver tests, colonoscopy, EGD, or amylase/lipase are not recommended screening tests in this context.""
}",null,NO_VALID_OPTION,0.86,"Findings suggest autosomal dominant polycystic kidney disease, for which the key screening is brain imaging (MRA/CTA) for intracranial aneurysms and abdominal imaging for hepatic cysts. None of the listed options appropriately screen for these complications. Liver tests, colonoscopy, EGD, or amylase/lipase are not recommended screening tests in this context."
105,105,"A 61-year-old man with schizophrenia in a locked inpatient psychiatry unit was observed making an unusual smacking motion with his lips, pursing his mouth, and blinking excessively. These symptoms started slowly about 2 weeks ago and have become more pronounced, but they do not seem to bother the patient. He resides in an inpatient psychiatric facility where he has been successfully treated with haloperidol for the past several months. His physical exam and vitals are within normal limits. Which of the following accurately describes his symptoms?",Akathisia,Acute dystonia,Pseudoparkinsonism,Palsy,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Chronic haloperidol with new-onset lip smacking, mouth pursing, and excessive blinking is most consistent with tardive dyskinesia. The provided options describe other extrapyramidal syndromes (akathisia, acute dystonia, pseudoparkinsonism) or are nonspecific (palsy), so none accurately describe these symptoms.""
}",null,NO_VALID_OPTION,0.9,"Chronic haloperidol with new-onset lip smacking, mouth pursing, and excessive blinking is most consistent with tardive dyskinesia. The provided options describe other extrapyramidal syndromes (akathisia, acute dystonia, pseudoparkinsonism) or are nonspecific (palsy), so none accurately describe these symptoms."
106,106,"A 56-year-old man is brought to the emergency room after a motor vehicle accident. The patients vitals are as follows: blood pressure 80/40 mm Hg, heart rate 111/min, respiratory rate 39/min, and temperature 37.1C (98.8). On physical examination, the patient is unconscious with a GCS of 9/15 and is cyanotic. There are open fractures of the left femur and left tibia, a likely shoulder dislocation, multiple contusions on the limbs and thorax, and a puncture wound on the left side of his chest. There are no breath sounds on the left side and there is hyperresonance to percussion on the left. Preparations are made for an emergency needle thoracostomy to be performed to treat this patients likely tension pneumothorax. Which one of the following is the best choice to provide informed consent for this procedure?","The patients closest relatives (spouse, child or parent), who must be brought to the hospital as fast as possible","One of the witnesses at the scene of the car accident, who should be brought to the hospital as fast as possible",The hospital ethics committee,Informed consent is not needed in this case,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""This is a life-threatening emergency with an unconscious patient lacking decision-making capacity. Emergency care necessary to prevent death or serious harm may proceed under implied consent without delay to locate surrogates. Needle thoracostomy for suspected tension pneumothorax is appropriate and does not require informed consent here.""
}",D,,0.95,This is a life-threatening emergency with an unconscious patient lacking decision-making capacity. Emergency care necessary to prevent death or serious harm may proceed under implied consent without delay to locate surrogates. Needle thoracostomy for suspected tension pneumothorax is appropriate and does not require informed consent here.
107,107,"A 28-year-old primigravid woman at 39 weeks gestation is admitted to the hospital in active labor. On examination, the cervix is 100% effaced and 10 cm dilated. After 5 minutes of pushing, there is a prolonged deceleration of the fetal heart rate to 90/min. A decision to perform an episiotomy is made to expedite vaginal delivery. The anesthesiologist locates the ischial spines by palpating the posterolateral vaginal sidewall and administers an anesthetic. Three minutes later, pinching the posterior vulva does not provoke pain. The anesthetized nerve most likely also supplies which of the following structures?",Obturator externus muscle,Skin of the lateral thigh,External anal sphincter,Skin of the mons pubis,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.92,
  ""rationale"": ""Palpation at the ischial spine and loss of posterior vulvar sensation indicate a pudendal nerve block. The pudendal nerve supplies the posterior labia, perineal skin, and motor innervation to the external anal sphincter; it does not innervate the obturator externus, lateral thigh skin, or mons pubis.""
}",C,,0.92,"Palpation at the ischial spine and loss of posterior vulvar sensation indicate a pudendal nerve block. The pudendal nerve supplies the posterior labia, perineal skin, and motor innervation to the external anal sphincter; it does not innervate the obturator externus, lateral thigh skin, or mons pubis."
108,108,"A 19-year-old man in a 3-month relationship with a woman experiences frequent sexual fantasies about male coworkers. He lives in a conservative community and does not know any openly gay men. Two days ago, he joined a local group considered by many organizations to be a hate group. Together with the other members, he attacked a gay couple on their way home from dinner. Which of the following psychological defense mechanisms is he demonstrating?",Acting out,Sublimation,Reaction formation,Intellectualization,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.92,
  ""rationale"": ""He has unacceptable same-sex attraction and defends against it by adopting the opposite stance—joining an anti-gay group and attacking a gay couple—typical of reaction formation. This is not sublimation, acting out, or intellectualization.""
}",C,,0.92,"He has unacceptable same-sex attraction and defends against it by adopting the opposite stance—joining an anti-gay group and attacking a gay couple—typical of reaction formation. This is not sublimation, acting out, or intellectualization."
109,109,"A 19-year-old man is brought to the emergency department by ambulance because of unusual behavior that started 3 hours ago while he was at a party. He has a history of major depressive disorder and seasonal allergies. His mother has a history of anxiety. He drinks 5 beers on the weekends. Current medications include amitriptyline and diphenhydramine. The patient does not respond to questions and repeatedly says, """"The government is following me everywhere."""" His temperature is 37.9C (100.2F), pulse is 115/min, respirations are 24/min, and blood pressure is 160/89 mm Hg. He is diaphoretic. He is not oriented to place or time. Neurologic examination shows dilated pupils bilaterally and diffuse hyperreflexia. His feet are cold, and capillary refill time is 3 seconds. After the examination, the patient starts screaming and tries to bite the physician. Urine toxicology screening is positive for ethyl glucuronide. Which of the following is the most likely explanation for this patient's symptoms?""",Brief psychotic disorder,Neuroleptic malignant syndrome,Anticholinergic toxicity,Lysergic acid diethylamide intoxication,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.84,
  ""rationale"": ""Acute onset of paranoia, agitation, mydriasis, hypertension, tachycardia, diaphoresis, and hyperreflexia after a party is most consistent with LSD intoxication causing sympathetic activation. Anticholinergic toxicity typically has dry, hot skin (not diaphoresis) and lacks hyperreflexia, and NMS requires dopamine antagonist exposure with lead-pipe rigidity. Brief psychotic disorder does not explain the prominent autonomic findings.""
}",D,,0.84,"Acute onset of paranoia, agitation, mydriasis, hypertension, tachycardia, diaphoresis, and hyperreflexia after a party is most consistent with LSD intoxication causing sympathetic activation. Anticholinergic toxicity typically has dry, hot skin (not diaphoresis) and lacks hyperreflexia, and NMS requires dopamine antagonist exposure with lead-pipe rigidity. Brief psychotic disorder does not explain the prominent autonomic findings."
110,110,A 72-year-old woman is admitted to the hospital for treatment of unstable angina. Cardiac catheterization shows occlusion that has caused a 50% reduction in the diameter of the left circumflex artery. Resistance to blood flow in this vessel has increased by what factor relative to a vessel with no occlusion?,64,16,8,32,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""By Poiseuille’s law, resistance is inversely proportional to the fourth power of the radius. A 50% reduction in diameter halves the radius, increasing resistance by (1/0.5)^4 = 16-fold.""
}",B,,0.95,"By Poiseuille’s law, resistance is inversely proportional to the fourth power of the radius. A 50% reduction in diameter halves the radius, increasing resistance by (1/0.5)^4 = 16-fold."
111,111,A 27-year-old HIV positive female gave birth to a 7lb 2oz (3.2 kg) baby girl. The obstetrician is worried that the child may have been infected due to the mother's haphazard use of her anti-retroviral medications. Which of the following assays would a hospital use detect the genetic material of HIV if the child had been infected?,Western blot,Rapid HIV antibody test,Polymerase chain reaction,Southern blot,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Polymerase chain reaction detects HIV genetic material (RNA/DNA) and is the preferred test for infants where maternal antibodies make serologic tests unreliable. Western blot and rapid tests detect antibodies, and Southern blot is not used clinically for HIV diagnosis.""
}",C,,0.95,"Polymerase chain reaction detects HIV genetic material (RNA/DNA) and is the preferred test for infants where maternal antibodies make serologic tests unreliable. Western blot and rapid tests detect antibodies, and Southern blot is not used clinically for HIV diagnosis."
