row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
158,158,"A 66-year-old male presents to his primary care physician to discuss his increasing shortness of breathover the last 3 months. He notes that this is particularly obvious when he is mowing his lawn or climbing the stairs in his home. His past medical history is significant for hypertension that is well-controlled with lisinopril. His vital signs are as follows: T 37.6 C, HR 88, BP 136/58, RR 18, SpO2 97% RA. Physical examination is significant for an early diastolic blowing, decrescendo murmur heard best at the left sternal border, a midsystolic murmur heard best at the right upper sternal border, and a late diastolic rumbling murmur heard best at the apex on auscultation. In addition, an S3 heart sound is also present. Bounding pulses are palpated at the radial arteries bilaterally. Which of the following diagnoses is most likely in this patient?",Mitral regurgitation,Mitral stenosis,Aortic stenosis,Mitral prolapse,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and physical examination findings, including the early diastolic blowing decrescendo murmur and bounding pulses, are suggestive of aortic regurgitation, but the combination of murmurs, particularly the late diastolic rumbling murmur at the apex and the presence of an S3 heart sound, points more towards mitral regurgitation as a significant component, possibly in conjunction with aortic regurgitation given the context.""
}",A,,0.9,"The patient's symptoms and physical examination findings, including the early diastolic blowing decrescendo murmur and bounding pulses, are suggestive of aortic regurgitation, but the combination of murmurs, particularly the late diastolic rumbling murmur at the apex and the presence of an S3 heart sound, points more towards mitral regurgitation as a significant component, possibly in conjunction with aortic regurgitation given the context."
159,159,"A 28-year-old female visits her physician for workup of a new onset diastolic murmur found on physical examination. Past medical history is insignificant. Her temperature is 37.0 degrees C, blood pressure is 115/75 mm Hg, pulse is 76/min, and respiratory rate is 16/min. The patient denies dyspnea, fatigue, and syncope. Transthoracic echocardiography reveals a large, pedunculated tumor in the left atrium. This patient is most at risk for:",Abrupt hypotension,Deep venous thrombosis,Acute arterial occlusion,Septic embolism,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has a large, pedunculated tumor in the left atrium, which is likely a myxoma. This type of tumor can embolize and cause acute arterial occlusion. The mobility of the tumor increases the risk of embolization, making acute arterial occlusion a significant concern.""
}",C,,0.9,"The patient has a large, pedunculated tumor in the left atrium, which is likely a myxoma. This type of tumor can embolize and cause acute arterial occlusion. The mobility of the tumor increases the risk of embolization, making acute arterial occlusion a significant concern."
160,160,"A 57-year-old woman is brought to the emergency department by ambulance for dysarthria and left-sided facial droop. She is accompanied by her son, who states that the patient had just returned home an hour ago from walking the dog when suddenly the patient stated she felt strange. When her son asked her what was wrong, her speech was slurred and her ""face looked funny. The son quickly called an ambulance. The paramedic upon arrival noted that the patient had left-sided facial droop. Her medical history includes asthma and sickle cell disease. She takes hydroxyurea, uses oxycodone as needed for pain, and an albuterol inhaler as needed for shortness of breath. The patients temperature is 97F (36.1C), blood pressure is 145/72 mmHg, pulse is 93/min, and respirations are 14/min with an oxygen saturation of 96% on room air. On physical examination, a left-sided facial droop is appreciated. She has trouble articulating her words, and her speech is garbled. She is put on 2 L of oxygen by nasal cannula. Labs are obtained and pending. Which of the following therapies is most likely indicated?",Alteplase,Exchange transfusion,Hydralazine,Warfarin,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of sudden onset dysarthria and left-sided facial droop are suggestive of an acute ischemic stroke. Alteplase is a thrombolytic agent that is indicated for the treatment of acute ischemic stroke within a certain time frame. The patient's presentation and the fact that she was last seen normal an hour ago make alteplase a likely indicated therapy.""
}",A,,0.9,The patient's symptoms of sudden onset dysarthria and left-sided facial droop are suggestive of an acute ischemic stroke. Alteplase is a thrombolytic agent that is indicated for the treatment of acute ischemic stroke within a certain time frame. The patient's presentation and the fact that she was last seen normal an hour ago make alteplase a likely indicated therapy.
161,161,A 24-year-old woman comes to the physician because she had unprotected intercourse with her boyfriend the previous day. She has had regular menses since menarche at the age of 12. Her last menstrual period was 3 weeks ago. She has no history of serious illness but is allergic to certain jewelry and metal alloys. She takes no medications. A urine pregnancy test is negative. She does not wish to become pregnant until she finishes college in six months. Which of the following is the most appropriate next step in management?,Insert copper-containing intra-uterine device,Administer ulipristal acetate,Administer depot medroxyprogesterone acetate,Administer combined oral contraceptive,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient had unprotected intercourse and does not wish to become pregnant, so emergency contraception is needed. Ulipristal acetate is a suitable option for emergency contraception within 120 hours of unprotected sex. The copper-containing intra-uterine device is also an option, but ulipristal acetate is more appropriate given the time frame and the patient's desire for a short-term solution.""
}",B,,0.9,"The patient had unprotected intercourse and does not wish to become pregnant, so emergency contraception is needed. Ulipristal acetate is a suitable option for emergency contraception within 120 hours of unprotected sex. The copper-containing intra-uterine device is also an option, but ulipristal acetate is more appropriate given the time frame and the patient's desire for a short-term solution."
162,162,An asymptomatic 65-year-old woman is found to have T-score of -2.6 SD on routine bone mineral density screening. She has a 10-year history of hypertension and an esophageal stricture due to severe gastroesophageal reflux disease. She was diagnosed with endometrial hyperplasia 20 years ago and treated with medroxyprogesterone. Menarche started at 11 years of age and her last menstrual period was 8 years ago. Her last mammography and PAP smear 6 months ago showed no abnormalities. Her mother died of breast cancer at the age of 45 years. The patient does not have any children. Current medications include lansoprazole and hydrochlorothiazide. Her blood pressure is 135/85 mm Hg. Physical examination shows no abnormalities. Treatment is begun with a drug that prevents further bone resorption and reduces her risk of developing breast cancer. This drug puts her at an increased risk of which of the following adverse effects?,Skin infections,Osteosarcoma,Hypercholesterolemia,Deep vein thrombosis,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's treatment likely includes a selective estrogen receptor modulator (SERM) or possibly hormone therapy given her menopausal status and the need for a drug that prevents bone resorption and reduces breast cancer risk. However, given the specific benefits mentioned, a more likely candidate is a SERM like raloxifene or tamoxifen, which are known to increase the risk of deep vein thrombosis. The patient's history and the described treatment benefits align with the use of such a medication.""
}",D,,0.9,"The patient's treatment likely includes a selective estrogen receptor modulator (SERM) or possibly hormone therapy given her menopausal status and the need for a drug that prevents bone resorption and reduces breast cancer risk. However, given the specific benefits mentioned, a more likely candidate is a SERM like raloxifene or tamoxifen, which are known to increase the risk of deep vein thrombosis. The patient's history and the described treatment benefits align with the use of such a medication."
163,163,A 58-year-old white man with hypertension and type 2 diabetes mellitus comes to the physician because of a 3-month history of a painless lesion on his lower lip. He has smoked one pack of cigarettes daily for 20 years. He has worked as a fruit picker for the past 25 years. His current medications include captopril and metformin. Examination of the oral cavity shows a single ulcer near the vermillion border. Which of the following is the most likely diagnosis?,Herpes labialis,Aphthous stomatitis,Actinic keratosis,Traumatic ulcer,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""The patient's long history of working outdoors as a fruit picker increases his risk for actinic keratosis, a precursor to squamous cell carcinoma, due to prolonged sun exposure. The location near the vermillion border and description as a painless lesion are also consistent with actinic keratosis. The patient's smoking history further increases his risk for oral lesions.""
}",C,,0.8,"The patient's long history of working outdoors as a fruit picker increases his risk for actinic keratosis, a precursor to squamous cell carcinoma, due to prolonged sun exposure. The location near the vermillion border and description as a painless lesion are also consistent with actinic keratosis. The patient's smoking history further increases his risk for oral lesions."
164,164,"An unconscious 55-year-old man is brought to the Emergency Department by ambulance. He had recently lost his job and his house was about to begin foreclosure. His adult children were concerned for his well being and called the police requesting a welfare check. He was found unresponsive in his gurague. There were several empty bottles of vodka around him and one half empty container of antifreeze. A review of his medical records reveals that he was previously in good health. Upon arrival to the ED he regains consciousness.  His blood pressure is 135/85 mmHg, heart rate 120/min, respiratory rate 22/min, and temperature 36.5C (97.7F). On physical exam his speech is slurred and he has difficulty following commands. His abdomen is diffusely tender to palpation with no rebound tenderness. Initial laboratory tests show an elevated serum creatinine (Cr) of 1.9 mg/dL, and blood urea nitrogen (BUN) of 29 mg/dL. Which of the following findings would be expected in this patients urine?",Eosinophilia,Hyaline casts,Urine ketones,Urate crystals,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's ingestion of antifreeze, which contains ethylene glycol, is likely to cause acute kidney injury, and one of the laboratory findings in ethylene glycol poisoning is the presence of eosinophilia in the urine.""
}",A,,0.9,"The patient's ingestion of antifreeze, which contains ethylene glycol, is likely to cause acute kidney injury, and one of the laboratory findings in ethylene glycol poisoning is the presence of eosinophilia in the urine."
165,165,"A 38-year-old woman presents with eye dryness and a foreign body sensation in the eyes. On physical examination, the oral cavity shows mucosal ulceration and atrophy. Biopsy of the lower lip shows marked lymphocytic infiltration of the minor salivary glands. Which of the following is most likely seen in this patient?",Anti-Sjgren's syndrome type B (SS-B) antibody,Anti-centromere antibody,Anti-Jo-1 antibody,Anti-double stranded (-ds)DNA,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of eye dryness, foreign body sensation, and mucosal ulceration along with biopsy findings of lymphocytic infiltration of the minor salivary glands are characteristic of Sjögren's syndrome, an autoimmune disorder often associated with the presence of anti-SS-B antibodies.""
}",A,,0.9,"The patient's symptoms of eye dryness, foreign body sensation, and mucosal ulceration along with biopsy findings of lymphocytic infiltration of the minor salivary glands are characteristic of Sjögren's syndrome, an autoimmune disorder often associated with the presence of anti-SS-B antibodies."
166,166,"A 51-year-old man presents to his primary care provider complaining of malaise. He returned from a research trip to Madagascar 2 weeks ago and has since developed a worsening fever with a maximum temperature of 102.2F (39C). He also reports some swelling around his neck and groin. He works as a zoologist and was in rural Madagascar studying a rare species of lemur. His past medical history is notable for hypertension and gout. He takes lisinopril and allopurinol. His temperature is 101.9F (38.3C), blood pressure is 145/85 mmHg, pulse is 110/min, and respirations are 22/min. On exam, he has painful erythematous cervical, axillary, and inguinal lymphadenopathy. Black hemorrhagic eschars are noted on his fingertips bilaterally. The pathogen responsible for this patients condition produces a virulence factor that has which of the following functions?",Cleave immunoglobulin,Inhibit leukocyte migration,Inhibit phagocytosis,Trigger widespread inflammation,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including fever, lymphadenopathy, and eschars, are consistent with a diagnosis of plague, caused by Yersinia pestis. The virulence factor of Yersinia pestis, such as lipopolysaccharide, triggers a strong inflammatory response, leading to widespread inflammation.""
}",D,,0.9,"The patient's symptoms, including fever, lymphadenopathy, and eschars, are consistent with a diagnosis of plague, caused by Yersinia pestis. The virulence factor of Yersinia pestis, such as lipopolysaccharide, triggers a strong inflammatory response, leading to widespread inflammation."
167,167,A 68-year-old male comes to the physician for evaluation of right flank pain. He has a history of diabetes and peripheral artery disease. His blood pressure is 160/90 mm Hg. Physical examination shows abdominal tenderness and right flank tenderness. An ultrasound shows dilation of the right ureter and renal pelvis. Which of the following is the most likely underlying cause of this patient's condition?,Renal artery stenosis,Benign prostatic hyperplasia,Diabetic nephropathy,Urethral stricture,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms and ultrasound findings suggest an obstruction of the urinary tract, and benign prostatic hyperplasia is a common cause of urinary obstruction in older males, leading to dilation of the ureter and renal pelvis.""
}",B,,0.8,"The patient's symptoms and ultrasound findings suggest an obstruction of the urinary tract, and benign prostatic hyperplasia is a common cause of urinary obstruction in older males, leading to dilation of the ureter and renal pelvis."
168,168,"A 35-year-old woman comes to the physician because she has been feeling very stressed over the past several months. During this period, she has found it difficult to relax. She states that her head is full of worries. She works at an accountant's office and reports difficulty in concentrating on her work. She has been working longer shifts because one of her coworkers is on vacation and reports feeling more tired than usual. She is married and frequently fights with her husband. The patient states that in order to deal with her stress, she goes shopping. While shopping, she steals small trivial items and feels immediately relieved thereafter. She discards the objects she steals and has feelings of shame and guilt about her actions. Her husband is concerned about her behavior, but she is unable to stop shoplifting. Her vital signs are within normal limits. On mental status examination, she is oriented to person, place, and time. She reports feeling anxious. Physical examination shows no abnormalities. Which of the following is the most appropriate next step in management?",Administration of lithium,Interpersonal therapy,Psychodynamic psychotherapy,Motivational interviewing,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's behavior of stealing small items and feeling relieved, followed by shame and guilt, suggests a compulsive behavior, and psychodynamic psychotherapy can help explore underlying conflicts and motivations. This approach may help her understand and manage her stress and anxiety in a more constructive way.""
}",C,,0.8,"The patient's behavior of stealing small items and feeling relieved, followed by shame and guilt, suggests a compulsive behavior, and psychodynamic psychotherapy can help explore underlying conflicts and motivations. This approach may help her understand and manage her stress and anxiety in a more constructive way."
169,169,"A 23-year-old man is brought to the emergency department 25 minutes after being involved in a high-speed motor vehicle collision in which he was the restrained driver. On questioning by the paramedics, he reported severe chest pain and mild dyspnea. On arrival, he is confused and unable to provide a history. His pulse is 93/min, respirations are 28/min, and blood pressure is 91/65 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 88%. He is able to move his extremities in response to commands. He opens his eyes spontaneously. Pupils are equal and reactive to light. Examination shows multiple bruises over the trunk and extremities. There is a 3-cm (1.2-in) wound at the left fifth intercostal space at the midclavicular line. There is jugular venous distention. Decreased breath sounds and hyperresonance on percussion are noted on the left. Which of the following is the most appropriate next step in management?",CT scan of the chest,Bronchoscopy,Emergency thoracotomy,"X-ray of the chest
""","{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with severe chest pain, dyspnea, jugular venous distention, and decreased breath sounds on one side suggests a tension pneumothorax, which is a medical emergency. A chest X-ray is the most appropriate next step to quickly confirm the diagnosis and guide further management.""
}",D,,0.9,"The patient's presentation with severe chest pain, dyspnea, jugular venous distention, and decreased breath sounds on one side suggests a tension pneumothorax, which is a medical emergency. A chest X-ray is the most appropriate next step to quickly confirm the diagnosis and guide further management."
170,170,A 29-year-old man is referred by his marriage counselor to the outpatient psychiatry clinic. The patients wife is with him and states that her husband is always complaining and critical of others. He was recently fired from his job to which he claims that his boss was jealous of his hard work. He also does not trust his neighbors and thinks they are out to get all the nice things he has. His wife also says that he has begun to doubt her fidelity and believes that even the marriage counselor is on her side. Which of the following psychiatric disorders also belongs to the same cluster of symptoms?,Schizotypal personality disorder,Obsessive-compulsive personality disorder,Antisocial personality disorder,Narcissistic personality disorder,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, such as being critical of others, distrustful of neighbors, and doubting his wife's fidelity, suggest a pattern of paranoid thinking, which is characteristic of Cluster A personality disorders. Schizotypal personality disorder is part of this cluster and involves suspiciousness and paranoid ideation. The patient's behavior and thoughts align with the diagnostic criteria for this disorder.""
}",A,,0.9,"The patient's symptoms, such as being critical of others, distrustful of neighbors, and doubting his wife's fidelity, suggest a pattern of paranoid thinking, which is characteristic of Cluster A personality disorders. Schizotypal personality disorder is part of this cluster and involves suspiciousness and paranoid ideation. The patient's behavior and thoughts align with the diagnostic criteria for this disorder."
171,171,"A 39-year-old man presents to his primary care physician because he has been having severe headaches and fever for the last 2 days. He also says his right eyelid has been painlessly swelling and is starting to block his vision from that eye. He recently returned from a tour of the world where he visited Thailand, Ethiopia, and Brazil. Otherwise his past medical history is unremarkable. On presentation, his temperature is 102F (38.8C), blood pressure is 126/81 mmHg, pulse is 125/min, and respirations are 13/min. Physical exam reveals a nontender swelling of the right eyelid, lymphadenopathy, and an indurated red patch with surrounding erythema and local swelling on his left leg. Which of the following drugs should be used to treat this patient's condition?",Diethylcarbamazine,Ivermectin,Mebendazol,Sodium stibogluconate,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including severe headaches, fever, painless swelling of the eyelid, lymphadenopathy, and an indurated red patch on the leg, are suggestive of cutaneous leishmaniasis, which is commonly treated with Sodium stibogluconate. The patient's travel history to endemic areas such as Ethiopia and Brazil also supports this diagnosis.""
}",D,,0.9,"The patient's symptoms, including severe headaches, fever, painless swelling of the eyelid, lymphadenopathy, and an indurated red patch on the leg, are suggestive of cutaneous leishmaniasis, which is commonly treated with Sodium stibogluconate. The patient's travel history to endemic areas such as Ethiopia and Brazil also supports this diagnosis."
172,172,"A 25-year-old woman presents to her physician with complaints of cyclic vomiting for 3 days. The vomitus is watery and contains undigested food particles. She also complains of feeling tired and having the sniffles. She has not felt like eating or drinking since her symptoms started, and she has not taken any medications. Her concern now is that she immediately gets dizzy when she stands up. Vitals signs include: pulse 120/min, respiratory rate 9/min, and blood pressure 100/70 mm Hg. Her eyes are sunken, and her tongue appears dry. Which set of lab values would best correspond to this patients condition?","pH = 7.5, Pco2 = 50 mm Hg, HCO32- = 38 mEq/L","pH = 7.2, Pco2 = 25 mm Hg, HCO32- = 30 mEq/L","pH = 7.5, Pco2 = 34 mm Hg, HCO32- = 38 mEq/L","pH = 7.5, Pco2 = 30 mm Hg, HCO32- = 24 mEq/L","{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of cyclic vomiting, tiredness, and dizziness upon standing suggest dehydration and metabolic alkalosis, which is characterized by an elevated pH and bicarbonate level, and a relatively low Pco2 level, making option C the most likely set of lab values.""
}",C,,0.9,"The patient's symptoms of cyclic vomiting, tiredness, and dizziness upon standing suggest dehydration and metabolic alkalosis, which is characterized by an elevated pH and bicarbonate level, and a relatively low Pco2 level, making option C the most likely set of lab values."
173,173,"A 35-year-old woman presents with severe fear reactions to seeing dogs after moving into a new suburban neighborhood. She states that she has always had an irrational and excessive fear of dogs but has been able to avoid it for most of her life while living in the city. When she sees her neighbors walking their dogs outside, she is terrified and begins to feel short of breath. Recently, she has stopped picking up her children from the bus stop and no longer plays outside with her children in order to avoid seeing any dogs. Which of the following would be the best definitive treatment for this patient?",Selective serotonin reuptake inhibitors (SSRIs),Short-acting benzodiazepines,Systematic desensitization,Dialectical behavioral therapy,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms are consistent with a specific phobia, and systematic desensitization is a well-established, effective treatment for specific phobias. This technique involves gradually exposing the patient to the feared object or situation in a controlled and safe manner, reducing anxiety and avoidance behaviors. It is a definitive treatment that directly addresses the patient's phobia.""
}",C,,0.9,"The patient's symptoms are consistent with a specific phobia, and systematic desensitization is a well-established, effective treatment for specific phobias. This technique involves gradually exposing the patient to the feared object or situation in a controlled and safe manner, reducing anxiety and avoidance behaviors. It is a definitive treatment that directly addresses the patient's phobia."
174,174,"A previously healthy 19-year-old man comes to the physician with right-sided, dull, throbbing scrotal pain for 12 hours. He has also had a burning sensation on urination and increased urinary frequency for the past 3 days. He has not had urethral discharge. He is sexually active with one female partner and does not use condoms. Vital signs are within normal limits. Physical examination shows a tender right testicle; lifting it provides relief. The penis appears normal, with no discharge at the meatus. Laboratory studies show a normal complete blood count; urinalysis shows 3 WBC/hpf. A Gram stain of a urethral swab shows polymorphonuclear leukocytes but no organisms. Testicular ultrasound shows increased blood flow to the right testicle compared to the left. Which of the following is the most likely cause of this patient's symptoms?",Neisseria gonorrhoeae infection,Testicular tumor,Treponema pallidum infection,Varicocele,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The patient's symptoms, such as scrotal pain, burning sensation on urination, and increased urinary frequency, along with the physical examination and laboratory findings, suggest epididymitis, which is not explicitly listed as an option. Epididymitis is often caused by Chlamydia trachomatis, especially in sexually active young men, but this option is not provided.""
}",,INSUFFICIENT_INFO,0.0,"The patient's symptoms, such as scrotal pain, burning sensation on urination, and increased urinary frequency, along with the physical examination and laboratory findings, suggest epididymitis, which is not explicitly listed as an option. Epididymitis is often caused by Chlamydia trachomatis, especially in sexually active young men, but this option is not provided."
175,175,"A 59-year-old woman comes to the physician 2 weeks after noticing a lump in her left breast. Examination of the left breast shows a firm, nontender mass close to the nipple. Mammography shows an irregular calcified mass. A core needle biopsy shows invasive ductal carcinoma. Genetic analysis of this patient's cancer cells is most likely to show overexpression of which of the following genes?",HER2,TP53,BRCA-2,BCL-2,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""Invasive ductal carcinoma is the most common type of breast cancer and TP53 mutations are common in many types of cancer, including breast cancer, particularly in sporadic cases. The TP53 gene is a tumor suppressor gene, and its mutation can lead to uncontrolled cell growth. While HER2 and BRCA-2 are also associated with breast cancer, TP53 is more broadly implicated in the disease's pathogenesis.""
}",B,,0.8,"Invasive ductal carcinoma is the most common type of breast cancer and TP53 mutations are common in many types of cancer, including breast cancer, particularly in sporadic cases. The TP53 gene is a tumor suppressor gene, and its mutation can lead to uncontrolled cell growth. While HER2 and BRCA-2 are also associated with breast cancer, TP53 is more broadly implicated in the disease's pathogenesis."
176,176,"Five days after undergoing an emergency appendectomy under general inhalational anesthesia while on a trip to Haiti, a 43-year-old woman develops low-grade fever, vomiting, and abdominal pain. During the surgery, she received a transfusion of 1 unit of packed red blood cells. Three days after the surgery, she was stable enough to be transported back to the United States. She has no history of serious illness and takes no medications. Her temperature is 38.3C (100.9F), pulse is 80/min, and blood pressure is 138/76 mm Hg. Examination shows jaundice of the skin and conjunctivae. Abdominal examination shows moderate tenderness over the liver. The liver is palpated 2 to 3 cm below the right costal margin. Laboratory studies show:
Hemoglobin count 12.0 g/dL
Leukocyte count 10,400 mm3
Segmented neutrophils 55%
Bands 1%
Eosinophils 13%
Lymphocytes 28%
Monocytes 3%
Platelet count 160,000 mm3
Serum
Alkaline phosphatase 102 U/L
Aspartate aminotransferase 760 U/L
Bilirubin
Total 3.8 mg/dL
Direct 3.1 mg/dL
Anti-HAV IgG positive
Anti-HAV IgM negative
Anti-HBs positive
HBsAg negative
Anti-HCV antibodies negative
Abdominal ultrasonography shows an enlarged liver. A biopsy of the liver shows massive centrilobular necrosis. Which of the following is the most likely underlying cause of this patient's condition?""",Adverse effect of anesthetic,Gram negative bacteria in the bloodstream,Trauma to the bile duct,Excessive lysis of red blood cells,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including jaundice, abdominal pain, and elevated liver enzymes, along with the liver biopsy showing massive centrilobular necrosis, are consistent with halothane hepatitis, a rare but severe adverse effect of certain inhalational anesthetics, which the patient was exposed to during her surgery.""
}",A,,0.9,"The patient's symptoms, including jaundice, abdominal pain, and elevated liver enzymes, along with the liver biopsy showing massive centrilobular necrosis, are consistent with halothane hepatitis, a rare but severe adverse effect of certain inhalational anesthetics, which the patient was exposed to during her surgery."
177,177,"A 57-year-old man presents to the emergency department with confusion. His symptoms started a few days ago and have been gradually worsening. Initially, the patient had a fever and a cough which has progressed to abdominal pain, diarrhea, and confusion. His temperature is 102F (38.9C), blood pressure is 127/68 mmHg, pulse is 120/min, respirations are 17/min, and oxygen saturation is 94% on room air. Physical exam is notable for localized crackles and decreased breath sounds in the left lower lung field. The patient is confused and is answering questions inappropriately. Laboratory studies are ordered as seen below.

Hemoglobin: 12 g/dL
Hematocrit: 36%
Leukocyte count: 16,500/mm^3 with normal differential
Platelet count: 190,000/mm^3

Serum:
Na+: 130 mEq/L
Cl-: 100 mEq/L
K+: 4.3 mEq/L
HCO3-: 25 mEq/L
BUN: 20 mg/dL
Glucose: 99 mg/dL
Creatinine: 1.1 mg/dL
Ca2+: 10.2 mg/dL

Which of the following is the best diagnostic test to guide current therapy in this patient?",Chest radiography,Lung biopsy,Sputum culture,Urine antigen test,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of fever, cough, and localized crackles in the left lower lung field suggest a respiratory infection, and a sputum culture would be the best diagnostic test to guide antibiotic therapy. The presence of confusion and abdominal symptoms could be indicative of a systemic infection, and identifying the causative pathogen is crucial for targeted treatment.""
}",C,,0.8,"The patient's symptoms of fever, cough, and localized crackles in the left lower lung field suggest a respiratory infection, and a sputum culture would be the best diagnostic test to guide antibiotic therapy. The presence of confusion and abdominal symptoms could be indicative of a systemic infection, and identifying the causative pathogen is crucial for targeted treatment."
178,178,"A 30-year-old man presents to his primary care physician with complaints of excessive fatigue and weakness for the last several weeks. He also complains of abdominal pain and constipation for the same duration. On further questioning, he reports that he has lost 8 pounds in the last 2 weeks. Past medical history and family history are insignificant. His temperature is 37.3 C (99.2 F), respirations are 21/min, pulse is 63/min, and blood pressure is 99/70 mm Hg. On physical examination, he is a tired-appearing, thin male. He has a bronze discoloration to his skin, but he denies being outside in the sun or any history of laying in tanning beds. What is the next best step in the management of this patient?",Administer intravenous fludrocortisone,Start him on androgen replacement treatment,Start him on both hydrocortisone and fludrocortisone therapy,Order an ACTH stimulation test,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of fatigue, weakness, abdominal pain, constipation, and weight loss, along with the bronze discoloration of the skin, suggest adrenal insufficiency, possibly primary adrenal insufficiency (Addison's disease). An ACTH stimulation test is a crucial diagnostic tool to assess adrenal function and confirm the diagnosis.""
}",D,,0.9,"The patient's symptoms of fatigue, weakness, abdominal pain, constipation, and weight loss, along with the bronze discoloration of the skin, suggest adrenal insufficiency, possibly primary adrenal insufficiency (Addison's disease). An ACTH stimulation test is a crucial diagnostic tool to assess adrenal function and confirm the diagnosis."
179,179,"A 2,300 g (5 lb) male newborn is delivered to a 29-year-old primigravid woman. The mother has HIV and received triple antiretroviral therapy during pregnancy. Her HIV viral load was 678 copies/mL 1 week prior to delivery. Labor was uncomplicated. Apgar scores were 7 and 8 at 1 and 5 minutes respectively. Physical examination of the newborn shows no abnormalities. Which of the following is the most appropriate next step in the management of this infant?",HIV antibody testing,HIV DNA testing,HIV RNA testing,Reassurance and follow-up,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The newborn is at risk for HIV infection due to the mother's HIV status and detectable viral load at the time of delivery. HIV RNA testing, also known as viral load testing, is the most appropriate next step to diagnose HIV infection in the infant as it can detect the virus directly. This is particularly important given the mother's viral load was not fully suppressed at the time of delivery.""
}",C,,0.9,"The newborn is at risk for HIV infection due to the mother's HIV status and detectable viral load at the time of delivery. HIV RNA testing, also known as viral load testing, is the most appropriate next step to diagnose HIV infection in the infant as it can detect the virus directly. This is particularly important given the mother's viral load was not fully suppressed at the time of delivery."
