row_index,question_id,stem,option_A,option_B,option_C,option_D,gemini_raw,gemini_choice,gemini_abstain_code,gemini_confidence,gemini_rationale
151,151,"A 65-year-old man presents with painless swelling of the neck over the past week. He also says he has been having intermittent fevers and severe night sweats which require a change of bed sheets the next day. His past medical history is significant for human immunodeficiency virus (HIV) diagnosed 10 years ago with which he admits to not always being compliant with his antiretroviral medication. The patient reports a 20-pack-year smoking history but no alcohol or recreational drug use. A review of systems is significant for a 6 kg (13.2 lb) unintentional weight loss over the past 2 months. The vital signs include: temperature 37.8 (100.0) and blood pressure 120/75 mm Hg. On physical examination, there are multiple non-tender swollen lymph nodes averaging 2 cm in diameter that is palpable in the anterior and posterior triangles of the neck bilaterally. Axillary and inguinal lymphadenopathy is present on the right side. A cardiopulmonary exam is unremarkable. The spleen size is 16 cm on percussion. Laboratory studies show the following:
Hemoglobin 9 g/dL
Mean corpuscular volume 88 m3
Leukocyte count 18,000/mm3
Platelet count 130,000/mm3
    Serum creatinine 1.1 mg/dL
Serum lactate dehydrogenase 1,000 U/L
An excisional biopsy of a superficial axillary lymph node on the right is performed and a histopathologic analysis confirms the most likely diagnosis. Which of the following is the next best diagnostic step in the workup of this patient?",Antinuclear antibody,JAK-2 mutation,Peripheral blood flow cytometry,Tartrate-resistant acid phosphatase (TRAP) test,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient has a confirmed lymphoma based on the biopsy. The next step is staging, which includes determining the extent of disease. Peripheral blood flow cytometry is used to detect circulating lymphoma cells in the blood, which is a crucial part of the staging workup.""
}
```",C,,0.9,"The patient has a confirmed lymphoma based on the biopsy. The next step is staging, which includes determining the extent of disease. Peripheral blood flow cytometry is used to detect circulating lymphoma cells in the blood, which is a crucial part of the staging workup."
152,152,A 65-year-old man comes to the physician because of a 1-week history of yellowish discoloration of his skin and generalized pruritus. Examination shows jaundice of the skin and scleral icterus. Urinalysis shows an elevated concentration of bilirubin and a low concentration of urobilinogen. Which of the following is the most likely underlying cause of these findings?,Absent UDP-glucuronosyltransferase activity,Increased hemoglobin breakdown,Increased intestinal bilirubin reabsorption,Presence of stones within the gallbladder,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""The presence of bilirubin in the urine indicates conjugated hyperbilirubinemia, while low urine urobilinogen suggests that bile is not reaching the intestine. This combination is characteristic of extrahepatic biliary obstruction, which can be caused by a gallstone lodged in the common bile duct.""
}
```",D,,0.95,"The presence of bilirubin in the urine indicates conjugated hyperbilirubinemia, while low urine urobilinogen suggests that bile is not reaching the intestine. This combination is characteristic of extrahepatic biliary obstruction, which can be caused by a gallstone lodged in the common bile duct."
153,153,"A 40-year-old businessman who was previously well is brought into the emergency department by his assistant with a complaint of left-sided weakness after a chiropractic neck manipulation. He has never felt like this before. Past medical history is insignificant. His blood pressure is 125/75 mm Hg, pulse 86/min, respiratory rate 13/min, temperature 36.8C (98.2F). A T2-weighted MRI shows a left C5 hemicord lesion. The patient is treated with cervical immobilization, a course of steroids, and physical therapy. What other finding will most likely be seen in this patient?",Spastic paralysis at the level of lesion,Right-sided Horner's syndrome,Contralateral corticospinal tract involvement,Contralateral loss of vibration and proprioception,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""A left C5 hemicord lesion (Brown-Séquard syndrome) causes ipsilateral motor paralysis and loss of proprioception/vibration, with contralateral loss of pain and temperature. None of the provided options accurately describe these classic neurological findings. For instance, proprioception loss would be ipsilateral (left-sided), not contralateral, and any potential Horner's syndrome would also be ipsilateral.""
}
```",,NO_VALID_OPTION,0.95,"A left C5 hemicord lesion (Brown-Séquard syndrome) causes ipsilateral motor paralysis and loss of proprioception/vibration, with contralateral loss of pain and temperature. None of the provided options accurately describe these classic neurological findings. For instance, proprioception loss would be ipsilateral (left-sided), not contralateral, and any potential Horner's syndrome would also be ipsilateral."
154,154,"A 29-year-old woman comes to the physician with high-grade fever, headache, and muscle pain. A week ago, she returned from India, where she was working with an NGO to build houses in rural areas. The patient took one dose of chloroquine one week before her trip. She also took a further dose during her trip. She has no history of a serious illness. Her temperature is 39.3°C (102.7°F), pulse is 102/min, respirations are 22/min, and blood pressure is 112/78 mm Hg. Physical examination shows jaundice. The abdomen is soft and nontender. The remainder of the examination shows no abnormalities. Her hemoglobin concentration is 10 g/dL and a blood smear shows fragmented erythrocytes and occasional ring-shaped inclusion bodies within erythrocytes. Which of the following is the most likely cause of infection in this patient?",Plasmodium ovale,Plasmodium falciparum,Chikungunya virus,Hepatitis A virus,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""The patient's travel history to India, inadequate prophylaxis, and clinical presentation of high fever, jaundice, and anemia are classic for malaria. The blood smear finding of ring-shaped inclusions within erythrocytes confirms a Plasmodium infection, and P. falciparum is the most likely and dangerous species in this region, often resistant to chloroquine.""
}
```",B,,0.95,"The patient's travel history to India, inadequate prophylaxis, and clinical presentation of high fever, jaundice, and anemia are classic for malaria. The blood smear finding of ring-shaped inclusions within erythrocytes confirms a Plasmodium infection, and P. falciparum is the most likely and dangerous species in this region, often resistant to chloroquine."
155,155,"A 17-year-old girl comes to the physician because of an 8-month history of severe acne vulgaris over her face, upper back, arms, and buttocks. Treatment with oral antibiotics and topical combination therapy with benzoyl peroxide and retinoid has not completely resolved her symptoms. Examination shows oily skin with numerous comedones, pustules, and scarring over the face and upper back. Long-term therapy is started with combined oral contraceptive pills. This medication decreases the patient's risk developing of which of the following conditions?",Hypertension,Malignant melanoma,Cervical cancer,Breast cancer,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""Combined oral contraceptives are associated with an increased risk of hypertension, cervical cancer, and a transiently increased risk of breast cancer. The relationship with melanoma is not clearly protective. COCPs are well-known to decrease the risk of ovarian and endometrial cancers, which are not provided as options.""
}
```",,NO_VALID_OPTION,0.95,"Combined oral contraceptives are associated with an increased risk of hypertension, cervical cancer, and a transiently increased risk of breast cancer. The relationship with melanoma is not clearly protective. COCPs are well-known to decrease the risk of ovarian and endometrial cancers, which are not provided as options."
156,156,"A 22-year-old male presents to the emergency room complaining of neck stiffness. He reports that his neck started locking three hours ago. He is now unable to move it. His past medical history is notable for schizophrenia and asthma and he currently takes albuterol as well as another medication whose name he does not remember. His temperature is 99.0F (37.2C), blood pressure is 130/90 mmHg, pulse is 105/min, and respirations are 18/min. On physical examination, the patient appears anxious and diaphoretic. He speaks in full sentences and is oriented to person, place, and time. The patients neck is flexed and rotated to the right approximately 40 degrees. The right sternocleidomastoid and trapezius are firm and contracted. Extraocular movements are full and intact. Upon further questioning, he reports that he took more medication four hours ago because he was hearing voices. Which of the following should most likely be administered to this patient?",Glycopyrrolate,Levodopa,Dantrolene,Propranolol,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's presentation is classic for an acute dystonic reaction from an antipsychotic medication. The standard first-line treatment is a centrally-acting anticholinergic agent like benztropine or diphenhydramine. None of the provided options are appropriate; glycopyrrolate does not cross the blood-brain barrier, and the other medications are for different conditions (neuroleptic malignant syndrome, akathisia, or Parkinson's disease).""
}
```",,NO_VALID_OPTION,0.95,"The patient's presentation is classic for an acute dystonic reaction from an antipsychotic medication. The standard first-line treatment is a centrally-acting anticholinergic agent like benztropine or diphenhydramine. None of the provided options are appropriate; glycopyrrolate does not cross the blood-brain barrier, and the other medications are for different conditions (neuroleptic malignant syndrome, akathisia, or Parkinson's disease)."
157,157,"A 17-year-old girl is brought to the pediatrician by her father for evaluation. He is concerned that she has not undergone puberty yet, while all of her classmates at school have. The patient herself feels well overall, with no specific complaints. Examination shows vital signs of T 98.9, HR 71, and BP 137/92. The physician notes undeveloped breasts and normal external and internal female genitalia in Tanner I stage of development. Her body mass index is within normal limits, she is in the 40th percentile for height, and she is agreeable and pleasant during the interview. Which of the following additional findings is likely present in this patient?",Aromatase enzyme deficiency,Hypokalemia,Increased levels of sex hormones,Hypercortisolism,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's presentation of absent pubertal development (Tanner I at age 17) and hypertension is classic for 17α-hydroxylase deficiency. This enzyme defect blocks the synthesis of both cortisol and sex steroids, shunting precursors to the mineralocorticoid pathway. The resulting excess deoxycorticosterone (DOC) causes hypertension and hypokalemia.""
}
```",B,,0.95,"The patient's presentation of absent pubertal development (Tanner I at age 17) and hypertension is classic for 17α-hydroxylase deficiency. This enzyme defect blocks the synthesis of both cortisol and sex steroids, shunting precursors to the mineralocorticoid pathway. The resulting excess deoxycorticosterone (DOC) causes hypertension and hypokalemia."
158,158,"A 66-year-old male presents to his primary care physician to discuss his increasing shortness of breathover the last 3 months. He notes that this is particularly obvious when he is mowing his lawn or climbing the stairs in his home. His past medical history is significant for hypertension that is well-controlled with lisinopril. His vital signs are as follows: T 37.6 C, HR 88, BP 136/58, RR 18, SpO2 97% RA. Physical examination is significant for an early diastolic blowing, decrescendo murmur heard best at the left sternal border, a midsystolic murmur heard best at the right upper sternal border, and a late diastolic rumbling murmur heard best at the apex on auscultation. In addition, an S3 heart sound is also present. Bounding pulses are palpated at the radial arteries bilaterally. Which of the following diagnoses is most likely in this patient?",Mitral regurgitation,Mitral stenosis,Aortic stenosis,Mitral prolapse,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's physical exam findings, particularly the early diastolic murmur, wide pulse pressure, and Austin Flint murmur (apical diastolic rumble), are most consistent with severe aortic regurgitation. Since this diagnosis is not an option, none of the choices adequately explain the complete clinical picture.""
}
```",,NO_VALID_OPTION,0.95,"The patient's physical exam findings, particularly the early diastolic murmur, wide pulse pressure, and Austin Flint murmur (apical diastolic rumble), are most consistent with severe aortic regurgitation. Since this diagnosis is not an option, none of the choices adequately explain the complete clinical picture."
159,159,"A 28-year-old female visits her physician for workup of a new onset diastolic murmur found on physical examination. Past medical history is insignificant. Her temperature is 37.0 degrees C, blood pressure is 115/75 mm Hg, pulse is 76/min, and respiratory rate is 16/min. The patient denies dyspnea, fatigue, and syncope. Transthoracic echocardiography reveals a large, pedunculated tumor in the left atrium. This patient is most at risk for:",Abrupt hypotension,Deep venous thrombosis,Acute arterial occlusion,Septic embolism,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""The patient has a large, pedunculated tumor in the left atrium, characteristic of an atrial myxoma. These tumors are often friable, and fragments can break off and embolize into the systemic arterial circulation. This process can cause an acute arterial occlusion, leading to events like a stroke or limb ischemia.""
}
```",C,,0.95,"The patient has a large, pedunculated tumor in the left atrium, characteristic of an atrial myxoma. These tumors are often friable, and fragments can break off and embolize into the systemic arterial circulation. This process can cause an acute arterial occlusion, leading to events like a stroke or limb ischemia."
160,160,"A 57-year-old woman is brought to the emergency department by ambulance for dysarthria and left-sided facial droop. She is accompanied by her son, who states that the patient had just returned home an hour ago from walking the dog when suddenly the patient stated she felt strange. When her son asked her what was wrong, her speech was slurred and her ""face looked funny. The son quickly called an ambulance. The paramedic upon arrival noted that the patient had left-sided facial droop. Her medical history includes asthma and sickle cell disease. She takes hydroxyurea, uses oxycodone as needed for pain, and an albuterol inhaler as needed for shortness of breath. The patients temperature is 97F (36.1C), blood pressure is 145/72 mmHg, pulse is 93/min, and respirations are 14/min with an oxygen saturation of 96% on room air. On physical examination, a left-sided facial droop is appreciated. She has trouble articulating her words, and her speech is garbled. She is put on 2 L of oxygen by nasal cannula. Labs are obtained and pending. Which of the following therapies is most likely indicated?",Alteplase,Exchange transfusion,Hydralazine,Warfarin,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient has sickle cell disease and is presenting with acute focal neurologic deficits, which is highly suggestive of an acute stroke. Exchange transfusion is the standard of care for acute ischemic stroke in this patient population to reduce the sickled hemoglobin concentration and improve blood flow. Other options are less appropriate; alteplase is relatively contraindicated and requires imaging first, while antihypertensives are generally avoided unless blood pressure is severely elevated.""
}
```",B,,0.9,"The patient has sickle cell disease and is presenting with acute focal neurologic deficits, which is highly suggestive of an acute stroke. Exchange transfusion is the standard of care for acute ischemic stroke in this patient population to reduce the sickled hemoglobin concentration and improve blood flow. Other options are less appropriate; alteplase is relatively contraindicated and requires imaging first, while antihypertensives are generally avoided unless blood pressure is severely elevated."
161,161,A 24-year-old woman comes to the physician because she had unprotected intercourse with her boyfriend the previous day. She has had regular menses since menarche at the age of 12. Her last menstrual period was 3 weeks ago. She has no history of serious illness but is allergic to certain jewelry and metal alloys. She takes no medications. A urine pregnancy test is negative. She does not wish to become pregnant until she finishes college in six months. Which of the following is the most appropriate next step in management?,Insert copper-containing intra-uterine device,Administer ulipristal acetate,Administer depot medroxyprogesterone acetate,Administer combined oral contraceptive,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The copper IUD is the most effective form of emergency contraception, especially in the periovulatory period. It can be inserted up to 5 days after unprotected intercourse and also provides immediate, highly effective long-term contraception, addressing both of the patient's needs. The stated metal allergy is most commonly to nickel, which is not a contraindication to the copper IUD.""
}
```",A,,0.9,"The copper IUD is the most effective form of emergency contraception, especially in the periovulatory period. It can be inserted up to 5 days after unprotected intercourse and also provides immediate, highly effective long-term contraception, addressing both of the patient's needs. The stated metal allergy is most commonly to nickel, which is not a contraindication to the copper IUD."
162,162,An asymptomatic 65-year-old woman is found to have T-score of -2.6 SD on routine bone mineral density screening. She has a 10-year history of hypertension and an esophageal stricture due to severe gastroesophageal reflux disease. She was diagnosed with endometrial hyperplasia 20 years ago and treated with medroxyprogesterone. Menarche started at 11 years of age and her last menstrual period was 8 years ago. Her last mammography and PAP smear 6 months ago showed no abnormalities. Her mother died of breast cancer at the age of 45 years. The patient does not have any children. Current medications include lansoprazole and hydrochlorothiazide. Her blood pressure is 135/85 mm Hg. Physical examination shows no abnormalities. Treatment is begun with a drug that prevents further bone resorption and reduces her risk of developing breast cancer. This drug puts her at an increased risk of which of the following adverse effects?,Skin infections,Osteosarcoma,Hypercholesterolemia,Deep vein thrombosis,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The drug described is a selective estrogen receptor modulator (SERM) such as raloxifene, which treats osteoporosis and reduces breast cancer risk. The most significant adverse effect of SERMs is an increased risk for venous thromboembolic events, including deep vein thrombosis. The other options are side effects associated with different osteoporosis medications or are not characteristic of SERMs.""
}
```",D,,0.95,"The drug described is a selective estrogen receptor modulator (SERM) such as raloxifene, which treats osteoporosis and reduces breast cancer risk. The most significant adverse effect of SERMs is an increased risk for venous thromboembolic events, including deep vein thrombosis. The other options are side effects associated with different osteoporosis medications or are not characteristic of SERMs."
163,163,A 58-year-old white man with hypertension and type 2 diabetes mellitus comes to the physician because of a 3-month history of a painless lesion on his lower lip. He has smoked one pack of cigarettes daily for 20 years. He has worked as a fruit picker for the past 25 years. His current medications include captopril and metformin. Examination of the oral cavity shows a single ulcer near the vermillion border. Which of the following is the most likely diagnosis?,Herpes labialis,Aphthous stomatitis,Actinic keratosis,Traumatic ulcer,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""The patient's extensive history of sun exposure as a fruit picker and his smoking history are major risk factors for premalignant and malignant lesions on the lip. A chronic, non-healing ulcer on the lower lip is highly suspicious for actinic keratosis, which can progress to squamous cell carcinoma. The other conditions listed are typically acute and self-resolving.""
}
```",C,,0.9,"The patient's extensive history of sun exposure as a fruit picker and his smoking history are major risk factors for premalignant and malignant lesions on the lip. A chronic, non-healing ulcer on the lower lip is highly suspicious for actinic keratosis, which can progress to squamous cell carcinoma. The other conditions listed are typically acute and self-resolving."
164,164,"An unconscious 55-year-old man is brought to the Emergency Department by ambulance. He had recently lost his job and his house was about to begin foreclosure. His adult children were concerned for his well being and called the police requesting a welfare check. He was found unresponsive in his gurague. There were several empty bottles of vodka around him and one half empty container of antifreeze. A review of his medical records reveals that he was previously in good health. Upon arrival to the ED he regains consciousness.  His blood pressure is 135/85 mmHg, heart rate 120/min, respiratory rate 22/min, and temperature 36.5C (97.7F). On physical exam his speech is slurred and he has difficulty following commands. His abdomen is diffusely tender to palpation with no rebound tenderness. Initial laboratory tests show an elevated serum creatinine (Cr) of 1.9 mg/dL, and blood urea nitrogen (BUN) of 29 mg/dL. Which of the following findings would be expected in this patients urine?",Eosinophilia,Hyaline casts,Urine ketones,Urate crystals,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's history of ingesting large quantities of vodka puts them at high risk for alcoholic ketoacidosis. This condition results in the production of ketone bodies, which would be detectable in the urine. While ethylene glycol toxicity causes calcium oxalate crystals in the urine, this is not an available option.""
}
```",C,,0.8,"The patient's history of ingesting large quantities of vodka puts them at high risk for alcoholic ketoacidosis. This condition results in the production of ketone bodies, which would be detectable in the urine. While ethylene glycol toxicity causes calcium oxalate crystals in the urine, this is not an available option."
165,165,"A 38-year-old woman presents with eye dryness and a foreign body sensation in the eyes. On physical examination, the oral cavity shows mucosal ulceration and atrophy. Biopsy of the lower lip shows marked lymphocytic infiltration of the minor salivary glands. Which of the following is most likely seen in this patient?",Anti-Sjgren's syndrome type B (SS-B) antibody,Anti-centromere antibody,Anti-Jo-1 antibody,Anti-double stranded (-ds)DNA,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""The patient's presentation of sicca symptoms (dry eyes, dry mouth implied by oral mucosal changes) and a lip biopsy showing lymphocytic sialadenitis is classic for Sjögren's syndrome. Anti-Sjögren's syndrome type A (SS-A/Ro) and type B (SS-B/La) are the hallmark autoantibodies for this condition.""
}
```",A,,0.95,"The patient's presentation of sicca symptoms (dry eyes, dry mouth implied by oral mucosal changes) and a lip biopsy showing lymphocytic sialadenitis is classic for Sjögren's syndrome. Anti-Sjögren's syndrome type A (SS-A/Ro) and type B (SS-B/La) are the hallmark autoantibodies for this condition."
166,166,"A 51-year-old man presents to his primary care provider complaining of malaise. He returned from a research trip to Madagascar 2 weeks ago and has since developed a worsening fever with a maximum temperature of 102.2F (39C). He also reports some swelling around his neck and groin. He works as a zoologist and was in rural Madagascar studying a rare species of lemur. His past medical history is notable for hypertension and gout. He takes lisinopril and allopurinol. His temperature is 101.9F (38.3C), blood pressure is 145/85 mmHg, pulse is 110/min, and respirations are 22/min. On exam, he has painful erythematous cervical, axillary, and inguinal lymphadenopathy. Black hemorrhagic eschars are noted on his fingertips bilaterally. The pathogen responsible for this patients condition produces a virulence factor that has which of the following functions?",Cleave immunoglobulin,Inhibit leukocyte migration,Inhibit phagocytosis,Trigger widespread inflammation,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with fever, painful lymphadenopathy (buboes), and eschars after travel to Madagascar is classic for bubonic plague, caused by *Yersinia pestis*. Key virulence factors for *Y. pestis* include the F1 antigen and the Type III secretion system, which injects Yops proteins into host cells. These factors work together to inhibit phagocytosis, allowing the bacteria to evade the innate immune system.""
}
```",C,,0.9,"The patient's presentation with fever, painful lymphadenopathy (buboes), and eschars after travel to Madagascar is classic for bubonic plague, caused by *Yersinia pestis*. Key virulence factors for *Y. pestis* include the F1 antigen and the Type III secretion system, which injects Yops proteins into host cells. These factors work together to inhibit phagocytosis, allowing the bacteria to evade the innate immune system."
167,167,A 68-year-old male comes to the physician for evaluation of right flank pain. He has a history of diabetes and peripheral artery disease. His blood pressure is 160/90 mm Hg. Physical examination shows abdominal tenderness and right flank tenderness. An ultrasound shows dilation of the right ureter and renal pelvis. Which of the following is the most likely underlying cause of this patient's condition?,Renal artery stenosis,Benign prostatic hyperplasia,Diabetic nephropathy,Urethral stricture,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The ultrasound findings indicate unilateral hydroureteronephrosis, which is caused by an obstruction of the right ureter. Benign prostatic hyperplasia and urethral stricture would cause bilateral obstruction. Renal artery stenosis and diabetic nephropathy do not cause obstructive uropathy.""
}
```",,NO_VALID_OPTION,0.9,"The ultrasound findings indicate unilateral hydroureteronephrosis, which is caused by an obstruction of the right ureter. Benign prostatic hyperplasia and urethral stricture would cause bilateral obstruction. Renal artery stenosis and diabetic nephropathy do not cause obstructive uropathy."
168,168,"A 35-year-old woman comes to the physician because she has been feeling very stressed over the past several months. During this period, she has found it difficult to relax. She states that her head is full of worries. She works at an accountant's office and reports difficulty in concentrating on her work. She has been working longer shifts because one of her coworkers is on vacation and reports feeling more tired than usual. She is married and frequently fights with her husband. The patient states that in order to deal with her stress, she goes shopping. While shopping, she steals small trivial items and feels immediately relieved thereafter. She discards the objects she steals and has feelings of shame and guilt about her actions. Her husband is concerned about her behavior, but she is unable to stop shoplifting. Her vital signs are within normal limits. On mental status examination, she is oriented to person, place, and time. She reports feeling anxious. Physical examination shows no abnormalities. Which of the following is the most appropriate next step in management?",Administration of lithium,Interpersonal therapy,Psychodynamic psychotherapy,Motivational interviewing,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient exhibits ambivalence; she feels guilt and shame about stealing but is unable to stop. Motivational interviewing is a therapeutic approach specifically designed to explore and resolve such ambivalence, making it a critical first step to enhance her motivation for change before initiating other therapies like CBT.""
}
```",D,,0.8,"The patient exhibits ambivalence; she feels guilt and shame about stealing but is unable to stop. Motivational interviewing is a therapeutic approach specifically designed to explore and resolve such ambivalence, making it a critical first step to enhance her motivation for change before initiating other therapies like CBT."
169,169,"A 23-year-old man is brought to the emergency department 25 minutes after being involved in a high-speed motor vehicle collision in which he was the restrained driver. On questioning by the paramedics, he reported severe chest pain and mild dyspnea. On arrival, he is confused and unable to provide a history. His pulse is 93/min, respirations are 28/min, and blood pressure is 91/65 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 88%. He is able to move his extremities in response to commands. He opens his eyes spontaneously. Pupils are equal and reactive to light. Examination shows multiple bruises over the trunk and extremities. There is a 3-cm (1.2-in) wound at the left fifth intercostal space at the midclavicular line. There is jugular venous distention. Decreased breath sounds and hyperresonance on percussion are noted on the left. Which of the following is the most appropriate next step in management?",CT scan of the chest,Bronchoscopy,Emergency thoracotomy,"X-ray of the chest
""","```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with hypotension, jugular venous distention, and unilateral hyperresonance is pathognomonic for a tension pneumothorax, a clinical diagnosis. The immediate life-saving intervention is needle decompression followed by tube thoracostomy. None of the provided options represent the correct initial step, as imaging (A, D) would be a fatal delay and an emergency thoracotomy (C) is not the appropriate first-line treatment.""
}
```",,NO_VALID_OPTION,0.9,"The patient's presentation with hypotension, jugular venous distention, and unilateral hyperresonance is pathognomonic for a tension pneumothorax, a clinical diagnosis. The immediate life-saving intervention is needle decompression followed by tube thoracostomy. None of the provided options represent the correct initial step, as imaging (A, D) would be a fatal delay and an emergency thoracotomy (C) is not the appropriate first-line treatment."
170,170,A 29-year-old man is referred by his marriage counselor to the outpatient psychiatry clinic. The patients wife is with him and states that her husband is always complaining and critical of others. He was recently fired from his job to which he claims that his boss was jealous of his hard work. He also does not trust his neighbors and thinks they are out to get all the nice things he has. His wife also says that he has begun to doubt her fidelity and believes that even the marriage counselor is on her side. Which of the following psychiatric disorders also belongs to the same cluster of symptoms?,Schizotypal personality disorder,Obsessive-compulsive personality disorder,Antisocial personality disorder,Narcissistic personality disorder,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 1.0,
  ""rationale"": ""The patient's symptoms of pervasive distrust, suspicion of others' motives, and bearing grudges are characteristic of Paranoid Personality Disorder. This disorder belongs to Cluster A (odd, eccentric). Schizotypal personality disorder is the only choice that also belongs to Cluster A.""
}
```",A,,1.0,"The patient's symptoms of pervasive distrust, suspicion of others' motives, and bearing grudges are characteristic of Paranoid Personality Disorder. This disorder belongs to Cluster A (odd, eccentric). Schizotypal personality disorder is the only choice that also belongs to Cluster A."
171,171,"A 39-year-old man presents to his primary care physician because he has been having severe headaches and fever for the last 2 days. He also says his right eyelid has been painlessly swelling and is starting to block his vision from that eye. He recently returned from a tour of the world where he visited Thailand, Ethiopia, and Brazil. Otherwise his past medical history is unremarkable. On presentation, his temperature is 102F (38.8C), blood pressure is 126/81 mmHg, pulse is 125/min, and respirations are 13/min. Physical exam reveals a nontender swelling of the right eyelid, lymphadenopathy, and an indurated red patch with surrounding erythema and local swelling on his left leg. Which of the following drugs should be used to treat this patient's condition?",Diethylcarbamazine,Ivermectin,Mebendazol,Sodium stibogluconate,"```json
{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's presentation with unilateral periorbital edema (Romaña's sign), a skin lesion (chagoma), fever, and recent travel to Brazil is highly suggestive of acute Chagas disease, caused by Trypanosoma cruzi. The standard treatment for acute Chagas disease is benznidazole or nifurtimox. None of the provided options are the correct therapy.""
}
```",,NO_VALID_OPTION,0.95,"The patient's presentation with unilateral periorbital edema (Romaña's sign), a skin lesion (chagoma), fever, and recent travel to Brazil is highly suggestive of acute Chagas disease, caused by Trypanosoma cruzi. The standard treatment for acute Chagas disease is benznidazole or nifurtimox. None of the provided options are the correct therapy."
172,172,"A 25-year-old woman presents to her physician with complaints of cyclic vomiting for 3 days. The vomitus is watery and contains undigested food particles. She also complains of feeling tired and having the sniffles. She has not felt like eating or drinking since her symptoms started, and she has not taken any medications. Her concern now is that she immediately gets dizzy when she stands up. Vitals signs include: pulse 120/min, respiratory rate 9/min, and blood pressure 100/70 mm Hg. Her eyes are sunken, and her tongue appears dry. Which set of lab values would best correspond to this patients condition?","pH = 7.5, Pco2 = 50 mm Hg, HCO32- = 38 mEq/L","pH = 7.2, Pco2 = 25 mm Hg, HCO32- = 30 mEq/L","pH = 7.5, Pco2 = 34 mm Hg, HCO32- = 38 mEq/L","pH = 7.5, Pco2 = 30 mm Hg, HCO32- = 24 mEq/L","```json
{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Vomiting leads to the loss of gastric acid (HCl), causing a primary metabolic alkalosis, which is characterized by a high pH and high bicarbonate (HCO3-). The body compensates by hypoventilating to retain CO2, an acid, resulting in an elevated PCO2. This patient's low respiratory rate is consistent with this compensatory mechanism.""
}
```",A,,0.95,"Vomiting leads to the loss of gastric acid (HCl), causing a primary metabolic alkalosis, which is characterized by a high pH and high bicarbonate (HCO3-). The body compensates by hypoventilating to retain CO2, an acid, resulting in an elevated PCO2. This patient's low respiratory rate is consistent with this compensatory mechanism."
