row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
132,141,"A 46-year-old woman comes to the physician because of a 3-day history of diarrhea, moderate abdominal pain, and weakness. Her symptoms began on the return flight from a 2-week yoga retreat in India, where she stayed at a resort. She was mildly nauseous as she boarded the flight, and diarrhea followed immediately after eating the in-flight meal. Since then, she has had up to five watery stools daily. She has a 1-year history of gastroesophageal reflux disease and is allergic to shellfish. Her only medication is ranitidine. She appears lethargic. Her temperature is 37C (98.6F), pulse is 70/min, and blood pressure is 115/72 mm Hg. Abdominal examination shows diffuse tenderness with no guarding or rebound. Bowel sounds are hyperactive. Which of the following is the most likely pathogen?",Giardia intestinalis,Staphylococcus aureus,Enteroinvasive Escherichia coli,Enterotoxigenic Escherichia coli,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms started after eating an in-flight meal following a trip to India, suggesting traveler's diarrhea, for which Enterotoxigenic Escherichia coli (ETEC) is the most common cause. ETEC typically causes watery diarrhea, consistent with the patient's presentation. The onset after eating a meal also supports a bacterial toxin-mediated illness like ETEC.""
}",D,,0.8,"The patient's symptoms started after eating an in-flight meal following a trip to India, suggesting traveler's diarrhea, for which Enterotoxigenic Escherichia coli (ETEC) is the most common cause. ETEC typically causes watery diarrhea, consistent with the patient's presentation. The onset after eating a meal also supports a bacterial toxin-mediated illness like ETEC."
133,142,"A 25-year-old male involved in a knife fight presents with a penetrating wound to the chest. The patient is unconscious and cannot provide any further history. Vitals show a temperature of 37-0C (98.6F), blood pressure of 85/55 mm Hg, pulse of 115/min, respirations of 19/min, and oxygen saturation of 92% on room air. On physical examination, the patient is diaphoretic and unresponsive. Extremities are pale and cool. There is a 3-inch long penetrating wound between the 3rd and 4th intercostal space on the left side of the chest, which is bleeding profusely. Transthoracic echocardiography reveals a full thickness penetrating injury to the right ventricular free wall. There are no apparent injuries to any coronary arteries or major branches. The patient is intubated and aggressive fluid resuscitation is initiated, including a blood transfusion. Which of the following is the best definitive surgical approach to take in this patient?",Immediate cardiac transplant,Watchful waiting while resuscitative fluids are initiated,Needle thoracostomy over the 2nd intercostal space,Surgical adhesive glue,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient has a penetrating injury to the right ventricular free wall, which is bleeding profusely. Surgical adhesive glue can be used to repair such injuries, especially when there is no involvement of major coronary arteries or branches, making it a viable definitive surgical approach in this scenario.""
}",D,,0.8,"The patient has a penetrating injury to the right ventricular free wall, which is bleeding profusely. Surgical adhesive glue can be used to repair such injuries, especially when there is no involvement of major coronary arteries or branches, making it a viable definitive surgical approach in this scenario."
134,143,"A 9-year-old boy is brought to a physician by his mother for evaluation of generalized weakness, increased urination, and increased thirst. The mother mentions that her boy is always tired, and seems to be getting worse. He prefers watching television rather than going out and playing with other kids. Furthermore, he has had frequent episodes of constipation since birth. Except for frequent cravings for salty foods, the boy eats a regular diet. The patient was delivered healthy and is fully immunized. The medical history is unremarkable, and he takes no medications. He has no siblings. His father is a banker and his mother is a librarian. The pulse is 90/min, the blood pressure is 110/75 mm Hg, and the respiratory rate is 15/min. He is in the bottom 10th percentile for height and weight according to his age. The remainder of the physical examination is unremarkable. He recently had a urinalysis that showed elevated urinary calcium excretion.
Additional lab testing results are as follows:
Serum electrolytes
Sodium 135 mEq/L
Potassium 3.2 mEq/L
Chloride 95 mEq/L
Plasma renin activity 10 ng/mL/hr (normal, 0.53.3 ng/mL/hr)
Plasma aldosterone concentration 20 ng/dL (normal, 29 ng/dL)
What is the most likely diagnosis?",Renal artery stenosis,Primary hyperaldosteronism,Pheochromocytoma,Gitelman's syndrome,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms and lab results, including hypokalemia, elevated urinary calcium excretion, and low aldosterone levels, are consistent with Gitelman's syndrome, a genetic disorder affecting the distal convoluted tubule.""
}",D,,0.8,"The patient's symptoms and lab results, including hypokalemia, elevated urinary calcium excretion, and low aldosterone levels, are consistent with Gitelman's syndrome, a genetic disorder affecting the distal convoluted tubule."
135,144,"A 78-year-old man is brought to the emergency department because of a 1-day history of painful enlarging bruises and skin ulceration over his thighs and external genitalia. He has type 2 diabetes mellitus, mitral regurgitation, and atrial fibrillation. Three days ago, he was started on treatment with warfarin. His only other medications are metformin and lisinopril. His temperature is 37.8C (100.0F), pulse is 108/min and irregularly irregular, and blood pressure is 155/89 mm Hg. Examination of the skin shows large purpura, hemorrhagic bullae, and areas of skin necrosis over his anterior legs, gluteal region, and penis. This patient is most likely to benefit from treatment with which of the following?",Protein C concentrate,Argatroban,Tranexamic acid,"Vancomycin
""","{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms are consistent with warfarin-induced skin necrosis, a condition often associated with protein C deficiency. The most appropriate treatment is to stop warfarin and administer a non-warfarin anticoagulant; argatroban is a suitable option. Protein C concentrate may also be considered but argatroban is more directly beneficial by continuing anticoagulation.""
}",B,,0.9,"The patient's symptoms are consistent with warfarin-induced skin necrosis, a condition often associated with protein C deficiency. The most appropriate treatment is to stop warfarin and administer a non-warfarin anticoagulant; argatroban is a suitable option. Protein C concentrate may also be considered but argatroban is more directly beneficial by continuing anticoagulation."
136,145,"A 40-year-old man presents to the physician with progressive weight loss for the last 3 months. He also says he frequently sweats profusely at night and has a recurring low-grade fever, for which he takes acetaminophen. The patient denies any symptoms like cough, breathlessness, or gastrointestinal symptoms. His temperature is 37.1C  (98.8F), pulse is 76/min, blood pressure is 116/78 mm Hg, and respiratory rate is 13/min. On physical examination, he has generalized pallor. Bilateral cervical lymphadenopathy is present. Examination of his abdomen reveals non-tender hepatosplenomegaly in the right upper quadrant. Laboratory evaluation confirms the diagnosis of Hodgkins lymphoma. Which of the following viral infections is most likely to have played a role in the pathogenesis of this patients malignancy?",Cytomegalovirus,Human T-cell leukemia virus type 1,Human herpesvirus-8,Human papillomavirus type 16,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.7,
  ""rationale"": ""Hodgkin's lymphoma has been associated with Epstein-Barr virus (EBV), a member of the herpesvirus family, but among the given options, Cytomegalovirus (CMV), another herpesvirus, is the closest relative. However, it's worth noting that EBV is more directly linked to Hodgkin's lymphoma than CMV. Still, CMV is the best available choice given the options.""
}",A,,0.7,"Hodgkin's lymphoma has been associated with Epstein-Barr virus (EBV), a member of the herpesvirus family, but among the given options, Cytomegalovirus (CMV), another herpesvirus, is the closest relative. However, it's worth noting that EBV is more directly linked to Hodgkin's lymphoma than CMV. Still, CMV is the best available choice given the options."
137,146,"A 26-year-old female complains of frequent, large volume urination. This negatively affects her sleep, as she has to frequently wake up at night to urinate. She also complains of increased thirst. Her past medical history is significant for bipolar disorder that is treated with lithium for 3 years. Serum osmolality is 425 mOsm/kg, and urine osmolality is 176 mOsm/kg. Which of the following best explains this patients serum and urine osmolality?",Hypothalamic over-production of antidiuretic hormone (ADH),ADH resistance in the renal collecting ducts,Increased sodium reabsorption and potassium excretion,Increased aquaporin expression in the renal collecting ducts,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and lab results are consistent with diabetes insipidus (DI), and her history of lithium use suggests nephrogenic DI, which is characterized by ADH resistance in the renal collecting ducts, leading to high serum osmolality and low urine osmolality.""
}",B,,0.9,"The patient's symptoms and lab results are consistent with diabetes insipidus (DI), and her history of lithium use suggests nephrogenic DI, which is characterized by ADH resistance in the renal collecting ducts, leading to high serum osmolality and low urine osmolality."
138,147,"A 3-month-old girl is brought to a pediatrician by her parents. She has central cyanosis without signs of respiratory distress or signs of heart failure. An echocardiogram reveals severe pulmonary outflow obstruction, right ventricular hypertrophy, a ventricular septal defect, and an overriding of the aorta. An elective primary surgical repair is planned at 4 months of age. Which of the following statements is true about this girls condition?",The tricuspid valve is the most common valve affected by bacterial endocarditis in uncorrected tetralogy of Fallot.,Cerebral arterial thrombosis is more common than cerebral venous thrombosis.,Refractory heart failure is a common complication of tetralogy of Fallot.,The most common age of presentation for brain abscess is between 6 and 12 months.,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The girl's condition is tetralogy of Fallot. Brain abscess is a known complication, and the typical age range for presentation is between 6 months and beyond infancy, making option D a plausible statement given the condition.""
}",D,,0.9,"The girl's condition is tetralogy of Fallot. Brain abscess is a known complication, and the typical age range for presentation is between 6 months and beyond infancy, making option D a plausible statement given the condition."
139,148,"A 3-month-old girl is brought to the physician because of a productive cough for 5 days. Over the past month, she has had several episodes of watery stools. She is exclusively breastfed every 34 hours for 1520 minutes. She was delivered vaginally at 38 weeks' gestation at home and has not yet been evaluated by a physician. The mother reports that her child is not gaining weight. The mother had no prenatal care. The infant is at the 5th percentile for height and weight. The infant has not received any immunizations. Her temperature is 38.5C (101.3F), pulse is 155/min, respirations are 45/min, and blood pressure is 88/50 mm Hg. Oral examination shows white plaques covering the tongue and the palate. Rales are heard bilaterally on cardiopulmonary examination. Cervical and inguinal lymphadenopathy is present. Which of the following is most likely to confirm the diagnosis?",Karyotyping of infant's chromosomes,DNA test for CFTR mutation,Fluorescent treponemal antibody absorption test,Polymerase chain reaction for viral genes,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The infant's symptoms, including failure to gain weight, oral thrush, lymphadenopathy, and recurrent infections, are suggestive of an immunocompromised state, likely due to HIV infection given the lack of prenatal care and the mother's unknown HIV status. PCR for viral genes is the most appropriate test to confirm HIV infection in infants.""
}",D,,0.9,"The infant's symptoms, including failure to gain weight, oral thrush, lymphadenopathy, and recurrent infections, are suggestive of an immunocompromised state, likely due to HIV infection given the lack of prenatal care and the mother's unknown HIV status. PCR for viral genes is the most appropriate test to confirm HIV infection in infants."
140,149,"A 63-year-old patient presents to the emergency department because of severe left leg pain and tingling. His condition started suddenly 30 minutes ago. He has had hypertension for the past 10 years for which he takes bisoprolol. He does not smoke or drink alcohol. His temperature is 37.1C (98.7F), the blood pressure is 130/80 mm Hg, and the pulse is 100/min and irregular. On physical examination, the patient appears in severe pain and his left leg is pale and cool. The popliteal pulse is weaker on the left side compared to the right side. Which of the following is the most common cause of this patient's condition?",Vasculitis,Hyperhomocysteinemia,Arterial thrombosis,Arterial emboli,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's sudden onset of severe leg pain, pallor, and coolness, along with an irregular pulse, strongly suggests acute limb ischemia due to an arterial embolism, likely originating from a cardiac source such as atrial fibrillation.""
}",D,,0.9,"The patient's sudden onset of severe leg pain, pallor, and coolness, along with an irregular pulse, strongly suggests acute limb ischemia due to an arterial embolism, likely originating from a cardiac source such as atrial fibrillation."
141,150,"A 40-year-old man presents to the clinic with complaints of increased bilateral pain in his knees. The pain developed over time and now limits his mobility. He states that the pain is worse at the end of the day, though he does have some early-morning stiffness lasting about 20 minutes. He used to have some success with over-the-counter NSAIDs; however, they no longer help. The patient also has been taking metformin for the past 2 years and is severely obese, with a BMI of 41 kg/m2. Additionally, he states that he has felt increasingly tired during the day, often dozes off during work, and no longer feels refreshed when he wakes up in the morning. Upon examination, there is no tenderness on palpation or erythema; however, some crepitus is felt. He has no other complaints but has a family history of rheumatoid arthritis (RA) on his mothers side. Which of the following factors is the underlying cause of the patients pain, as well as the rest of his complaints?",Autoimmune disease,Medication side effect,Excess weight,Infection,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of knee pain worsening throughout the day, crepitus on examination, and lack of significant morning stiffness or inflammatory signs point towards osteoarthritis (OA), which is strongly associated with excess weight. His obesity (BMI of 41 kg/m2) is a significant risk factor for OA. Additionally, his complaints of tiredness, dozing off during work, and not feeling refreshed in the morning could be related to sleep apnea, which is also associated with obesity.""
}",C,,0.9,"The patient's symptoms of knee pain worsening throughout the day, crepitus on examination, and lack of significant morning stiffness or inflammatory signs point towards osteoarthritis (OA), which is strongly associated with excess weight. His obesity (BMI of 41 kg/m2) is a significant risk factor for OA. Additionally, his complaints of tiredness, dozing off during work, and not feeling refreshed in the morning could be related to sleep apnea, which is also associated with obesity."
142,151,"A 65-year-old man presents with painless swelling of the neck over the past week. He also says he has been having intermittent fevers and severe night sweats which require a change of bed sheets the next day. His past medical history is significant for human immunodeficiency virus (HIV) diagnosed 10 years ago with which he admits to not always being compliant with his antiretroviral medication. The patient reports a 20-pack-year smoking history but no alcohol or recreational drug use. A review of systems is significant for a 6 kg (13.2 lb) unintentional weight loss over the past 2 months. The vital signs include: temperature 37.8 (100.0) and blood pressure 120/75 mm Hg. On physical examination, there are multiple non-tender swollen lymph nodes averaging 2 cm in diameter that is palpable in the anterior and posterior triangles of the neck bilaterally. Axillary and inguinal lymphadenopathy is present on the right side. A cardiopulmonary exam is unremarkable. The spleen size is 16 cm on percussion. Laboratory studies show the following:
Hemoglobin 9 g/dL
Mean corpuscular volume 88 m3
Leukocyte count 18,000/mm3
Platelet count 130,000/mm3
    Serum creatinine 1.1 mg/dL
Serum lactate dehydrogenase 1,000 U/L
An excisional biopsy of a superficial axillary lymph node on the right is performed and a histopathologic analysis confirms the most likely diagnosis. Which of the following is the next best diagnostic step in the workup of this patient?",Antinuclear antibody,JAK-2 mutation,Peripheral blood flow cytometry,Tartrate-resistant acid phosphatase (TRAP) test,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation and lab results suggest a lymphoproliferative disorder, likely lymphoma given the lymphadenopathy, splenomegaly, and abnormal lab values. The histopathologic analysis of the lymph node biopsy is crucial for diagnosis. Peripheral blood flow cytometry is a key next step to further characterize the lymphoma cells and guide treatment.""
}",C,,0.9,"The patient's presentation and lab results suggest a lymphoproliferative disorder, likely lymphoma given the lymphadenopathy, splenomegaly, and abnormal lab values. The histopathologic analysis of the lymph node biopsy is crucial for diagnosis. Peripheral blood flow cytometry is a key next step to further characterize the lymphoma cells and guide treatment."
143,152,A 65-year-old man comes to the physician because of a 1-week history of yellowish discoloration of his skin and generalized pruritus. Examination shows jaundice of the skin and scleral icterus. Urinalysis shows an elevated concentration of bilirubin and a low concentration of urobilinogen. Which of the following is the most likely underlying cause of these findings?,Absent UDP-glucuronosyltransferase activity,Increased hemoglobin breakdown,Increased intestinal bilirubin reabsorption,Presence of stones within the gallbladder,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's jaundice, elevated urinary bilirubin, and low urobilinogen suggest obstructive jaundice, likely due to a blockage in the bile ducts, which is most likely caused by gallstones (choledocholithiasis), making option D the most plausible cause.""
}",D,,0.9,"The patient's jaundice, elevated urinary bilirubin, and low urobilinogen suggest obstructive jaundice, likely due to a blockage in the bile ducts, which is most likely caused by gallstones (choledocholithiasis), making option D the most plausible cause."
144,153,"A 40-year-old businessman who was previously well is brought into the emergency department by his assistant with a complaint of left-sided weakness after a chiropractic neck manipulation. He has never felt like this before. Past medical history is insignificant. His blood pressure is 125/75 mm Hg, pulse 86/min, respiratory rate 13/min, temperature 36.8C (98.2F). A T2-weighted MRI shows a left C5 hemicord lesion. The patient is treated with cervical immobilization, a course of steroids, and physical therapy. What other finding will most likely be seen in this patient?",Spastic paralysis at the level of lesion,Right-sided Horner's syndrome,Contralateral corticospinal tract involvement,Contralateral loss of vibration and proprioception,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's left C5 hemicord lesion is likely due to a Brown-Séquard syndrome, which typically results from a hemisection of the spinal cord. This condition is characterized by ipsilateral loss of proprioception and vibration (due to damage to the dorsal columns) and contralateral loss of pain and temperature sensation. The dorsal columns, which carry vibration and proprioception, are affected ipsilaterally, but the question asks for another finding, making contralateral loss of pain and temperature (not listed) paired with the given ipsilateral lesion's effect. However, the most relevant option related to the typical presentation is contralateral loss of pain and temperature not being available, the closest correct answer related to the syndrome is contralateral loss of vibration and proprioception not being correct, but the closest in the options is related to the syndrome's typical presentation.""
} 
Revising to fit the exact JSON format and enhancing rationale clarity:

{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient likely has Brown-Séquard syndrome due to a left C5 hemicord lesion. This condition typically involves ipsilateral loss of proprioception and vibration below the lesion and contralateral loss of pain and temperature. The correct association is that the lesion affects the left side, so the dorsal column (carrying proprioception and vibration) is disrupted on the left, but the question's options don't directly test this. However, given the choices, the closest relevant principle is applied.""
}",D,,0.9,"The patient's left C5 hemicord lesion is likely due to a Brown-Séquard syndrome, which typically results from a hemisection of the spinal cord. This condition is characterized by ipsilateral loss of proprioception and vibration (due to damage to the dorsal columns) and contralateral loss of pain and temperature sensation. The dorsal columns, which carry vibration and proprioception, are affected ipsilaterally, but the question asks for another finding, making contralateral loss of pain and temperature (not listed) paired with the given ipsilateral lesion's effect. However, the most relevant option related to the typical presentation is contralateral loss of pain and temperature not being available, the closest correct answer related to the syndrome is contralateral loss of vibration and proprioception not being correct, but the closest in the options is related to the syndrome's typical presentation."
145,154,"A 29-year-old woman comes to the physician with high-grade fever, headache, and muscle pain. A week ago, she returned from India, where she was working with an NGO to build houses in rural areas. The patient took one dose of chloroquine one week before her trip. She also took a further dose during her trip. She has no history of a serious illness. Her temperature is 39.3°C (102.7°F), pulse is 102/min, respirations are 22/min, and blood pressure is 112/78 mm Hg. Physical examination shows jaundice. The abdomen is soft and nontender. The remainder of the examination shows no abnormalities. Her hemoglobin concentration is 10 g/dL and a blood smear shows fragmented erythrocytes and occasional ring-shaped inclusion bodies within erythrocytes. Which of the following is the most likely cause of infection in this patient?",Plasmodium ovale,Plasmodium falciparum,Chikungunya virus,Hepatitis A virus,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including high-grade fever, headache, muscle pain, jaundice, and low hemoglobin with fragmented erythrocytes and ring-shaped inclusion bodies on the blood smear, are indicative of malaria. The presence of ring-shaped inclusion bodies within erythrocytes is characteristic of Plasmodium infection, and the clinical severity along with the travel history to India and inadequate malaria prophylaxis points towards Plasmodium falciparum infection.""
}",B,,0.9,"The patient's symptoms, including high-grade fever, headache, muscle pain, jaundice, and low hemoglobin with fragmented erythrocytes and ring-shaped inclusion bodies on the blood smear, are indicative of malaria. The presence of ring-shaped inclusion bodies within erythrocytes is characteristic of Plasmodium infection, and the clinical severity along with the travel history to India and inadequate malaria prophylaxis points towards Plasmodium falciparum infection."
146,155,"A 17-year-old girl comes to the physician because of an 8-month history of severe acne vulgaris over her face, upper back, arms, and buttocks. Treatment with oral antibiotics and topical combination therapy with benzoyl peroxide and retinoid has not completely resolved her symptoms. Examination shows oily skin with numerous comedones, pustules, and scarring over the face and upper back. Long-term therapy is started with combined oral contraceptive pills. This medication decreases the patient's risk developing of which of the following conditions?",Hypertension,Malignant melanoma,Cervical cancer,Breast cancer,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""Combined oral contraceptive pills have been shown to decrease the risk of ovarian and endometrial cancer, and some studies suggest a potential protective effect on breast cancer risk, although this is more complex and can depend on various factors such as duration of use and individual risk factors.""
}",D,,0.8,"Combined oral contraceptive pills have been shown to decrease the risk of ovarian and endometrial cancer, and some studies suggest a potential protective effect on breast cancer risk, although this is more complex and can depend on various factors such as duration of use and individual risk factors."
147,156,"A 22-year-old male presents to the emergency room complaining of neck stiffness. He reports that his neck started locking three hours ago. He is now unable to move it. His past medical history is notable for schizophrenia and asthma and he currently takes albuterol as well as another medication whose name he does not remember. His temperature is 99.0F (37.2C), blood pressure is 130/90 mmHg, pulse is 105/min, and respirations are 18/min. On physical examination, the patient appears anxious and diaphoretic. He speaks in full sentences and is oriented to person, place, and time. The patients neck is flexed and rotated to the right approximately 40 degrees. The right sternocleidomastoid and trapezius are firm and contracted. Extraocular movements are full and intact. Upon further questioning, he reports that he took more medication four hours ago because he was hearing voices. Which of the following should most likely be administered to this patient?",Glycopyrrolate,Levodopa,Dantrolene,Propranolol,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including neck stiffness, flexed and rotated neck, and contracted sternocleidomastoid and trapezius muscles, are indicative of acute dystonia, likely caused by an antipsychotic medication. The administration of an anticholinergic agent or antihistamine is typically recommended, but since these are not listed, the closest appropriate treatment would be an anticholinergic or a medication that can counteract the dystonic reaction. Although not the first-line treatment, the most likely correct answer is related to treating the dystonic reaction.""
}",B,,0.9,"The patient's symptoms, including neck stiffness, flexed and rotated neck, and contracted sternocleidomastoid and trapezius muscles, are indicative of acute dystonia, likely caused by an antipsychotic medication. The administration of an anticholinergic agent or antihistamine is typically recommended, but since these are not listed, the closest appropriate treatment would be an anticholinergic or a medication that can counteract the dystonic reaction. Although not the first-line treatment, the most likely correct answer is related to treating the dystonic reaction."
148,157,"A 17-year-old girl is brought to the pediatrician by her father for evaluation. He is concerned that she has not undergone puberty yet, while all of her classmates at school have. The patient herself feels well overall, with no specific complaints. Examination shows vital signs of T 98.9, HR 71, and BP 137/92. The physician notes undeveloped breasts and normal external and internal female genitalia in Tanner I stage of development. Her body mass index is within normal limits, she is in the 40th percentile for height, and she is agreeable and pleasant during the interview. Which of the following additional findings is likely present in this patient?",Aromatase enzyme deficiency,Hypokalemia,Increased levels of sex hormones,Hypercortisolism,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's delayed puberty and elevated blood pressure, despite a normal BMI and lack of specific complaints, suggest an underlying hormonal imbalance. Hypercortisolism (Cushing's syndrome) can cause delayed puberty and hypertension, making option D a plausible choice.""
}",D,,0.8,"The patient's delayed puberty and elevated blood pressure, despite a normal BMI and lack of specific complaints, suggest an underlying hormonal imbalance. Hypercortisolism (Cushing's syndrome) can cause delayed puberty and hypertension, making option D a plausible choice."
149,158,"A 66-year-old male presents to his primary care physician to discuss his increasing shortness of breathover the last 3 months. He notes that this is particularly obvious when he is mowing his lawn or climbing the stairs in his home. His past medical history is significant for hypertension that is well-controlled with lisinopril. His vital signs are as follows: T 37.6 C, HR 88, BP 136/58, RR 18, SpO2 97% RA. Physical examination is significant for an early diastolic blowing, decrescendo murmur heard best at the left sternal border, a midsystolic murmur heard best at the right upper sternal border, and a late diastolic rumbling murmur heard best at the apex on auscultation. In addition, an S3 heart sound is also present. Bounding pulses are palpated at the radial arteries bilaterally. Which of the following diagnoses is most likely in this patient?",Mitral regurgitation,Mitral stenosis,Aortic stenosis,Mitral prolapse,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's presentation of shortness of breath on exertion, combined with physical examination findings of an early diastolic blowing murmur (suggestive of aortic regurgitation), a midsystolic murmur at the right upper sternal border (suggestive of aortic stenosis), bounding pulses, and an S3 heart sound, points towards a diagnosis involving significant aortic valve pathology, most likely severe aortic regurgitation with possible concomitant aortic stenosis.""
}",C,,0.8,"The patient's presentation of shortness of breath on exertion, combined with physical examination findings of an early diastolic blowing murmur (suggestive of aortic regurgitation), a midsystolic murmur at the right upper sternal border (suggestive of aortic stenosis), bounding pulses, and an S3 heart sound, points towards a diagnosis involving significant aortic valve pathology, most likely severe aortic regurgitation with possible concomitant aortic stenosis."
150,159,"A 28-year-old female visits her physician for workup of a new onset diastolic murmur found on physical examination. Past medical history is insignificant. Her temperature is 37.0 degrees C, blood pressure is 115/75 mm Hg, pulse is 76/min, and respiratory rate is 16/min. The patient denies dyspnea, fatigue, and syncope. Transthoracic echocardiography reveals a large, pedunculated tumor in the left atrium. This patient is most at risk for:",Abrupt hypotension,Deep venous thrombosis,Acute arterial occlusion,Septic embolism,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The presence of a large, pedunculated tumor in the left atrium is highly suggestive of a myxoma, which can cause embolic events. Given its location in the left atrium, the tumor is more likely to embolize to the arterial system, making acute arterial occlusion a significant risk.""
}",C,,0.9,"The presence of a large, pedunculated tumor in the left atrium is highly suggestive of a myxoma, which can cause embolic events. Given its location in the left atrium, the tumor is more likely to embolize to the arterial system, making acute arterial occlusion a significant risk."
151,160,"A 57-year-old woman is brought to the emergency department by ambulance for dysarthria and left-sided facial droop. She is accompanied by her son, who states that the patient had just returned home an hour ago from walking the dog when suddenly the patient stated she felt strange. When her son asked her what was wrong, her speech was slurred and her ""face looked funny. The son quickly called an ambulance. The paramedic upon arrival noted that the patient had left-sided facial droop. Her medical history includes asthma and sickle cell disease. She takes hydroxyurea, uses oxycodone as needed for pain, and an albuterol inhaler as needed for shortness of breath. The patients temperature is 97F (36.1C), blood pressure is 145/72 mmHg, pulse is 93/min, and respirations are 14/min with an oxygen saturation of 96% on room air. On physical examination, a left-sided facial droop is appreciated. She has trouble articulating her words, and her speech is garbled. She is put on 2 L of oxygen by nasal cannula. Labs are obtained and pending. Which of the following therapies is most likely indicated?",Alteplase,Exchange transfusion,Hydralazine,Warfarin,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient has symptoms suggestive of an acute stroke, and given her history of sickle cell disease, an acute ischemic stroke potentially due to sickle cell crisis is a strong consideration. Exchange transfusion is a treatment for acute ischemic stroke in the context of sickle cell disease.""
}",B,,0.8,"The patient has symptoms suggestive of an acute stroke, and given her history of sickle cell disease, an acute ischemic stroke potentially due to sickle cell crisis is a strong consideration. Exchange transfusion is a treatment for acute ischemic stroke in the context of sickle cell disease."
152,161,A 24-year-old woman comes to the physician because she had unprotected intercourse with her boyfriend the previous day. She has had regular menses since menarche at the age of 12. Her last menstrual period was 3 weeks ago. She has no history of serious illness but is allergic to certain jewelry and metal alloys. She takes no medications. A urine pregnancy test is negative. She does not wish to become pregnant until she finishes college in six months. Which of the following is the most appropriate next step in management?,Insert copper-containing intra-uterine device,Administer ulipristal acetate,Administer depot medroxyprogesterone acetate,Administer combined oral contraceptive,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is within the timeframe for emergency contraception and has a negative pregnancy test. The copper-containing intra-uterine device (IUD) is an effective form of emergency contraception if inserted within 5 days of unprotected intercourse and also provides ongoing contraception, aligning with her desire not to become pregnant until she finishes college.""
}",A,,0.9,"The patient is within the timeframe for emergency contraception and has a negative pregnancy test. The copper-containing intra-uterine device (IUD) is an effective form of emergency contraception if inserted within 5 days of unprotected intercourse and also provides ongoing contraception, aligning with her desire not to become pregnant until she finishes college."
