row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
113,39907975e96a24d1c53238b233669e6ebca66dbf21944c0f011788fa6937d24d,A 55-year-old diabetic woman suddenly develops weakness of the left side of her face as well as of her right arm and leg. She also has diplopia on left lateral gaze. The responsible lesion is probably located in which of the following?,Right cerebral hemisphere,Left cerebral hemisphere,Right side of the brainstem,Left side of the brainstem,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Left facial weakness with right arm/leg weakness indicates crossed signs, suggesting brainstem pathology. Diplopia on left lateral gaze points to left sixth cranial nerve involvement, localizing to the left brainstem.""
}",D,null,0.9,"Left facial weakness with right arm/leg weakness indicates crossed signs, suggesting brainstem pathology. Diplopia on left lateral gaze points to left sixth cranial nerve involvement, localizing to the left brainstem."
114,2447d3739753f52a8d367c2e53d754f30b4628897fed7f22bac7ffe5f7d42625,"You are helping with school sports physicals and see a 13-year-old boy who has had some trouble keeping up with his peers. He has a cardiac murmur, which you correctly diagnose as a ventricular septal defect based on which of the following auscultatory findings?",A systolic murmur at the pulmonic area and a diastolic rumble along the left sternal border,A diastolic decrescendo murmur at the mid-left sternal border,A continuous murmur through systole and diastole at the upper left sternal border,A systolic crescendo-decrescendo murmur heard best at the upper right sternal border with radiation to the carotids; the murmur is augmented with transient exercise,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""A ventricular septal defect typically presents as a holosystolic murmur heard best at the left lower sternal border, but none of the given options describe this classic finding.""
}",null,NO_VALID_OPTION,0.9,"A ventricular septal defect typically presents as a holosystolic murmur heard best at the left lower sternal border, but none of the given options describe this classic finding."
115,ed2cb6bb51972923b3ded33cd594b551563a13bb3072f3eba2fd1f63a8267640,"A 63-year-old woman presents with sudden-onset severe abdominal pain. Thepain has been present for the past 6 hours and has increased in intensity. Shehas an irregular heart rate, which is confirmed on EKG to be atrial fibrillation. You suspect mesenteric ischemia. What is the definitive treatment for this patient's condition?",Intravenous fluids and antibiotics with observation.,Anticoagulation with unfractionated or low-molecular-weight heparin.,Endovascularthrombolytic therapy.,Open embolectomy.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.7,
  ""rationale"": ""The definitive treatment for mesenteric ischemia depends on whether there is bowel necrosis, the extent of ischemia, and timing of presentation. Without imaging results or assessment of bowel viability, cannot determine if endovascular intervention, surgery, or medical management is most appropriate.""
}",null,INSUFFICIENT_INFO,0.7,"The definitive treatment for mesenteric ischemia depends on whether there is bowel necrosis, the extent of ischemia, and timing of presentation. Without imaging results or assessment of bowel viability, cannot determine if endovascular intervention, surgery, or medical management is most appropriate."
116,67b7b73522791fe7a62244294ed88066a28203bc05903f39c6398a4eec7a5446,"A 67-year-old female patient complains of fatigue, dizziness, and abdominal distention. On examination, she is pale and an enlarged spleen is palpated. Her full blood count shows an elevated white cell count of 600 x 109/L . Her bone marrow shows the full spectrum of myeloid maturation. Her BCR-ABL 1 is positive. Which one of the following is true about her treatment?",She should undergo a stem cell transplant,She should be initiated on hydroxyurea and allopurinol,She should start chemotherapy with a cytarabine-based protocol,She should undergo white cell apharesis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""This patient has chronic myeloid leukemia (CML) in chronic phase based on BCR-ABL positivity and full spectrum myeloid maturation. Initial treatment requires cytoreduction with hydroxyurea and tumor lysis syndrome prevention with allopurinol before starting tyrosine kinase inhibitors.""
}",B,null,0.85,This patient has chronic myeloid leukemia (CML) in chronic phase based on BCR-ABL positivity and full spectrum myeloid maturation. Initial treatment requires cytoreduction with hydroxyurea and tumor lysis syndrome prevention with allopurinol before starting tyrosine kinase inhibitors.
117,38a90612e1453191fd29a4258cdd1a0a50df946f58006e5560d0dcbf001a9917,A woman presents at 28 weeks gestation reporting vaginal bleeding. The bleeding occurred 2 hours ago and was bright red. There was no associated abdominal pain and no previous episode of bleeding. Previous ultrasound scan was normal. Examination revealed no abnormality except speculum examination that revealed a reddened area around the external cervical os with an inflammatory appearance and a small amount of contact bleeding. The most likely diagnosis is,Vasa praevia,Placenta praevia,Cervical cancer,Abruptio placenta,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.7,
  ""rationale"": ""The key findings are contact bleeding on speculum examination with reddened, inflammatory appearance around the cervical os, which are classic signs of cervical pathology. Placental causes (A, B, D) typically don't present with localized cervical inflammation and contact bleeding.""
}",C,null,0.7,"The key findings are contact bleeding on speculum examination with reddened, inflammatory appearance around the cervical os, which are classic signs of cervical pathology. Placental causes (A, B, D) typically don't present with localized cervical inflammation and contact bleeding."
118,2e91da61601e7f82de4605f374cb62177d3c32ee8c0a0064b99e1212447fc370,"A 65-year-old being managed for heart failure with reduced ejection fraction has a NYHA class of III despite being on optimal doses of bisoprolol, sacubitril/valsartan, dapagliflozin, eplerenone and furosemide. ECG done shows a left bundle branch block and QRS duration of 182 ms. What is the appropriate next step in her management?",Add Ivabradine,Add Spironolactone,Cardiac resynchronization therapy,Implantable cardioverter-defibrillator,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Patient has NYHA class III HFrEF with LBBB and QRS >150ms despite optimal medical therapy, meeting clear criteria for cardiac resynchronization therapy. CRT is indicated for symptomatic patients with LBBB and wide QRS to improve symptoms and outcomes.""
}",C,null,0.9,"Patient has NYHA class III HFrEF with LBBB and QRS >150ms despite optimal medical therapy, meeting clear criteria for cardiac resynchronization therapy. CRT is indicated for symptomatic patients with LBBB and wide QRS to improve symptoms and outcomes."
119,e7d6c62d3cd2455962af9c8cf7684b3af5a876d6d7505cd24e9fc4589cf64430,"Tuberculosis can be treated by
a. 4 months of Isoniazid and Rifampicin; 2 months of ethambutol, Isoniazid, rifampicin and pyrazinamide
b. 2 months of Isoniazide, Rifampicin, ethambutol and Pyrazinemide; 4 months of Ethambutol and pyrazinamide
c. 2 months of Pyrazinemide , ethambutol; 4 months of Rifampicine, ISoniazied and pyrazinamide
d. 2 months of Rifampicin, Isoniazide, Pyrazinemide and Ethambutol; 4 months of Rifampicin and Isoniazide.
e. 4 months of Rifampicin , Ethambutol 4 months of Isoniazid, pyrazinamide, ethambutol and rifampicin.","4months of Isoniazid and Rifampicin; 2 months of ethambutol, Isoniazid, rifampicin and pyrazinamide","2months of Isoniazide, Rifampicin, ethambutol and Pyrazinemide; 4 months of Ethambutol and pyrazinamide","2months of Pyrazinemide , ethambutol; 4 months of Rifampicine, ISoniazied  and pyrazinamide","2 months of Rifampicin, Isoniazide, Pyrazinemide and Ethambutol; 4 months of Rifampicin and Isoniazide.","{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Standard TB treatment is 2 months of intensive phase with RIPE (Rifampicin, Isoniazid, Pyrazinamide, Ethambutol) followed by 4 months continuation phase with Rifampicin and Isoniazid. Option D correctly describes this WHO-recommended regimen.""
}",D,,0.9,"Standard TB treatment is 2 months of intensive phase with RIPE (Rifampicin, Isoniazid, Pyrazinamide, Ethambutol) followed by 4 months continuation phase with Rifampicin and Isoniazid. Option D correctly describes this WHO-recommended regimen."
120,7d9870211d5643fc14e3f4e9dfb0fc6005af8dae839aac0ec3da2afb207af167,"A 42-year-old bus driver with diet-controlled diabetes complains of generalised weakness which appears to be worse in the evenings. She often complains of double vision and her husband and friends report that her eyelids sometimes appear to be drooping. Her symptoms are generally worse after a few hours of working. She reports smoking 10 cigarettes a day for the past 25 years and drinks three to four pints of beer most weekends. Examination of the limbs demonstrates generalised weakness, which is greater proximally. There is no sensory deficit. What is the most likely diagnosis?",Motor neuron disease,Dermatomyositis,Stroke,Parkinson’s disease,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation strongly suggests myasthenia gravis with fatigable weakness, ptosis, and diplopia that worsens with activity. None of the provided options match this classic neuromuscular junction disorder.""
}",null,NO_VALID_OPTION,0.9,"The clinical presentation strongly suggests myasthenia gravis with fatigable weakness, ptosis, and diplopia that worsens with activity. None of the provided options match this classic neuromuscular junction disorder."
121,62794deedbfb0a32ee748be2f76272a6908d83cffb2b12a422ce18b6fddfedd9,"A 35-year-old man is admitted following blunt head trauma with a CT showing several areas ofsmall intracerebral hemorrhage. He is intubated but agitated. His heart rate is 90 bpm, and his mean arterial pressure (MAP) is 85 mmHg. An intracranial pressure monitor shows an ICP of 26 mmHg. Which of the 
following is the next best step?",Hyperventilation to PCO2 of 25 to 30 mmHg,Administer mannitol.,. Place the patient in Trendelenburg position.,Begin vasopressortherapy.,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""ICP of 26 mmHg is elevated (normal <15 mmHg) and requires immediate treatment. Mannitol is a first-line osmotic diuretic that rapidly reduces ICP by drawing fluid from brain tissue into the vascular space.""
}",B,null,0.85,ICP of 26 mmHg is elevated (normal <15 mmHg) and requires immediate treatment. Mannitol is a first-line osmotic diuretic that rapidly reduces ICP by drawing fluid from brain tissue into the vascular space.
122,119f23e556be37be01c79efcdccb1a0cbde25d18a18abe6317b662c0f1431089,"50)	Two weeks after a viral syndrome, a 2-year-old child develops bruising and generalized petechiae, more prominent over the legs. No hepatosplenomegaly or lymph node enlargement is noted. The examination is otherwise unremarkable. Laboratory testing shows the patient to have a normal hemoglobin, hematocrit, and white blood cell (WBC) count and differential. The platelet count is 15,000/μL. Which of the following is the most likely diagnosis?",Acute leukemia,Von Willebrand disease (vWD),Aplastic anemia,Thrombotic thrombocytopenic purpura,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation describes classic immune thrombocytopenic purpura (ITP) - isolated severe thrombocytopenia following viral illness in a young child with normal other cell lines. None of the provided options include ITP, which is the most likely diagnosis.""
}",null,NO_VALID_OPTION,0.9,"The clinical presentation describes classic immune thrombocytopenic purpura (ITP) - isolated severe thrombocytopenia following viral illness in a young child with normal other cell lines. None of the provided options include ITP, which is the most likely diagnosis."
123,c2e1eea0db2d2f595822d56d5b768e3af3fba3777d63fce3581f2d842ee1856d,"A woman undergoes a triple assessment for a left upper outer quadrant breast lump. The results of the clinical assessment show the lump to be 4.5 cm in diameter, with mobile lymph nodes on the same side and no evidence of distant metastases. Which of the following is her TNM classification?",T1N3M0,T2N1M0,T3N0M0,T2N3M1,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""T2 because tumor is 4.5 cm (>2 cm but ≤5 cm), N1 because mobile ipsilateral axillary lymph nodes are present, M0 because no distant metastases were found.""
}",B,null,0.9,"T2 because tumor is 4.5 cm (>2 cm but ≤5 cm), N1 because mobile ipsilateral axillary lymph nodes are present, M0 because no distant metastases were found."
124,19e22cfe57cc5f8824a2dab4b3a47a3a9273baf730906c8d649154a6b38dbf27,A 55-year-old man who has been working for many years in a quarry presents with difficulty breathing on physical activity and cough which has worsened over the past 3 months. There is associated weight loss. Chest X ray done shows bilateral reticulonodular opacities predominantly at the upper lobes. What is the most likely diagnosis?,Tuberculosis,Bronchogenic carcinoma,Idiopathic pulmonary fibrosis,Asbestosis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.7,
  ""rationale"": ""The occupational history of quarry work with bilateral upper lobe reticulonodular opacities strongly suggests silicosis, but this diagnosis is not among the provided options.""
}",null,NO_VALID_OPTION,0.7,"The occupational history of quarry work with bilateral upper lobe reticulonodular opacities strongly suggests silicosis, but this diagnosis is not among the provided options."
125,8ecace11ac1b703d0297a6c6e9e371e0cd73954d394624f9d32e239d315b1fdf,"You see a 48-year old in the surgical ward who is due for an exploratory laparotomy. The anaesthetist tells you that a high dependency unit (HDU) bed has been booked for the patient owing to his comorbidities and will therefore require close monitoring after surgery. The anesthetist tells you that the patient falls under ASA 3. From the list below, choose the definition that best describes an ASA grading of 3.",A patient with severe systemic disease that is a constant threat to life,A patient with mild systemic disease,A moribund patient who is not expected to survive without an operation,A normal healthy patient,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""ASA 3 is defined as a patient with severe systemic disease that limits activity but is not a constant threat to life. None of the options accurately reflect this definition - option A describes ASA 4, not ASA 3.""
}",null,NO_VALID_OPTION,0.9,"ASA 3 is defined as a patient with severe systemic disease that limits activity but is not a constant threat to life. None of the options accurately reflect this definition - option A describes ASA 4, not ASA 3."
126,dc47736e88acc694e8561dee76aea8baa5c58c09d95c3a798324b66208aa1505,"A 35-year-old previously healthy woman complains of a severe, excruciating headache and then has a transient loss of consciousness. There are no focal neurologic findings. Which of the following is the best next step in evaluation?",CT scan with contrast,Echocardiogram,Carotid angiogram,Holter monitor,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Sudden severe headache with loss of consciousness in a previously healthy patient raises concern for subarachnoid hemorrhage. CT scan is the initial imaging of choice to evaluate for acute intracranial hemorrhage.""
}",A,null,0.9,Sudden severe headache with loss of consciousness in a previously healthy patient raises concern for subarachnoid hemorrhage. CT scan is the initial imaging of choice to evaluate for acute intracranial hemorrhage.
127,6f007229e14c88e297d0ec036ad6b23401179fac37b9adc538e7d386e31c003f,A 56-year-old man presents to the Emergency Unit with central chest pain which lasted for 15 minutes while playing tennis. He has two similar episodes over the past three months. The first episode was while he was taking a walk and the second episode while he was on the treadmill in the gym. He is a hypertensive with well controlled blood pressures and has a past history of smoking. ECG done showed left ventricular hypertrophy and T wave inversion in leads V 5 and V 6. Troponins done were normal. What diagnosis best fits with the clinical scenario?,Non ST elevation myocardial infarction,Unstable angina,Non cardiac chest pain,Stable angina,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""Exertional chest pain that resolves with rest, predictable pattern over months, normal troponins, and ECG changes consistent with chronic ischemia (LVH, lateral T-wave inversions) indicate stable angina rather than acute coronary syndrome.""
}",D,null,0.85,"Exertional chest pain that resolves with rest, predictable pattern over months, normal troponins, and ECG changes consistent with chronic ischemia (LVH, lateral T-wave inversions) indicate stable angina rather than acute coronary syndrome."
128,e23937af1c9ed9d9e191313a520eef15efb13453a86f1e10da7c922ba394eec2,24 year old man presented with sudden onset shortness of breath while watching television. Examination of the chest showed reduced expansion on the left with hyper-resonant percussion notes and reduced breath sounds on the same side. What is the most likely diagnosis consistent with the chest findings on the left?,Pulmonary fibrosis,Pneumonia,Upper airway obstruction,Atelectasis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical findings (reduced expansion, hyper-resonant percussion, reduced breath sounds) are classic for pneumothorax, but this option is not provided. None of the given options match this presentation.""
}",null,NO_VALID_OPTION,0.9,"The clinical findings (reduced expansion, hyper-resonant percussion, reduced breath sounds) are classic for pneumothorax, but this option is not provided. None of the given options match this presentation."
129,7535dd19354496158072c59d8557a2544fd82a8e1724692e8a8687cdf255949a,A 15-month old unimmunized child presents with persistent cough of a week duration. It is associated with occasional loud inspiratory noise and vomiting after episodes of cough. Which of the following additional features should be searched for?,Severe conjunctivitis,Encephalitis,Morbilliform rash,Loud stridor,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation of persistent cough with inspiratory whooping sound and post-tussive vomiting in an unimmunized child is classic for pertussis (whooping cough). Encephalitis is a serious complication of pertussis that should be monitored for, especially in infants and young children.""
}",B,null,0.9,"The clinical presentation of persistent cough with inspiratory whooping sound and post-tussive vomiting in an unimmunized child is classic for pertussis (whooping cough). Encephalitis is a serious complication of pertussis that should be monitored for, especially in infants and young children."
130,7c73e2081f88c8d16140d6bc4b3d5a9160c509805a8bc96b0c6c602a752b823a,"A 27-year-old man is admitted with weight loss and headaches for 3 weeks. Upon evaluation, he was found to have cryptococcal meningitis and started amphotericin B. Two days later. Urea and creatinine are requested. Which of the following is a finding of concern",Hyponatremia,Hypomagnesemia,Hypokalemia,Hypochloremia,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Amphotericin B is nephrotoxic and commonly causes hypomagnesemia through renal magnesium wasting. This electrolyte abnormality is a well-known and concerning side effect that requires monitoring and replacement.""
}",B,null,0.9,Amphotericin B is nephrotoxic and commonly causes hypomagnesemia through renal magnesium wasting. This electrolyte abnormality is a well-known and concerning side effect that requires monitoring and replacement.
131,70a72ab00c1779d9df9334f07a53b015bd53e8f486adb2466857612e8af29fa5,"A general surgeon contacts you regarding preoperative clearance for an otherwise healthy 42-year-old scheduled for an appendectomy. The patient has no history of excessive bleeding, no family history of bleeding disorders, and is on no medications. He inquires about the need for coagulation studies, which have not been performed. Which of the following is a correct response to this inquiry?",A prothrombin time (PT) and partial thromboplastin time (PTT) must be performed before surgery,A bleeding time is sufficient for assessing the risk of bleeding,A normal PT and PTT within the last year is sufficient to clear this patient for surgery,No further testing is necessary to clear this patient for surgery,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""For healthy patients with no bleeding history, family history of bleeding disorders, or medications affecting coagulation, routine preoperative coagulation studies are not indicated. The patient's clinical history is sufficient to assess bleeding risk.""
}",D,null,0.9,"For healthy patients with no bleeding history, family history of bleeding disorders, or medications affecting coagulation, routine preoperative coagulation studies are not indicated. The patient's clinical history is sufficient to assess bleeding risk."
132,cdb145d0926ee2ce9ab47552405d83130f3bb1f57c12dedde100d6ad928cddc8,"Aisha, a 17-year-old girl presents with a 3-day history of bilateral itching, burning, crusting, and matting of her eyelids, which worsens when she awakens in the morning. The patient has no prior history of a similar event. On physical exam, there is crusting of the eyelashes at the bases, erythema of the eyelids, clear conjunctiva, and cornea. There are small ulcers on the eyelid margins. The meibomian glands appear normal. Which of the following is not first-line treatment?",Erythromycin ophthalmic ointment,Warm compresses and lid margin scrubs with a cotton swab dipped in diluted baby shampoo,,Avoidance of eye makeup,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Option C is listed as 'nan' which is not a valid treatment option, making it impossible to properly evaluate all choices for comparison.""
}",null,NO_VALID_OPTION,0.9,"Option C is listed as 'nan' which is not a valid treatment option, making it impossible to properly evaluate all choices for comparison."
133,c6ff982185d158ea1b12976fa1c007e3d0f7105a4139ebadcb3ea9a4ac69b63f,"9)	A 12-month-old boy comes to the emergency department with a 3-day history of intractable
vomiting and watery diarrhea. His mother reports decreased urine output for the past 24 hours.
His heart rate is 180 beats/min, and his blood pressure is 85/40 mmHg. He is lethargic but
responds to stimulation. His mucous membranes are very dry, his skin turgor is decreased, and
his capillary refill is 3 seconds. The remainder of his physical examination findings are
unremarkable.
Of the following, the laboratory data that are MOST consistent with this patient's clinical
presentation are",Serum Sodium: Normal; Serum Osmolality: Normal; Urine Sodium: Low; Urine Osmolality: Low,. Serum Sodium: High; Serum Osmolality: High; Urine Sodium: Low; Urine Osmolality: Low,Serum Sodium: Low; Serum Osmolality: Normal; Urine Sodium: High; Urine Osmolality: High,Serum Sodium: Low; Serum Osmolality: Low; Urine Sodium: High; Urine Osmolality: Hig,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.7,
  ""rationale"": ""This patient has severe dehydration from gastroenteritis, but the expected lab pattern (low urine sodium, high urine osmolality from volume depletion) doesn't clearly match any complete option due to varying serum sodium possibilities.""
}",null,INSUFFICIENT_INFO,0.7,"This patient has severe dehydration from gastroenteritis, but the expected lab pattern (low urine sodium, high urine osmolality from volume depletion) doesn't clearly match any complete option due to varying serum sodium possibilities."
134,adec472ffd518d58c89d269225550d840bf7900a2af22542c7996471c1f47e3e,"Beer drinkers have poor dietary intake of protein and electrolytes and consume large volumes of beer, which may exceed renal excretory capacity and result in hyponatremia. This is referred to as?




 
",Beer syndrome,Beer flush,Beer potomania,Beer psychosis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Beer potomania is the established medical term for hyponatremia caused by excessive beer consumption combined with poor dietary solute intake. The condition occurs when large volumes of beer overwhelm the kidney's ability to excrete free water in the setting of low solute intake.""
}",C,,0.9,Beer potomania is the established medical term for hyponatremia caused by excessive beer consumption combined with poor dietary solute intake. The condition occurs when large volumes of beer overwhelm the kidney's ability to excrete free water in the setting of low solute intake.
135,9064e50eb618891318fd6de08a2a1aade9410591e4f9a75fce16458a06ad0eac,"24)	Upon entering your examination room, you find a father who is visibly upset. He has brought his 1-month-old and 2-year-old daughters to see you today because his wife was recently diagnosed with tuberculosis. As you question him further, he tells you that his wife's physician told him that his wife's chest radiograph was abnormal and she was ""smear-positive."" He hands you results from the health department stating that he and his daughters all had negative skin tests and chest radiographs. His wife is at the health department today to start medicines against tuberculosis, and he wants to know if there is anything that should be done for the children. Of the following, the MOST appropriate treatment is to",administer the bacille Calmette-Guérin vaccine,repeat the skin test in 1 month,remove the children from the home for 3 months,provide reassurance,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""Children exposed to smear-positive pulmonary TB require repeat testing in 8-12 weeks due to the window period before tuberculin skin tests become positive. Initial negative tests don't rule out recent infection that hasn't yet converted.""
}",B,null,0.85,Children exposed to smear-positive pulmonary TB require repeat testing in 8-12 weeks due to the window period before tuberculin skin tests become positive. Initial negative tests don't rule out recent infection that hasn't yet converted.
136,9cc5ef2bb982e980edacc673d93ab4e9ec3a18495f26c0fc42d7ee7e7a8ad438,A 3 month old male infant developed otitis media for which he was given a course of co-trimoxazole. A few days later he developed extensive peeling of the skin; there was no mucosal lesion and the baby was not toxic. The most likely diagnosis is?,Toxic Epidermal Necrolysis,Staphylococcal scalded skin syndrome,Infantile pemphigus,Stevens Johnson Syndrome,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Extensive skin peeling without mucosal involvement and non-toxic appearance in a 3-month-old infant is most consistent with staphylococcal scalded skin syndrome. TEN and SJS typically involve mucosa, and infantile pemphigus is much rarer.""
}",B,,0.85,"Extensive skin peeling without mucosal involvement and non-toxic appearance in a 3-month-old infant is most consistent with staphylococcal scalded skin syndrome. TEN and SJS typically involve mucosa, and infantile pemphigus is much rarer."
137,0e1e0585ddba4593af322a576e186045a35529b68b0066969f74f6ba7c15135d,A 36-year-old HIV-positive woman on highly active anti-retroviral therapy (HAART) comes to see you after a positive pregnancy test. Which one of the following statements is not true with regard to her management?,Screening for genital infections at booking and at 28 weeks' gestation.,Screening for Hepatitis C should be performed at booking.,Advise her to continue to take HAART throughout the pregnancy and postpartum.,Avoidance of breastfeeding reduces the risk of mother to child transmission.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.3,
  ""rationale"": ""The question asks which statement is NOT true, but all four options (A-D) represent standard, evidence-based management practices for HIV-positive pregnant women. Without additional context or clearer incorrect options, I cannot definitively identify which statement the question intends as false.""
}",null,INSUFFICIENT_INFO,0.3,"The question asks which statement is NOT true, but all four options (A-D) represent standard, evidence-based management practices for HIV-positive pregnant women. Without additional context or clearer incorrect options, I cannot definitively identify which statement the question intends as false."
138,654a036cd633ca2659793c28678b628cf1c3b824e372ec59e74662da00ebd2e2,A 62-year-old man who smokes 30 cigarettes a day is brought to the hospital on account of increasing confusion and drowsiness over the past 6 days. His wife mentioned he also has a 3-month history of cough and weight loss. He has decreased breath sounds on the left and Chest X ray done showed a hilar mass suspiscious for lung malignancy. His blood tests was significant for hyponatraemia of 122 mmol/L . What is the most probable cause of his symptoms?,Adenocarcinoma,Mesothelioma,Bronchial carcinoid,Squamous cell cancer,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The question asks for the cause of symptoms (confusion, drowsiness from SIADH/hyponatremia), but all options are histological tumor types rather than the actual cause which is syndrome of inappropriate ADH secretion.""
}",null,NO_VALID_OPTION,0.9,"The question asks for the cause of symptoms (confusion, drowsiness from SIADH/hyponatremia), but all options are histological tumor types rather than the actual cause which is syndrome of inappropriate ADH secretion."
139,6e5b28107c63ad61f98c8ef134f3e414438df3f3f3a1da3eac145c9f52317bfa,A 72-year-old man presents with intermittent dysphagia to both solids and liquids over the past 8 months. He experiences retrosternal pain which is relieved by regurgitating food. He has had one episode of pneumonia over the past year. There is mild epigastric tenderness on palpation. A barium swallow done showed dilated oesophagus with a bird’s beak appearance. What is the most likely diagnosis?,Oesophageal carcinoma,Eosinophilic oesophagitis,Zenker’s diverticulum,Oesophageal spasms,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation with dysphagia to solids and liquids, retrosternal pain relieved by regurgitation, and classic 'bird's beak' appearance on barium swallow strongly indicates achalasia. However, achalasia is not listed among the available options.""
}",null,NO_VALID_OPTION,0.9,"The clinical presentation with dysphagia to solids and liquids, retrosternal pain relieved by regurgitation, and classic 'bird's beak' appearance on barium swallow strongly indicates achalasia. However, achalasia is not listed among the available options."
140,4ad6efb8963c3d27c18a9738b9130b82b6c04740aba02afb598d70e12c423911,"A 16 year old boy presented with asymptomatic, multiple , erythematous, annulare lesions with acollarette of scales at the periphery of the lesions present on the trunk. The most likely diagnosis is?",Pityriasis versicolor,tinea versicolor,Pityrias rurba pilaris,Pityriasis alba,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""The clinical description of annular erythematous lesions with collarette of scales is classic for pityriasis rosea, which is not listed among the options. The given options don't match this presentation well.""
}",null,NO_VALID_OPTION,0.8,"The clinical description of annular erythematous lesions with collarette of scales is classic for pityriasis rosea, which is not listed among the options. The given options don't match this presentation well."
141,25df01f16e1fa13192450b0afab12ae9f0970bf142de3e1ae67572dd8bbf364c,"In transtentorial herniation, there may be lateral displacement of the midbrain which may compress the opposite cerebral peduncle leading to a Babinski response and hemiparesis contralateral to the original hemiparesis. This phenomenon is known as?

 
 


",Uhthoff’s Phenomenon,Elsberg Phenomenon,Bells phenomenon,Monroe-Kellie doctrine,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The described phenomenon is Kernohan's notch phenomenon, which occurs when midbrain displacement compresses the contralateral cerebral peduncle causing false localizing signs. None of the listed options correspond to this well-established neurological finding.""
}",null,NO_VALID_OPTION,0.9,"The described phenomenon is Kernohan's notch phenomenon, which occurs when midbrain displacement compresses the contralateral cerebral peduncle causing false localizing signs. None of the listed options correspond to this well-established neurological finding."
