row_index,question_id,stem,option_A,option_B,option_C,option_D,gpt5_raw,gpt5_choice,gpt5_abstain_code,gpt5_confidence,gpt5_rationale
60,6df0464c56b3e4280d16f7db0b4fd8c5a1ba75e93a9dab4c0a5b882936dcde0e,A 20-year-old man with an identical twin is diagnosed with major depressive disorder. His twin brother asks you to comment on the chance that he will develop a depressive disorder. Which of the following is the correct response to his twin brother?,‘Major depressive disorder is strongly heritable. You will definitely develop it as well.’,‘The likelihood of you developing depressive disorder is higher than your other siblings’,‘There is only a slightly increased risk that you will become depressed as compared to the general population’,‘The likelihood of you developing depressive disorder is the same as if you were non-identical twins.’,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Monozygotic twins have a substantially higher concordance for major depressive disorder than dizygotic twins or non-twin siblings, reflecting moderate heritability. It is not guaranteed he will develop MDD, nor is the risk only slightly elevated.""
}",B,,0.9,"Monozygotic twins have a substantially higher concordance for major depressive disorder than dizygotic twins or non-twin siblings, reflecting moderate heritability. It is not guaranteed he will develop MDD, nor is the risk only slightly elevated."
61,b57e8c6d9bdd24ce1aed3716f494a669b5206624122cec5755bd31101812dae1,"George plays for one of the best football teams in Ghana. He had a tough time at training, and his coach kept shouting at him. He was upset but did not react. When he got home and his cat came rubbing itself at his feet, he angrily kicked the cat. George is employing………….




",Repression,Replacement,Suppression,Expression,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.78,
  ""rationale"": ""This scenario exemplifies displacement (redirecting anger from a threatening source to a safer target), but that option is not provided. Repression, suppression, and expression do not fit, and “replacement” is not the correct term for this defense.""
}",null,NO_VALID_OPTION,0.78,"This scenario exemplifies displacement (redirecting anger from a threatening source to a safer target), but that option is not provided. Repression, suppression, and expression do not fit, and “replacement” is not the correct term for this defense."
62,d6449cc3abea72bdb3a24ad2f906b018485d187ac7b803eb3bf4a38fed87d548,"A 19-year-old man is seen at the Renal clinic with history of recurrent haematuria. He also complains of hearing loss. On further questioning, it is found out that his brother also suffers from kidney disease and hearing loss. Blood pressure checked is 130/78 mmHg. Abdominal examination is unremarkable. Urine dipstick done shows blood 1+ and no protein. What is the most likely cause of this patient’s haematuria?",Post streptococcal glomerulonephritis,Autosomal dominant polycystic kidney disease,Congenital nephrotic syndrome,IgA nephropathy,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Recurrent hematuria with sensorineural hearing loss and an affected brother strongly suggests Alport syndrome (hereditary nephritis due to type IV collagen defect), which is not among the options. The listed choices do not account for the hearing loss and family history pattern.""
}",null,NO_VALID_OPTION,0.9,"Recurrent hematuria with sensorineural hearing loss and an affected brother strongly suggests Alport syndrome (hereditary nephritis due to type IV collagen defect), which is not among the options. The listed choices do not account for the hearing loss and family history pattern."
63,d98200fefe7a924c186102a1ddd9775b288ad2103072cd395118c5f6b9805a16,A 28-year-old woman had an open-heart surgery for a mitral valve replacement. She developed severe haemorrhagic as a complication such that her renal function was severely impaired. The consequent hyperkalaemia was refractory to medical therapy. What is the most appropriate course of action,a.	Increase the concentration of dextrose solution and dose of insulin,b.	Increase the dose and frequency of calcium gluconate,c.	Revise the surgery,d.	Start haemodialysis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.92,
  ""rationale"": ""Refractory hyperkalemia in the setting of severe renal impairment requires definitive potassium removal with hemodialysis. Calcium gluconate only stabilizes the myocardium and insulin/dextrose provides temporary intracellular shift; neither addresses refractory elevation. Surgical revision is not indicated for hyperkalemia management.""
}",D,,0.92,Refractory hyperkalemia in the setting of severe renal impairment requires definitive potassium removal with hemodialysis. Calcium gluconate only stabilizes the myocardium and insulin/dextrose provides temporary intracellular shift; neither addresses refractory elevation. Surgical revision is not indicated for hyperkalemia management.
64,922edca7ff11b800bf2904797947b8d3638100fdea167563e646fa158359e6fa,"40-year-old male with a history of hepatitis B presents with jaundice, ascites and irritability. 
Asterixis was positive. A diagnosis of hepatic encephalopathy was made. Which of the following is not a known cause of asterixis?",Respiratory failure,Uremia,Severe Heart failure,Inflammatory bowel disease,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.86,
  ""rationale"": ""Asterixis is classically seen in metabolic encephalopathies such as hepatic failure, uremia, and hypercapnia from respiratory failure. Inflammatory bowel disease is not a recognized direct cause of asterixis.""
}",D,,0.86,"Asterixis is classically seen in metabolic encephalopathies such as hepatic failure, uremia, and hypercapnia from respiratory failure. Inflammatory bowel disease is not a recognized direct cause of asterixis."
65,4cd4890f192e074b19f9aa9cb7e1717c3a561ce18b674d2828229788d70ca507,A 65-year-old male presents with cough and difficulty breathing. He is cyanosed with finger clubbing. A chest x ray done shows bilateral lower reticulonodular opacities. What is the most likely diagnosis?,Bronchiectasis,Pulmonary fibrosis,Bronchogenic carcinoma,Chronic bronchitis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.82,
  ""rationale"": ""Bilateral lower-zone reticulonodular opacities with finger clubbing and cyanosis are characteristic of interstitial lung disease, particularly pulmonary fibrosis, which commonly shows basilar-predominant reticular changes. The findings are less consistent with bronchiectasis, bronchogenic carcinoma, or chronic bronchitis.""
}",B,,0.82,"Bilateral lower-zone reticulonodular opacities with finger clubbing and cyanosis are characteristic of interstitial lung disease, particularly pulmonary fibrosis, which commonly shows basilar-predominant reticular changes. The findings are less consistent with bronchiectasis, bronchogenic carcinoma, or chronic bronchitis."
66,a233f14c2734d359827a6f7249ce87f10c08afca595b19b040e68893c86dee6d,"28 years old G 3 P 2 has presented with complaints of brownish vaginal discharge, passage of vesicles and excessive vomiting. Ultrasound scan shows snowstorm appearance in uterus with no fetus. The most likely diagnosis is:",Twin pregnancy.,Ectopic pregnancy.,Fibroid uterus.,Septic induced abortion.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""Brown discharge, passage of vesicles, hyperemesis, and a snowstorm uterine ultrasound without a fetus are classic for hydatidiform mole, which is not among the options provided. Therefore, none of the listed choices is appropriate.""
}",null,NO_VALID_OPTION,0.9,"Brown discharge, passage of vesicles, hyperemesis, and a snowstorm uterine ultrasound without a fetus are classic for hydatidiform mole, which is not among the options provided. Therefore, none of the listed choices is appropriate."
67,c5005109d08126945ee225063425e55cb50d2271648b0b3f5a9863f41d7b0d40,"A 25-year-old male presents with a severe sore throat, difficulty swallowing, and a feverof 38.8 C three days after he underwent dental surgery. There are no palpable lymph nodes, but on your exam, the posterior pharyngeal wall is red and bulging forward. A lateral soft tissue radiograph of the neck shows swelling in the retropharyngeal space. What organism is the most likely cause of this infection?",Staphylococcus aureus,Polymicrobial anaerobes,Moraxella catarrhalis,Streptococcus pneumonia,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.89,
  ""rationale"": ""This presentation is consistent with a retropharyngeal abscess following dental surgery. These deep neck space infections typically arise from oral flora and are most often polymicrobial with anaerobes (e.g., Bacteroides, Fusobacterium, Peptostreptococcus) rather than single typical respiratory pathogens.""
}",B,,0.89,"This presentation is consistent with a retropharyngeal abscess following dental surgery. These deep neck space infections typically arise from oral flora and are most often polymicrobial with anaerobes (e.g., Bacteroides, Fusobacterium, Peptostreptococcus) rather than single typical respiratory pathogens."
68,7d06f4504c7ed338c6c888e1bd23a8d693c1d19872f6c32101430dd20f4184ec,"A 45-year old male presents with a painless mass of his thigh that he states has been present since he hit his thigh on a table 2 months ago. On exam, he has a 6-cm sub fascial lesion. Which biopsy type would you recommend based on this information?",Core needle biopsy,Excisional biopsy,This does not require biopsy at this time given the history of trauma,Incisional biopsy,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.78,
  ""rationale"": ""A deep, >5 cm, painless thigh mass is suspicious for soft tissue sarcoma; it should not be excised primarily or dismissed as post-traumatic. Core needle biopsy, performed with proper planning, is the preferred initial biopsy for such lesions, with incisional biopsy reserved if core is nondiagnostic.""
}",A,,0.78,"A deep, >5 cm, painless thigh mass is suspicious for soft tissue sarcoma; it should not be excised primarily or dismissed as post-traumatic. Core needle biopsy, performed with proper planning, is the preferred initial biopsy for such lesions, with incisional biopsy reserved if core is nondiagnostic."
69,cc1bb15805f215872d7256eb0ef45bb14894376ac11737e21a6ae99447179b35,A 32-year-old male patient presents to the emergency department with a suspected left renal trauma following a road traffic accident. Which of the following statements is true regarding his management?,Most renal trauma will require operative management.,"Most grade III and IV injuries, including those with devitalized parenchymalfragments and urinary extravasation,can be managed non operatively",Grade V injuries should never be managed non operatively. D.,Blunt trauma is more likely than penetrating to require operative intervention.,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.87,
  ""rationale"": ""In hemodynamically stable patients, most renal injuries are managed nonoperatively, including the majority of grade III and many grade IV injuries—even with urinary extravasation or devitalized fragments—often with adjuncts like stenting or embolization. Grade V may sometimes be managed nonoperatively in select stable patients, and penetrating trauma is more likely than blunt to require surgery.""
}",B,,0.87,"In hemodynamically stable patients, most renal injuries are managed nonoperatively, including the majority of grade III and many grade IV injuries—even with urinary extravasation or devitalized fragments—often with adjuncts like stenting or embolization. Grade V may sometimes be managed nonoperatively in select stable patients, and penetrating trauma is more likely than blunt to require surgery."
70,c75c34b10c161764885961258529edbd263c6dccdafe8adaf02b099adfba0322,A 52-year-old woman has been recently diagnosed with HSIL. A LLETZ specimen showed CIN 3 incompletely excised specimen at the endocervical margin. What is the appropriate next step in her management?,Colposcopy and Pap smear in 6 months,. Loop excision immediately,Loop excision in 6 months,Pap smear and HPV - DNA testing in 6 months,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.82,
  ""rationale"": ""A positive endocervical margin after LLETZ for CIN3 carries a high risk of residual disease, and repeat excisional treatment to obtain clear margins is recommended, especially in women who have completed childbearing. Delayed re-excision or surveillance alone is less appropriate in this setting.""
}",B,,0.82,"A positive endocervical margin after LLETZ for CIN3 carries a high risk of residual disease, and repeat excisional treatment to obtain clear margins is recommended, especially in women who have completed childbearing. Delayed re-excision or surveillance alone is less appropriate in this setting."
71,16c0cb21efb1959342cb99b42d9b2395ae971b0868dcbd237940e7c5a0ce6fb7,"Following a difficult hysterectomy, a 65-year-old woman has returned to the gynaecology ward. She had large amounts of morphine in the recovery area for pain relief and is also connected to a patient-controlled analgesia device. The nurses note that she is drowsy and her respiratory rate is low. The anaesthetist 
decides to perform arterial blood gas sampling. What disturbance of acid-base balance is this most likely to show?",Respiratory alkalosis,Metabolic acidosis,No disturbance,Metabolic alkalosis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.93,
  ""rationale"": ""Opioid-induced hypoventilation causes CO2 retention leading to respiratory acidosis, not listed among the options. None of the provided choices accurately reflect the expected ABG disturbance.""
}",null,NO_VALID_OPTION,0.93,"Opioid-induced hypoventilation causes CO2 retention leading to respiratory acidosis, not listed among the options. None of the provided choices accurately reflect the expected ABG disturbance."
72,9aabe3139a7cc27c87c19149b687dea3f6658413206e5f428020211875c6509f,58. A rapidly growing breast lump was found in a 42-year-old Caribbean woman with no children. The lump is hard with ill-defined edges. It is also attached to the underlying muscle. Which of the following investigations is the most important in making a diagnosis,b.Breast mammogram,e.Checking for tumour markers,Clinical examination of the mass,a.Breast ultrasound,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.78,
  ""rationale"": ""In a woman over 40 with a suspicious breast mass, mammography is the primary imaging modality in the triple assessment. Ultrasound is adjunctive and tumor markers are not diagnostic; clinical exam alone is insufficient.""
}",A,,0.78,"In a woman over 40 with a suspicious breast mass, mammography is the primary imaging modality in the triple assessment. Ultrasound is adjunctive and tumor markers are not diagnostic; clinical exam alone is insufficient."
73,6ae5e298102b0b3ddf7f068ed51efb9618fae0322fc7f6150a23a3870560b21d,"12)	A 3-year old child with sickle cell anemia is evaluated for lassitude and pallor. Hematologic findings include: Hgb 3.0 g/dl; WBC 25 k; retic count 0.1%. Of the following, the infectious agent most likely associated with severe anemia in this child is:",Hemophillus influenzae,Streptococcus pneumoniae,Parvovirus B19,CMV,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Severe anemia with a markedly low reticulocyte count in a child with sickle cell disease indicates an aplastic crisis. Parvovirus B19 infects erythroid precursors causing transient aplasia, making it the most likely agent.""
}",C,,0.95,"Severe anemia with a markedly low reticulocyte count in a child with sickle cell disease indicates an aplastic crisis. Parvovirus B19 infects erythroid precursors causing transient aplasia, making it the most likely agent."
74,496cd9895b158be46db19aa887e6dec4351c971d56fa011d647f8403ffe3b476,"A 38-year-old woman presents with sudden onset left sided weakness. She mentions she has been unwell for the past few days with fever and diarrhoea. She has bruising and petechiae on both upper and lower limbs. Blood tests are significant for reduced haemoglobin, severe thrombocytopenia, elevated creatinine and hyperkalaemia. Urine dipstick shows protein 1+ and blood +. What is the most likely cause of the renal impairment?",Lupus nephritis,Post streptococcal glomerulonephritis,Thrombotic thrombocytopenic purpura,Haemolytic uraemic syndrome,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.84,
  ""rationale"": ""A diarrheal prodrome with microangiopathic hemolytic anemia, severe thrombocytopenia, and significant acute kidney injury (creatinine rise, hyperkalemia, hematuria/proteinuria) is most consistent with hemolytic uremic syndrome. While TTP can have neurologic features, renal failure is typically more severe in HUS; lupus and post-streptococcal GN are not supported by the history.""
}",D,,0.84,"A diarrheal prodrome with microangiopathic hemolytic anemia, severe thrombocytopenia, and significant acute kidney injury (creatinine rise, hyperkalemia, hematuria/proteinuria) is most consistent with hemolytic uremic syndrome. While TTP can have neurologic features, renal failure is typically more severe in HUS; lupus and post-streptococcal GN are not supported by the history."
75,bb3ec389d101a48d9b771d1fd76c874f1779c3042d41d6f7493bd8593c1b30a2,"A 70-year-old non–sexually active male complains of fever and pain in his left knee. Several days previously, the patient skinned his knee while working in his garage. The knee is red, warm, and swollen. An arthocentesis is performed, which shows 200,000 leukocytes/µL and a glucose of 20 mg/dl. No crystals are noted. Which of the following is the most important next step?",Gram stain and culture of joint fluid,Urethral culture,Uric acid level,Antinuclear antibody,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.93,
  ""rationale"": ""The very high synovial WBC count and markedly low glucose strongly suggest septic arthritis. The most important immediate step is Gram stain and culture of the joint fluid to identify the organism and guide targeted antibiotics. Urethral culture, uric acid, and ANA are not appropriate priorities in this presentation.""
}",A,,0.93,"The very high synovial WBC count and markedly low glucose strongly suggest septic arthritis. The most important immediate step is Gram stain and culture of the joint fluid to identify the organism and guide targeted antibiotics. Urethral culture, uric acid, and ANA are not appropriate priorities in this presentation."
76,1d2cee3a4de2b9d91388dec2926b8effa7a2c3e7b7b85b2b6048747656dc8b2e,"A seventeen-year-old girl who is not sexually active presents with left iliac fossa pain. An ultrasound scan shows a 5 cm cyst on the left ovary which is complex in nature, with solid, calcified elements and fatty deposits noted on MRI. The likely diagnosis is:",Serous cystadenoma.,Thecal luteal cyst.,Fibroma.,Tubo-ovarian abscess.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.88,
  ""rationale"": ""Fat and calcifications within an ovarian mass on MRI are classic for a mature cystic teratoma (dermoid cyst), which is not listed. The options provided (serous cystadenoma, thecal luteal cyst, fibroma, tubo-ovarian abscess) do not typically contain macroscopic fat with calcifications.""
}",null,NO_VALID_OPTION,0.88,"Fat and calcifications within an ovarian mass on MRI are classic for a mature cystic teratoma (dermoid cyst), which is not listed. The options provided (serous cystadenoma, thecal luteal cyst, fibroma, tubo-ovarian abscess) do not typically contain macroscopic fat with calcifications."
77,973a1454b3f4bdecf6219f6c9d1f8ae626d9e1ae1189fe765e43c7c723e3ef2b,"A 35-year-old male presents with leg swelling, ascites, and flank pains. Investigations reveal elevated serum cholesterol, reduced serum albumin, and proteinuria 4+. Which of the following is the likely diagnosis in this patient?",Dyslipidemia,Urinary tract infection,Nephrotic syndrome,Liver cirrhosis,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.97,
  ""rationale"": ""Heavy proteinuria (4+), hypoalbuminemia, hypercholesterolemia, and generalized edema/ascites are classic features of nephrotic syndrome. UTI and dyslipidemia do not explain the combination, and cirrhosis would not cause marked proteinuria. Therefore, nephrotic syndrome is the most likely diagnosis.""
}",C,,0.97,"Heavy proteinuria (4+), hypoalbuminemia, hypercholesterolemia, and generalized edema/ascites are classic features of nephrotic syndrome. UTI and dyslipidemia do not explain the combination, and cirrhosis would not cause marked proteinuria. Therefore, nephrotic syndrome is the most likely diagnosis."
78,ce9ae2f3095c813471e321632a37db520a38023531bda27f62b11f0e3fd6a5a6,"44)	A 16-day-old infant presents with fever, irritability, poor feeding, and a bulging fontanelle. Spinal fluid demonstrates gram-positive cocci. Which of the following is the most likely diagnosis?",Streptococcus pneumoniae,Group A streptococci,Staphylococcus aureus,Listeria monocytogenes,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.78,
  ""rationale"": ""In a 16-day-old with meningitis, the most likely pathogen is Group B Streptococcus (gram-positive cocci), which is not listed. Listeria is a gram-positive rod (not cocci), and the others are uncommon causes of neonatal meningitis.""
}",null,NO_VALID_OPTION,0.78,"In a 16-day-old with meningitis, the most likely pathogen is Group B Streptococcus (gram-positive cocci), which is not listed. Listeria is a gram-positive rod (not cocci), and the others are uncommon causes of neonatal meningitis."
79,ac9a6332474b92033b4a45830e1a40ac92d5d9fe1fb2c300a11f429bdd6893c4,A 45-year-old man with insulin-dependent diabetes mellitus and rheumatoid arthritis treated with methotrexate is seen in the outpatient clinic after he tried to remove some cerumen (wax) from his ear at home. He has erythema and swelling of the ear canal anddescribes severe ear pain. You are concerned about malignant otitis externa. Which bacteria is most likely to cause this presentation?,Pseudomonas aeruginosa.,Staphylococcus aureus,The infection is most likely to be multibacterial.,Streptococcus pyogenes.,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Malignant (necrotizing) otitis externa classically occurs in diabetics and immunocompromised patients and is most commonly caused by Pseudomonas aeruginosa. The presentation of severe ear pain with canal inflammation in this setting strongly points to Pseudomonas.""
}",A,,0.95,Malignant (necrotizing) otitis externa classically occurs in diabetics and immunocompromised patients and is most commonly caused by Pseudomonas aeruginosa. The presentation of severe ear pain with canal inflammation in this setting strongly points to Pseudomonas.
80,f0cbb731ac194173f46e021127c09d59f542c863bc182c9e52dd7f01cbfba5be,19. A 48-year-old woman who sustained a 5% deep dermal burn of the right lower limb. She was managing it at home with some local remedies. About 3 years later the developed a Marjolijn’s ulcer. What is the characteristic edge of this type of ulcer,a.Raised and everted,b.Punched out ulcer,c.Sloping edge,d.Punched out edge,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Marjolin’s ulcer is usually a squamous cell carcinoma arising in a chronic scar, classically showing a raised, everted edge. Other edge types (sloping or punched out) are characteristic of different ulcer etiologies.""
}",A,,0.9,"Marjolin’s ulcer is usually a squamous cell carcinoma arising in a chronic scar, classically showing a raised, everted edge. Other edge types (sloping or punched out) are characteristic of different ulcer etiologies."
81,4d69741e0ae18ac7b9fbc11ce16efa1c4ede56ee6344053f56ded18fe1f2b596,"A 57-year-old male with no surgical history presents with 2 days of abdominal pain, nausea, and vomiting. On exam he is distended and tympanic and is mildly tender without rebound or guarding. An erect abdominal x-ray revealed multiple dilated loops of small bowel with air-fluid levels. His last bowel movement was 1 day ago. He has not passed flatus for over a day. a. Which of the following is the best management option?",Which of the following is the best management option?,"b.Admission, observation, steroids",c.Diagnostic laparoscopy,d.Exploratory laparotomy,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""He has a presumed small bowel obstruction without peritoneal signs, so initial management should be IV fluids, electrolyte correction, nasogastric decompression, and imaging (CT); steroids are inappropriate, and immediate laparoscopy/laparotomy is not indicated absent signs of strangulation or peritonitis. None of the listed options reflects appropriate initial management.""
}",null,NO_VALID_OPTION,0.8,"He has a presumed small bowel obstruction without peritoneal signs, so initial management should be IV fluids, electrolyte correction, nasogastric decompression, and imaging (CT); steroids are inappropriate, and immediate laparoscopy/laparotomy is not indicated absent signs of strangulation or peritonitis. None of the listed options reflects appropriate initial management."
82,7b4fcb6ebb5a87778c3608b021bce987a165c5bfd6ac5b9919bdb4a9993489f0,A 20-year old female presents with complaints of general abdominal pain. she reports multiple episodes of diarrhea and vomiting. On examination she is afebrile but appears moderately dehydrated. Her abdomen is moderately tender in the peri-umbilical and epigastric regions. There is no guarding or rebound tenderness. Her white cell count is normal. Which of the following statements correctly describes the next course of management?,A diagnosis of acute abdomen should be made and laparotomy performed immediately,An abdominal CT scan is required to determine the pathology,Insert a nasogastric tube to decompress the stomach,Non surgical causes of acute abdomen should be considered,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The presentation (diarrhea, vomiting, afebrile, normal WBC, no guarding/rebound) suggests a non-surgical cause such as gastroenteritis. Immediate laparotomy and NG decompression are not indicated, and CT imaging is unnecessary at this stage without peritoneal signs or red flags.""
}",D,,0.9,"The presentation (diarrhea, vomiting, afebrile, normal WBC, no guarding/rebound) suggests a non-surgical cause such as gastroenteritis. Immediate laparotomy and NG decompression are not indicated, and CT imaging is unnecessary at this stage without peritoneal signs or red flags."
83,b69f286521b9ecfe02511b84e41131447a0eec5bdea4cef099b37cde6eed3722,"35-year-old female presents to the ER with the worse headache of her life. 
She’s known to have ADPKDx. Head CT scan shows a subarachnoid hemorrhage. 
Which of the following fundoscopic findings suggest this diagnosis?",Silver wiring,Cotton wool spots,Subhyaloid hemorrhage,Flame shaped hemorrhages,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Subhyaloid (preretinal) hemorrhages are classically associated with subarachnoid hemorrhage (Terson syndrome) from sudden increases in intracranial pressure. The other findings are more typical of hypertensive or diabetic retinopathy.""
}",C,,0.9,Subhyaloid (preretinal) hemorrhages are classically associated with subarachnoid hemorrhage (Terson syndrome) from sudden increases in intracranial pressure. The other findings are more typical of hypertensive or diabetic retinopathy.
84,4741f6d2c08bc3f950400a20d06019e52164ac3591708a5ea0c181cbf773db8f,"A 49-year-old man is admitted to the hospital with a seizure. He does not have a history of seizures and he currently takes no medications. He has AIDS and is not under any care at this time. His physical examination is most notable for small, shoddy lymphadenopathy in the cervical region. A head CT shows a ring-enhancing lesion in the right temporal lobe, with edema but no mass effect. A lumbar puncture shows no white or red blood cells, and the Gram stain is negative. His serum Toxoplasma IgG is positive. Which of the following is the best course of action for this patient at this time?",Search for systemic malignancy,Whole-brain radiation therapy,Dexamethasone,Biopsy of the central nervous system (CNS) lesion,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""In AIDS with a ring-enhancing lesion and positive Toxoplasma IgG, the best initial step is empiric anti-toxoplasma therapy and observation for response. Steroids are reserved for significant mass effect, biopsy is for nonresponders/negative serology, and whole-brain radiation or systemic malignancy workup are not appropriate now.""
}",null,NO_VALID_OPTION,0.8,"In AIDS with a ring-enhancing lesion and positive Toxoplasma IgG, the best initial step is empiric anti-toxoplasma therapy and observation for response. Steroids are reserved for significant mass effect, biopsy is for nonresponders/negative serology, and whole-brain radiation or systemic malignancy workup are not appropriate now."
85,9945e49c5d552f8e0419255318672a67d8504e2f76f4789a8252e4e94ab595e9,"a patient is brought to casualty after sustaining a stab wound to the trunk. He is hemodynamically normal, and his examination is unremarkable except for the presence of a wound 2 cm above the ilium along the right posterior axillary line. This is shown in the diagram below. The best way to evaluate this injury is:",Laparatomy,Serial CBCs lab investigations,Admission with serial abdominal examinations,Ultrasound (FAST) examination of the abdomen,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.78,
  ""rationale"": ""In a hemodynamically stable patient with a posterior/flank stab wound, mandatory laparotomy is not indicated and FAST is insensitive for retroperitoneal injuries; serial CBCs are not adequate. The best available option is admission with serial abdominal examinations (CT would be ideal but is not listed).""
}",C,,0.78,"In a hemodynamically stable patient with a posterior/flank stab wound, mandatory laparotomy is not indicated and FAST is insensitive for retroperitoneal injuries; serial CBCs are not adequate. The best available option is admission with serial abdominal examinations (CT would be ideal but is not listed)."
86,e2b2b288c544b4ebf1488d4cb03a9f84e90c7669e24137e26fbe3752b52133f2,A 30-year-old underweight a cardiotocograph (CTG) due to induction for reduced fetal movements. A drop in the fetal heart rate was observed only during the contractions and both were mirror images. This phenomenon is referred to as;,Early deceleration,Late deceleration,Variable deceleration,Early acceleration,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""A deceleration that mirrors the uterine contraction, with the nadir at the peak of the contraction and recovery by its end, is an early deceleration due to fetal head compression. Late decelerations begin after the contraction peak, and variable decelerations have abrupt onset with variable timing.""
}",A,,0.9,"A deceleration that mirrors the uterine contraction, with the nadir at the peak of the contraction and recovery by its end, is an early deceleration due to fetal head compression. Late decelerations begin after the contraction peak, and variable decelerations have abrupt onset with variable timing."
87,d42b65b9f4285050116b4a9a67a2c91d02bdef3c77a77cce28ea618b2861cf10,"In a patient with Dyspnea and fatigue on exertion, Cor pulmonale due to COPD is suspected. After physical examination, which of the following imaging studies is the most appropriate to evaluate left ventricle and right ventricle function in this patient?
",ECG,"n/aIn a patient with Dyspnea and fatigue on exertion, Cor pulmonale due to COPD is suspected. After physical examination, which of the following imaging studies is the most appropriate to evaluate left ventricle and right ventricle function in this patient? A.	CXray B.	ECG C.	Echocardiography D.	Standard CT Scan",Standard CT Scan,CXray,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.93,
  ""rationale"": ""Echocardiography is the best noninvasive imaging modality to assess both left and right ventricular structure and function and to estimate pulmonary pressures in suspected cor pulmonale. ECG and chest X-ray do not assess ventricular function, and standard CT does not provide functional evaluation.""
}",C,,0.93,"Echocardiography is the best noninvasive imaging modality to assess both left and right ventricular structure and function and to estimate pulmonary pressures in suspected cor pulmonale. ECG and chest X-ray do not assess ventricular function, and standard CT does not provide functional evaluation."
88,fcf329d07a733acff0ccfd67fd77b87c5f7ba9cd114516485ee82e502a83e78d,40-year-old male with a history of hypertension and diabetes who has been lost to follow-up presents with left sided hemiparesis with a right sided lower motor neuron cranial nerve 7 palsy. What is the most likely site of the lesion?,Internal capsule,Cortex,Pons,Cervical spine,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Contralateral hemiparesis with ipsilateral lower motor neuron facial nerve (CN VII) palsy indicates a crossed brainstem finding localized to the pons, where the facial nucleus/fascicles and descending corticospinal tract are adjacent.""
}",C,,0.9,"Contralateral hemiparesis with ipsilateral lower motor neuron facial nerve (CN VII) palsy indicates a crossed brainstem finding localized to the pons, where the facial nucleus/fascicles and descending corticospinal tract are adjacent."
