row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
118,2e91da61601e7f82de4605f374cb62177d3c32ee8c0a0064b99e1212447fc370,"A 65-year-old being managed for heart failure with reduced ejection fraction has a NYHA class of III despite being on optimal doses of bisoprolol, sacubitril/valsartan, dapagliflozin, eplerenone and furosemide. ECG done shows a left bundle branch block and QRS duration of 182 ms. What is the appropriate next step in her management?",Add Ivabradine,Add Spironolactone,Cardiac resynchronization therapy,Implantable cardioverter-defibrillator,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has heart failure with reduced ejection fraction, is on optimal medical therapy, has NYHA class III symptoms, and a left bundle branch block with QRS duration > 150 ms, making her a candidate for cardiac resynchronization therapy.""
}",C,,0.9,"The patient has heart failure with reduced ejection fraction, is on optimal medical therapy, has NYHA class III symptoms, and a left bundle branch block with QRS duration > 150 ms, making her a candidate for cardiac resynchronization therapy."
119,e7d6c62d3cd2455962af9c8cf7684b3af5a876d6d7505cd24e9fc4589cf64430,"Tuberculosis can be treated by
a. 4 months of Isoniazid and Rifampicin; 2 months of ethambutol, Isoniazid, rifampicin and pyrazinamide
b. 2 months of Isoniazide, Rifampicin, ethambutol and Pyrazinemide; 4 months of Ethambutol and pyrazinamide
c. 2 months of Pyrazinemide , ethambutol; 4 months of Rifampicine, ISoniazied and pyrazinamide
d. 2 months of Rifampicin, Isoniazide, Pyrazinemide and Ethambutol; 4 months of Rifampicin and Isoniazide.
e. 4 months of Rifampicin , Ethambutol 4 months of Isoniazid, pyrazinamide, ethambutol and rifampicin.","4months of Isoniazid and Rifampicin; 2 months of ethambutol, Isoniazid, rifampicin and pyrazinamide","2months of Isoniazide, Rifampicin, ethambutol and Pyrazinemide; 4 months of Ethambutol and pyrazinamide","2months of Pyrazinemide , ethambutol; 4 months of Rifampicine, ISoniazied  and pyrazinamide","2 months of Rifampicin, Isoniazide, Pyrazinemide and Ethambutol; 4 months of Rifampicin and Isoniazide.","{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The standard treatment for tuberculosis typically involves an initial intensive phase with multiple drugs followed by a continuation phase with fewer drugs. Option D matches the commonly recommended regimen: 2 months of Rifampicin, Isoniazid, Pyrazinamide, and Ethambutol, followed by 4 months of Rifampicin and Isoniazid.""
}",D,,0.9,"The standard treatment for tuberculosis typically involves an initial intensive phase with multiple drugs followed by a continuation phase with fewer drugs. Option D matches the commonly recommended regimen: 2 months of Rifampicin, Isoniazid, Pyrazinamide, and Ethambutol, followed by 4 months of Rifampicin and Isoniazid."
120,7d9870211d5643fc14e3f4e9dfb0fc6005af8dae839aac0ec3da2afb207af167,"A 42-year-old bus driver with diet-controlled diabetes complains of generalised weakness which appears to be worse in the evenings. She often complains of double vision and her husband and friends report that her eyelids sometimes appear to be drooping. Her symptoms are generally worse after a few hours of working. She reports smoking 10 cigarettes a day for the past 25 years and drinks three to four pints of beer most weekends. Examination of the limbs demonstrates generalised weakness, which is greater proximally. There is no sensory deficit. What is the most likely diagnosis?",Motor neuron disease,Dermatomyositis,Stroke,Parkinson’s disease,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of generalised weakness, double vision, and drooping eyelids, particularly worse in the evenings and after working, suggest a condition affecting muscle strength. Dermatomyositis is a likely diagnosis given the proximal muscle weakness and potential for associated symptoms like eyelid drooping.""
}",B,,0.8,"The patient's symptoms of generalised weakness, double vision, and drooping eyelids, particularly worse in the evenings and after working, suggest a condition affecting muscle strength. Dermatomyositis is a likely diagnosis given the proximal muscle weakness and potential for associated symptoms like eyelid drooping."
121,62794deedbfb0a32ee748be2f76272a6908d83cffb2b12a422ce18b6fddfedd9,"A 35-year-old man is admitted following blunt head trauma with a CT showing several areas ofsmall intracerebral hemorrhage. He is intubated but agitated. His heart rate is 90 bpm, and his mean arterial pressure (MAP) is 85 mmHg. An intracranial pressure monitor shows an ICP of 26 mmHg. Which of the 
following is the next best step?",Hyperventilation to PCO2 of 25 to 30 mmHg,Administer mannitol.,. Place the patient in Trendelenburg position.,Begin vasopressortherapy.,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's ICP is elevated at 26 mmHg, and he has intracerebral hemorrhage. Administering mannitol is a common first-line treatment to reduce ICP by creating an osmotic gradient that pulls water out of the brain.""
}",B,,0.9,"The patient's ICP is elevated at 26 mmHg, and he has intracerebral hemorrhage. Administering mannitol is a common first-line treatment to reduce ICP by creating an osmotic gradient that pulls water out of the brain."
122,119f23e556be37be01c79efcdccb1a0cbde25d18a18abe6317b662c0f1431089,"50)	Two weeks after a viral syndrome, a 2-year-old child develops bruising and generalized petechiae, more prominent over the legs. No hepatosplenomegaly or lymph node enlargement is noted. The examination is otherwise unremarkable. Laboratory testing shows the patient to have a normal hemoglobin, hematocrit, and white blood cell (WBC) count and differential. The platelet count is 15,000/μL. Which of the following is the most likely diagnosis?",Acute leukemia,Von Willebrand disease (vWD),Aplastic anemia,Thrombotic thrombocytopenic purpura,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.6,
  ""rationale"": ""The child's presentation is suggestive of Immune Thrombocytopenic Purpura (ITP), but it's not an option; further evaluation is needed to rule out other causes.""
}

 Wait, I should directly assess the given options.

{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.8,
  ""rationale"": ""The most likely diagnosis is Immune Thrombocytopenic Purpura (ITP), which is not among the given options.""
}",,INSUFFICIENT_INFO,0.6,"The child's presentation is suggestive of Immune Thrombocytopenic Purpura (ITP), but it's not an option; further evaluation is needed to rule out other causes."
123,c2e1eea0db2d2f595822d56d5b768e3af3fba3777d63fce3581f2d842ee1856d,"A woman undergoes a triple assessment for a left upper outer quadrant breast lump. The results of the clinical assessment show the lump to be 4.5 cm in diameter, with mobile lymph nodes on the same side and no evidence of distant metastases. Which of the following is her TNM classification?",T1N3M0,T2N1M0,T3N0M0,T2N3M1,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""T2 indicates a tumor >2 cm but <=5 cm; N1 indicates mobile ipsilateral lymph nodes; M0 indicates no distant metastases. The given clinical details match this classification.""
}",B,,0.9,T2 indicates a tumor >2 cm but <=5 cm; N1 indicates mobile ipsilateral lymph nodes; M0 indicates no distant metastases. The given clinical details match this classification.
124,19e22cfe57cc5f8824a2dab4b3a47a3a9273baf730906c8d649154a6b38dbf27,A 55-year-old man who has been working for many years in a quarry presents with difficulty breathing on physical activity and cough which has worsened over the past 3 months. There is associated weight loss. Chest X ray done shows bilateral reticulonodular opacities predominantly at the upper lobes. What is the most likely diagnosis?,Tuberculosis,Bronchogenic carcinoma,Idiopathic pulmonary fibrosis,Asbestosis,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's history of working in a quarry and the presence of bilateral reticulonodular opacities predominantly at the upper lobes on chest X-ray are suggestive of silicosis or tuberculosis, both of which are common in individuals exposed to silica dust. The symptoms of difficulty breathing, cough, and weight loss are consistent with tuberculosis.""
}",A,,0.8,"The patient's history of working in a quarry and the presence of bilateral reticulonodular opacities predominantly at the upper lobes on chest X-ray are suggestive of silicosis or tuberculosis, both of which are common in individuals exposed to silica dust. The symptoms of difficulty breathing, cough, and weight loss are consistent with tuberculosis."
125,8ecace11ac1b703d0297a6c6e9e371e0cd73954d394624f9d32e239d315b1fdf,"You see a 48-year old in the surgical ward who is due for an exploratory laparotomy. The anaesthetist tells you that a high dependency unit (HDU) bed has been booked for the patient owing to his comorbidities and will therefore require close monitoring after surgery. The anesthetist tells you that the patient falls under ASA 3. From the list below, choose the definition that best describes an ASA grading of 3.",A patient with severe systemic disease that is a constant threat to life,A patient with mild systemic disease,A moribund patient who is not expected to survive without an operation,A normal healthy patient,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""ASA 3 is defined as a patient with severe systemic disease, which matches option A.""
}",A,,0.9,"ASA 3 is defined as a patient with severe systemic disease, which matches option A."
126,dc47736e88acc694e8561dee76aea8baa5c58c09d95c3a798324b66208aa1505,"A 35-year-old previously healthy woman complains of a severe, excruciating headache and then has a transient loss of consciousness. There are no focal neurologic findings. Which of the following is the best next step in evaluation?",CT scan with contrast,Echocardiogram,Carotid angiogram,Holter monitor,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's severe headache and transient loss of consciousness suggest a possible subarachnoid hemorrhage, for which a CT scan is the initial imaging modality of choice.""
}",A,,0.9,"The patient's severe headache and transient loss of consciousness suggest a possible subarachnoid hemorrhage, for which a CT scan is the initial imaging modality of choice."
127,6f007229e14c88e297d0ec036ad6b23401179fac37b9adc538e7d386e31c003f,A 56-year-old man presents to the Emergency Unit with central chest pain which lasted for 15 minutes while playing tennis. He has two similar episodes over the past three months. The first episode was while he was taking a walk and the second episode while he was on the treadmill in the gym. He is a hypertensive with well controlled blood pressures and has a past history of smoking. ECG done showed left ventricular hypertrophy and T wave inversion in leads V 5 and V 6. Troponins done were normal. What diagnosis best fits with the clinical scenario?,Non ST elevation myocardial infarction,Unstable angina,Non cardiac chest pain,Stable angina,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has chest pain on exertion with a history of similar episodes, normal troponins, and ECG changes consistent with ischemia. This fits the diagnosis of unstable angina, as the episodes are recurrent and troponins are normal.""
}",B,,0.9,"The patient has chest pain on exertion with a history of similar episodes, normal troponins, and ECG changes consistent with ischemia. This fits the diagnosis of unstable angina, as the episodes are recurrent and troponins are normal."
128,e23937af1c9ed9d9e191313a520eef15efb13453a86f1e10da7c922ba394eec2,24 year old man presented with sudden onset shortness of breath while watching television. Examination of the chest showed reduced expansion on the left with hyper-resonant percussion notes and reduced breath sounds on the same side. What is the most likely diagnosis consistent with the chest findings on the left?,Pulmonary fibrosis,Pneumonia,Upper airway obstruction,Atelectasis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The given options do not include the most likely diagnosis, which is pneumothorax.""
}",,NO_VALID_OPTION,0.0,"The given options do not include the most likely diagnosis, which is pneumothorax."
129,7535dd19354496158072c59d8557a2544fd82a8e1724692e8a8687cdf255949a,A 15-month old unimmunized child presents with persistent cough of a week duration. It is associated with occasional loud inspiratory noise and vomiting after episodes of cough. Which of the following additional features should be searched for?,Severe conjunctivitis,Encephalitis,Morbilliform rash,Loud stridor,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The child's symptoms, such as persistent cough, loud inspiratory noise (whoop), and post-tussive vomiting, are suggestive of pertussis (whooping cough), which is common in unimmunized children. A morbilliform rash is associated with measles, but the cough and inspiratory whoop are more typical of pertussis. However, measles can sometimes present with a cough. The presence of a morbilliform rash could indicate measles, which is also more likely in an unimmunized child.""
}",C,,0.9,"The child's symptoms, such as persistent cough, loud inspiratory noise (whoop), and post-tussive vomiting, are suggestive of pertussis (whooping cough), which is common in unimmunized children. A morbilliform rash is associated with measles, but the cough and inspiratory whoop are more typical of pertussis. However, measles can sometimes present with a cough. The presence of a morbilliform rash could indicate measles, which is also more likely in an unimmunized child."
130,7c73e2081f88c8d16140d6bc4b3d5a9160c509805a8bc96b0c6c602a752b823a,"A 27-year-old man is admitted with weight loss and headaches for 3 weeks. Upon evaluation, he was found to have cryptococcal meningitis and started amphotericin B. Two days later. Urea and creatinine are requested. Which of the following is a finding of concern",Hyponatremia,Hypomagnesemia,Hypokalemia,Hypochloremia,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Amphotericin B can cause nephrotoxicity, often leading to hypokalemia due to increased renal potassium wasting.""
}",C,,0.9,"Amphotericin B can cause nephrotoxicity, often leading to hypokalemia due to increased renal potassium wasting."
131,70a72ab00c1779d9df9334f07a53b015bd53e8f486adb2466857612e8af29fa5,"A general surgeon contacts you regarding preoperative clearance for an otherwise healthy 42-year-old scheduled for an appendectomy. The patient has no history of excessive bleeding, no family history of bleeding disorders, and is on no medications. He inquires about the need for coagulation studies, which have not been performed. Which of the following is a correct response to this inquiry?",A prothrombin time (PT) and partial thromboplastin time (PTT) must be performed before surgery,A bleeding time is sufficient for assessing the risk of bleeding,A normal PT and PTT within the last year is sufficient to clear this patient for surgery,No further testing is necessary to clear this patient for surgery,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient is otherwise healthy with no history or family history of bleeding disorders and is not on any medications that could affect coagulation, making routine coagulation studies unnecessary for preoperative clearance.""
}",D,,0.95,"The patient is otherwise healthy with no history or family history of bleeding disorders and is not on any medications that could affect coagulation, making routine coagulation studies unnecessary for preoperative clearance."
132,cdb145d0926ee2ce9ab47552405d83130f3bb1f57c12dedde100d6ad928cddc8,"Aisha, a 17-year-old girl presents with a 3-day history of bilateral itching, burning, crusting, and matting of her eyelids, which worsens when she awakens in the morning. The patient has no prior history of a similar event. On physical exam, there is crusting of the eyelashes at the bases, erythema of the eyelids, clear conjunctiva, and cornea. There are small ulcers on the eyelid margins. The meibomian glands appear normal. Which of the following is not first-line treatment?",Erythromycin ophthalmic ointment,Warm compresses and lid margin scrubs with a cotton swab dipped in diluted baby shampoo,,Avoidance of eye makeup,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.99,
  ""rationale"": ""The patient's symptoms are consistent with blepharitis, and the first-line treatments include erythromycin ophthalmic ointment, warm compresses, and lid margin scrubs, and avoidance of eye makeup. Option C is 'nan', which is not a valid treatment.""
}",C,,0.99,"The patient's symptoms are consistent with blepharitis, and the first-line treatments include erythromycin ophthalmic ointment, warm compresses, and lid margin scrubs, and avoidance of eye makeup. Option C is 'nan"
133,c6ff982185d158ea1b12976fa1c007e3d0f7105a4139ebadcb3ea9a4ac69b63f,"9)	A 12-month-old boy comes to the emergency department with a 3-day history of intractable
vomiting and watery diarrhea. His mother reports decreased urine output for the past 24 hours.
His heart rate is 180 beats/min, and his blood pressure is 85/40 mmHg. He is lethargic but
responds to stimulation. His mucous membranes are very dry, his skin turgor is decreased, and
his capillary refill is 3 seconds. The remainder of his physical examination findings are
unremarkable.
Of the following, the laboratory data that are MOST consistent with this patient's clinical
presentation are",Serum Sodium: Normal; Serum Osmolality: Normal; Urine Sodium: Low; Urine Osmolality: Low,. Serum Sodium: High; Serum Osmolality: High; Urine Sodium: Low; Urine Osmolality: Low,Serum Sodium: Low; Serum Osmolality: Normal; Urine Sodium: High; Urine Osmolality: High,Serum Sodium: Low; Serum Osmolality: Low; Urine Sodium: High; Urine Osmolality: Hig,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is dehydrated with symptoms of hypertonic dehydration, likely due to hypernatremia from water loss exceeding sodium loss. High serum osmolality and low urine sodium with low urine osmolality are consistent with this presentation.""
}",B,,0.9,"The patient is dehydrated with symptoms of hypertonic dehydration, likely due to hypernatremia from water loss exceeding sodium loss. High serum osmolality and low urine sodium with low urine osmolality are consistent with this presentation."
134,adec472ffd518d58c89d269225550d840bf7900a2af22542c7996471c1f47e3e,"Beer drinkers have poor dietary intake of protein and electrolytes and consume large volumes of beer, which may exceed renal excretory capacity and result in hyponatremia. This is referred to as?




 
",Beer syndrome,Beer flush,Beer potomania,Beer psychosis,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The condition described is related to hyponatremia caused by excessive beer consumption, which matches the definition of Beer potomania.""
}",C,,0.9,"The condition described is related to hyponatremia caused by excessive beer consumption, which matches the definition of Beer potomania."
135,9064e50eb618891318fd6de08a2a1aade9410591e4f9a75fce16458a06ad0eac,"24)	Upon entering your examination room, you find a father who is visibly upset. He has brought his 1-month-old and 2-year-old daughters to see you today because his wife was recently diagnosed with tuberculosis. As you question him further, he tells you that his wife's physician told him that his wife's chest radiograph was abnormal and she was ""smear-positive."" He hands you results from the health department stating that he and his daughters all had negative skin tests and chest radiographs. His wife is at the health department today to start medicines against tuberculosis, and he wants to know if there is anything that should be done for the children. Of the following, the MOST appropriate treatment is to",administer the bacille Calmette-Guérin vaccine,repeat the skin test in 1 month,remove the children from the home for 3 months,provide reassurance,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The children have been exposed to TB and had initial negative skin tests. Repeating the skin test in 1 month is necessary to check for conversion due to the window period of tuberculin skin test.""
}",B,,0.9,The children have been exposed to TB and had initial negative skin tests. Repeating the skin test in 1 month is necessary to check for conversion due to the window period of tuberculin skin test.
136,9cc5ef2bb982e980edacc673d93ab4e9ec3a18495f26c0fc42d7ee7e7a8ad438,A 3 month old male infant developed otitis media for which he was given a course of co-trimoxazole. A few days later he developed extensive peeling of the skin; there was no mucosal lesion and the baby was not toxic. The most likely diagnosis is?,Toxic Epidermal Necrolysis,Staphylococcal scalded skin syndrome,Infantile pemphigus,Stevens Johnson Syndrome,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The condition described matches Staphylococcal scalded skin syndrome (SSSS), characterized by extensive peeling of the skin without mucosal involvement or systemic toxicity, often following a staphylococcal infection.""
}",B,,0.9,"The condition described matches Staphylococcal scalded skin syndrome (SSSS), characterized by extensive peeling of the skin without mucosal involvement or systemic toxicity, often following a staphylococcal infection."
137,0e1e0585ddba4593af322a576e186045a35529b68b0066969f74f6ba7c15135d,A 36-year-old HIV-positive woman on highly active anti-retroviral therapy (HAART) comes to see you after a positive pregnancy test. Which one of the following statements is not true with regard to her management?,Screening for genital infections at booking and at 28 weeks' gestation.,Screening for Hepatitis C should be performed at booking.,Advise her to continue to take HAART throughout the pregnancy and postpartum.,Avoidance of breastfeeding reduces the risk of mother to child transmission.,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""HAART should be continued throughout pregnancy but the decision to continue postpartum depends on various factors including the woman's HIV status and clinical condition.""
}",C,,0.9,HAART should be continued throughout pregnancy but the decision to continue postpartum depends on various factors including the woman's HIV status and clinical condition.
138,654a036cd633ca2659793c28678b628cf1c3b824e372ec59e74662da00ebd2e2,A 62-year-old man who smokes 30 cigarettes a day is brought to the hospital on account of increasing confusion and drowsiness over the past 6 days. His wife mentioned he also has a 3-month history of cough and weight loss. He has decreased breath sounds on the left and Chest X ray done showed a hilar mass suspiscious for lung malignancy. His blood tests was significant for hyponatraemia of 122 mmol/L . What is the most probable cause of his symptoms?,Adenocarcinoma,Mesothelioma,Bronchial carcinoid,Squamous cell cancer,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation of hyponatraemia, confusion, and drowsiness, alongside a hilar mass suspicious for lung malignancy, is highly suggestive of SIADH, commonly associated with small cell lung cancer, but among the given options, Squamous cell cancer is a more likely cause of paraneoplastic syndromes and is linked to hypercalcaemia, however, it's worth noting that small cell is not an option. Still, Squamous cell carcinoma is known to cause various paraneoplastic syndromes.""
}",D,,0.9,"The patient's presentation of hyponatraemia, confusion, and drowsiness, alongside a hilar mass suspicious for lung malignancy, is highly suggestive of SIADH, commonly associated with small cell lung cancer, but among the given options, Squamous cell cancer is a more likely cause of paraneoplastic syndromes and is linked to hypercalcaemia, however, it's worth noting that small cell is not an option. Still, Squamous cell carcinoma is known to cause various paraneoplastic syndromes."
139,6e5b28107c63ad61f98c8ef134f3e414438df3f3f3a1da3eac145c9f52317bfa,A 72-year-old man presents with intermittent dysphagia to both solids and liquids over the past 8 months. He experiences retrosternal pain which is relieved by regurgitating food. He has had one episode of pneumonia over the past year. There is mild epigastric tenderness on palpation. A barium swallow done showed dilated oesophagus with a bird’s beak appearance. What is the most likely diagnosis?,Oesophageal carcinoma,Eosinophilic oesophagitis,Zenker’s diverticulum,Oesophageal spasms,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of dysphagia to both solids and liquids, retrosternal pain relieved by regurgitating food, and the barium swallow showing a dilated oesophagus with a bird's beak appearance are characteristic of achalasia, which is a type of oesophageal dysmotility. However, achalasia is not listed among the options; oesophageal spasms (D) is the closest related condition among the given choices.""
}",D,,0.8,"The patient's symptoms of dysphagia to both solids and liquids, retrosternal pain relieved by regurgitating food, and the barium swallow showing a dilated oesophagus with a bird's beak appearance are characteristic of achalasia, which is a type of oesophageal dysmotility. However, achalasia is not listed among the options; oesophageal spasms (D) is the closest related condition among the given choices."
140,4ad6efb8963c3d27c18a9738b9130b82b6c04740aba02afb598d70e12c423911,"A 16 year old boy presented with asymptomatic, multiple , erythematous, annulare lesions with acollarette of scales at the periphery of the lesions present on the trunk. The most likely diagnosis is?",Pityriasis versicolor,tinea versicolor,Pityrias rurba pilaris,Pityriasis alba,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The description matches Pityriasis rosea, likely a typo in 'Pityrias rurba pilaris', characterized by multiple erythematous annular lesions with a collarette of scales on the trunk.""
}",C,,0.9,"The description matches Pityriasis rosea, likely a typo in 'Pityrias rurba pilaris"
141,25df01f16e1fa13192450b0afab12ae9f0970bf142de3e1ae67572dd8bbf364c,"In transtentorial herniation, there may be lateral displacement of the midbrain which may compress the opposite cerebral peduncle leading to a Babinski response and hemiparesis contralateral to the original hemiparesis. This phenomenon is known as?

 
 


",Uhthoff’s Phenomenon,Elsberg Phenomenon,Bells phenomenon,Monroe-Kellie doctrine,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The described phenomenon is known as Kernohan's notch, but among the given options, the closest related phenomenon is Elsberg Phenomenon, though it's not the exact term. However, Kernohan's notch is related to false localizing signs, and Elsberg phenomenon is related to false localizing signs in the context of increased intracranial pressure.""
}",B,,0.9,"The described phenomenon is known as Kernohan's notch, but among the given options, the closest related phenomenon is Elsberg Phenomenon, though it's not the exact term. However, Kernohan's notch is related to false localizing signs, and Elsberg phenomenon is related to false localizing signs in the context of increased intracranial pressure."
142,586d62e76745b3f0496ccf8387f1033f77ed7c095234b4b8cc89d41d7bfadc3d,"A 45-year-old white female smoker is admitted to the hospital for observation after presenting to the emergency department with vague chest pain. There is no past history of cardiac disease, diabetes, hypertension, or hyperlipidemia. Later that night while in bed she has a recurrence of pain, at which time cardiac monitoring shows a transient elevation of precordial ST segments. The pain is promptly relieved by sublingual nitroglycerin. Physical exam is unremarkable. Which of the following is the best follow up management plan?",Echocardiography and anti-inflammatory therapy,EGD and proton pump inhibitor therapy,Exercise stress testing; treatment depending on results,Coronary angiography; likely treatment with nitrates and calcium channel blockers,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and transient ST segment elevation suggest Prinzmetal's angina, which is caused by coronary artery vasospasm. Coronary angiography is often recommended to rule out significant coronary artery disease. Treatment with nitrates and calcium channel blockers is typically effective for managing Prinzmetal's angina.""
}",D,,0.9,"The patient's symptoms and transient ST segment elevation suggest Prinzmetal's angina, which is caused by coronary artery vasospasm. Coronary angiography is often recommended to rule out significant coronary artery disease. Treatment with nitrates and calcium channel blockers is typically effective for managing Prinzmetal's angina."
143,5427d46a9c9b7b93651a9e405086ea7dcaf95a5ed1ef2d5ef361d03babeb42dd,"During a major ward round, you overheard the consultant ask a patient to spell WORLD backwards. He later asked another patient to mention the days of the week forward and backwards. Your colleague standing next to you wants to know what item on the mental status examination the consultant is assessing. Your answer is 
 
 
 
 
 
",Judgement,Attention,Concentration,Memory,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The tasks of spelling 'WORLD' backwards and reciting the days of the week forward and backwards are commonly used to assess concentration, as they require the patient to focus and manipulate information in their working memory.""
}",C,,0.9,"The tasks of spelling 'WORLD' backwards and reciting the days of the week forward and backwards are commonly used to assess concentration, as they require the patient to focus and manipulate information in their working memory."
144,477c70010715283df417fa4d7ab527c8dd3de9f77664940973d8239bb353be6f,"A 70-year-old man presented with early onset total constipation, abdominal pain, abdominal distention and late onset vomiting. Bowel sounds are increased on auscultation, and a plain film shows marked distention of loops of bowel with a Frimann-Dahl lines. The most likely diagnosis is which of the following?",b.	Caecal volvulus,e.	Pyloric obstruction,d.	Ileal obstruction,c.	Jejunal obstruction,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and findings, such as total constipation, abdominal distention, increased bowel sounds, and marked distention of bowel loops with Frimann-Dahl lines on plain film, are indicative of a mechanical bowel obstruction. The late onset of vomiting suggests a lower obstruction, making ileal obstruction more likely than jejunal or pyloric obstruction. Caecal volvulus is also a possibility but the description fits ileal obstruction better.""
}",C,,0.9,"The patient's symptoms and findings, such as total constipation, abdominal distention, increased bowel sounds, and marked distention of bowel loops with Frimann-Dahl lines on plain film, are indicative of a mechanical bowel obstruction. The late onset of vomiting suggests a lower obstruction, making ileal obstruction more likely than jejunal or pyloric obstruction. Caecal volvulus is also a possibility but the description fits ileal obstruction better."
145,0c1e6b8c683a5da297fc21116998b30b7dfead298dba5a133c66e2831a4c6c54,A 76-year-old woman presents with numbness and mild weakness in the legs. She has noticed mild numbness in the fingertips bilaterally. The symptoms have been slowly progressive over the past year. She rarely goes to the doctor and takes no medications. Neurological exam shows sensory loss to light touch to the knees and wrists in a symmetric pattern. Joint position sensation is less severely affected. Ankle reflexes are absent and she has mild distal weakness. Which of the following is the most likely abnormality on laboratory testing?,Oligoclonal banding,Macrocytic anemia with a low vitamin B12 level,"Low T4, elevated TSH",Positive ELISA test for HIV,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and signs, including symmetric sensory loss, absent ankle reflexes, and mild distal weakness, are consistent with a diagnosis of vitamin B12 deficiency, which can cause a myeloneuropathy. The presence of numbness in the fingertips and legs, along with the slow progression of symptoms, also supports this diagnosis.""
}",B,,0.9,"The patient's symptoms and signs, including symmetric sensory loss, absent ankle reflexes, and mild distal weakness, are consistent with a diagnosis of vitamin B12 deficiency, which can cause a myeloneuropathy. The presence of numbness in the fingertips and legs, along with the slow progression of symptoms, also supports this diagnosis."
